Date,ProShares UltraShort MSCI JapanEtf_Open_average,ProShares UltraShort MSCI JapanEtf_Open_max,ProShares UltraShort MSCI JapanEtf_Open_min,ProShares UltraShort MSCI JapanEtf_Open_volatility,ProShares UltraShort MSCI JapanEtf_Open_change,ProShares UltraShort MSCI JapanEtf_High_average,ProShares UltraShort MSCI JapanEtf_High_max,ProShares UltraShort MSCI JapanEtf_High_min,ProShares UltraShort MSCI JapanEtf_High_volatility,ProShares UltraShort MSCI JapanEtf_High_change,ProShares UltraShort MSCI JapanEtf_Low_average,ProShares UltraShort MSCI JapanEtf_Low_max,ProShares UltraShort MSCI JapanEtf_Low_min,ProShares UltraShort MSCI JapanEtf_Low_volatility,ProShares UltraShort MSCI JapanEtf_Low_change,ProShares UltraShort MSCI JapanEtf_Close_average,ProShares UltraShort MSCI JapanEtf_Close_max,ProShares UltraShort MSCI JapanEtf_Close_min,ProShares UltraShort MSCI JapanEtf_Close_volatility,ProShares UltraShort MSCI JapanEtf_Close_change
2018-03-25,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2018-04-01,25.5,25.5,25.5,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2018-04-08,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2018-04-15,24.98,24.98,24.98,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2018-04-22,24.97,24.97,24.97,0.0,0.0,25.44,25.44,25.44,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-04-29,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-05-06,24.58,24.58,24.58,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-05-13,24.72,24.72,24.72,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2018-05-20,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2018-05-27,25.81,25.81,25.81,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2018-06-03,25.0,25.0,25.0,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-06-10,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2018-06-17,26.05,26.05,26.05,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2018-06-24,27.05,27.05,27.05,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2018-07-01,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-07-08,27.58,27.58,27.58,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2018-07-15,26.88,26.88,26.88,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2018-07-22,25.67,25.67,25.67,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2018-07-29,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2018-08-05,27.33,27.33,27.33,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2018-08-12,28.0,28.0,28.0,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-08-19,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2018-08-26,26.73,26.73,26.73,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-09-02,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2018-09-09,26.94,26.94,26.94,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2018-09-16,25.4,25.4,25.4,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-09-23,25.16,25.16,25.16,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-09-30,25.7,25.7,25.7,0.0,0.0,26.31,26.31,26.31,0.0,0.0,25.7,25.7,25.7,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2018-10-07,28.21,28.21,28.21,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-10-14,28.24,28.24,28.24,0.0,0.0,28.32,28.32,28.32,0.0,0.0,27.76,27.76,27.76,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2018-10-21,31.16,31.16,31.16,0.0,0.0,31.98,31.98,31.98,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-10-28,29.63,29.63,29.63,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.3,29.3,29.3,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-11-04,29.95,29.95,29.95,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2018-11-11,30.42,30.42,30.42,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2018-11-18,30.8,30.8,30.8,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-11-25,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-12-02,31.19,31.19,31.19,0.0,0.0,31.49,31.49,31.49,0.0,0.0,30.54,30.54,30.54,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2018-12-09,31.73,31.73,31.73,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.73,31.73,31.73,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2018-12-16,34.88,34.88,34.88,0.0,0.0,35.81,35.81,35.81,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2018-12-23,34.29,34.29,34.29,0.0,0.0,34.47,34.47,34.47,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-12-30,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2019-01-06,31.42,31.42,31.42,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-01-13,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2019-01-20,29.99,29.99,29.99,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-01-27,29.84,29.84,29.84,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.84,29.84,29.84,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-02-03,31.67,31.67,31.67,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-02-10,29.8,29.8,29.8,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2019-02-17,29.11,29.11,29.11,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-02-24,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-03-03,31.46,31.46,31.46,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-03-10,29.8,29.8,29.8,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-03-17,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-03-24,29.03,29.03,29.03,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-03-31,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-04-07,28.76,28.76,28.76,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-04-14,28.77,28.77,28.77,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-04-21,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-04-28,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-05-05,30.72,30.72,30.72,0.0,0.0,30.85,30.85,30.85,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2019-05-12,30.18,30.18,30.18,0.0,0.0,30.36,30.36,30.36,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2019-05-19,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-05-26,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-06-02,29.77,29.77,29.77,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-06-09,30.1,30.1,30.1,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-06-16,29.0,29.0,29.0,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-06-23,28.8,28.8,28.8,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2019-06-30,27.8,27.8,27.8,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2019-07-07,28.29,28.29,28.29,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-07-14,28.68,28.68,28.68,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-07-21,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2019-07-28,29.68,29.68,29.68,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-08-04,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2019-08-11,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-08-18,30.34,30.34,30.34,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2019-08-25,29.42,29.42,29.42,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-09-01,28.51,28.51,28.51,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-09-08,26.61,26.61,26.61,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-09-15,26.29,26.29,26.29,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-09-22,26.64,26.64,26.64,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-09-29,27.05,27.05,27.05,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-10-06,26.4,26.4,26.4,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-10-13,26.01,26.01,26.01,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-10-20,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-10-27,24.41,24.41,24.41,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-11-03,24.13,24.13,24.13,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-11-10,24.15,24.15,24.15,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-11-17,24.04,24.04,24.04,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-11-24,24.17,24.17,24.17,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-12-01,23.39,23.39,23.39,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2019-12-08,23.49,23.49,23.49,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-12-15,23.44,23.44,23.44,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2019-12-22,23.48,23.48,23.48,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-12-29,23.7,23.7,23.7,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2020-01-05,23.47,23.47,23.47,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2020-01-12,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2020-01-19,23.41,23.41,23.41,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2020-01-26,24.86,24.86,24.86,0.0,0.0,25.22,25.22,25.22,0.0,0.0,24.86,24.86,24.86,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2020-02-02,23.5,23.5,23.5,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2020-02-09,24.47,24.47,24.47,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2020-02-16,26.28,26.28,26.28,0.0,0.0,26.29,26.29,26.29,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2020-02-23,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2020-03-01,30.34,30.34,30.34,0.0,0.0,30.42,30.42,30.42,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2020-03-08,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2020-03-15,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2020-03-22,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2020-03-29,34.38,34.38,34.38,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2020-04-05,29.26,29.26,29.26,0.0,0.0,29.63,29.63,29.63,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2020-04-12,28.45,28.45,28.45,0.0,0.0,29.28,29.28,29.28,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2020-04-19,28.53,28.53,28.53,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2020-04-26,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2020-05-03,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2020-05-10,27.43,27.43,27.43,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2020-05-17,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2020-05-24,23.6,23.6,23.6,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2020-05-31,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2020-06-07,22.68,22.68,22.68,0.0,0.0,23.22,23.22,23.22,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2020-06-14,22.07,22.07,22.07,0.0,0.0,22.43,22.43,22.43,0.0,0.0,21.95,21.95,21.95,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2020-06-21,22.44,22.44,22.44,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2020-06-28,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2020-07-05,22.67,22.67,22.67,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.9,22.9,22.9,0.0,0.0
