Date,CSUStock_Open_average,CSUStock_Open_max,CSUStock_Open_min,CSUStock_Open_volatility,CSUStock_Open_change,CSUStock_High_average,CSUStock_High_max,CSUStock_High_min,CSUStock_High_volatility,CSUStock_High_change,CSUStock_Low_average,CSUStock_Low_max,CSUStock_Low_min,CSUStock_Low_volatility,CSUStock_Low_change,CSUStock_Close_average,CSUStock_Close_max,CSUStock_Close_min,CSUStock_Close_volatility,CSUStock_Close_change,CSUStock_Volume_average,CSUStock_Volume_max,CSUStock_Volume_min,CSUStock_Volume_volatility,CSUStock_Volume_change
2018-01-14,12.16,12.52,11.74,0.7799999999999994,-0.6699999999999999,12.2675,12.62,11.92,0.6999999999999993,-0.6999999999999993,11.9275,12.29,11.68,0.6099999999999994,-0.6099999999999994,12.022499999999999,12.49,11.77,0.7200000000000006,-0.7000000000000011,255731,298512,219820,78692,-78692
2018-01-21,11.938,12.05,11.78,0.27000000000000135,0.1800000000000015,12.056000000000001,12.16,11.98,0.17999999999999972,-0.009999999999999787,11.764,11.84,11.69,0.15000000000000036,0.009999999999999787,11.938,12.05,11.85,0.20000000000000107,-0.030000000000001137,201153,220886,160924,59962,-31189
2018-01-28,11.416,11.78,11.22,0.5599999999999987,-0.5599999999999987,11.506,11.91,11.25,0.6600000000000001,-0.6600000000000001,11.17,11.59,10.9,0.6899999999999995,-0.6400000000000006,11.302,11.64,10.96,0.6799999999999997,-0.6799999999999997,206823,263735,145990,117745,35102
2018-02-04,11.14,11.72,10.43,1.290000000000001,0.8399999999999999,11.468,11.89,10.97,0.9199999999999999,0.75,10.886,11.59,10.35,1.2400000000000002,0.4900000000000002,11.193999999999999,11.67,10.61,1.0600000000000005,0.5500000000000007,315588,354688,275703,78985,-63243
2018-02-11,11.342,11.49,11.15,0.33999999999999986,0.15000000000000036,11.59,11.68,11.39,0.28999999999999915,0.20999999999999908,11.232000000000001,11.3,11.05,0.25,0.25,11.411999999999999,11.6,11.35,0.25,-0.009999999999999787,287863,510615,180139,330476,-13730
2018-02-18,11.0625,11.32,10.86,0.46000000000000085,-0.46000000000000085,11.2875,11.47,11.2,0.27000000000000135,-0.2599999999999998,10.68,10.85,10.55,0.29999999999999893,-0.29999999999999893,11.0025,11.13,10.84,0.2900000000000009,0.1999999999999993,396449,719502,200202,519300,189993
2018-02-25,11.636,12.81,11.16,1.6500000000000004,0.03999999999999915,12.096,13.41,11.49,1.92,0.75,11.062,11.2,10.92,0.27999999999999936,0.27999999999999936,11.565999999999999,12.2,11.26,0.9399999999999995,0.9199999999999999,439718,625359,226372,398987,-111512
2018-03-04,12.442,12.81,12.15,0.6600000000000001,0.5399999999999991,12.686,12.9,12.42,0.4800000000000004,0.46000000000000085,12.258,12.51,11.99,0.5199999999999996,0.40000000000000036,12.546,12.72,12.27,0.45000000000000107,0.41999999999999993,217890,325191,169977,155214,120338
2018-03-11,12.514,12.71,12.27,0.4400000000000013,-0.41000000000000014,12.676,12.89,12.45,0.4400000000000013,-0.4400000000000013,12.338,12.58,12.15,0.4299999999999997,-0.4299999999999997,12.428,12.71,12.26,0.45000000000000107,-0.3600000000000012,211808,249717,146960,102757,-28643
2018-03-18,12.05,12.3,11.67,0.6300000000000008,-0.6300000000000008,12.178,12.44,11.9,0.5399999999999991,-0.5399999999999991,11.802,12.2,11.31,0.8899999999999988,-0.8899999999999988,11.884,12.33,11.35,0.9800000000000004,-0.9800000000000004,214570,295243,124197,171046,171046
2018-03-25,11.1025,11.49,10.83,0.6600000000000001,-0.4399999999999995,11.225000000000001,11.49,11.05,0.4399999999999995,-0.4399999999999995,10.7325,10.82,10.63,0.1899999999999995,-0.17999999999999972,10.8775,10.98,10.75,0.23000000000000043,-0.1999999999999993,366862,463635,286475,177160,-101256
2018-04-01,10.616,10.78,10.4,0.379999999999999,0.05999999999999872,10.778,10.88,10.53,0.3500000000000014,-0.08000000000000007,10.438,10.68,10.27,0.41000000000000014,0.16000000000000014,10.612,10.83,10.4,0.4299999999999997,0.23000000000000043,317516,491793,194655,297138,37377
2018-04-08,10.656,10.81,10.55,0.2599999999999998,-0.08000000000000007,10.816,10.9,10.74,0.16000000000000014,0.14000000000000057,10.49,10.55,10.43,0.120000000000001,-0.040000000000000924,10.638,10.77,10.52,0.25,0.17999999999999972,593611,1650549,159556,1490993,1490993
2018-04-15,11.33,11.77,10.79,0.9800000000000004,0.9800000000000004,11.702,11.92,11.17,0.75,0.6899999999999995,11.206,11.62,10.54,1.08,1.08,11.5,11.78,11.04,0.7400000000000002,0.6100000000000012,471430,1307982,156654,1151328,-1151328
2018-04-22,11.538,11.7,11.24,0.4599999999999991,-0.40000000000000036,11.762,11.93,11.59,0.33999999999999986,0.14000000000000057,11.374,11.53,11.2,0.33000000000000007,-0.1999999999999993,11.581999999999999,11.85,11.25,0.5999999999999996,0.16999999999999993,218301,316485,125998,190487,20874
2018-04-29,10.772,11.92,9.5,2.42,-1.9299999999999997,10.92,11.92,10.03,1.8900000000000006,-1.7899999999999991,10.306000000000001,11.66,9.15,2.51,-1.9399999999999995,10.606,11.75,9.53,2.2200000000000006,-1.7200000000000006,731552,2187127,126804,2060323,260705
2018-05-06,10.632,11.03,10.04,0.9900000000000002,0.6400000000000006,10.964,11.1,10.57,0.5299999999999994,0.5099999999999998,10.502,10.68,10.04,0.6400000000000006,0.6400000000000006,10.806000000000001,10.98,10.51,0.47000000000000064,0.45000000000000107,298865,390054,210186,179868,-109986
2018-05-13,10.828000000000001,11.0,10.64,0.35999999999999943,-0.03999999999999915,10.956,11.04,10.71,0.3299999999999983,-0.009999999999999787,10.696,10.85,10.55,0.29999999999999893,0.019999999999999574,10.78,10.9,10.64,0.2599999999999998,0.019999999999999574,177096,254738,134775,119963,30734
2018-05-20,10.762,10.83,10.6,0.23000000000000043,0.02000000000000135,10.91,11.02,10.83,0.1899999999999995,0.08999999999999986,10.616,10.66,10.57,0.08999999999999986,0.009999999999999787,10.742,10.8,10.6,0.20000000000000107,-0.0600000000000005,186680,323412,116499,206913,-24929
2018-05-27,10.8275,11.02,10.65,0.3699999999999992,0.33000000000000007,11.0475,11.26,10.82,0.4399999999999995,0.4399999999999995,10.7075,10.84,10.5,0.33999999999999986,0.33999999999999986,10.9425,11.22,10.66,0.5600000000000005,0.5600000000000005,186162,239672,142538,97134,97134
2018-06-03,11.124,11.27,10.98,0.28999999999999915,-0.10999999999999943,11.248,11.32,11.12,0.20000000000000107,-0.009999999999999787,11.006,11.14,10.9,0.2400000000000002,0.2400000000000002,11.106,11.21,10.98,0.23000000000000043,0.23000000000000043,193997,290857,155953,134904,-10730
2018-06-10,11.162,11.25,11.09,0.16000000000000014,0.02999999999999936,11.392,11.57,11.19,0.3800000000000008,0.2400000000000002,11.086,11.22,11.01,0.21000000000000085,0.20000000000000107,11.168,11.33,11.07,0.2599999999999998,0.2400000000000002,232785,342201,144198,198003,166156
2018-06-17,11.348,11.63,11.18,0.45000000000000107,0.20000000000000107,11.532,11.73,11.38,0.34999999999999964,0.15999999999999837,11.166,11.36,11.09,0.2699999999999996,-0.019999999999999574,11.366,11.6,11.17,0.4299999999999997,0.21000000000000085,225918,345877,134078,211799,156778
2018-06-24,11.248000000000001,11.46,11.05,0.41000000000000014,-0.17999999999999972,11.370000000000001,11.46,11.21,0.25,-0.17999999999999972,10.948,11.08,10.65,0.4299999999999997,-0.34999999999999964,11.084,11.44,10.67,0.7699999999999996,-0.4299999999999997,215411,253839,169862,83977,20489
2018-07-01,10.86,11.17,10.6,0.5700000000000003,0.5700000000000003,11.04,11.37,10.65,0.7199999999999989,0.7199999999999989,10.7625,11.15,10.31,0.8399999999999999,0.8399999999999999,10.99,11.24,10.63,0.6099999999999994,0.6099999999999994,110840,173183,74396,98787,-72470
2018-07-08,11.136,11.28,10.97,0.3099999999999987,-0.3099999999999987,11.174,11.32,10.97,0.34999999999999964,-0.3199999999999985,10.874,11.12,10.64,0.47999999999999865,-0.3699999999999992,11.016,11.21,10.76,0.45000000000000107,-0.45000000000000107,148990,231815,84181,147634,-82123
2018-07-15,10.352,10.77,10.07,0.6999999999999993,-0.6199999999999992,10.45,10.77,10.15,0.6199999999999992,-0.6199999999999992,10.134,10.43,9.92,0.5099999999999998,-0.5099999999999998,10.202,10.47,9.98,0.4900000000000002,-0.4900000000000002,140911,239272,79966,159306,159306
2018-07-22,9.958,10.17,9.75,0.41999999999999993,-0.03999999999999915,10.12,10.33,10.01,0.3200000000000003,-0.3200000000000003,9.762,9.93,9.62,0.3100000000000005,-0.20999999999999908,9.914,10.13,9.73,0.40000000000000036,-0.2900000000000009,135546,170285,122034,48251,-937
2018-07-29,8.554,9.87,7.43,2.4399999999999995,-2.4399999999999995,8.8,10.13,7.51,2.620000000000001,-2.370000000000001,8.284,9.68,7.18,2.5,-2.460000000000001,8.428,9.99,7.25,2.74,-2.49,674312,1444379,126506,1317873,613675
2018-08-05,7.532,7.83,7.26,0.5700000000000003,0.39000000000000057,7.734,8.01,7.48,0.5299999999999994,0.1899999999999995,7.414,7.61,7.18,0.4300000000000006,0.2400000000000002,7.576,7.84,7.36,0.47999999999999954,0.0699999999999994,435456,494725,340597,154128,-68533
2018-08-12,7.42,7.52,7.37,0.14999999999999947,0.02999999999999936,7.564,7.7,7.42,0.28000000000000025,0.1200000000000001,7.304,7.41,7.23,0.17999999999999972,0.03999999999999915,7.458,7.52,7.37,0.14999999999999947,0.14999999999999947,364116,465257,264558,200699,-180969
2018-08-19,7.928,8.87,7.38,1.4899999999999993,1.3699999999999992,8.24,9.1,7.5,1.5999999999999996,1.5999999999999996,7.712,8.17,7.25,0.9199999999999999,0.9199999999999999,7.954,8.34,7.31,1.0300000000000002,0.8799999999999999,450267,793812,242534,551278,237279
2018-08-26,8.516,8.69,8.2,0.4900000000000002,0.41000000000000014,8.734,8.96,8.45,0.5100000000000016,0.5100000000000016,8.418,8.61,8.08,0.5299999999999994,0.5299999999999994,8.639999999999999,8.87,8.45,0.41999999999999993,0.41999999999999993,329444,530689,168119,362570,-206306
2018-09-02,8.705,8.86,8.61,0.25,-0.17999999999999972,8.8825,8.99,8.79,0.20000000000000107,0.02999999999999936,8.6025,8.65,8.57,0.08000000000000007,-0.040000000000000924,8.715,8.88,8.61,0.27000000000000135,0.21000000000000085,395901,1080013,153720,926293,926293
2018-09-09,8.816,9.04,8.4,0.6399999999999988,0.02999999999999936,9.072000000000001,9.3,8.77,0.5300000000000011,-0.3000000000000007,8.564,8.94,8.19,0.75,0.5,8.82,9.01,8.4,0.6099999999999994,0.5499999999999989,413316,535136,245645,289491,64486
2018-09-16,8.958,9.05,8.88,0.16999999999999993,-0.009999999999999787,9.193999999999999,9.42,9.04,0.3800000000000008,0.3000000000000007,8.831999999999999,8.94,8.76,0.17999999999999972,0.16999999999999993,9.012,9.22,8.84,0.3800000000000008,0.120000000000001,441142,964539,142773,821766,114837
2018-09-23,9.19,9.38,8.98,0.40000000000000036,-0.08999999999999986,9.368,9.49,9.15,0.33999999999999986,0.120000000000001,9.016,9.18,8.89,0.28999999999999915,0.08000000000000007,9.2,9.44,8.95,0.4900000000000002,0.15000000000000036,233618,471261,131128,340133,243368
2018-09-30,9.068,9.46,8.69,0.7700000000000014,-0.7700000000000014,9.129999999999999,9.66,8.69,0.9700000000000006,-0.9700000000000006,8.866,9.3,8.52,0.7800000000000011,-0.7800000000000011,8.944,9.33,8.66,0.6699999999999999,-0.6699999999999999,252314,406703,137894,268809,189260
2018-10-07,8.86,9.17,8.63,0.5399999999999991,0.1899999999999995,9.072000000000001,9.38,8.82,0.5600000000000005,-0.03999999999999915,8.636000000000001,8.9,8.3,0.5999999999999996,-0.23999999999999844,8.804,9.17,8.43,0.7400000000000002,-0.35999999999999943,252976,340480,191297,149183,-45231
2018-10-14,8.664,8.81,8.42,0.39000000000000057,0.3000000000000007,8.846,8.96,8.62,0.34000000000000163,0.26000000000000156,8.518,8.63,8.36,0.27000000000000135,0.27000000000000135,8.734,8.84,8.5,0.33999999999999986,0.27999999999999936,128695,148887,103134,45753,-24484
2018-10-21,8.596,8.81,8.37,0.4400000000000013,-0.370000000000001,8.736,8.97,8.45,0.5200000000000014,-0.41999999999999993,8.334,8.67,8.06,0.6099999999999994,-0.6099999999999994,8.528,8.78,8.29,0.4900000000000002,-0.4300000000000015,148191,236083,74818,161265,38651
2018-10-28,8.862,9.42,8.36,1.0600000000000005,1.0600000000000005,9.18,9.53,8.76,0.7699999999999996,0.7400000000000002,8.748,9.11,8.34,0.7699999999999996,0.7699999999999996,9.03,9.42,8.63,0.7899999999999991,0.7899999999999991,234404,322360,177342,145018,72516
