Date,FTKStock_Open_average,FTKStock_Open_max,FTKStock_Open_min,FTKStock_Open_volatility,FTKStock_Open_change,FTKStock_High_average,FTKStock_High_max,FTKStock_High_min,FTKStock_High_volatility,FTKStock_High_change,FTKStock_Low_average,FTKStock_Low_max,FTKStock_Low_min,FTKStock_Low_volatility,FTKStock_Low_change,FTKStock_Close_average,FTKStock_Close_max,FTKStock_Close_min,FTKStock_Close_volatility,FTKStock_Close_change,FTKStock_Volume_average,FTKStock_Volume_max,FTKStock_Volume_min,FTKStock_Volume_volatility,FTKStock_Volume_change
2018-01-14,5.93,6.05,5.63,0.41999999999999993,-0.41999999999999993,6.05,6.23,5.78,0.4500000000000002,-0.3899999999999997,5.7225,5.95,5.58,0.3700000000000001,-0.1899999999999995,5.79,6.06,5.61,0.4499999999999993,-0.20999999999999996,1176594,1529940,676891,853049,-853049
2018-01-21,5.922,6.26,5.66,0.5999999999999996,0.5999999999999996,6.142,6.5,5.76,0.7400000000000002,0.7400000000000002,5.824,6.19,5.59,0.6000000000000005,0.6000000000000005,6.032,6.34,5.71,0.6299999999999999,0.6299999999999999,1071328,1711696,709888,1001808,575897
2018-01-28,5.684,6.29,5.42,0.8700000000000001,-0.8700000000000001,5.7780000000000005,6.29,5.56,0.7300000000000004,-0.7300000000000004,5.398,5.65,5.22,0.4300000000000006,-0.4300000000000006,5.542,5.66,5.42,0.2400000000000002,-0.2400000000000002,1061395,1230950,894416,336534,-305437
2018-02-04,5.1819999999999995,5.46,4.91,0.5499999999999998,-0.4399999999999995,5.332,5.56,4.92,0.6399999999999997,-0.6399999999999997,4.942,5.2,4.7,0.5,-0.46999999999999975,5.082,5.46,4.83,0.6299999999999999,-0.3700000000000001,1389677,1663185,1190944,472241,388535
2018-02-11,5.146,5.54,4.9,0.6399999999999997,0.6399999999999997,5.378,5.72,5.02,0.7000000000000002,0.6499999999999995,5.114,5.51,4.85,0.6600000000000001,0.6600000000000001,5.304,5.58,4.99,0.5899999999999999,0.54,896107,1552285,404857,1147428,166061
2018-02-18,5.7925,6.13,5.52,0.6100000000000003,0.6100000000000003,6.0525,6.31,5.82,0.4899999999999993,0.4899999999999993,5.625,6.0,5.21,0.79,0.5,5.8825,6.14,5.59,0.5499999999999998,0.5499999999999998,1402469,1733920,1149081,584839,-7272
2018-02-25,6.156,6.46,5.92,0.54,-0.1800000000000006,6.374,6.68,6.23,0.4499999999999993,-0.0699999999999994,6.008,6.24,5.9,0.33999999999999986,-0.11999999999999922,6.166,6.32,5.95,0.3700000000000001,-0.0600000000000005,900694,1001789,759704,242085,-87037
2018-03-04,6.464,6.63,6.2,0.4299999999999997,0.33000000000000007,6.638,6.71,6.53,0.17999999999999972,-0.009999999999999787,6.356,6.46,6.2,0.2599999999999998,0.14999999999999947,6.506,6.62,6.42,0.20000000000000018,0.020000000000000462,957465,1430436,696674,733762,107944
2018-03-11,6.332,6.5,6.17,0.33000000000000007,-0.2400000000000002,6.416,6.62,6.24,0.3799999999999999,-0.3799999999999999,6.136,6.38,6.04,0.33999999999999986,-0.33999999999999986,6.2379999999999995,6.47,6.13,0.33999999999999986,-0.33999999999999986,932309,1099682,754819,344863,266287
2018-03-18,6.22,6.33,6.07,0.2599999999999998,0.1899999999999995,6.426,6.5,6.3,0.20000000000000018,0.20000000000000018,6.126,6.21,5.95,0.2599999999999998,0.20000000000000018,6.248,6.36,6.18,0.1800000000000006,-0.02999999999999936,644413,1004061,390659,613402,-76698
2018-03-25,6.23,6.4,6.06,0.34000000000000075,-0.27000000000000046,6.325,6.42,6.19,0.22999999999999954,-0.22999999999999954,6.06,6.1,6.01,0.08999999999999986,-0.05999999999999961,6.1675,6.4,6.04,0.3600000000000003,-0.3000000000000007,622407,753142,480552,272590,-71479
2018-04-01,6.068,6.26,5.9,0.35999999999999943,0.1899999999999995,6.2139999999999995,6.42,6.09,0.33000000000000007,0.33000000000000007,5.924,6.12,5.73,0.3899999999999997,0.3899999999999997,6.084,6.29,5.85,0.4400000000000004,0.34000000000000075,1191075,2017585,935803,1081782,-1031039
