Date,PowerShares Russell 1000 Low Beta Equal WeightEtf_Open_average,PowerShares Russell 1000 Low Beta Equal WeightEtf_Open_max,PowerShares Russell 1000 Low Beta Equal WeightEtf_Open_min,PowerShares Russell 1000 Low Beta Equal WeightEtf_Open_volatility,PowerShares Russell 1000 Low Beta Equal WeightEtf_Open_change,PowerShares Russell 1000 Low Beta Equal WeightEtf_High_average,PowerShares Russell 1000 Low Beta Equal WeightEtf_High_max,PowerShares Russell 1000 Low Beta Equal WeightEtf_High_min,PowerShares Russell 1000 Low Beta Equal WeightEtf_High_volatility,PowerShares Russell 1000 Low Beta Equal WeightEtf_High_change,PowerShares Russell 1000 Low Beta Equal WeightEtf_Low_average,PowerShares Russell 1000 Low Beta Equal WeightEtf_Low_max,PowerShares Russell 1000 Low Beta Equal WeightEtf_Low_min,PowerShares Russell 1000 Low Beta Equal WeightEtf_Low_volatility,PowerShares Russell 1000 Low Beta Equal WeightEtf_Low_change,PowerShares Russell 1000 Low Beta Equal WeightEtf_Close_average,PowerShares Russell 1000 Low Beta Equal WeightEtf_Close_max,PowerShares Russell 1000 Low Beta Equal WeightEtf_Close_min,PowerShares Russell 1000 Low Beta Equal WeightEtf_Close_volatility,PowerShares Russell 1000 Low Beta Equal WeightEtf_Close_change
2018-01-14,31.74,31.74,31.74,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2018-01-21,32.15,32.15,32.15,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-01-28,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-02-04,29.66,29.66,29.66,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2018-02-11,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-02-18,30.8,30.8,30.8,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-02-25,30.37,30.37,30.37,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2018-03-04,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-03-11,31.36,31.36,31.36,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2018-03-18,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2018-03-25,30.67,30.67,30.67,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-04-01,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-04-08,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2018-04-15,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-04-22,30.83,30.83,30.83,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2018-04-29,30.34,30.34,30.34,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-05-06,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-05-13,31.15,31.15,31.15,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2018-05-20,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2018-05-27,31.44,31.44,31.44,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2018-06-03,31.75,31.75,31.75,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-06-10,32.08,32.08,32.08,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2018-06-17,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2018-06-24,31.63,31.63,31.63,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-07-01,32.05,32.05,32.05,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-07-08,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-07-15,32.44,32.44,32.44,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-07-22,32.19,32.19,32.19,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2018-07-29,32.49,32.49,32.49,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2018-08-05,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2018-08-12,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0
