Date,Vanguard Health CareEtf_Open_average,Vanguard Health CareEtf_Open_max,Vanguard Health CareEtf_Open_min,Vanguard Health CareEtf_Open_volatility,Vanguard Health CareEtf_Open_change,Vanguard Health CareEtf_High_average,Vanguard Health CareEtf_High_max,Vanguard Health CareEtf_High_min,Vanguard Health CareEtf_High_volatility,Vanguard Health CareEtf_High_change,Vanguard Health CareEtf_Low_average,Vanguard Health CareEtf_Low_max,Vanguard Health CareEtf_Low_min,Vanguard Health CareEtf_Low_volatility,Vanguard Health CareEtf_Low_change,Vanguard Health CareEtf_Close_average,Vanguard Health CareEtf_Close_max,Vanguard Health CareEtf_Close_min,Vanguard Health CareEtf_Close_volatility,Vanguard Health CareEtf_Close_change
2018-01-14,163.94,163.94,163.94,0.0,0.0,164.53,164.53,164.53,0.0,0.0,163.71,163.71,163.71,0.0,0.0,164.52,164.52,164.52,0.0,0.0
2018-01-21,168.16,168.16,168.16,0.0,0.0,170.79,170.79,170.79,0.0,0.0,168.0,168.0,168.0,0.0,0.0,170.69,170.69,170.69,0.0,0.0
2018-01-28,163.76,163.76,163.76,0.0,0.0,164.81,164.81,164.81,0.0,0.0,162.4,162.4,162.4,0.0,0.0,162.4,162.4,162.4,0.0,0.0
2018-02-04,152.79,152.79,152.79,0.0,0.0,154.61,154.61,154.61,0.0,0.0,148.66,148.66,148.66,0.0,0.0,153.32,153.32,153.32,0.0,0.0
2018-02-11,158.73,158.73,158.73,0.0,0.0,161.16,161.16,161.16,0.0,0.0,158.53,158.53,158.53,0.0,0.0,160.01,160.01,160.01,0.0,0.0
2018-02-18,158.3,158.3,158.3,0.0,0.0,159.89,159.89,159.89,0.0,0.0,157.5,157.5,157.5,0.0,0.0,159.89,159.89,159.89,0.0,0.0
2018-02-25,154.28,154.28,154.28,0.0,0.0,157.5,157.5,157.5,0.0,0.0,154.28,154.28,154.28,0.0,0.0,157.13,157.13,157.13,0.0,0.0
2018-03-04,161.58,161.58,161.58,0.0,0.0,163.07,163.07,163.07,0.0,0.0,161.24,161.24,161.24,0.0,0.0,163.0,163.0,163.0,0.0,0.0
2018-03-11,161.14,161.14,161.14,0.0,0.0,161.7,161.7,161.7,0.0,0.0,161.05,161.05,161.05,0.0,0.0,161.05,161.05,161.05,0.0,0.0
2018-03-18,154.12,154.12,154.12,0.0,0.0,154.33,154.33,154.33,0.0,0.0,150.61,150.61,150.61,0.0,0.0,150.75,150.75,150.75,0.0,0.0
2018-03-25,152.97,152.97,152.97,0.0,0.0,154.63,154.63,154.63,0.0,0.0,152.2,152.2,152.2,0.0,0.0,153.53,153.53,153.53,0.0,0.0
2018-04-01,152.71,152.71,152.71,0.0,0.0,153.47,153.47,153.47,0.0,0.0,148.92,148.92,148.92,0.0,0.0,150.21,150.21,150.21,0.0,0.0
2018-04-08,155.36,155.36,155.36,0.0,0.0,155.36,155.36,155.36,0.0,0.0,153.75,153.75,153.75,0.0,0.0,154.52,154.52,154.52,0.0,0.0
2018-04-15,155.96,155.96,155.96,0.0,0.0,156.18,156.18,156.18,0.0,0.0,154.63,154.63,154.63,0.0,0.0,155.13,155.13,155.13,0.0,0.0
2018-04-22,156.64,156.64,156.64,0.0,0.0,157.5,157.5,157.5,0.0,0.0,156.31,156.31,156.31,0.0,0.0,157.23,157.23,157.23,0.0,0.0
2018-04-29,151.47,151.47,151.47,0.0,0.0,153.86,153.86,153.86,0.0,0.0,151.01,151.01,151.01,0.0,0.0,153.28,153.28,153.28,0.0,0.0
2018-05-06,155.29,155.29,155.29,0.0,0.0,157.84,157.84,157.84,0.0,0.0,155.21,155.21,155.21,0.0,0.0,157.64,157.64,157.64,0.0,0.0
2018-05-13,157.92,157.92,157.92,0.0,0.0,158.56,158.56,158.56,0.0,0.0,157.46,157.46,157.46,0.0,0.0,158.28,158.28,158.28,0.0,0.0
2018-05-20,158.02,158.02,158.02,0.0,0.0,158.71,158.71,158.71,0.0,0.0,157.61,157.61,157.61,0.0,0.0,158.02,158.02,158.02,0.0,0.0
2018-05-27,158.05,158.05,158.05,0.0,0.0,159.17,159.17,159.17,0.0,0.0,158.05,158.05,158.05,0.0,0.0,159.0,159.0,159.0,0.0,0.0
2018-06-03,160.9,160.9,160.9,0.0,0.0,162.18,162.18,162.18,0.0,0.0,160.9,160.9,160.9,0.0,0.0,162.16,162.16,162.16,0.0,0.0
2018-06-10,163.13,163.13,163.13,0.0,0.0,163.96,163.96,163.96,0.0,0.0,162.69,162.69,162.69,0.0,0.0,163.96,163.96,163.96,0.0,0.0
2018-06-17,163.21,163.21,163.21,0.0,0.0,163.75,163.75,163.75,0.0,0.0,162.77,162.77,162.77,0.0,0.0,163.09,163.09,163.09,0.0,0.0
2018-06-24,159.38,159.38,159.38,0.0,0.0,160.58,160.58,160.58,0.0,0.0,159.14,159.14,159.14,0.0,0.0,159.14,159.14,159.14,0.0,0.0
2018-07-01,162.8,162.8,162.8,0.0,0.0,164.5,164.5,164.5,0.0,0.0,162.8,162.8,162.8,0.0,0.0,164.28,164.28,164.28,0.0,0.0
2018-07-08,166.37,166.37,166.37,0.0,0.0,167.15,167.15,167.15,0.0,0.0,166.27,166.27,166.27,0.0,0.0,166.89,166.89,166.89,0.0,0.0
2018-07-15,165.6,165.6,165.6,0.0,0.0,166.13,166.13,166.13,0.0,0.0,165.56,165.56,165.56,0.0,0.0,165.79,165.79,165.79,0.0,0.0
2018-07-22,168.52,168.52,168.52,0.0,0.0,168.52,168.52,168.52,0.0,0.0,166.44,166.44,166.44,0.0,0.0,167.13,167.13,167.13,0.0,0.0
2018-07-29,169.91,169.91,169.91,0.0,0.0,170.57,170.57,170.57,0.0,0.0,169.63,169.63,169.63,0.0,0.0,170.53,170.53,170.53,0.0,0.0
2018-08-05,170.34,170.34,170.34,0.0,0.0,171.26,171.26,171.26,0.0,0.0,169.63,169.63,169.63,0.0,0.0,170.29,170.29,170.29,0.0,0.0
2018-08-12,172.14,172.14,172.14,0.0,0.0,173.35,173.35,173.35,0.0,0.0,171.77,171.77,171.77,0.0,0.0,172.94,172.94,172.94,0.0,0.0
2018-08-19,174.18,174.18,174.18,0.0,0.0,174.75,174.75,174.75,0.0,0.0,174.18,174.18,174.18,0.0,0.0,174.73,174.73,174.73,0.0,0.0
2018-08-26,176.7,176.7,176.7,0.0,0.0,177.16,177.16,177.16,0.0,0.0,176.32,176.32,176.32,0.0,0.0,177.06,177.06,177.06,0.0,0.0
2018-09-02,175.62,175.62,175.62,0.0,0.0,176.41,176.41,176.41,0.0,0.0,175.38,175.38,175.38,0.0,0.0,176.14,176.14,176.14,0.0,0.0
2018-09-09,178.54,178.54,178.54,0.0,0.0,178.54,178.54,178.54,0.0,0.0,177.51,177.51,177.51,0.0,0.0,177.82,177.82,177.82,0.0,0.0
2018-09-16,179.53,179.53,179.53,0.0,0.0,179.81,179.81,179.81,0.0,0.0,179.14,179.14,179.14,0.0,0.0,179.14,179.14,179.14,0.0,0.0
2018-09-23,179.65,179.65,179.65,0.0,0.0,180.58,180.58,180.58,0.0,0.0,179.45,179.45,179.45,0.0,0.0,180.41,180.41,180.41,0.0,0.0
2018-09-30,177.93,177.93,177.93,0.0,0.0,179.06,179.06,179.06,0.0,0.0,176.26,176.26,176.26,0.0,0.0,177.72,177.72,177.72,0.0,0.0
2018-10-07,170.83,170.83,170.83,0.0,0.0,171.92,171.92,171.92,0.0,0.0,169.4,169.4,169.4,0.0,0.0,171.38,171.38,171.38,0.0,0.0
2018-10-14,174.15,174.15,174.15,0.0,0.0,174.74,174.74,174.74,0.0,0.0,171.71,171.71,171.71,0.0,0.0,171.97,171.97,171.97,0.0,0.0
2018-10-21,164.29,164.29,164.29,0.0,0.0,165.87,165.87,165.87,0.0,0.0,162.07,162.07,162.07,0.0,0.0,164.35,164.35,164.35,0.0,0.0
2018-10-28,170.85,170.85,170.85,0.0,0.0,171.24,171.24,171.24,0.0,0.0,167.24,167.24,167.24,0.0,0.0,168.38,168.38,168.38,0.0,0.0
2018-11-04,174.64,174.64,174.64,0.0,0.0,175.04,175.04,175.04,0.0,0.0,173.33,173.33,173.33,0.0,0.0,174.15,174.15,174.15,0.0,0.0
2018-11-11,169.88,169.88,169.88,0.0,0.0,172.77,172.77,172.77,0.0,0.0,169.09,169.09,169.09,0.0,0.0,172.12,172.12,172.12,0.0,0.0
2018-11-18,166.36,166.36,166.36,0.0,0.0,168.79,168.79,168.79,0.0,0.0,166.32,166.32,166.32,0.0,0.0,167.62,167.62,167.62,0.0,0.0
2018-11-25,175.71,175.71,175.71,0.0,0.0,177.51,177.51,177.51,0.0,0.0,175.36,175.36,175.36,0.0,0.0,177.4,177.4,177.4,0.0,0.0
2018-12-02,172.96,172.96,172.96,0.0,0.0,173.28,173.28,173.28,0.0,0.0,168.15,168.15,168.15,0.0,0.0,169.03,169.03,169.03,0.0,0.0
2018-12-09,168.92,168.92,168.92,0.0,0.0,169.56,169.56,169.56,0.0,0.0,164.74,164.74,164.74,0.0,0.0,165.25,165.25,165.25,0.0,0.0
2018-12-16,155.62,155.62,155.62,0.0,0.0,157.71,157.71,157.71,0.0,0.0,152.75,152.75,152.75,0.0,0.0,152.99,152.99,152.99,0.0,0.0
2018-12-23,158.98,158.98,158.98,0.0,0.0,160.5,160.5,160.5,0.0,0.0,157.5,157.5,157.5,0.0,0.0,158.25,158.25,158.25,0.0,0.0
2018-12-30,156.9,156.9,156.9,0.0,0.0,160.78,160.78,160.78,0.0,0.0,156.9,156.9,156.9,0.0,0.0,159.81,159.81,159.81,0.0,0.0
2019-01-06,163.63,163.63,163.63,0.0,0.0,164.69,164.69,164.69,0.0,0.0,163.24,163.24,163.24,0.0,0.0,164.64,164.64,164.64,0.0,0.0
2019-01-13,168.2,168.2,168.2,0.0,0.0,168.9,168.9,168.9,0.0,0.0,166.89,166.89,166.89,0.0,0.0,168.86,168.86,168.86,0.0,0.0
2019-01-20,167.15,167.15,167.15,0.0,0.0,167.5,167.5,167.5,0.0,0.0,166.34,166.34,166.34,0.0,0.0,167.03,167.03,167.03,0.0,0.0
2019-01-27,170.26,170.26,170.26,0.0,0.0,170.74,170.74,170.74,0.0,0.0,169.2,169.2,169.2,0.0,0.0,170.38,170.38,170.38,0.0,0.0
2019-02-03,167.82,167.82,167.82,0.0,0.0,168.83,168.83,168.83,0.0,0.0,167.65,167.65,167.65,0.0,0.0,168.83,168.83,168.83,0.0,0.0
2019-02-10,173.03,173.03,173.03,0.0,0.0,174.67,174.67,174.67,0.0,0.0,173.03,173.03,173.03,0.0,0.0,174.6,174.6,174.6,0.0,0.0
2019-02-17,172.69,172.69,172.69,0.0,0.0,174.1,174.1,174.1,0.0,0.0,172.51,172.51,172.51,0.0,0.0,173.98,173.98,173.98,0.0,0.0
2019-02-24,174.02,174.02,174.02,0.0,0.0,175.78,175.78,175.78,0.0,0.0,174.0,174.0,174.0,0.0,0.0,175.58,175.58,175.58,0.0,0.0
