Date,ALBOStock_Open_average,ALBOStock_Open_max,ALBOStock_Open_min,ALBOStock_Open_volatility,ALBOStock_Open_change,ALBOStock_High_average,ALBOStock_High_max,ALBOStock_High_min,ALBOStock_High_volatility,ALBOStock_High_change,ALBOStock_Low_average,ALBOStock_Low_max,ALBOStock_Low_min,ALBOStock_Low_volatility,ALBOStock_Low_change,ALBOStock_Close_average,ALBOStock_Close_max,ALBOStock_Close_min,ALBOStock_Close_volatility,ALBOStock_Close_change,ALBOStock_Volume_average,ALBOStock_Volume_max,ALBOStock_Volume_min,ALBOStock_Volume_volatility,ALBOStock_Volume_change
2018-01-14,29.155,29.99,28.08,1.9100000000000001,0.28999999999999915,31.177500000000002,35.53,28.85,6.68,4.790000000000003,28.125,29.43,27.06,2.370000000000001,1.0300000000000011,29.7875,33.0,28.01,4.989999999999998,4.329999999999998,60984,162057,19297,142760,142760
2018-01-21,34.826,35.21,34.0,1.2100000000000009,0.7100000000000009,36.554,37.3,35.59,1.7099999999999937,-0.10999999999999943,34.27,35.21,33.0,2.210000000000001,0.7100000000000009,35.46,36.82,34.0,2.8200000000000003,1.4299999999999997,147074,408990,49271,359719,65180
2018-01-28,36.368,39.0,34.8,4.200000000000003,-2.0,37.582,39.87,35.39,4.479999999999997,-4.479999999999997,34.42,37.0,33.35,3.6499999999999986,-3.200000000000003,35.666000000000004,38.95,34.12,4.830000000000005,-4.830000000000005,100832,167902,69348,98554,-28600
2018-02-04,34.586,36.14,33.78,2.3599999999999994,0.7000000000000028,35.748,36.45,35.0,1.4500000000000028,-1.4100000000000037,32.822,34.15,31.01,3.139999999999997,-2.139999999999997,34.766,36.0,34.18,1.8200000000000003,-0.3100000000000023,246636,795513,74091,721422,96263
2018-02-11,35.386,35.83,34.55,1.2800000000000011,0.730000000000004,36.333999999999996,36.65,36.12,0.5300000000000011,-0.5300000000000011,34.59,35.16,33.88,1.279999999999994,-0.30999999999999517,35.642,36.24,34.53,1.7100000000000009,-1.7100000000000009,57850,78813,36688,42125,-42125
2018-02-18,34.315,34.61,33.97,0.6400000000000006,-0.5300000000000011,35.082499999999996,35.87,34.25,1.6199999999999974,-1.6199999999999974,33.4525,34.12,33.01,1.1099999999999994,-1.1099999999999994,33.985,34.65,33.53,1.1199999999999974,-1.1199999999999974,29641,39252,19922,19330,-3409
2018-02-25,33.438,34.5,32.95,1.5499999999999972,0.6099999999999994,34.802,35.5,34.43,1.0700000000000003,0.4799999999999969,33.002,33.32,32.66,0.6600000000000037,0.46999999999999886,34.146,35.39,32.86,2.530000000000001,0.7100000000000009,46804,59898,36096,23802,7220
2018-03-04,34.660000000000004,35.27,34.26,1.0100000000000051,-0.8800000000000026,35.088,35.49,34.5,0.990000000000002,-0.7700000000000031,33.694,34.2,33.26,0.9400000000000048,-0.6999999999999957,34.488,34.81,34.21,0.6000000000000014,-0.17999999999999972,42884,50880,38900,11980,-11244
2018-03-11,35.13,36.25,34.38,1.8699999999999974,1.8699999999999974,36.744,39.35,34.96,4.390000000000001,4.390000000000001,34.298,34.94,33.76,1.1799999999999997,0.3299999999999983,36.166,39.35,34.69,4.660000000000004,4.660000000000004,83824,181683,39993,141690,141690
2018-03-18,35.488,38.46,33.72,4.740000000000002,-4.359999999999999,36.202,38.46,34.54,3.9200000000000017,-3.9200000000000017,34.012,35.7,32.8,2.9000000000000057,-2.9000000000000057,34.638,36.5,33.35,3.1499999999999986,-3.1499999999999986,81679,174720,39600,135120,-134974
