Date,PESIStock_Open_average,PESIStock_Open_max,PESIStock_Open_min,PESIStock_Open_volatility,PESIStock_Open_change,PESIStock_High_average,PESIStock_High_max,PESIStock_High_min,PESIStock_High_volatility,PESIStock_High_change,PESIStock_Low_average,PESIStock_Low_max,PESIStock_Low_min,PESIStock_Low_volatility,PESIStock_Low_change,PESIStock_Close_average,PESIStock_Close_max,PESIStock_Close_min,PESIStock_Close_volatility,PESIStock_Close_change,PESIStock_Volume_average,PESIStock_Volume_max,PESIStock_Volume_min,PESIStock_Volume_volatility,PESIStock_Volume_change
2018-01-14,3.9899999999999998,4.1,3.85,0.24999999999999956,-0.1499999999999999,4.05,4.15,3.85,0.30000000000000027,-0.24999999999999956,3.8899999999999997,4.05,3.75,0.2999999999999998,-0.25,3.925,4.05,3.8,0.25,-0.25,31293,91358,5661,85697,-6239
2018-01-21,3.762,3.85,3.63,0.2200000000000002,-0.2200000000000002,3.7800000000000002,3.85,3.65,0.20000000000000018,-0.20000000000000018,3.696,3.83,3.6,0.22999999999999998,-0.22999999999999998,3.72,3.85,3.6,0.25,-0.20000000000000018,13211,20688,2302,18386,-2061
2018-01-28,3.626,3.65,3.55,0.10000000000000009,0.10000000000000009,3.654,3.67,3.65,0.020000000000000018,0.020000000000000018,3.576,3.6,3.52,0.08000000000000007,0.08000000000000007,3.62,3.65,3.6,0.04999999999999982,-0.04999999999999982,10667,33660,1509,32151,-28999
2018-02-04,3.56,3.6,3.5,0.10000000000000009,-0.10000000000000009,3.632,3.66,3.6,0.06000000000000005,-0.04999999999999982,3.474,3.6,3.29,0.31000000000000005,-0.31000000000000005,3.526,3.65,3.35,0.2999999999999998,-0.2999999999999998,15002,55794,1165,54629,54186
2018-02-11,3.6,3.85,3.5,0.3500000000000001,0.3500000000000001,3.682,3.9,3.51,0.3900000000000001,0.30000000000000027,3.56,3.8,3.45,0.34999999999999964,0.34999999999999964,3.66,3.9,3.45,0.44999999999999973,0.3999999999999999,14749,30002,1707,28295,14847
2018-02-18,3.895,3.95,3.85,0.10000000000000009,0.10000000000000009,3.9125,3.95,3.85,0.10000000000000009,0.10000000000000009,3.87,3.95,3.8,0.15000000000000036,0.15000000000000036,3.8975,3.95,3.8,0.15000000000000036,0.15000000000000036,9514,22105,2324,19781,-3101
2018-02-25,3.97,4.05,3.85,0.19999999999999973,-0.19999999999999973,4.02,4.05,4.0,0.04999999999999982,0.0,3.894,4.0,3.85,0.1499999999999999,-0.020000000000000018,3.94,4.05,3.85,0.19999999999999973,0.1499999999999999,3424,7576,190,7386,897
2018-03-04,4.072,4.11,4.0,0.11000000000000032,-0.04999999999999982,4.13,4.2,4.0,0.20000000000000018,0.0,4.0,4.05,3.95,0.09999999999999964,0.09999999999999964,4.03,4.1,3.95,0.14999999999999947,-0.04999999999999982,5547,11729,671,11058,-6940
2018-03-11,4.082,4.15,4.05,0.10000000000000053,0.0600000000000005,4.136,4.2,4.05,0.15000000000000036,0.07000000000000028,4.04,4.1,3.9,0.19999999999999973,0.04999999999999982,4.1,4.2,4.05,0.15000000000000036,0.15000000000000036,8570,23346,206,23140,3428
2018-03-18,4.13,4.2,4.05,0.15000000000000036,-0.15000000000000036,4.198,4.24,4.15,0.08999999999999986,0.0,4.01,4.05,3.85,0.19999999999999973,0.0,4.13,4.2,4.05,0.15000000000000036,0.04999999999999982,13030,33334,2012,31322,-9860
2018-03-25,4.175000000000001,4.2,4.15,0.04999999999999982,-0.04999999999999982,4.2125,4.25,4.2,0.04999999999999982,0.04999999999999982,4.05,4.15,3.85,0.30000000000000027,-0.24999999999999956,4.125,4.15,4.1,0.05000000000000071,0.05000000000000071,7434,16717,785,15932,15494
2018-04-01,4.26,4.3,4.2,0.09999999999999964,0.09999999999999964,4.322,4.39,4.25,0.13999999999999968,0.1200000000000001,4.26,4.3,4.2,0.09999999999999964,0.09999999999999964,4.3,4.35,4.25,0.09999999999999964,0.09999999999999964,9385,22864,2766,20098,5145
