Date,Vident Core U.S. Bond StrategyEtf_Open_average,Vident Core U.S. Bond StrategyEtf_Open_max,Vident Core U.S. Bond StrategyEtf_Open_min,Vident Core U.S. Bond StrategyEtf_Open_volatility,Vident Core U.S. Bond StrategyEtf_Open_change,Vident Core U.S. Bond StrategyEtf_High_average,Vident Core U.S. Bond StrategyEtf_High_max,Vident Core U.S. Bond StrategyEtf_High_min,Vident Core U.S. Bond StrategyEtf_High_volatility,Vident Core U.S. Bond StrategyEtf_High_change,Vident Core U.S. Bond StrategyEtf_Low_average,Vident Core U.S. Bond StrategyEtf_Low_max,Vident Core U.S. Bond StrategyEtf_Low_min,Vident Core U.S. Bond StrategyEtf_Low_volatility,Vident Core U.S. Bond StrategyEtf_Low_change,Vident Core U.S. Bond StrategyEtf_Close_average,Vident Core U.S. Bond StrategyEtf_Close_max,Vident Core U.S. Bond StrategyEtf_Close_min,Vident Core U.S. Bond StrategyEtf_Close_volatility,Vident Core U.S. Bond StrategyEtf_Close_change
2018-08-05,47.56,47.56,47.56,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-08-12,47.75,47.75,47.75,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2018-08-19,47.88,47.88,47.88,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-08-26,47.8,47.8,47.8,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-09-02,47.66,47.66,47.66,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2018-09-09,47.45,47.45,47.45,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-09-16,47.37,47.37,47.37,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2018-09-23,47.36,47.36,47.36,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2018-09-30,47.08,47.08,47.08,0.0,0.0,47.11,47.11,47.11,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2018-10-07,47.15,47.15,47.15,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2018-10-14,47.01,47.01,47.01,0.0,0.0,47.09,47.09,47.09,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2018-10-21,47.18,47.18,47.18,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2018-10-28,47.02,47.02,47.02,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2018-11-04,46.92,46.92,46.92,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2018-11-11,47.18,47.18,47.18,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2018-11-18,47.26,47.26,47.26,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2018-11-25,46.91,46.91,46.91,0.0,0.0,47.41,47.41,47.41,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-12-02,47.64,47.64,47.64,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-12-09,47.7,47.7,47.7,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-12-16,47.01,47.01,47.01,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2018-12-23,47.19,47.19,47.19,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2018-12-30,47.43,47.43,47.43,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2019-01-06,47.57,47.57,47.57,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2019-01-13,47.51,47.51,47.51,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2019-01-20,47.58,47.58,47.58,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2019-01-27,48.01,48.01,48.01,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2019-02-03,48.06,48.06,48.06,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2019-02-10,48.07,48.07,48.07,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.14,48.14,48.14,0.0,0.0
2019-02-17,48.17,48.17,48.17,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2019-02-24,48.11,48.11,48.11,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2019-03-03,48.29,48.29,48.29,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2019-03-10,48.48,48.48,48.48,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2019-03-17,48.59,48.59,48.59,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-03-24,48.7,48.7,48.7,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-03-31,48.69,48.69,48.69,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2019-04-07,48.82,48.82,48.82,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2019-04-14,48.83,48.83,48.83,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2019-04-21,48.96,48.96,48.96,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-04-28,48.97,48.97,48.97,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2019-05-05,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2019-05-12,49.1,49.1,49.1,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-05-19,49.21,49.21,49.21,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2019-05-26,49.48,49.48,49.48,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2019-06-02,49.76,49.76,49.76,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-06-09,49.7,49.7,49.7,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-06-16,49.64,49.64,49.64,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2019-06-23,49.75,49.75,49.75,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-06-30,49.68,49.68,49.68,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-07-07,49.6,49.6,49.6,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-07-14,49.76,49.76,49.76,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2019-07-21,49.82,49.82,49.82,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-07-28,50.18,50.18,50.18,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-08-04,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-08-11,50.76,50.76,50.76,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-08-18,50.74,50.74,50.74,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-08-25,51.11,51.11,51.11,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-09-01,51.1,51.1,51.1,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2019-09-08,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-09-15,50.66,50.66,50.66,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-09-22,50.78,50.78,50.78,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-09-29,51.08,51.08,51.08,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-10-06,50.59,50.59,50.59,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-10-13,50.67,50.67,50.67,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-10-20,50.7,50.7,50.7,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-10-27,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-11-03,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-11-10,50.64,50.64,50.64,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-11-17,50.79,50.79,50.79,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-11-24,50.84,50.84,50.84,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-12-01,50.79,50.79,50.79,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-12-08,51.04,51.04,51.04,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2019-12-15,50.2,50.2,50.2,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-12-22,50.41,50.41,50.41,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-12-29,50.59,50.59,50.59,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2020-01-05,50.57,50.57,50.57,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2020-01-12,50.66,50.66,50.66,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2020-01-19,51.02,51.02,51.02,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2020-01-26,51.1,51.1,51.1,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2020-02-02,51.18,51.18,51.18,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2020-02-09,51.22,51.22,51.22,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2020-02-16,51.61,51.61,51.61,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2020-02-23,51.44,51.44,51.44,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2020-03-01,52.08,52.08,52.08,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2020-03-08,49.12,49.12,49.12,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2020-03-15,45.81,45.81,45.81,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2020-03-22,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2020-03-29,48.12,48.12,48.12,0.0,0.0,48.5,48.5,48.5,0.0,0.0,47.71,47.71,47.71,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2020-04-05,47.89,47.89,47.89,0.0,0.0,49.01,49.01,49.01,0.0,0.0,47.89,47.89,47.89,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2020-04-12,49.22,49.22,49.22,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2020-04-19,49.63,49.63,49.63,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2020-04-26,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2020-05-03,49.79,49.79,49.79,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2020-05-10,49.87,49.87,49.87,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2020-05-17,50.27,50.27,50.27,0.0,0.0,50.62,50.62,50.62,0.0,0.0,49.89,49.89,49.89,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2020-05-24,50.54,50.54,50.54,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2020-05-31,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2020-06-07,51.13,51.13,51.13,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2020-06-14,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2020-06-21,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2020-06-28,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2020-07-05,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.18,51.18,51.18,0.0,0.0
