Date,Global X SuperDividend AlternativesEtf_Open_average,Global X SuperDividend AlternativesEtf_Open_max,Global X SuperDividend AlternativesEtf_Open_min,Global X SuperDividend AlternativesEtf_Open_volatility,Global X SuperDividend AlternativesEtf_Open_change,Global X SuperDividend AlternativesEtf_High_average,Global X SuperDividend AlternativesEtf_High_max,Global X SuperDividend AlternativesEtf_High_min,Global X SuperDividend AlternativesEtf_High_volatility,Global X SuperDividend AlternativesEtf_High_change,Global X SuperDividend AlternativesEtf_Low_average,Global X SuperDividend AlternativesEtf_Low_max,Global X SuperDividend AlternativesEtf_Low_min,Global X SuperDividend AlternativesEtf_Low_volatility,Global X SuperDividend AlternativesEtf_Low_change,Global X SuperDividend AlternativesEtf_Close_average,Global X SuperDividend AlternativesEtf_Close_max,Global X SuperDividend AlternativesEtf_Close_min,Global X SuperDividend AlternativesEtf_Close_volatility,Global X SuperDividend AlternativesEtf_Close_change
2018-01-14,15.59,15.59,15.59,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.38,15.38,15.38,0.0,0.0
2018-01-21,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.57,15.57,15.57,0.0,0.0
2018-01-28,15.21,15.21,15.21,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.05,15.05,15.05,0.0,0.0
2018-02-04,14.65,14.65,14.65,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2018-02-11,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2018-02-18,14.88,14.88,14.88,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2018-02-25,14.06,14.06,14.06,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2018-03-04,14.46,14.46,14.46,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2018-03-11,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2018-03-18,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.33,14.33,14.33,0.0,0.0
2018-03-25,14.53,14.53,14.53,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2018-04-01,14.54,14.54,14.54,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2018-04-08,14.54,14.54,14.54,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2018-04-15,14.48,14.48,14.48,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.49,14.49,14.49,0.0,0.0
2018-04-22,14.52,14.52,14.52,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2018-04-29,14.58,14.58,14.58,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.6,14.6,14.6,0.0,0.0
2018-05-06,14.78,14.78,14.78,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2018-05-13,14.82,14.82,14.82,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2018-05-20,14.91,14.91,14.91,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2018-05-27,14.89,14.89,14.89,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2018-06-03,15.1,15.1,15.1,0.0,0.0,15.1,15.1,15.1,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2018-06-10,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2018-06-17,14.96,14.96,14.96,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2018-06-24,14.82,14.82,14.82,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2018-07-01,14.99,14.99,14.99,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.95,14.95,14.95,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2018-07-08,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2018-07-15,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2018-07-22,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2018-07-29,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.34,15.34,15.34,0.0,0.0
2018-08-05,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.3,15.3,15.3,0.0,0.0
