Date,USAA MSCI International Value Momentum BlendEtf_Open_average,USAA MSCI International Value Momentum BlendEtf_Open_max,USAA MSCI International Value Momentum BlendEtf_Open_min,USAA MSCI International Value Momentum BlendEtf_Open_volatility,USAA MSCI International Value Momentum BlendEtf_Open_change,USAA MSCI International Value Momentum BlendEtf_High_average,USAA MSCI International Value Momentum BlendEtf_High_max,USAA MSCI International Value Momentum BlendEtf_High_min,USAA MSCI International Value Momentum BlendEtf_High_volatility,USAA MSCI International Value Momentum BlendEtf_High_change,USAA MSCI International Value Momentum BlendEtf_Low_average,USAA MSCI International Value Momentum BlendEtf_Low_max,USAA MSCI International Value Momentum BlendEtf_Low_min,USAA MSCI International Value Momentum BlendEtf_Low_volatility,USAA MSCI International Value Momentum BlendEtf_Low_change,USAA MSCI International Value Momentum BlendEtf_Close_average,USAA MSCI International Value Momentum BlendEtf_Close_max,USAA MSCI International Value Momentum BlendEtf_Close_min,USAA MSCI International Value Momentum BlendEtf_Close_volatility,USAA MSCI International Value Momentum BlendEtf_Close_change
2018-08-12,47.15,47.15,47.15,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2018-08-19,48.05,48.05,48.05,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2018-08-26,48.26,48.26,48.26,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2018-09-02,46.95,46.95,46.95,0.0,0.0,47.26,47.26,47.26,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2018-09-09,48.07,48.07,48.07,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2018-09-16,49.44,49.44,49.44,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2018-09-23,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2018-09-30,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-10-07,46.14,46.14,46.14,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2018-10-14,45.92,45.92,45.92,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2018-10-21,44.07,44.07,44.07,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2018-10-28,45.3,45.3,45.3,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2018-11-04,45.31,45.31,45.31,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2018-11-11,44.97,44.97,44.97,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2018-11-18,43.84,43.84,43.84,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.84,43.84,43.84,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2018-11-25,44.43,44.43,44.43,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2018-12-02,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2018-12-09,42.63,42.63,42.63,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2018-12-16,41.11,41.11,41.11,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2018-12-23,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2018-12-30,41.96,41.96,41.96,0.0,0.0,42.51,42.51,42.51,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2019-01-06,43.51,43.51,43.51,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2019-01-13,44.3,44.3,44.3,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2019-01-20,44.58,44.58,44.58,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2019-01-27,44.85,44.85,44.85,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2019-02-03,43.97,43.97,43.97,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2019-02-10,44.89,44.89,44.89,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2019-02-17,45.54,45.54,45.54,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2019-02-24,45.54,45.54,45.54,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2019-03-03,44.22,44.22,44.22,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-03-10,45.48,45.48,45.48,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-03-17,45.53,45.53,45.53,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2019-03-24,45.43,45.43,45.43,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2019-03-31,46.26,46.26,46.26,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2019-04-07,46.41,46.41,46.41,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2019-04-14,46.4,46.4,46.4,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2019-04-21,45.87,45.87,45.87,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2019-04-28,46.25,46.25,46.25,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2019-05-05,45.02,45.02,45.02,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-05-12,44.73,44.73,44.73,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2019-05-19,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2019-05-26,43.64,43.64,43.64,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-06-02,44.49,44.49,44.49,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2019-06-09,44.28,44.28,44.28,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-06-16,45.14,45.14,45.14,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2019-06-23,45.22,45.22,45.22,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2019-06-30,45.59,45.59,45.59,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-07-07,45.44,45.44,45.44,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2019-07-14,45.35,45.35,45.35,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2019-07-21,45.09,45.09,45.09,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2019-07-28,43.93,43.93,43.93,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2019-08-04,43.33,43.33,43.33,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2019-08-11,42.52,42.52,42.52,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2019-08-18,42.74,42.74,42.74,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2019-08-25,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-09-01,44.15,44.15,44.15,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-09-08,45.03,45.03,45.03,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2019-09-15,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2019-09-22,44.5,44.5,44.5,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-09-29,43.97,43.97,43.97,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2019-10-06,44.88,44.88,44.88,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2019-10-13,45.13,45.13,45.13,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2019-10-20,45.44,45.44,45.44,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2019-10-27,45.81,45.81,45.81,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2019-11-03,46.0,46.0,46.0,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-11-10,46.12,46.12,46.12,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-11-17,45.92,45.92,45.92,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.94,45.94,45.94,0.0,0.0
2019-11-24,46.06,46.06,46.06,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2019-12-01,45.63,45.63,45.63,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2019-12-08,45.97,45.97,45.97,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2019-12-15,46.2,46.2,46.2,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2019-12-22,46.5,46.5,46.5,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2019-12-29,46.07,46.07,46.07,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2020-01-05,46.28,46.28,46.28,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2020-01-12,46.59,46.59,46.59,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2020-01-19,46.44,46.44,46.44,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2020-01-26,45.32,45.32,45.32,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2020-02-02,45.76,45.76,45.76,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.77,45.77,45.77,0.0,0.0
2020-02-09,45.91,45.91,45.91,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2020-02-16,45.43,45.43,45.43,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2020-02-23,40.77,40.77,40.77,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.49,40.49,40.49,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2020-03-01,40.93,40.93,40.93,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2020-03-08,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2020-03-15,30.46,30.46,30.46,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2020-03-22,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2020-03-29,32.63,32.63,32.63,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2020-04-05,35.84,35.84,35.84,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2020-04-12,35.29,35.29,35.29,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2020-04-19,35.11,35.11,35.11,0.0,0.0,35.28,35.28,35.28,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2020-04-26,35.42,35.42,35.42,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2020-05-03,36.02,36.02,36.02,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2020-05-10,34.72,34.72,34.72,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2020-05-17,35.75,35.75,35.75,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2020-05-24,37.38,37.38,37.38,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2020-05-31,39.93,39.93,39.93,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2020-06-07,38.0,38.0,38.0,0.0,0.0,38.3,38.3,38.3,0.0,0.0,37.67,37.67,37.67,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2020-06-14,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2020-06-21,38.47,38.47,38.47,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2020-06-28,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2020-07-05,38.89,38.89,38.89,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.89,38.89,38.89,0.0,0.0
