Date,John Hancock Multifactor Large CapEtf_Open_average,John Hancock Multifactor Large CapEtf_Open_max,John Hancock Multifactor Large CapEtf_Open_min,John Hancock Multifactor Large CapEtf_Open_volatility,John Hancock Multifactor Large CapEtf_Open_change,John Hancock Multifactor Large CapEtf_High_average,John Hancock Multifactor Large CapEtf_High_max,John Hancock Multifactor Large CapEtf_High_min,John Hancock Multifactor Large CapEtf_High_volatility,John Hancock Multifactor Large CapEtf_High_change,John Hancock Multifactor Large CapEtf_Low_average,John Hancock Multifactor Large CapEtf_Low_max,John Hancock Multifactor Large CapEtf_Low_min,John Hancock Multifactor Large CapEtf_Low_volatility,John Hancock Multifactor Large CapEtf_Low_change,John Hancock Multifactor Large CapEtf_Close_average,John Hancock Multifactor Large CapEtf_Close_max,John Hancock Multifactor Large CapEtf_Close_min,John Hancock Multifactor Large CapEtf_Close_volatility,John Hancock Multifactor Large CapEtf_Close_change
2018-01-14,36.25,36.25,36.25,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2018-01-21,36.91,36.91,36.91,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2018-01-28,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-02-04,34.0,34.0,34.0,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2018-02-11,35.39,35.39,35.39,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-02-18,35.27,35.27,35.27,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-02-25,34.57,34.57,34.57,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2018-03-04,35.7,35.7,35.7,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.7,35.7,35.7,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2018-03-11,35.76,35.76,35.76,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2018-03-18,34.5,34.5,34.5,0.0,0.0,34.55,34.55,34.55,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-03-25,34.27,34.27,34.27,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2018-04-01,34.6,34.6,34.6,0.0,0.0,34.67,34.67,34.67,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2018-04-08,34.88,34.88,34.88,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2018-04-15,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2018-04-22,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-04-29,34.21,34.21,34.21,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-05-06,35.52,35.52,35.52,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2018-05-13,35.44,35.44,35.44,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2018-05-20,35.52,35.52,35.52,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-05-27,35.52,35.52,35.52,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2018-06-03,36.06,36.06,36.06,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2018-06-10,36.19,36.19,36.19,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2018-06-17,36.03,36.03,36.03,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-06-24,35.27,35.27,35.27,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2018-07-01,35.32,35.32,35.32,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.67,35.67,35.67,0.0,0.0
