Date,ARNCStock_Open_average,ARNCStock_Open_max,ARNCStock_Open_min,ARNCStock_Open_volatility,ARNCStock_Open_change,ARNCStock_High_average,ARNCStock_High_max,ARNCStock_High_min,ARNCStock_High_volatility,ARNCStock_High_change,ARNCStock_Low_average,ARNCStock_Low_max,ARNCStock_Low_min,ARNCStock_Low_volatility,ARNCStock_Low_change,ARNCStock_Close_average,ARNCStock_Close_max,ARNCStock_Close_min,ARNCStock_Close_volatility,ARNCStock_Close_change,ARNCStock_Volume_average,ARNCStock_Volume_max,ARNCStock_Volume_min,ARNCStock_Volume_volatility,ARNCStock_Volume_change
2018-01-14,30.465,30.92,30.23,0.6900000000000013,-0.620000000000001,30.7225,31.17,30.45,0.7200000000000024,-0.7200000000000024,30.0475,30.32,29.82,0.5,-0.2699999999999996,30.38,30.54,30.22,0.3200000000000003,-0.19000000000000128,4013266,4977510,3226006,1751504,-435340
2018-01-21,30.439999999999998,30.65,30.22,0.4299999999999997,0.33999999999999986,30.638,30.86,30.43,0.4299999999999997,0.4299999999999997,30.176,30.33,30.04,0.28999999999999915,0.28999999999999915,30.504,30.84,30.3,0.5399999999999991,0.41000000000000014,2529731,3581297,1980633,1600664,-1293248
2018-01-28,30.072,30.83,29.75,1.0799999999999983,-1.0699999999999967,30.35,30.91,29.76,1.1499999999999986,-1.1499999999999986,29.572,30.16,28.83,1.3300000000000018,-1.3300000000000018,29.892,30.26,29.11,1.1500000000000021,-1.1500000000000021,4145514,7621840,2462723,5159117,5159117
2018-02-04,25.694,27.4,24.65,2.75,-2.75,25.932,27.71,24.9,2.8100000000000023,-2.8100000000000023,24.644000000000002,25.84,23.32,2.5199999999999996,-2.5199999999999996,25.202,26.52,24.45,2.0700000000000003,-1.8599999999999994,8431043,10925986,5549170,5376816,-2712477
2018-02-11,24.977999999999998,25.74,24.55,1.1899999999999977,0.370000000000001,25.476,25.87,24.87,1.0,0.6900000000000013,24.704,25.07,24.46,0.6099999999999994,0.5399999999999991,25.136,25.48,24.78,0.6999999999999993,0.5199999999999996,4979958,5483054,4514646,968408,544614
2018-02-18,24.8575,25.1,24.59,0.5100000000000016,-0.5100000000000016,25.255,25.47,25.0,0.46999999999999886,-0.3299999999999983,24.59,24.75,24.43,0.3200000000000003,-0.21999999999999886,24.7975,25.13,24.54,0.5899999999999999,0.2699999999999996,3053796,3678909,2544708,1134201,347234
2018-02-25,24.696,25.22,23.84,1.379999999999999,-1.379999999999999,24.882,25.34,24.1,1.2399999999999984,-1.1899999999999977,24.266,25.0,23.4,1.6000000000000014,-1.6000000000000014,24.438,25.13,23.91,1.2199999999999989,-1.2199999999999989,3361874,5266873,2522601,2744272,280507
2018-03-04,24.424,24.94,23.7,1.240000000000002,1.240000000000002,24.794,25.19,24.43,0.7600000000000016,0.7600000000000016,24.272,24.77,23.63,1.1400000000000006,1.1400000000000006,24.698,25.19,24.33,0.860000000000003,0.860000000000003,2758680,3767970,1969543,1798427,-1433776
2018-03-11,24.748,25.22,24.13,1.0899999999999999,-0.8900000000000006,24.912,25.24,24.32,0.9199999999999982,-0.5599999999999987,24.282,24.84,23.85,0.9899999999999984,-0.6099999999999994,24.548,24.95,24.06,0.8900000000000006,-0.370000000000001,4187548,5330581,3162104,2168477,2168477
2018-03-18,23.892,24.47,22.91,1.5599999999999987,-1.5599999999999987,24.112000000000002,24.55,23.23,1.3200000000000003,-1.3200000000000003,23.36,23.95,22.57,1.379999999999999,-1.2300000000000004,23.542,24.16,22.68,1.4800000000000004,-1.2800000000000011,3850070,4765984,2110891,2655093,720711
