Date,Vanguard Global ex-US Real EstateEtf_Open_average,Vanguard Global ex-US Real EstateEtf_Open_max,Vanguard Global ex-US Real EstateEtf_Open_min,Vanguard Global ex-US Real EstateEtf_Open_volatility,Vanguard Global ex-US Real EstateEtf_Open_change,Vanguard Global ex-US Real EstateEtf_High_average,Vanguard Global ex-US Real EstateEtf_High_max,Vanguard Global ex-US Real EstateEtf_High_min,Vanguard Global ex-US Real EstateEtf_High_volatility,Vanguard Global ex-US Real EstateEtf_High_change,Vanguard Global ex-US Real EstateEtf_Low_average,Vanguard Global ex-US Real EstateEtf_Low_max,Vanguard Global ex-US Real EstateEtf_Low_min,Vanguard Global ex-US Real EstateEtf_Low_volatility,Vanguard Global ex-US Real EstateEtf_Low_change,Vanguard Global ex-US Real EstateEtf_Close_average,Vanguard Global ex-US Real EstateEtf_Close_max,Vanguard Global ex-US Real EstateEtf_Close_min,Vanguard Global ex-US Real EstateEtf_Close_volatility,Vanguard Global ex-US Real EstateEtf_Close_change
2018-01-14,63.19,63.19,63.19,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.19,63.19,63.19,0.0,0.0,63.43,63.43,63.43,0.0,0.0
2018-01-21,64.93,64.93,64.93,0.0,0.0,65.2,65.2,65.2,0.0,0.0,64.84,64.84,64.84,0.0,0.0,65.14,65.14,65.14,0.0,0.0
2018-01-28,62.87,62.87,62.87,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.23,62.23,62.23,0.0,0.0
2018-02-04,58.45,58.45,58.45,0.0,0.0,58.64,58.64,58.64,0.0,0.0,57.16,57.16,57.16,0.0,0.0,58.43,58.43,58.43,0.0,0.0
2018-02-11,60.5,60.5,60.5,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.69,60.69,60.69,0.0,0.0
2018-02-18,60.67,60.67,60.67,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.76,60.76,60.76,0.0,0.0
2018-02-25,59.02,59.02,59.02,0.0,0.0,59.62,59.62,59.62,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2018-03-04,60.48,60.48,60.48,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2018-03-11,61.17,61.17,61.17,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2018-03-18,60.15,60.15,60.15,0.0,0.0,60.26,60.26,60.26,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2018-03-25,60.64,60.64,60.64,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2018-04-01,60.89,60.89,60.89,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2018-04-08,61.64,61.64,61.64,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2018-04-15,61.0,61.0,61.0,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2018-04-22,61.12,61.12,61.12,0.0,0.0,61.34,61.34,61.34,0.0,0.0,60.96,60.96,60.96,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2018-04-29,60.55,60.55,60.55,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2018-05-06,61.65,61.65,61.65,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2018-05-13,60.71,60.71,60.71,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.81,60.81,60.81,0.0,0.0
