Date,Schwab US Large-CapEtf_Open_average,Schwab US Large-CapEtf_Open_max,Schwab US Large-CapEtf_Open_min,Schwab US Large-CapEtf_Open_volatility,Schwab US Large-CapEtf_Open_change,Schwab US Large-CapEtf_High_average,Schwab US Large-CapEtf_High_max,Schwab US Large-CapEtf_High_min,Schwab US Large-CapEtf_High_volatility,Schwab US Large-CapEtf_High_change,Schwab US Large-CapEtf_Low_average,Schwab US Large-CapEtf_Low_max,Schwab US Large-CapEtf_Low_min,Schwab US Large-CapEtf_Low_volatility,Schwab US Large-CapEtf_Low_change,Schwab US Large-CapEtf_Close_average,Schwab US Large-CapEtf_Close_max,Schwab US Large-CapEtf_Close_min,Schwab US Large-CapEtf_Close_volatility,Schwab US Large-CapEtf_Close_change
2018-03-25,62.52,62.52,62.52,0.0,0.0,63.47,63.47,63.47,0.0,0.0,62.31,62.31,62.31,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2018-04-01,63.02,63.02,63.02,0.0,0.0,63.44,63.44,63.44,0.0,0.0,61.77,61.77,61.77,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2018-04-08,64.01,64.01,64.01,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2018-04-15,64.4,64.4,64.4,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2018-04-22,63.92,63.92,63.92,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2018-04-29,62.62,62.62,62.62,0.0,0.0,63.85,63.85,63.85,0.0,0.0,62.52,62.52,62.52,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2018-05-06,65.17,65.17,65.17,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2018-05-13,65.05,65.05,65.05,0.0,0.0,65.1,65.1,65.1,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2018-05-20,65.17,65.17,65.17,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2018-05-27,65.25,65.25,65.25,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2018-06-03,66.3,66.3,66.3,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2018-06-10,66.61,66.61,66.61,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.76,66.76,66.76,0.0,0.0
2018-06-17,66.39,66.39,66.39,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.16,66.16,66.16,0.0,0.0
2018-06-24,65.21,65.21,65.21,0.0,0.0,65.56,65.56,65.56,0.0,0.0,64.99,64.99,64.99,0.0,0.0,64.99,64.99,64.99,0.0,0.0
2018-07-01,65.45,65.45,65.45,0.0,0.0,66.11,66.11,66.11,0.0,0.0,65.37,65.37,65.37,0.0,0.0,66.01,66.01,66.01,0.0,0.0
2018-07-08,66.89,66.89,66.89,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.78,66.78,66.78,0.0,0.0,67.01,67.01,67.01,0.0,0.0
2018-07-15,67.08,67.08,67.08,0.0,0.0,67.22,67.22,67.22,0.0,0.0,66.99,66.99,66.99,0.0,0.0,67.05,67.05,67.05,0.0,0.0
2018-07-22,67.94,67.94,67.94,0.0,0.0,67.94,67.94,67.94,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2018-07-29,67.67,67.67,67.67,0.0,0.0,67.91,67.91,67.91,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2018-08-05,67.9,67.9,67.9,0.0,0.0,68.03,68.03,68.03,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2018-08-12,67.89,67.89,67.89,0.0,0.0,68.36,68.36,68.36,0.0,0.0,67.85,67.85,67.85,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2018-08-19,68.61,68.61,68.61,0.0,0.0,68.9,68.9,68.9,0.0,0.0,68.6,68.6,68.6,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2018-08-26,69.42,69.42,69.42,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.3,69.3,69.3,0.0,0.0,69.51,69.51,69.51,0.0,0.0
2018-09-02,68.75,68.75,68.75,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.63,68.63,68.63,0.0,0.0,68.85,68.85,68.85,0.0,0.0
2018-09-09,69.73,69.73,69.73,0.0,0.0,69.76,69.76,69.76,0.0,0.0,69.46,69.46,69.46,0.0,0.0,69.68,69.68,69.68,0.0,0.0
2018-09-16,70.5,70.5,70.5,0.0,0.0,70.5,70.5,70.5,0.0,0.0,70.16,70.16,70.16,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2018-09-23,69.4,69.4,69.4,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.35,69.35,69.35,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2018-09-30,69.22,69.22,69.22,0.0,0.0,69.38,69.38,69.38,0.0,0.0,68.39,68.39,68.39,0.0,0.0,68.8,68.8,68.8,0.0,0.0
2018-10-07,66.16,66.16,66.16,0.0,0.0,66.22,66.22,66.22,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.92,65.92,65.92,0.0,0.0
2018-10-14,66.26,66.26,66.26,0.0,0.0,66.72,66.72,66.72,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.97,65.97,65.97,0.0,0.0
2018-10-21,63.49,63.49,63.49,0.0,0.0,64.17,64.17,64.17,0.0,0.0,62.63,62.63,62.63,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2018-10-28,65.7,65.7,65.7,0.0,0.0,65.79,65.79,65.79,0.0,0.0,64.47,64.47,64.47,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-11-04,66.62,66.62,66.62,0.0,0.0,66.65,66.65,66.65,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2018-11-11,64.85,64.85,64.85,0.0,0.0,65.57,65.57,65.57,0.0,0.0,64.77,64.77,64.77,0.0,0.0,65.37,65.37,65.37,0.0,0.0
2018-11-18,62.89,62.89,62.89,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.95,62.95,62.95,0.0,0.0
2018-11-25,65.43,65.43,65.43,0.0,0.0,66.03,66.03,66.03,0.0,0.0,65.37,65.37,65.37,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2018-12-02,64.37,64.37,64.37,0.0,0.0,64.83,64.83,64.83,0.0,0.0,62.77,62.77,62.77,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2018-12-09,62.46,62.46,62.46,0.0,0.0,62.73,62.73,62.73,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2018-12-16,58.86,58.86,58.86,0.0,0.0,59.61,59.61,59.61,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2018-12-23,59.51,59.51,59.51,0.0,0.0,59.93,59.93,59.93,0.0,0.0,58.79,58.79,58.79,0.0,0.0,59.13,59.13,59.13,0.0,0.0
2018-12-30,59.04,59.04,59.04,0.0,0.0,60.4,60.4,60.4,0.0,0.0,59.0,59.0,59.0,0.0,0.0,60.26,60.26,60.26,0.0,0.0
2019-01-06,61.6,61.6,61.6,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.88,61.88,61.88,0.0,0.0
2019-01-13,63.36,63.36,63.36,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2019-01-20,63.49,63.49,63.49,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.57,63.57,63.57,0.0,0.0
2019-01-27,64.62,64.62,64.62,0.0,0.0,64.86,64.86,64.86,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-02-03,64.35,64.35,64.35,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2019-02-10,66.18,66.18,66.18,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.4,66.4,66.4,0.0,0.0
2019-02-17,66.58,66.58,66.58,0.0,0.0,66.86,66.86,66.86,0.0,0.0,66.52,66.52,66.52,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2019-02-24,67.1,67.1,67.1,0.0,0.0,67.25,67.25,67.25,0.0,0.0,66.75,66.75,66.75,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2019-03-03,65.29,65.29,65.29,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2019-03-10,67.4,67.4,67.4,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2019-03-17,67.75,67.75,67.75,0.0,0.0,67.88,67.88,67.88,0.0,0.0,66.78,66.78,66.78,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2019-03-24,67.53,67.53,67.53,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2019-03-31,68.89,68.89,68.89,0.0,0.0,69.05,69.05,69.05,0.0,0.0,68.81,68.81,68.81,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2019-04-07,69.41,69.41,69.41,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.46,69.46,69.46,0.0,0.0
2019-04-14,69.41,69.41,69.41,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.04,69.04,69.04,0.0,0.0,69.38,69.38,69.38,0.0,0.0
2019-04-21,69.87,69.87,69.87,0.0,0.0,70.2,70.2,70.2,0.0,0.0,69.68,69.68,69.68,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2019-04-28,70.04,70.04,70.04,0.0,0.0,70.39,70.39,70.39,0.0,0.0,69.98,69.98,69.98,0.0,0.0,70.35,70.35,70.35,0.0,0.0
2019-05-05,68.34,68.34,68.34,0.0,0.0,69.12,69.12,69.12,0.0,0.0,67.56,67.56,67.56,0.0,0.0,68.89,68.89,68.89,0.0,0.0
2019-05-12,68.21,68.21,68.21,0.0,0.0,69.02,69.02,69.02,0.0,0.0,68.21,68.21,68.21,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2019-05-19,67.87,67.87,67.87,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2019-05-26,66.03,66.03,66.03,0.0,0.0,66.27,66.27,66.27,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2019-06-02,68.4,68.4,68.4,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.36,68.36,68.36,0.0,0.0,68.78,68.78,68.78,0.0,0.0
2019-06-09,69.21,69.21,69.21,0.0,0.0,69.32,69.32,69.32,0.0,0.0,68.97,68.97,68.97,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2019-06-16,70.67,70.67,70.67,0.0,0.0,70.99,70.99,70.99,0.0,0.0,70.58,70.58,70.58,0.0,0.0,70.65,70.65,70.65,0.0,0.0
2019-06-23,69.97,69.97,69.97,0.0,0.0,70.23,70.23,70.23,0.0,0.0,69.86,69.86,69.86,0.0,0.0,70.19,70.19,70.19,0.0,0.0
2019-06-30,71.15,71.15,71.15,0.0,0.0,71.45,71.45,71.45,0.0,0.0,70.83,70.83,70.83,0.0,0.0,71.41,71.41,71.41,0.0,0.0
2019-07-07,71.7,71.7,71.7,0.0,0.0,71.98,71.98,71.98,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2019-07-14,71.81,71.81,71.81,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.12,71.12,71.12,0.0,0.0
2019-07-21,71.99,71.99,71.99,0.0,0.0,72.35,72.35,72.35,0.0,0.0,71.97,71.97,71.97,0.0,0.0,72.27,72.27,72.27,0.0,0.0
2019-07-28,70.37,70.37,70.37,0.0,0.0,70.38,70.38,70.38,0.0,0.0,69.62,69.62,69.62,0.0,0.0,70.07,70.07,70.07,0.0,0.0
2019-08-04,70.06,70.06,70.06,0.0,0.0,70.17,70.17,70.17,0.0,0.0,69.35,69.35,69.35,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2019-08-11,68.54,68.54,68.54,0.0,0.0,69.2,69.2,69.2,0.0,0.0,68.49,68.49,68.49,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2019-08-18,69.6,69.6,69.6,0.0,0.0,70.03,70.03,70.03,0.0,0.0,67.84,67.84,67.84,0.0,0.0,68.16,68.16,68.16,0.0,0.0
2019-08-25,70.3,70.3,70.3,0.0,0.0,70.34,70.34,70.34,0.0,0.0,69.68,69.68,69.68,0.0,0.0,69.95,69.95,69.95,0.0,0.0
2019-09-01,71.3,71.3,71.3,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.11,71.11,71.11,0.0,0.0,71.26,71.26,71.26,0.0,0.0
2019-09-08,72.13,72.13,72.13,0.0,0.0,72.22,72.22,72.22,0.0,0.0,71.87,71.87,71.87,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2019-09-15,72.14,72.14,72.14,0.0,0.0,72.22,72.22,72.22,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.65,71.65,71.65,0.0,0.0
2019-09-22,71.21,71.21,71.21,0.0,0.0,71.23,71.23,71.23,0.0,0.0,70.17,70.17,70.17,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2019-09-29,69.61,69.61,69.61,0.0,0.0,70.42,70.42,70.42,0.0,0.0,69.61,69.61,69.61,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2019-10-06,70.8,70.8,70.8,0.0,0.0,71.37,71.37,71.37,0.0,0.0,70.78,70.78,70.78,0.0,0.0,70.83,70.83,70.83,0.0,0.0
2019-10-13,71.35,71.35,71.35,0.0,0.0,71.51,71.51,71.51,0.0,0.0,70.92,70.92,70.92,0.0,0.0,71.2,71.2,71.2,0.0,0.0
2019-10-20,71.64,71.64,71.64,0.0,0.0,72.19,72.19,72.19,0.0,0.0,71.62,71.62,71.62,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2019-10-27,72.81,72.81,72.81,0.0,0.0,73.14,73.14,73.14,0.0,0.0,72.81,72.81,72.81,0.0,0.0,73.13,73.13,73.13,0.0,0.0
2019-11-03,73.51,73.51,73.51,0.0,0.0,73.77,73.77,73.77,0.0,0.0,73.32,73.32,73.32,0.0,0.0,73.77,73.77,73.77,0.0,0.0
2019-11-10,74.29,74.29,74.29,0.0,0.0,74.53,74.53,74.53,0.0,0.0,74.15,74.15,74.15,0.0,0.0,74.53,74.53,74.53,0.0,0.0
2019-11-17,74.4,74.4,74.4,0.0,0.0,74.41,74.41,74.41,0.0,0.0,74.1,74.1,74.1,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2019-11-24,75.34,75.34,75.34,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.13,75.13,75.13,0.0,0.0,75.2,75.2,75.2,0.0,0.0
2019-12-01,75.12,75.12,75.12,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.11,75.11,75.11,0.0,0.0,75.24,75.24,75.24,0.0,0.0
2019-12-08,75.29,75.29,75.29,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.01,75.01,75.01,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2019-12-15,76.49,76.49,76.49,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.59,76.59,76.59,0.0,0.0
2019-12-22,77.27,77.27,77.27,0.0,0.0,77.27,77.27,77.27,0.0,0.0,76.91,76.91,76.91,0.0,0.0,77.05,77.05,77.05,0.0,0.0
2019-12-29,76.65,76.65,76.65,0.0,0.0,77.22,77.22,77.22,0.0,0.0,76.63,76.63,76.63,0.0,0.0,76.98,76.98,76.98,0.0,0.0
2020-01-05,78.15,78.15,78.15,0.0,0.0,78.17,78.17,78.17,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.78,77.78,77.78,0.0,0.0
2020-01-12,79.25,79.25,79.25,0.0,0.0,79.32,79.32,79.32,0.0,0.0,79.08,79.08,79.08,0.0,0.0,79.28,79.28,79.28,0.0,0.0
2020-01-19,79.49,79.49,79.49,0.0,0.0,79.49,79.49,79.49,0.0,0.0,78.23,78.23,78.23,0.0,0.0,78.58,78.58,78.58,0.0,0.0
2020-01-26,78.2,78.2,78.2,0.0,0.0,78.2,78.2,78.2,0.0,0.0,76.71,76.71,76.71,0.0,0.0,76.93,76.93,76.93,0.0,0.0
2020-02-02,79.58,79.58,79.58,0.0,0.0,79.73,79.73,79.73,0.0,0.0,79.27,79.27,79.27,0.0,0.0,79.42,79.42,79.42,0.0,0.0
2020-02-09,80.76,80.76,80.76,0.0,0.0,80.82,80.82,80.82,0.0,0.0,80.48,80.48,80.48,0.0,0.0,80.8,80.8,80.8,0.0,0.0
2020-02-16,80.37,80.37,80.37,0.0,0.0,80.43,80.43,80.43,0.0,0.0,79.66,79.66,79.66,0.0,0.0,79.89,79.89,79.89,0.0,0.0
2020-02-23,68.93,68.93,68.93,0.0,0.0,70.85,70.85,70.85,0.0,0.0,68.3,68.3,68.3,0.0,0.0,70.83,70.83,70.83,0.0,0.0
2020-03-01,70.07,70.07,70.07,0.0,0.0,71.36,71.36,71.36,0.0,0.0,69.36,69.36,69.36,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2020-03-08,64.55,64.55,64.55,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2020-03-15,54.71,54.71,54.71,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2020-03-22,60.27,60.27,60.27,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2020-03-29,59.46,59.46,59.46,0.0,0.0,60.04,60.04,60.04,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2020-04-05,66.02,66.02,66.02,0.0,0.0,66.85,66.85,66.85,0.0,0.0,65.47,65.47,65.47,0.0,0.0,66.18,66.18,66.18,0.0,0.0
2020-04-12,67.86,67.86,67.86,0.0,0.0,68.3,68.3,68.3,0.0,0.0,67.16,67.16,67.16,0.0,0.0,68.18,68.18,68.18,0.0,0.0
2020-04-19,66.85,66.85,66.85,0.0,0.0,67.48,67.48,67.48,0.0,0.0,66.26,66.26,66.26,0.0,0.0,67.31,67.31,67.31,0.0,0.0
2020-04-26,67.28,67.28,67.28,0.0,0.0,67.28,67.28,67.28,0.0,0.0,67.28,67.28,67.28,0.0,0.0,67.28,67.28,67.28,0.0,0.0
2020-05-03,69.49,69.49,69.49,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.2,69.2,69.2,0.0,0.0,69.87,69.87,69.87,0.0,0.0
2020-05-10,67.42,67.42,67.42,0.0,0.0,68.32,68.32,68.32,0.0,0.0,67.16,67.16,67.16,0.0,0.0,68.31,68.31,68.31,0.0,0.0
2020-05-17,70.44,70.44,70.44,0.0,0.0,70.68,70.68,70.68,0.0,0.0,70.1,70.1,70.1,0.0,0.0,70.66,70.66,70.66,0.0,0.0
2020-05-24,72.34,72.34,72.34,0.0,0.0,72.95,72.95,72.95,0.0,0.0,71.69,71.69,71.69,0.0,0.0,72.72,72.72,72.72,0.0,0.0
2020-05-31,76.51,76.51,76.51,0.0,0.0,76.51,76.51,76.51,0.0,0.0,76.51,76.51,76.51,0.0,0.0,76.51,76.51,76.51,0.0,0.0
2020-06-07,73.94,73.94,73.94,0.0,0.0,74.04,74.04,74.04,0.0,0.0,71.49,71.49,71.49,0.0,0.0,72.91,72.91,72.91,0.0,0.0
2020-06-14,75.71,75.71,75.71,0.0,0.0,75.71,75.71,75.71,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.36,74.36,74.36,0.0,0.0
2020-06-21,73.41,73.41,73.41,0.0,0.0,73.47,73.47,73.47,0.0,0.0,71.84,71.84,71.84,0.0,0.0,71.97,71.97,71.97,0.0,0.0
2020-06-28,74.92,74.92,74.92,0.0,0.0,74.92,74.92,74.92,0.0,0.0,74.92,74.92,74.92,0.0,0.0,74.92,74.92,74.92,0.0,0.0
2020-07-05,75.77,75.77,75.77,0.0,0.0,76.27,76.27,76.27,0.0,0.0,75.3,75.3,75.3,0.0,0.0,75.37,75.37,75.37,0.0,0.0
