Date,CLSStock_Open_average,CLSStock_Open_max,CLSStock_Open_min,CLSStock_Open_volatility,CLSStock_Open_change,CLSStock_High_average,CLSStock_High_max,CLSStock_High_min,CLSStock_High_volatility,CLSStock_High_change,CLSStock_Low_average,CLSStock_Low_max,CLSStock_Low_min,CLSStock_Low_volatility,CLSStock_Low_change,CLSStock_Close_average,CLSStock_Close_max,CLSStock_Close_min,CLSStock_Close_volatility,CLSStock_Close_change,CLSStock_Volume_average,CLSStock_Volume_max,CLSStock_Volume_min,CLSStock_Volume_volatility,CLSStock_Volume_change
2018-01-14,11.165,11.32,11.07,0.25,0.16999999999999993,11.36,11.72,11.17,0.5500000000000007,0.5500000000000007,11.1075,11.32,10.99,0.33000000000000007,0.33000000000000007,11.245000000000001,11.47,11.0,0.47000000000000064,0.47000000000000064,963284,1895864,617002,1278862,1278862
2018-01-21,10.911999999999999,11.44,10.35,1.0899999999999999,-1.0,11.002,11.47,10.56,0.9100000000000001,-0.9100000000000001,10.718,11.09,10.25,0.8399999999999999,-0.7599999999999998,10.85,11.16,10.42,0.7400000000000002,-0.6099999999999994,2336542,3480786,1581007,1899779,-1293558
2018-01-28,10.282,10.54,10.0,0.5399999999999991,-0.4499999999999993,10.388,10.54,10.19,0.34999999999999964,-0.22999999999999865,10.144,10.41,9.98,0.4299999999999997,-0.39000000000000057,10.284,10.51,10.1,0.41000000000000014,-0.1999999999999993,1261630,1519707,1131105,388602,-71615
2018-02-04,10.234,10.45,9.97,0.47999999999999865,0.08000000000000007,10.406,10.6,10.28,0.3200000000000003,0.05000000000000071,10.124,10.24,9.97,0.2699999999999996,-0.030000000000001137,10.268,10.39,10.16,0.23000000000000043,0.16999999999999993,1254177,1759911,980205,779706,-489795
2018-02-11,10.514,10.72,10.37,0.3500000000000014,0.2400000000000002,10.678,10.79,10.55,0.23999999999999844,0.11000000000000121,10.458,10.59,10.37,0.22000000000000064,0.22000000000000064,10.594,10.68,10.46,0.21999999999999886,0.15000000000000036,857236,973380,714509,258871,-258871
2018-02-18,10.635,10.72,10.51,0.21000000000000085,-0.13000000000000078,10.7275,10.84,10.66,0.17999999999999972,-0.17999999999999972,10.504999999999999,10.62,10.39,0.22999999999999865,-0.22999999999999865,10.5925,10.69,10.43,0.2599999999999998,-0.05999999999999872,582623,730831,444800,286031,191235
2018-02-25,10.832,10.98,10.68,0.3000000000000007,0.019999999999999574,10.99,11.09,10.88,0.20999999999999908,-0.03999999999999915,10.74,10.84,10.6,0.2400000000000002,-0.05000000000000071,10.870000000000001,10.92,10.78,0.14000000000000057,-0.009999999999999787,471388,543326,420463,122863,40382
2018-03-04,10.92,10.98,10.8,0.17999999999999972,0.17999999999999972,11.03,11.05,11.02,0.030000000000001137,0.030000000000001137,10.85,10.89,10.77,0.120000000000001,0.120000000000001,10.93,10.97,10.89,0.08000000000000007,0.049999999999998934,415096,450751,337346,113405,2156
2018-03-11,11.176,11.4,10.99,0.41000000000000014,0.41000000000000014,11.296000000000001,11.46,11.09,0.370000000000001,0.370000000000001,11.132,11.28,10.92,0.35999999999999943,0.35999999999999943,11.224,11.33,11.03,0.3000000000000007,0.2900000000000009,755897,1220652,432277,788375,101236
2018-03-18,11.164,11.3,10.94,0.3600000000000012,-0.3600000000000012,11.224,11.37,11.0,0.3699999999999992,-0.3699999999999992,11.014,11.24,10.69,0.5500000000000007,-0.5500000000000007,11.058,11.29,10.69,0.5999999999999996,-0.5999999999999996,542475,624057,408077,215980,111232
