Date,SPDR S&P Oil & Gas Equipment & ServicesEtf_Open_average,SPDR S&P Oil & Gas Equipment & ServicesEtf_Open_max,SPDR S&P Oil & Gas Equipment & ServicesEtf_Open_min,SPDR S&P Oil & Gas Equipment & ServicesEtf_Open_volatility,SPDR S&P Oil & Gas Equipment & ServicesEtf_Open_change,SPDR S&P Oil & Gas Equipment & ServicesEtf_High_average,SPDR S&P Oil & Gas Equipment & ServicesEtf_High_max,SPDR S&P Oil & Gas Equipment & ServicesEtf_High_min,SPDR S&P Oil & Gas Equipment & ServicesEtf_High_volatility,SPDR S&P Oil & Gas Equipment & ServicesEtf_High_change,SPDR S&P Oil & Gas Equipment & ServicesEtf_Low_average,SPDR S&P Oil & Gas Equipment & ServicesEtf_Low_max,SPDR S&P Oil & Gas Equipment & ServicesEtf_Low_min,SPDR S&P Oil & Gas Equipment & ServicesEtf_Low_volatility,SPDR S&P Oil & Gas Equipment & ServicesEtf_Low_change,SPDR S&P Oil & Gas Equipment & ServicesEtf_Close_average,SPDR S&P Oil & Gas Equipment & ServicesEtf_Close_max,SPDR S&P Oil & Gas Equipment & ServicesEtf_Close_min,SPDR S&P Oil & Gas Equipment & ServicesEtf_Close_volatility,SPDR S&P Oil & Gas Equipment & ServicesEtf_Close_change
2018-01-14,18.2,18.2,18.2,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2018-01-21,18.57,18.57,18.57,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2018-01-28,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.96,16.96,16.96,0.0,0.0
2018-02-04,15.3,15.3,15.3,0.0,0.0,15.39,15.39,15.39,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2018-02-11,15.17,15.17,15.17,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2018-02-18,15.45,15.45,15.45,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2018-02-25,14.54,14.54,14.54,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2018-03-04,15.36,15.36,15.36,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2018-03-11,149.4,149.4,149.4,0.0,0.0,153.7,153.7,153.7,0.0,0.0,149.3,149.3,149.3,0.0,0.0,153.1,153.1,153.1,0.0,0.0
2018-03-18,152.9,152.9,152.9,0.0,0.0,154.4,154.4,154.4,0.0,0.0,149.8,149.8,149.8,0.0,0.0,150.0,150.0,150.0,0.0,0.0
2018-03-25,142.9,142.9,142.9,0.0,0.0,146.4,146.4,146.4,0.0,0.0,142.5,142.5,142.5,0.0,0.0,145.6,145.6,145.6,0.0,0.0
2018-04-01,149.9,149.9,149.9,0.0,0.0,151.1,151.1,151.1,0.0,0.0,144.8,144.8,144.8,0.0,0.0,146.9,146.9,146.9,0.0,0.0
2018-04-08,163.0,163.0,163.0,0.0,0.0,164.9,164.9,164.9,0.0,0.0,162.6,162.6,162.6,0.0,0.0,163.5,163.5,163.5,0.0,0.0
2018-04-15,167.7,167.7,167.7,0.0,0.0,168.5,168.5,168.5,0.0,0.0,164.5,164.5,164.5,0.0,0.0,167.4,167.4,167.4,0.0,0.0
2018-04-22,171.9,171.9,171.9,0.0,0.0,172.8,172.8,172.8,0.0,0.0,169.8,169.8,169.8,0.0,0.0,171.3,171.3,171.3,0.0,0.0
2018-04-29,168.6,168.6,168.6,0.0,0.0,172.55,172.55,172.55,0.0,0.0,168.1,168.1,168.1,0.0,0.0,171.1,171.1,171.1,0.0,0.0
2018-05-06,180.4,180.4,180.4,0.0,0.0,181.0,181.0,181.0,0.0,0.0,178.55,178.55,178.55,0.0,0.0,179.1,179.1,179.1,0.0,0.0
2018-05-13,188.6,188.6,188.6,0.0,0.0,189.1,189.1,189.1,0.0,0.0,186.55,186.55,186.55,0.0,0.0,187.6,187.6,187.6,0.0,0.0
2018-05-20,175.3,175.3,175.3,0.0,0.0,175.5,175.5,175.5,0.0,0.0,169.0,169.0,169.0,0.0,0.0,171.6,171.6,171.6,0.0,0.0
2018-05-27,173.5,173.5,173.5,0.0,0.0,175.2,175.2,175.2,0.0,0.0,170.5,170.5,170.5,0.0,0.0,171.9,171.9,171.9,0.0,0.0
2018-06-03,175.4,175.4,175.4,0.0,0.0,176.0,176.0,176.0,0.0,0.0,169.9,169.9,169.9,0.0,0.0,171.1,171.1,171.1,0.0,0.0
2018-06-10,165.4,165.4,165.4,0.0,0.0,165.4,165.4,165.4,0.0,0.0,160.3,160.3,160.3,0.0,0.0,162.2,162.2,162.2,0.0,0.0
2018-06-17,167.4,167.4,167.4,0.0,0.0,170.3,170.3,170.3,0.0,0.0,167.3,167.3,167.3,0.0,0.0,167.8,167.8,167.8,0.0,0.0
2018-06-24,169.9,169.9,169.9,0.0,0.0,172.0,172.0,172.0,0.0,0.0,169.1,169.1,169.1,0.0,0.0,169.6,169.6,169.6,0.0,0.0
2018-07-01,165.5,165.5,165.5,0.0,0.0,169.7,169.7,169.7,0.0,0.0,164.6,164.6,164.6,0.0,0.0,169.1,169.1,169.1,0.0,0.0
2018-07-08,170.0,170.0,170.0,0.0,0.0,172.01,172.01,172.01,0.0,0.0,169.6,169.6,169.6,0.0,0.0,170.9,170.9,170.9,0.0,0.0
2018-07-15,166.0,166.0,166.0,0.0,0.0,166.6,166.6,166.6,0.0,0.0,164.2,164.2,164.2,0.0,0.0,164.8,164.8,164.8,0.0,0.0
2018-07-22,165.1,165.1,165.1,0.0,0.0,168.51,168.51,168.51,0.0,0.0,165.1,165.1,165.1,0.0,0.0,167.0,167.0,167.0,0.0,0.0
2018-07-29,167.9,167.9,167.9,0.0,0.0,170.7,170.7,170.7,0.0,0.0,166.3,166.3,166.3,0.0,0.0,166.8,166.8,166.8,0.0,0.0
2018-08-05,166.2,166.2,166.2,0.0,0.0,168.8,168.8,168.8,0.0,0.0,165.3,165.3,165.3,0.0,0.0,168.4,168.4,168.4,0.0,0.0
2018-08-12,157.0,157.0,157.0,0.0,0.0,158.56,158.56,158.56,0.0,0.0,156.0,156.0,156.0,0.0,0.0,158.0,158.0,158.0,0.0,0.0
2018-08-19,166.2,166.2,166.2,0.0,0.0,167.0,167.0,167.0,0.0,0.0,165.0,165.0,165.0,0.0,0.0,166.0,166.0,166.0,0.0,0.0
2018-08-26,162.3,162.3,162.3,0.0,0.0,162.45,162.45,162.45,0.0,0.0,160.0,160.0,160.0,0.0,0.0,162.4,162.4,162.4,0.0,0.0
2018-09-02,150.7,150.7,150.7,0.0,0.0,152.8,152.8,152.8,0.0,0.0,148.7,148.7,148.7,0.0,0.0,152.8,152.8,152.8,0.0,0.0
2018-09-09,158.9,158.9,158.9,0.0,0.0,161.7,161.7,161.7,0.0,0.0,158.5,158.5,158.5,0.0,0.0,160.8,160.8,160.8,0.0,0.0
2018-09-16,165.2,165.2,165.2,0.0,0.0,167.04,167.04,167.04,0.0,0.0,164.4,164.4,164.4,0.0,0.0,166.1,166.1,166.1,0.0,0.0
2018-09-23,166.2,166.2,166.2,0.0,0.0,169.5,169.5,169.5,0.0,0.0,165.9,165.9,165.9,0.0,0.0,167.2,167.2,167.2,0.0,0.0
2018-09-30,169.9,169.9,169.9,0.0,0.0,171.6,171.6,171.6,0.0,0.0,168.55,168.55,168.55,0.0,0.0,170.3,170.3,170.3,0.0,0.0
2018-10-07,163.1,163.1,163.1,0.0,0.0,163.5,163.5,163.5,0.0,0.0,158.2,158.2,158.2,0.0,0.0,160.6,160.6,160.6,0.0,0.0
2018-10-14,155.6,155.6,155.6,0.0,0.0,158.9,158.9,158.9,0.0,0.0,153.0,153.0,153.0,0.0,0.0,153.4,153.4,153.4,0.0,0.0
2018-10-21,135.3,135.3,135.3,0.0,0.0,141.27,141.27,141.27,0.0,0.0,133.5,133.5,133.5,0.0,0.0,138.7,138.7,138.7,0.0,0.0
2018-10-28,137.4,137.4,137.4,0.0,0.0,139.5,139.5,139.5,0.0,0.0,135.8,135.8,135.8,0.0,0.0,137.4,137.4,137.4,0.0,0.0
2018-11-04,135.5,135.5,135.5,0.0,0.0,135.9,135.9,135.9,0.0,0.0,131.35,131.35,131.35,0.0,0.0,135.2,135.2,135.2,0.0,0.0
2018-11-11,129.0,129.0,129.0,0.0,0.0,129.75,129.75,129.75,0.0,0.0,126.2,126.2,126.2,0.0,0.0,128.6,128.6,128.6,0.0,0.0
2018-11-18,120.5,120.5,120.5,0.0,0.0,121.6,121.6,121.6,0.0,0.0,118.7,118.7,118.7,0.0,0.0,120.2,120.2,120.2,0.0,0.0
2018-11-25,121.1,121.1,121.1,0.0,0.0,121.1,121.1,121.1,0.0,0.0,117.73,117.73,117.73,0.0,0.0,118.6,118.6,118.6,0.0,0.0
2018-12-02,113.1,113.1,113.1,0.0,0.0,114.8,114.8,114.8,0.0,0.0,107.93,107.93,107.93,0.0,0.0,108.2,108.2,108.2,0.0,0.0
2018-12-09,101.8,101.8,101.8,0.0,0.0,102.3,102.3,102.3,0.0,0.0,98.6,98.6,98.6,0.0,0.0,98.9,98.9,98.9,0.0,0.0
2018-12-16,88.1,88.1,88.1,0.0,0.0,88.9,88.9,88.9,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.8,85.8,85.8,0.0,0.0
2018-12-23,88.4,88.4,88.4,0.0,0.0,91.7,91.7,91.7,0.0,0.0,88.1,88.1,88.1,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2018-12-30,95.7,95.7,95.7,0.0,0.0,98.7,98.7,98.7,0.0,0.0,94.7,94.7,94.7,0.0,0.0,98.4,98.4,98.4,0.0,0.0
2019-01-06,106.0,106.0,106.0,0.0,0.0,106.3,106.3,106.3,0.0,0.0,104.1,104.1,104.1,0.0,0.0,106.2,106.2,106.2,0.0,0.0
2019-01-13,109.8,109.8,109.8,0.0,0.0,111.5,111.5,111.5,0.0,0.0,109.1,109.1,109.1,0.0,0.0,111.5,111.5,111.5,0.0,0.0
2019-01-20,108.5,108.5,108.5,0.0,0.0,111.7,111.7,111.7,0.0,0.0,108.5,108.5,108.5,0.0,0.0,111.3,111.3,111.3,0.0,0.0
2019-01-27,110.0,110.0,110.0,0.0,0.0,114.5,114.5,114.5,0.0,0.0,109.7,109.7,109.7,0.0,0.0,112.7,112.7,112.7,0.0,0.0
2019-02-03,110.1,110.1,110.1,0.0,0.0,110.9,110.9,110.9,0.0,0.0,107.7,107.7,107.7,0.0,0.0,109.4,109.4,109.4,0.0,0.0
2019-02-10,115.3,115.3,115.3,0.0,0.0,117.1,117.1,117.1,0.0,0.0,114.9,114.9,114.9,0.0,0.0,117.0,117.0,117.0,0.0,0.0
2019-02-17,117.5,117.5,117.5,0.0,0.0,117.8,117.8,117.8,0.0,0.0,115.1,115.1,115.1,0.0,0.0,115.7,115.7,115.7,0.0,0.0
2019-02-24,114.4,114.4,114.4,0.0,0.0,116.3,116.3,116.3,0.0,0.0,114.4,114.4,114.4,0.0,0.0,116.1,116.1,116.1,0.0,0.0
2019-03-03,106.5,106.5,106.5,0.0,0.0,107.57,107.57,107.57,0.0,0.0,104.9,104.9,104.9,0.0,0.0,106.4,106.4,106.4,0.0,0.0
2019-03-10,114.5,114.5,114.5,0.0,0.0,116.05,116.05,116.05,0.0,0.0,114.0,114.0,114.0,0.0,0.0,114.2,114.2,114.2,0.0,0.0
2019-03-17,117.9,117.9,117.9,0.0,0.0,118.3,118.3,118.3,0.0,0.0,112.3,112.3,112.3,0.0,0.0,112.9,112.9,112.9,0.0,0.0
2019-03-24,117.8,117.8,117.8,0.0,0.0,118.0,118.0,118.0,0.0,0.0,114.2,114.2,114.2,0.0,0.0,115.5,115.5,115.5,0.0,0.0
2019-03-31,118.6,118.6,118.6,0.0,0.0,121.4,121.4,121.4,0.0,0.0,118.2,118.2,118.2,0.0,0.0,121.2,121.2,121.2,0.0,0.0
2019-04-07,121.9,121.9,121.9,0.0,0.0,122.7,122.7,122.7,0.0,0.0,119.9,119.9,119.9,0.0,0.0,120.0,120.0,120.0,0.0,0.0
2019-04-14,122.3,122.3,122.3,0.0,0.0,123.6,123.6,123.6,0.0,0.0,120.1,120.1,120.1,0.0,0.0,120.4,120.4,120.4,0.0,0.0
2019-04-21,116.1,116.1,116.1,0.0,0.0,117.15,117.15,117.15,0.0,0.0,114.2,114.2,114.2,0.0,0.0,116.3,116.3,116.3,0.0,0.0
2019-04-28,108.1,108.1,108.1,0.0,0.0,110.4,110.4,110.4,0.0,0.0,108.1,108.1,108.1,0.0,0.0,109.7,109.7,109.7,0.0,0.0
2019-05-05,105.2,105.2,105.2,0.0,0.0,105.8,105.8,105.8,0.0,0.0,103.0,103.0,103.0,0.0,0.0,104.8,104.8,104.8,0.0,0.0
2019-05-12,103.8,103.8,103.8,0.0,0.0,104.2,104.2,104.2,0.0,0.0,100.8,100.8,100.8,0.0,0.0,100.8,100.8,100.8,0.0,0.0
2019-05-19,92.4,92.4,92.4,0.0,0.0,92.77,92.77,92.77,0.0,0.0,89.5,89.5,89.5,0.0,0.0,89.9,89.9,89.9,0.0,0.0
2019-05-26,86.4,86.4,86.4,0.0,0.0,87.4,87.4,87.4,0.0,0.0,85.7,85.7,85.7,0.0,0.0,86.3,86.3,86.3,0.0,0.0
2019-06-02,88.2,88.2,88.2,0.0,0.0,89.7,89.7,89.7,0.0,0.0,86.4,86.4,86.4,0.0,0.0,88.8,88.8,88.8,0.0,0.0
2019-06-09,88.0,88.0,88.0,0.0,0.0,88.0,88.0,88.0,0.0,0.0,84.55,84.55,84.55,0.0,0.0,84.6,84.6,84.6,0.0,0.0
2019-06-16,94.0,94.0,94.0,0.0,0.0,95.5,95.5,95.5,0.0,0.0,92.8,92.8,92.8,0.0,0.0,93.8,93.8,93.8,0.0,0.0
2019-06-23,94.2,94.2,94.2,0.0,0.0,96.4,96.4,96.4,0.0,0.0,94.0,94.0,94.0,0.0,0.0,96.1,96.1,96.1,0.0,0.0
2019-06-30,92.5,92.5,92.5,0.0,0.0,94.0,94.0,94.0,0.0,0.0,92.05,92.05,92.05,0.0,0.0,94.0,94.0,94.0,0.0,0.0
2019-07-07,95.8,95.8,95.8,0.0,0.0,96.9,96.9,96.9,0.0,0.0,95.33,95.33,95.33,0.0,0.0,95.7,95.7,95.7,0.0,0.0
