Date,FTVStock_Open_average,FTVStock_Open_max,FTVStock_Open_min,FTVStock_Open_volatility,FTVStock_Open_change,FTVStock_High_average,FTVStock_High_max,FTVStock_High_min,FTVStock_High_volatility,FTVStock_High_change,FTVStock_Low_average,FTVStock_Low_max,FTVStock_Low_min,FTVStock_Low_volatility,FTVStock_Low_change,FTVStock_Close_average,FTVStock_Close_max,FTVStock_Close_min,FTVStock_Close_volatility,FTVStock_Close_change,FTVStock_Volume_average,FTVStock_Volume_max,FTVStock_Volume_min,FTVStock_Volume_volatility,FTVStock_Volume_change
2018-01-14,74.695,74.86,74.47,0.39000000000000057,-0.18999999999999773,75.26249999999999,75.63,74.94,0.6899999999999977,-0.6899999999999977,73.9975,74.25,73.72,0.5300000000000011,0.28000000000000114,74.4375,74.74,73.99,0.75,0.5700000000000074,1385197,1811811,864250,947561,472367
2018-01-21,75.094,75.79,74.44,1.3500000000000085,0.6599999999999966,75.896,76.68,75.07,1.6100000000000136,1.5200000000000102,74.364,75.06,73.78,1.2800000000000011,0.7199999999999989,75.2,76.57,74.2,2.3699999999999903,2.3699999999999903,1635673,2205243,1364831,840412,840412
2018-01-28,75.858,76.33,75.34,0.9899999999999949,-0.8599999999999994,76.498,76.67,76.29,0.37999999999999545,-0.37999999999999545,75.49,76.0,75.0,1.0,-1.0,75.866,76.38,75.35,1.0300000000000011,-1.0300000000000011,1418628,1625640,1287240,338400,-219338
2018-02-04,72.962,75.81,70.33,5.480000000000004,0.769999999999996,73.834,75.81,72.3,3.510000000000005,0.39000000000000057,70.26400000000001,71.68,69.03,2.6500000000000057,-2.1400000000000006,71.41,72.45,69.14,3.3100000000000023,0.7900000000000063,2775158,4139709,1982141,2157568,2157568
2018-02-11,74.116,75.08,72.8,2.280000000000001,2.280000000000001,75.044,75.98,74.42,1.5600000000000023,1.0,73.79599999999999,74.81,72.8,2.010000000000005,2.010000000000005,74.672,75.65,74.14,1.5100000000000051,1.3500000000000085,2457300,3466852,1765099,1701753,-1350222
2018-02-18,76.235,77.15,75.34,1.8100000000000023,1.8100000000000023,76.96000000000001,77.23,76.21,1.0200000000000102,1.0200000000000102,75.95,76.43,75.27,1.1600000000000108,1.1600000000000108,76.42,77.14,75.85,1.2900000000000063,1.2900000000000063,1318297,1647248,1058139,589109,-349150
2018-02-25,76.896,78.08,74.01,4.069999999999993,-3.280000000000001,77.366,78.83,74.48,4.349999999999994,-3.6499999999999915,75.802,77.74,73.29,4.449999999999989,-3.6799999999999926,76.242,77.96,73.99,3.969999999999999,-3.969999999999999,1566745,1936227,1013262,922965,474519
2018-03-04,76.03,78.82,73.53,5.289999999999992,5.289999999999992,77.392,80.31,74.61,5.700000000000003,5.700000000000003,75.228,78.13,73.11,5.019999999999996,5.019999999999996,77.194,80.27,74.26,6.009999999999991,6.009999999999991,1995707,2932633,1280261,1652372,828061
2018-03-11,78.636,80.2,77.77,2.430000000000007,-2.180000000000007,79.038,80.22,78.42,1.7999999999999972,-1.789999999999992,77.61,77.99,77.22,0.769999999999996,-0.37999999999999545,78.092,78.53,77.61,0.9200000000000017,-0.29999999999999716,1351749,2018011,725235,1292776,801521
2018-03-18,77.762,78.21,76.75,1.4599999999999937,-1.4399999999999977,78.35600000000001,79.2,77.68,1.519999999999996,-0.5099999999999909,76.962,77.78,75.97,1.8100000000000023,-1.0400000000000063,77.39999999999999,78.35,76.02,2.3299999999999983,-1.7600000000000051,1406480,2109047,937012,1172035,1172035
