Date,iShares MSCI Russia CappedEtf_Open_average,iShares MSCI Russia CappedEtf_Open_max,iShares MSCI Russia CappedEtf_Open_min,iShares MSCI Russia CappedEtf_Open_volatility,iShares MSCI Russia CappedEtf_Open_change,iShares MSCI Russia CappedEtf_High_average,iShares MSCI Russia CappedEtf_High_max,iShares MSCI Russia CappedEtf_High_min,iShares MSCI Russia CappedEtf_High_volatility,iShares MSCI Russia CappedEtf_High_change,iShares MSCI Russia CappedEtf_Low_average,iShares MSCI Russia CappedEtf_Low_max,iShares MSCI Russia CappedEtf_Low_min,iShares MSCI Russia CappedEtf_Low_volatility,iShares MSCI Russia CappedEtf_Low_change,iShares MSCI Russia CappedEtf_Close_average,iShares MSCI Russia CappedEtf_Close_max,iShares MSCI Russia CappedEtf_Close_min,iShares MSCI Russia CappedEtf_Close_volatility,iShares MSCI Russia CappedEtf_Close_change
2018-04-01,36.46,36.46,36.46,0.0,0.0,36.58,36.58,36.58,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-04-08,32.29,32.29,32.29,0.0,0.0,32.42,32.42,32.42,0.0,0.0,31.82,31.82,31.82,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-04-15,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-04-22,33.57,33.57,33.57,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2018-04-29,32.93,32.93,32.93,0.0,0.0,33.63,33.63,33.63,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2018-05-06,34.75,34.75,34.75,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2018-05-13,34.01,34.01,34.01,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2018-05-20,33.78,33.78,33.78,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2018-05-27,33.97,33.97,33.97,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-06-03,33.54,33.54,33.54,0.0,0.0,33.54,33.54,33.54,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2018-06-10,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2018-06-17,32.58,32.58,32.58,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-06-24,33.43,33.43,33.43,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2018-07-01,34.32,34.32,34.32,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2018-07-08,35.0,35.0,35.0,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2018-07-15,33.27,33.27,33.27,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2018-07-22,34.26,34.26,34.26,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2018-07-29,34.08,34.08,34.08,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-08-05,31.67,31.67,31.67,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-08-12,31.38,31.38,31.38,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2018-08-19,31.29,31.29,31.29,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-08-26,32.0,32.0,32.0,0.0,0.0,32.5,32.5,32.5,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-09-02,31.02,31.02,31.02,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-09-09,32.27,32.27,32.27,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-09-16,33.66,33.66,33.66,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-09-23,34.93,34.93,34.93,0.0,0.0,35.35,35.35,35.35,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2018-09-30,34.45,34.45,34.45,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-10-07,34.01,34.01,34.01,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.68,33.68,33.68,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-10-14,33.78,33.78,33.78,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2018-10-21,32.72,32.72,32.72,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2018-10-28,33.96,33.96,33.96,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.73,33.73,33.73,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-11-04,33.54,33.54,33.54,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2018-11-11,33.94,33.94,33.94,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2018-11-18,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2018-11-25,33.46,33.46,33.46,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2018-12-02,34.52,34.52,34.52,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-12-09,33.46,33.46,33.46,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-12-16,31.0,31.0,31.0,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-12-23,30.83,30.83,30.83,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-12-30,31.84,31.84,31.84,0.0,0.0,32.57,32.57,32.57,0.0,0.0,31.84,31.84,31.84,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-01-06,33.11,33.11,33.11,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2019-01-13,33.73,33.73,33.73,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.73,33.73,33.73,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2019-01-20,34.26,34.26,34.26,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-01-27,35.08,35.08,35.08,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-02-03,34.41,34.41,34.41,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-02-10,33.83,33.83,33.83,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-02-17,34.31,34.31,34.31,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-02-24,34.16,34.16,34.16,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2019-03-03,33.5,33.5,33.5,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2019-03-10,34.06,34.06,34.06,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-03-17,35.21,35.21,35.21,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-03-24,35.01,35.01,35.01,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-03-31,35.26,35.26,35.26,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-04-07,35.96,35.96,35.96,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-04-14,36.01,36.01,36.01,0.0,0.0,36.3,36.3,36.3,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2019-04-21,35.64,35.64,35.64,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2019-04-28,35.5,35.5,35.5,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2019-05-05,34.69,34.69,34.69,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-05-12,35.61,35.61,35.61,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-05-19,36.49,36.49,36.49,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-05-26,36.31,36.31,36.31,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2019-06-02,37.76,37.76,37.76,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-06-09,38.72,38.72,38.72,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-06-16,39.16,39.16,39.16,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-06-23,39.71,39.71,39.71,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-06-30,40.01,40.01,40.01,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.92,39.92,39.92,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2019-07-07,39.69,39.69,39.69,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.68,39.68,39.68,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2019-07-14,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2019-07-21,39.39,39.39,39.39,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2019-07-28,37.76,37.76,37.76,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2019-08-04,37.52,37.52,37.52,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2019-08-11,36.1,36.1,36.1,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2019-08-18,36.96,36.96,36.96,0.0,0.0,37.34,37.34,37.34,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-08-25,37.78,37.78,37.78,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-09-01,39.01,39.01,39.01,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-09-08,39.84,39.84,39.84,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2019-09-15,40.02,40.02,40.02,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.92,39.92,39.92,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2019-09-22,39.37,39.37,39.37,0.0,0.0,39.55,39.55,39.55,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2019-09-29,38.53,38.53,38.53,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2019-10-06,39.3,39.3,39.3,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-10-13,39.95,39.95,39.95,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2019-10-20,41.59,41.59,41.59,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-10-27,42.37,42.37,42.37,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2019-11-03,43.16,43.16,43.16,0.0,0.0,43.29,43.29,43.29,0.0,0.0,42.82,42.82,42.82,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2019-11-10,42.39,42.39,42.39,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2019-11-17,42.34,42.34,42.34,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2019-11-24,41.65,41.65,41.65,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-12-01,41.74,41.74,41.74,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.74,41.74,41.74,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2019-12-08,43.5,43.5,43.5,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2019-12-15,42.0,42.0,42.0,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-12-22,42.88,42.88,42.88,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2019-12-29,43.03,43.03,43.03,0.0,0.0,43.37,43.37,43.37,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2020-01-05,44.4,44.4,44.4,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2020-01-12,45.25,45.25,45.25,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2020-01-19,44.31,44.31,44.31,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2020-01-26,42.09,42.09,42.09,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2020-02-02,41.39,41.39,41.39,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2020-02-09,42.06,42.06,42.06,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2020-02-16,41.68,41.68,41.68,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2020-02-23,35.63,35.63,35.63,0.0,0.0,36.38,36.38,36.38,0.0,0.0,35.26,35.26,35.26,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2020-03-01,34.61,34.61,34.61,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2020-03-08,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2020-03-15,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2020-03-22,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2020-03-29,29.67,29.67,29.67,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2020-04-05,32.16,32.16,32.16,0.0,0.0,32.74,32.74,32.74,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2020-04-12,30.31,30.31,30.31,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2020-04-19,30.78,30.78,30.78,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2020-04-26,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2020-05-03,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2020-05-10,31.02,31.02,31.02,0.0,0.0,31.21,31.21,31.21,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2020-05-17,33.16,33.16,33.16,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2020-05-24,33.81,33.81,33.81,0.0,0.0,34.43,34.43,34.43,0.0,0.0,33.71,33.71,33.71,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2020-05-31,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2020-06-07,34.84,34.84,34.84,0.0,0.0,34.9,34.9,34.9,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2020-06-14,34.75,34.75,34.75,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2020-06-21,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2020-06-28,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2020-07-05,34.46,34.46,34.46,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0
