Date,First Trust International IPOEtf_Open_average,First Trust International IPOEtf_Open_max,First Trust International IPOEtf_Open_min,First Trust International IPOEtf_Open_volatility,First Trust International IPOEtf_Open_change,First Trust International IPOEtf_High_average,First Trust International IPOEtf_High_max,First Trust International IPOEtf_High_min,First Trust International IPOEtf_High_volatility,First Trust International IPOEtf_High_change,First Trust International IPOEtf_Low_average,First Trust International IPOEtf_Low_max,First Trust International IPOEtf_Low_min,First Trust International IPOEtf_Low_volatility,First Trust International IPOEtf_Low_change,First Trust International IPOEtf_Close_average,First Trust International IPOEtf_Close_max,First Trust International IPOEtf_Close_min,First Trust International IPOEtf_Close_volatility,First Trust International IPOEtf_Close_change
2018-03-25,37.18,37.18,37.18,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.93,36.93,36.93,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-04-01,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2018-04-08,37.27,37.27,37.27,0.0,0.0,37.27,37.27,37.27,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-04-15,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-04-22,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-04-29,36.43,36.43,36.43,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2018-05-06,37.51,37.51,37.51,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2018-05-13,36.66,36.66,36.66,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-05-20,36.42,36.42,36.42,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-05-27,36.47,36.47,36.47,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2018-06-03,36.69,36.69,36.69,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.69,36.69,36.69,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-06-10,36.99,36.99,36.99,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.93,36.93,36.93,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2018-06-17,36.15,36.15,36.15,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-06-24,34.79,34.79,34.79,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-07-01,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-07-08,35.35,35.35,35.35,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2018-07-15,35.55,35.55,35.55,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2018-07-22,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-07-29,34.86,34.86,34.86,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2018-08-05,34.42,34.42,34.42,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2018-08-12,33.67,33.67,33.67,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2018-08-19,34.49,34.49,34.49,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2018-08-26,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2018-09-02,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2018-09-09,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2018-09-16,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2018-09-23,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2018-09-30,33.47,33.47,33.47,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-10-07,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2018-10-14,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-10-21,30.4,30.4,30.4,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-10-28,31.83,31.83,31.83,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-11-04,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2018-11-11,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2018-11-18,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-11-25,32.03,32.03,32.03,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2018-12-02,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-12-09,31.06,31.06,31.06,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2018-12-16,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-12-23,30.46,30.46,30.46,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2018-12-30,30.42,30.42,30.42,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.42,30.42,30.42,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-01-06,31.82,31.82,31.82,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2019-01-13,32.45,32.45,32.45,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-01-20,33.23,33.23,33.23,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2019-01-27,33.45,33.45,33.45,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2019-02-03,33.01,33.01,33.01,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-02-10,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2019-02-17,34.34,34.34,34.34,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-02-24,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-03-03,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2019-03-10,34.94,34.94,34.94,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-03-17,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-03-24,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-03-31,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2019-04-07,35.43,35.43,35.43,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2019-04-14,35.07,35.07,35.07,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.87,34.87,34.87,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-04-21,34.81,34.81,34.81,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-04-28,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-05-05,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-05-12,34.75,34.75,34.75,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-05-19,34.39,34.39,34.39,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-05-26,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2019-06-02,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-06-09,35.43,35.43,35.43,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2019-06-16,36.39,36.39,36.39,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2019-06-23,36.42,36.42,36.42,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2019-06-30,36.59,36.59,36.59,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-07-07,37.57,37.57,37.57,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-07-14,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-07-21,37.66,37.66,37.66,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-07-28,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-08-04,37.4,37.4,37.4,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2019-08-11,37.11,37.11,37.11,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-08-18,37.65,37.65,37.65,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2019-08-25,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-09-01,38.79,38.79,38.79,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-09-08,37.37,37.37,37.37,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-09-15,37.41,37.41,37.41,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2019-09-22,36.4,36.4,36.4,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-09-29,36.49,36.49,36.49,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2019-10-06,37.13,37.13,37.13,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-10-13,37.31,37.31,37.31,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2019-10-20,37.54,37.54,37.54,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-10-27,38.54,38.54,38.54,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-11-03,38.31,38.31,38.31,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-11-10,38.36,38.36,38.36,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-11-17,38.24,38.24,38.24,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-11-24,38.83,38.83,38.83,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2019-12-01,38.83,38.83,38.83,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-12-08,38.62,38.62,38.62,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-12-15,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2019-12-22,40.1,40.1,40.1,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-12-29,40.7,40.7,40.7,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2020-01-05,41.13,41.13,41.13,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2020-01-12,42.24,42.24,42.24,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2020-01-19,41.85,41.85,41.85,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2020-01-26,40.54,40.54,40.54,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2020-02-02,41.33,41.33,41.33,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2020-02-09,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2020-02-16,42.91,42.91,42.91,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2020-02-23,38.51,38.51,38.51,0.0,0.0,39.62,39.62,39.62,0.0,0.0,38.51,38.51,38.51,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2020-03-01,40.74,40.74,40.74,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2020-03-08,36.12,36.12,36.12,0.0,0.0,36.12,36.12,36.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2020-03-15,33.58,33.58,33.58,0.0,0.0,34.3,34.3,34.3,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2020-03-22,36.1,36.1,36.1,0.0,0.0,36.61,36.61,36.61,0.0,0.0,35.71,35.71,35.71,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2020-03-29,35.89,35.89,35.89,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2020-04-05,37.86,37.86,37.86,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2020-04-12,39.77,39.77,39.77,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2020-04-19,40.53,40.53,40.53,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2020-04-26,40.59,40.59,40.59,0.0,0.0,40.83,40.83,40.83,0.0,0.0,39.71,39.71,39.71,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2020-05-03,42.72,42.72,42.72,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.72,42.72,42.72,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2020-05-10,43.2,43.2,43.2,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2020-05-17,44.54,44.54,44.54,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2020-05-24,45.54,45.54,45.54,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2020-05-31,48.14,48.14,48.14,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2020-06-07,47.68,47.68,47.68,0.0,0.0,47.72,47.72,47.72,0.0,0.0,46.79,46.79,46.79,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2020-06-14,50.88,50.88,50.88,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2020-06-21,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2020-06-28,52.26,52.26,52.26,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2020-07-05,53.15,53.15,53.15,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.42,53.42,53.42,0.0,0.0
