Date,SPDR MFS Systematic Core EquityEtf_Open_average,SPDR MFS Systematic Core EquityEtf_Open_max,SPDR MFS Systematic Core EquityEtf_Open_min,SPDR MFS Systematic Core EquityEtf_Open_volatility,SPDR MFS Systematic Core EquityEtf_Open_change,SPDR MFS Systematic Core EquityEtf_High_average,SPDR MFS Systematic Core EquityEtf_High_max,SPDR MFS Systematic Core EquityEtf_High_min,SPDR MFS Systematic Core EquityEtf_High_volatility,SPDR MFS Systematic Core EquityEtf_High_change,SPDR MFS Systematic Core EquityEtf_Low_average,SPDR MFS Systematic Core EquityEtf_Low_max,SPDR MFS Systematic Core EquityEtf_Low_min,SPDR MFS Systematic Core EquityEtf_Low_volatility,SPDR MFS Systematic Core EquityEtf_Low_change,SPDR MFS Systematic Core EquityEtf_Close_average,SPDR MFS Systematic Core EquityEtf_Close_max,SPDR MFS Systematic Core EquityEtf_Close_min,SPDR MFS Systematic Core EquityEtf_Close_volatility,SPDR MFS Systematic Core EquityEtf_Close_change
2018-05-27,76.96,76.96,76.96,0.0,0.0,76.96,76.96,76.96,0.0,0.0,76.96,76.96,76.96,0.0,0.0,76.96,76.96,76.96,0.0,0.0
2018-06-03,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0
2018-06-10,77.11,77.11,77.11,0.0,0.0,77.85,77.85,77.85,0.0,0.0,77.11,77.11,77.11,0.0,0.0,77.85,77.85,77.85,0.0,0.0
2018-06-17,76.68,76.68,76.68,0.0,0.0,76.79,76.79,76.79,0.0,0.0,76.54,76.54,76.54,0.0,0.0,76.54,76.54,76.54,0.0,0.0
2018-06-24,75.65,75.65,75.65,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.32,75.32,75.32,0.0,0.0,75.32,75.32,75.32,0.0,0.0
2018-07-01,75.94,75.94,75.94,0.0,0.0,76.46,76.46,76.46,0.0,0.0,75.94,75.94,75.94,0.0,0.0,76.21,76.21,76.21,0.0,0.0
2018-07-08,77.63,77.63,77.63,0.0,0.0,77.68,77.68,77.68,0.0,0.0,77.58,77.58,77.58,0.0,0.0,77.68,77.68,77.68,0.0,0.0
2018-07-15,77.46,77.46,77.46,0.0,0.0,77.53,77.53,77.53,0.0,0.0,77.46,77.46,77.46,0.0,0.0,77.53,77.53,77.53,0.0,0.0
2018-07-22,78.19,78.19,78.19,0.0,0.0,78.19,78.19,78.19,0.0,0.0,77.71,77.71,77.71,0.0,0.0,77.91,77.91,77.91,0.0,0.0
2018-07-29,78.25,78.25,78.25,0.0,0.0,78.42,78.42,78.42,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.42,78.42,78.42,0.0,0.0
2018-08-05,78.49,78.49,78.49,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.3,78.3,78.3,0.0,0.0,78.56,78.56,78.56,0.0,0.0
2018-08-12,79.2,79.2,79.2,0.0,0.0,79.2,79.2,79.2,0.0,0.0,79.2,79.2,79.2,0.0,0.0,79.2,79.2,79.2,0.0,0.0
2018-08-19,80.06,80.06,80.06,0.0,0.0,80.06,80.06,80.06,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2018-08-26,80.84,80.84,80.84,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2018-09-02,80.11,80.11,80.11,0.0,0.0,80.12,80.12,80.12,0.0,0.0,79.94,79.94,79.94,0.0,0.0,80.06,80.06,80.06,0.0,0.0
2018-09-09,81.17,81.17,81.17,0.0,0.0,81.17,81.17,81.17,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2018-09-16,81.77,81.77,81.77,0.0,0.0,81.77,81.77,81.77,0.0,0.0,81.63,81.63,81.63,0.0,0.0,81.63,81.63,81.63,0.0,0.0
2018-09-23,81.37,81.37,81.37,0.0,0.0,81.38,81.38,81.38,0.0,0.0,81.23,81.23,81.23,0.0,0.0,81.26,81.26,81.26,0.0,0.0
2018-09-30,81.16,81.16,81.16,0.0,0.0,81.57,81.57,81.57,0.0,0.0,80.94,80.94,80.94,0.0,0.0,80.94,80.94,80.94,0.0,0.0
2018-10-07,77.93,77.93,77.93,0.0,0.0,77.93,77.93,77.93,0.0,0.0,77.29,77.29,77.29,0.0,0.0,77.63,77.63,77.63,0.0,0.0
2018-10-14,78.72,78.72,78.72,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.13,78.13,78.13,0.0,0.0
2018-10-21,74.62,74.62,74.62,0.0,0.0,75.96,75.96,75.96,0.0,0.0,74.62,74.62,74.62,0.0,0.0,74.86,74.86,74.86,0.0,0.0
2018-10-28,77.61,77.61,77.61,0.0,0.0,77.61,77.61,77.61,0.0,0.0,77.15,77.15,77.15,0.0,0.0,77.15,77.15,77.15,0.0,0.0
2018-11-04,78.51,78.51,78.51,0.0,0.0,78.51,78.51,78.51,0.0,0.0,78.41,78.41,78.41,0.0,0.0,78.41,78.41,78.41,0.0,0.0
2018-11-11,77.06,77.06,77.06,0.0,0.0,77.51,77.51,77.51,0.0,0.0,77.06,77.06,77.06,0.0,0.0,77.51,77.51,77.51,0.0,0.0
2018-11-18,75.16,75.16,75.16,0.0,0.0,75.16,75.16,75.16,0.0,0.0,75.16,75.16,75.16,0.0,0.0,75.16,75.16,75.16,0.0,0.0
2018-11-25,77.84,77.84,77.84,0.0,0.0,78.55,78.55,78.55,0.0,0.0,77.84,77.84,77.84,0.0,0.0,78.55,78.55,78.55,0.0,0.0
2018-12-02,76.4,76.4,76.4,0.0,0.0,77.03,77.03,77.03,0.0,0.0,74.95,74.95,74.95,0.0,0.0,75.22,75.22,75.22,0.0,0.0
2018-12-09,74.99,74.99,74.99,0.0,0.0,74.99,74.99,74.99,0.0,0.0,73.97,73.97,73.97,0.0,0.0,74.02,74.02,74.02,0.0,0.0
2018-12-16,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0,68.23,68.23,68.23,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2018-12-23,70.61,70.61,70.61,0.0,0.0,71.15,71.15,71.15,0.0,0.0,70.06,70.06,70.06,0.0,0.0,70.06,70.06,70.06,0.0,0.0
2018-12-30,71.18,71.18,71.18,0.0,0.0,72.21,72.21,72.21,0.0,0.0,70.98,70.98,70.98,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2019-01-06,74.42,74.42,74.42,0.0,0.0,74.53,74.53,74.53,0.0,0.0,74.07,74.07,74.07,0.0,0.0,74.51,74.51,74.51,0.0,0.0
2019-01-13,75.72,75.72,75.72,0.0,0.0,76.53,76.53,76.53,0.0,0.0,75.72,75.72,75.72,0.0,0.0,76.43,76.43,76.43,0.0,0.0
2019-01-20,75.9,75.9,75.9,0.0,0.0,76.56,76.56,76.56,0.0,0.0,75.9,75.9,75.9,0.0,0.0,76.36,76.36,76.36,0.0,0.0
2019-01-27,77.64,77.64,77.64,0.0,0.0,77.78,77.78,77.78,0.0,0.0,77.57,77.57,77.57,0.0,0.0,77.72,77.72,77.72,0.0,0.0
2019-02-03,77.25,77.25,77.25,0.0,0.0,77.54,77.54,77.54,0.0,0.0,76.99,76.99,76.99,0.0,0.0,77.54,77.54,77.54,0.0,0.0
2019-02-10,79.73,79.73,79.73,0.0,0.0,79.9,79.9,79.9,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.9,79.9,79.9,0.0,0.0
2019-02-17,80.58,80.58,80.58,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.31,80.31,80.31,0.0,0.0,80.49,80.49,80.49,0.0,0.0
2019-02-24,80.45,80.45,80.45,0.0,0.0,80.57,80.57,80.57,0.0,0.0,80.27,80.27,80.27,0.0,0.0,80.54,80.54,80.54,0.0,0.0
2019-03-03,78.05,78.05,78.05,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.05,78.05,78.05,0.0,0.0,78.4,78.4,78.4,0.0,0.0
2019-03-10,79.89,79.89,79.89,0.0,0.0,80.32,80.32,80.32,0.0,0.0,79.78,79.78,79.78,0.0,0.0,80.06,80.06,80.06,0.0,0.0
2019-03-17,80.45,80.45,80.45,0.0,0.0,80.47,80.47,80.47,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2019-03-24,80.14,80.14,80.14,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.04,80.04,80.04,0.0,0.0,80.19,80.19,80.19,0.0,0.0
2019-03-31,80.97,80.97,80.97,0.0,0.0,81.21,81.21,81.21,0.0,0.0,80.97,80.97,80.97,0.0,0.0,81.16,81.16,81.16,0.0,0.0
2019-04-07,81.59,81.59,81.59,0.0,0.0,81.59,81.59,81.59,0.0,0.0,81.47,81.47,81.47,0.0,0.0,81.47,81.47,81.47,0.0,0.0
2019-04-14,82.15,82.15,82.15,0.0,0.0,82.15,82.15,82.15,0.0,0.0,81.5,81.5,81.5,0.0,0.0,81.5,81.5,81.5,0.0,0.0
2019-04-21,82.04,82.04,82.04,0.0,0.0,82.26,82.26,82.26,0.0,0.0,82.01,82.01,82.01,0.0,0.0,82.26,82.26,82.26,0.0,0.0
2019-04-28,82.53,82.53,82.53,0.0,0.0,82.82,82.82,82.82,0.0,0.0,82.35,82.35,82.35,0.0,0.0,82.7,82.7,82.7,0.0,0.0
2019-05-05,80.16,80.16,80.16,0.0,0.0,80.98,80.98,80.98,0.0,0.0,79.3,79.3,79.3,0.0,0.0,80.62,80.62,80.62,0.0,0.0
2019-05-12,80.61,80.61,80.61,0.0,0.0,80.61,80.61,80.61,0.0,0.0,79.94,79.94,79.94,0.0,0.0,80.04,80.04,80.04,0.0,0.0
2019-05-19,79.51,79.51,79.51,0.0,0.0,79.51,79.51,79.51,0.0,0.0,78.95,78.95,78.95,0.0,0.0,79.06,79.06,79.06,0.0,0.0
2019-05-26,76.52,76.52,76.52,0.0,0.0,76.82,76.82,76.82,0.0,0.0,76.38,76.38,76.38,0.0,0.0,76.43,76.43,76.43,0.0,0.0
2019-06-02,79.96,79.96,79.96,0.0,0.0,80.2,80.2,80.2,0.0,0.0,79.96,79.96,79.96,0.0,0.0,80.01,80.01,80.01,0.0,0.0
2019-06-09,80.33,80.33,80.33,0.0,0.0,80.47,80.47,80.47,0.0,0.0,80.28,80.28,80.28,0.0,0.0,80.47,80.47,80.47,0.0,0.0
2019-06-16,81.72,81.72,81.72,0.0,0.0,81.72,81.72,81.72,0.0,0.0,81.35,81.35,81.35,0.0,0.0,81.6,81.6,81.6,0.0,0.0
2019-06-23,81.22,81.22,81.22,0.0,0.0,81.42,81.42,81.42,0.0,0.0,81.22,81.22,81.22,0.0,0.0,81.42,81.42,81.42,0.0,0.0
2019-06-30,82.64,82.64,82.64,0.0,0.0,82.9,82.9,82.9,0.0,0.0,82.38,82.38,82.38,0.0,0.0,82.83,82.83,82.83,0.0,0.0
2019-07-07,83.23,83.23,83.23,0.0,0.0,83.46,83.46,83.46,0.0,0.0,83.17,83.17,83.17,0.0,0.0,83.46,83.46,83.46,0.0,0.0
2019-07-14,83.22,83.22,83.22,0.0,0.0,83.22,83.22,83.22,0.0,0.0,82.72,82.72,82.72,0.0,0.0,82.72,82.72,82.72,0.0,0.0
2019-07-21,84.23,84.23,84.23,0.0,0.0,84.42,84.42,84.42,0.0,0.0,84.22,84.22,84.22,0.0,0.0,84.37,84.37,84.37,0.0,0.0
2019-07-28,81.05,81.05,81.05,0.0,0.0,81.54,81.54,81.54,0.0,0.0,81.05,81.05,81.05,0.0,0.0,81.36,81.36,81.36,0.0,0.0
2019-08-04,80.77,80.77,80.77,0.0,0.0,80.95,80.95,80.95,0.0,0.0,80.47,80.47,80.47,0.0,0.0,80.95,80.95,80.95,0.0,0.0
2019-08-11,79.77,79.77,79.77,0.0,0.0,80.42,80.42,80.42,0.0,0.0,79.77,79.77,79.77,0.0,0.0,80.42,80.42,80.42,0.0,0.0
2019-08-18,80.94,80.94,80.94,0.0,0.0,80.94,80.94,80.94,0.0,0.0,78.41,78.41,78.41,0.0,0.0,78.41,78.41,78.41,0.0,0.0
2019-08-25,80.72,80.72,80.72,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.3,80.3,80.3,0.0,0.0,80.64,80.64,80.64,0.0,0.0
2019-09-01,81.97,81.97,81.97,0.0,0.0,82.12,82.12,82.12,0.0,0.0,81.94,81.94,81.94,0.0,0.0,81.94,81.94,81.94,0.0,0.0
2019-09-08,82.79,82.79,82.79,0.0,0.0,83.23,83.23,83.23,0.0,0.0,82.79,82.79,82.79,0.0,0.0,83.04,83.04,83.04,0.0,0.0
2019-09-15,83.05,83.05,83.05,0.0,0.0,83.11,83.11,83.11,0.0,0.0,82.57,82.57,82.57,0.0,0.0,82.57,82.57,82.57,0.0,0.0
2019-09-22,82.31,82.31,82.31,0.0,0.0,82.37,82.37,82.37,0.0,0.0,81.61,81.61,81.61,0.0,0.0,81.74,81.74,81.74,0.0,0.0
2019-09-29,80.38,80.38,80.38,0.0,0.0,81.49,81.49,81.49,0.0,0.0,80.38,80.38,80.38,0.0,0.0,81.49,81.49,81.49,0.0,0.0
2019-10-06,82.45,82.45,82.45,0.0,0.0,82.7,82.7,82.7,0.0,0.0,82.38,82.38,82.38,0.0,0.0,82.38,82.38,82.38,0.0,0.0
2019-10-13,82.47,82.47,82.47,0.0,0.0,82.83,82.83,82.83,0.0,0.0,82.47,82.47,82.47,0.0,0.0,82.8,82.8,82.8,0.0,0.0
2019-10-20,83.78,83.78,83.78,0.0,0.0,84.38,84.38,84.38,0.0,0.0,83.78,83.78,83.78,0.0,0.0,84.38,84.38,84.38,0.0,0.0
2019-10-27,85.47,85.47,85.47,0.0,0.0,85.48,85.48,85.48,0.0,0.0,85.47,85.47,85.47,0.0,0.0,85.48,85.48,85.48,0.0,0.0
2019-11-03,86.02,86.02,86.02,0.0,0.0,86.39,86.39,86.39,0.0,0.0,85.98,85.98,85.98,0.0,0.0,86.39,86.39,86.39,0.0,0.0
2019-11-10,87.11,87.11,87.11,0.0,0.0,87.47,87.47,87.47,0.0,0.0,87.11,87.11,87.11,0.0,0.0,87.47,87.47,87.47,0.0,0.0
2019-11-17,87.44,87.44,87.44,0.0,0.0,87.53,87.53,87.53,0.0,0.0,87.41,87.41,87.41,0.0,0.0,87.49,87.49,87.49,0.0,0.0
2019-11-24,88.88,88.88,88.88,0.0,0.0,88.88,88.88,88.88,0.0,0.0,88.41,88.41,88.41,0.0,0.0,88.41,88.41,88.41,0.0,0.0
2019-12-01,88.4,88.4,88.4,0.0,0.0,88.4,88.4,88.4,0.0,0.0,88.09,88.09,88.09,0.0,0.0,88.09,88.09,88.09,0.0,0.0
2019-12-08,88.4,88.4,88.4,0.0,0.0,88.65,88.65,88.65,0.0,0.0,88.4,88.4,88.4,0.0,0.0,88.65,88.65,88.65,0.0,0.0
2019-12-15,89.76,89.76,89.76,0.0,0.0,89.93,89.93,89.93,0.0,0.0,89.76,89.76,89.76,0.0,0.0,89.81,89.81,89.81,0.0,0.0
2019-12-22,90.3,90.3,90.3,0.0,0.0,90.3,90.3,90.3,0.0,0.0,90.0,90.0,90.0,0.0,0.0,90.02,90.02,90.02,0.0,0.0
2019-12-29,89.94,89.94,89.94,0.0,0.0,89.95,89.95,89.95,0.0,0.0,89.68,89.68,89.68,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2020-01-05,90.76,90.76,90.76,0.0,0.0,90.96,90.96,90.96,0.0,0.0,90.57,90.57,90.57,0.0,0.0,90.57,90.57,90.57,0.0,0.0
2020-01-12,92.4,92.4,92.4,0.0,0.0,92.4,92.4,92.4,0.0,0.0,91.83,91.83,91.83,0.0,0.0,92.06,92.06,92.06,0.0,0.0
2020-01-19,92.1,92.1,92.1,0.0,0.0,92.1,92.1,92.1,0.0,0.0,90.37,90.37,90.37,0.0,0.0,90.63,90.63,90.63,0.0,0.0
2020-01-26,89.54,89.54,89.54,0.0,0.0,89.54,89.54,89.54,0.0,0.0,88.36,88.36,88.36,0.0,0.0,88.65,88.65,88.65,0.0,0.0
2020-02-02,91.59,91.59,91.59,0.0,0.0,91.68,91.68,91.68,0.0,0.0,91.21,91.21,91.21,0.0,0.0,91.38,91.38,91.38,0.0,0.0
2020-02-09,92.54,92.54,92.54,0.0,0.0,92.54,92.54,92.54,0.0,0.0,92.15,92.15,92.15,0.0,0.0,92.33,92.33,92.33,0.0,0.0
2020-02-16,91.03,91.03,91.03,0.0,0.0,91.18,91.18,91.18,0.0,0.0,90.79,90.79,90.79,0.0,0.0,91.03,91.03,91.03,0.0,0.0
2020-02-23,78.8,78.8,78.8,0.0,0.0,80.24,80.24,80.24,0.0,0.0,78.13,78.13,78.13,0.0,0.0,80.24,80.24,80.24,0.0,0.0
2020-03-01,79.84,79.84,79.84,0.0,0.0,80.7,80.7,80.7,0.0,0.0,79.23,79.23,79.23,0.0,0.0,80.7,80.7,80.7,0.0,0.0
2020-03-08,72.81,72.81,72.81,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2020-03-15,61.61,61.61,61.61,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.61,61.61,61.61,0.0,0.0
2020-03-22,67.89,67.89,67.89,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.89,67.89,67.89,0.0,0.0
2020-03-29,66.5,66.5,66.5,0.0,0.0,66.5,66.5,66.5,0.0,0.0,65.28,65.28,65.28,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2020-04-05,74.96,74.96,74.96,0.0,0.0,75.3,75.3,75.3,0.0,0.0,74.09,74.09,74.09,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2020-04-12,75.79,75.79,75.79,0.0,0.0,76.8,76.8,76.8,0.0,0.0,75.76,75.76,75.76,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2020-04-19,74.76,74.76,74.76,0.0,0.0,75.82,75.82,75.82,0.0,0.0,74.76,74.76,74.76,0.0,0.0,75.81,75.81,75.81,0.0,0.0
2020-04-26,76.44,76.44,76.44,0.0,0.0,76.44,76.44,76.44,0.0,0.0,76.44,76.44,76.44,0.0,0.0,76.44,76.44,76.44,0.0,0.0
2020-05-03,78.37,78.37,78.37,0.0,0.0,78.9,78.9,78.9,0.0,0.0,78.37,78.37,78.37,0.0,0.0,78.9,78.9,78.9,0.0,0.0
2020-05-10,76.75,76.75,76.75,0.0,0.0,77.1,77.1,77.1,0.0,0.0,76.75,76.75,76.75,0.0,0.0,77.1,77.1,77.1,0.0,0.0
2020-05-17,78.6,78.6,78.6,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.6,78.6,78.6,0.0,0.0,79.0,79.0,79.0,0.0,0.0
2020-05-24,80.69,80.69,80.69,0.0,0.0,81.55,81.55,81.55,0.0,0.0,80.3,80.3,80.3,0.0,0.0,81.55,81.55,81.55,0.0,0.0
2020-05-31,84.26,84.26,84.26,0.0,0.0,84.26,84.26,84.26,0.0,0.0,84.26,84.26,84.26,0.0,0.0,84.26,84.26,84.26,0.0,0.0
2020-06-07,81.61,81.61,81.61,0.0,0.0,81.61,81.61,81.61,0.0,0.0,79.5,79.5,79.5,0.0,0.0,80.97,80.97,80.97,0.0,0.0
2020-06-14,83.54,83.54,83.54,0.0,0.0,83.54,83.54,83.54,0.0,0.0,81.97,81.97,81.97,0.0,0.0,82.43,82.43,82.43,0.0,0.0
2020-06-21,80.55,80.55,80.55,0.0,0.0,80.55,80.55,80.55,0.0,0.0,79.87,79.87,79.87,0.0,0.0,79.9,79.9,79.9,0.0,0.0
2020-06-28,82.58,82.58,82.58,0.0,0.0,82.58,82.58,82.58,0.0,0.0,82.58,82.58,82.58,0.0,0.0,82.58,82.58,82.58,0.0,0.0
2020-07-05,83.37,83.37,83.37,0.0,0.0,83.37,83.37,83.37,0.0,0.0,83.37,83.37,83.37,0.0,0.0,83.37,83.37,83.37,0.0,0.0
