Date,ALPNStock_Open_average,ALPNStock_Open_max,ALPNStock_Open_min,ALPNStock_Open_volatility,ALPNStock_Open_change,ALPNStock_High_average,ALPNStock_High_max,ALPNStock_High_min,ALPNStock_High_volatility,ALPNStock_High_change,ALPNStock_Low_average,ALPNStock_Low_max,ALPNStock_Low_min,ALPNStock_Low_volatility,ALPNStock_Low_change,ALPNStock_Close_average,ALPNStock_Close_max,ALPNStock_Close_min,ALPNStock_Close_volatility,ALPNStock_Close_change,ALPNStock_Volume_average,ALPNStock_Volume_max,ALPNStock_Volume_min,ALPNStock_Volume_volatility,ALPNStock_Volume_change
2018-01-14,10.715,10.96,10.42,0.5400000000000009,-0.5400000000000009,10.975,11.1,10.8,0.29999999999999893,0.049999999999998934,10.5375,10.8,10.42,0.3800000000000008,-0.3800000000000008,10.835,10.9,10.66,0.2400000000000002,-0.019999999999999574,16155,24487,11156,13331,3154
2018-01-21,11.274,11.6,10.94,0.6600000000000001,0.6500000000000004,11.634,11.68,11.6,0.08000000000000007,-0.08000000000000007,10.948,11.18,10.62,0.5600000000000005,0.2599999999999998,11.386,11.65,10.93,0.7200000000000006,-0.35999999999999943,10221,14325,2993,11332,-11332
2018-01-28,11.24,11.37,11.1,0.2699999999999996,-0.09999999999999964,11.540000000000001,11.67,11.22,0.4499999999999993,-0.4499999999999993,10.916,11.18,10.59,0.5899999999999999,-0.5899999999999999,11.208,11.58,10.95,0.6300000000000008,-0.6300000000000008,7651,12147,3492,8655,-4396
2018-02-04,10.414,10.83,10.18,0.6500000000000004,-0.3699999999999992,10.734,11.0,10.46,0.5399999999999991,-0.3699999999999992,9.882,10.37,9.0,1.3699999999999992,-1.3699999999999992,10.456,10.64,10.28,0.3600000000000012,-0.08999999999999986,9348,15386,4539,10847,6846
2018-02-11,9.812,10.0,9.7,0.3000000000000007,-0.3000000000000007,10.052,10.5,9.79,0.7100000000000009,-0.7100000000000009,9.656,9.9,9.48,0.41999999999999993,-0.41999999999999993,9.762,9.96,9.61,0.3500000000000014,-0.27000000000000135,12456,21386,7288,14098,13858
2018-02-18,9.735,9.94,9.37,0.5700000000000003,-0.33000000000000007,9.82,9.94,9.51,0.4299999999999997,-0.39000000000000057,9.3275,9.51,9.01,0.5,-0.5,9.4375,9.7,9.02,0.6799999999999997,-0.6799999999999997,21787,28531,13458,15073,7485
2018-02-25,8.81,9.36,8.28,1.08,-0.6099999999999994,9.024000000000001,9.39,8.75,0.6400000000000006,-0.6400000000000006,8.562,9.04,8.28,0.7599999999999998,-0.5899999999999999,8.758,9.04,8.52,0.5199999999999996,-0.46999999999999886,7877,11572,5179,6393,5517
2018-03-04,8.63,8.8,8.41,0.39000000000000057,0.28999999999999915,8.806,8.88,8.65,0.23000000000000043,0.23000000000000043,8.354000000000001,8.56,8.1,0.46000000000000085,0.370000000000001,8.606,8.7,8.41,0.28999999999999915,0.22000000000000064,34278,39784,25866,13918,-9131
2018-03-11,8.718,8.77,8.63,0.1399999999999988,-0.009999999999999787,9.08,9.58,8.79,0.7900000000000009,0.3200000000000003,8.454,8.58,8.31,0.2699999999999996,-0.019999999999999574,8.687999999999999,8.95,8.5,0.4499999999999993,0.2599999999999998,52787,127577,20027,107550,107550
2018-03-18,8.932,9.05,8.85,0.20000000000000107,0.0,9.144,9.31,8.95,0.3600000000000012,-0.28000000000000114,8.616,8.85,8.2,0.6500000000000004,-0.5100000000000016,8.894,9.05,8.6,0.45000000000000107,-0.39000000000000057,19737,31102,12819,18283,-8228
2018-03-25,8.3675,8.64,7.95,0.6900000000000004,-0.22000000000000064,8.5375,8.64,8.34,0.3000000000000007,-0.0600000000000005,7.8675,8.24,7.54,0.7000000000000002,-0.2400000000000002,8.14,8.32,7.95,0.3700000000000001,-0.28999999999999915,15130,24452,6866,17586,-6385
2018-04-01,8.01,8.15,7.74,0.41000000000000014,0.07000000000000028,8.208,8.34,8.13,0.20999999999999908,-0.20999999999999908,7.8020000000000005,8.02,7.62,0.39999999999999947,0.25,8.028,8.17,7.83,0.33999999999999986,0.16999999999999993,11517,20247,7148,13099,-77
2018-04-08,7.958,8.05,7.76,0.2900000000000009,-0.2900000000000009,8.024000000000001,8.14,7.97,0.17000000000000082,-0.14000000000000057,7.678,7.75,7.55,0.20000000000000018,0.05999999999999961,7.788,7.9,7.71,0.1900000000000004,0.16000000000000014,11874,27492,4306,23186,1592
2018-04-15,7.806,8.26,7.54,0.7199999999999998,0.45999999999999996,8.08,8.29,7.73,0.5599999999999987,0.35999999999999943,7.652,7.91,7.37,0.54,0.16999999999999993,7.792,8.18,7.41,0.7699999999999996,0.16000000000000014,11606,16707,3958,12749,7741
2018-04-22,7.934,8.3,7.64,0.660000000000001,-0.009999999999999787,8.048,8.3,7.84,0.46000000000000085,0.04999999999999982,7.7299999999999995,7.96,7.58,0.3799999999999999,-0.1299999999999999,7.854,8.05,7.62,0.4300000000000006,0.010000000000000675,13667,27781,3057,24724,24724
2018-04-29,7.604,7.87,7.45,0.41999999999999993,-0.3799999999999999,7.764,7.99,7.5,0.4900000000000002,-0.4900000000000002,7.278,7.62,6.85,0.7700000000000005,-0.4800000000000004,7.474,7.78,7.16,0.6200000000000001,-0.6200000000000001,31878,57805,11619,46186,-14378
2018-05-06,7.482,7.7,7.27,0.4300000000000006,0.3100000000000005,7.874,8.44,7.56,0.8799999999999999,0.5899999999999999,7.402,7.51,7.27,0.2400000000000002,0.2400000000000002,7.616,7.88,7.43,0.4500000000000002,0.3200000000000003,26423,43238,10073,33165,-8006
2018-05-13,8.23,9.0,7.94,1.0599999999999996,1.0599999999999996,8.714,9.95,8.06,1.8899999999999988,1.8899999999999988,8.216,9.0,7.91,1.0899999999999999,1.0899999999999999,8.58,9.95,7.98,1.9699999999999989,1.9699999999999989,25573,38823,11544,27279,16673
2018-05-20,9.624,10.39,8.9,1.4900000000000002,-1.4900000000000002,9.936,10.57,9.3,1.2699999999999996,-1.0700000000000003,9.17,9.4,8.82,0.5800000000000001,-0.4900000000000002,9.468,10.05,9.03,1.0200000000000014,-0.7800000000000011,44203,90302,14397,75905,-70810
2018-05-27,9.125,9.23,9.01,0.22000000000000064,-0.22000000000000064,9.280000000000001,9.55,9.15,0.40000000000000036,-0.3100000000000005,8.975,9.02,8.94,0.08000000000000007,-0.0600000000000005,9.025,9.13,8.94,0.19000000000000128,-0.19000000000000128,17907,37934,9677,28257,26282
2018-06-03,9.114,9.21,8.98,0.23000000000000043,0.09999999999999964,9.31,9.49,9.15,0.33999999999999986,-0.02999999999999936,8.864,9.08,8.61,0.47000000000000064,0.3200000000000003,9.058,9.21,8.8,0.41000000000000014,0.33000000000000007,24815,40919,11399,29520,26018
