Date,NAVStock_Open_average,NAVStock_Open_max,NAVStock_Open_min,NAVStock_Open_volatility,NAVStock_Open_change,NAVStock_High_average,NAVStock_High_max,NAVStock_High_min,NAVStock_High_volatility,NAVStock_High_change,NAVStock_Low_average,NAVStock_Low_max,NAVStock_Low_min,NAVStock_Low_volatility,NAVStock_Low_change,NAVStock_Close_average,NAVStock_Close_max,NAVStock_Close_min,NAVStock_Close_volatility,NAVStock_Close_change,NAVStock_Volume_average,NAVStock_Volume_max,NAVStock_Volume_min,NAVStock_Volume_volatility,NAVStock_Volume_change
2018-01-14,44.1875,45.86,43.3,2.5600000000000023,-2.5600000000000023,44.4925,46.09,43.74,2.3500000000000014,-2.3500000000000014,43.144999999999996,43.79,42.45,1.3399999999999963,-1.3399999999999963,43.714999999999996,44.12,43.41,0.7100000000000009,-0.5799999999999983,881683,1523845,590564,933281,814231
2018-01-21,45.576,47.0,43.49,3.509999999999998,3.019999999999996,46.536,47.5,44.78,2.719999999999999,2.719999999999999,45.2,46.17,43.3,2.8700000000000045,2.8100000000000023,46.31,47.45,44.75,2.700000000000003,2.700000000000003,731749,1061436,432203,629233,-320575
2018-01-28,46.184,47.08,45.52,1.5599999999999952,-1.25,46.852,47.73,46.1,1.6299999999999955,-1.6299999999999955,45.332,46.6,44.52,2.0799999999999983,-2.0799999999999983,45.934,46.68,44.71,1.9699999999999989,-1.9699999999999989,585351,650153,510208,139945,77179
2018-02-04,43.356,44.08,42.29,1.7899999999999991,-1.7199999999999989,44.406,45.52,42.36,3.1600000000000037,-3.1600000000000037,41.928,43.97,38.7,5.269999999999996,-4.57,42.802,44.37,40.46,3.9099999999999966,-2.8299999999999983,1069576,2093571,605340,1488231,1243499
2018-02-11,40.19,40.92,39.08,1.8400000000000034,-1.8400000000000034,40.664,41.54,39.38,2.1599999999999966,-2.1599999999999966,39.244,40.29,37.73,2.5600000000000023,-2.5600000000000023,39.844,40.96,38.52,2.4399999999999977,-2.4399999999999977,1165479,1550047,685039,865008,620317
2018-02-18,39.5175,40.24,38.35,1.8900000000000006,1.8900000000000006,40.5025,40.72,40.16,0.5600000000000023,0.44000000000000483,38.9725,39.61,38.05,1.5600000000000023,0.8000000000000043,39.57,40.0,39.16,0.8400000000000034,-0.3300000000000054,694457,1080760,513939,566821,-560875
2018-02-25,38.532000000000004,39.45,36.64,2.8100000000000023,-2.8100000000000023,38.756,39.69,36.67,3.019999999999996,-3.019999999999996,37.266,38.72,35.65,3.0700000000000003,-2.530000000000001,37.622,39.01,36.06,2.9499999999999957,-2.9499999999999957,920981,1308955,593199,715756,660783
2018-03-04,37.513999999999996,38.87,36.0,2.8699999999999974,2.8699999999999974,38.262,39.34,37.05,2.2900000000000063,1.490000000000002,36.358,36.98,35.84,1.1399999999999935,0.38999999999999346,37.44,38.17,37.03,1.1400000000000006,-0.27999999999999403,1638775,2704626,708432,1996194,1260334
2018-03-11,35.376,37.25,34.58,2.6700000000000017,-2.6700000000000017,35.734,37.87,34.71,3.1599999999999966,-2.519999999999996,34.394,34.81,33.92,0.8900000000000006,-0.30000000000000426,34.946000000000005,35.31,34.63,0.6799999999999997,0.3200000000000003,1174839,1967053,834916,1132137,-1132137
2018-03-18,33.794,35.0,32.44,2.5600000000000023,-2.5600000000000023,34.126,35.1,32.73,2.3700000000000045,-2.3700000000000045,32.86,33.78,31.62,2.16,-1.7200000000000024,33.153999999999996,34.22,31.63,2.59,-2.099999999999998,653692,877799,483987,393812,-219909
2018-03-25,32.6825,33.16,32.2,0.9599999999999937,0.6599999999999966,33.7025,35.24,32.92,2.3200000000000003,2.240000000000002,32.225,32.72,31.56,1.1600000000000001,1.1600000000000001,33.262499999999996,34.97,32.55,2.4200000000000017,1.990000000000002,943507,1830150,598229,1231921,1155886
2018-04-01,34.524,35.48,33.64,1.8399999999999963,0.7899999999999991,35.354,36.38,34.72,1.6600000000000037,1.3100000000000023,33.886,34.77,33.23,1.5400000000000063,1.25,34.702,36.2,33.62,2.5800000000000054,1.1400000000000006,937647,1141891,669803,472088,-134865
2018-04-08,35.85,37.87,33.82,4.049999999999997,2.8699999999999974,37.012,37.87,35.36,2.509999999999998,2.509999999999998,35.126,36.71,33.39,3.3200000000000003,3.3200000000000003,36.108,37.44,33.51,3.9299999999999997,3.5500000000000043,1112920,1467056,785241,681815,-203145
2018-04-15,40.084,41.26,38.95,2.309999999999995,0.19999999999999574,41.122,42.97,39.29,3.6799999999999997,-2.1099999999999994,38.92,40.2,38.08,2.1200000000000045,-0.20000000000000284,39.82,40.94,38.21,2.729999999999997,-2.5,1948105,3667409,685543,2981866,-2515315
