Date,AHCHYStock_Open_average,AHCHYStock_Open_max,AHCHYStock_Open_min,AHCHYStock_Open_volatility,AHCHYStock_Open_change,AHCHYStock_High_average,AHCHYStock_High_max,AHCHYStock_High_min,AHCHYStock_High_volatility,AHCHYStock_High_change,AHCHYStock_Low_average,AHCHYStock_Low_max,AHCHYStock_Low_min,AHCHYStock_Low_volatility,AHCHYStock_Low_change,AHCHYStock_Close_average,AHCHYStock_Close_max,AHCHYStock_Close_min,AHCHYStock_Close_volatility,AHCHYStock_Close_change,AHCHYStock_Volume_average,AHCHYStock_Volume_max,AHCHYStock_Volume_min,AHCHYStock_Volume_volatility,AHCHYStock_Volume_change
2018-01-14,26.0475,26.4,25.8,0.5999999999999979,0.28999999999999915,26.2825,27.03,25.96,1.0700000000000003,0.9200000000000017,25.805,26.4,25.43,0.9699999999999989,0.9699999999999989,25.965,26.81,25.43,1.379999999999999,1.379999999999999,4290,8294,1919,6375,-5208
2018-01-21,26.752,27.94,26.08,1.860000000000003,1.860000000000003,27.14,28.45,26.65,1.8000000000000007,1.8000000000000007,26.578,27.77,26.07,1.6999999999999993,1.6900000000000013,27.028,28.31,26.48,1.8299999999999983,1.6600000000000001,7004,9956,4838,5118,2955
2018-01-28,27.96,28.7,27.58,1.120000000000001,0.6999999999999993,27.97,28.7,27.58,1.120000000000001,0.6999999999999993,27.394000000000002,27.68,27.16,0.5199999999999996,0.21999999999999886,27.518,27.91,27.35,0.5599999999999987,0.4400000000000013,11963,28307,4345,23962,-23962
2018-02-04,26.31,28.07,25.0,3.0700000000000003,-3.0700000000000003,26.618,28.07,25.0,3.0700000000000003,-3.0700000000000003,25.336,26.56,23.8,2.759999999999998,-2.759999999999998,26.002,27.8,24.47,3.330000000000002,-2.4800000000000004,11644,12370,10677,1693,938
2018-02-11,26.418,27.49,25.36,2.129999999999999,1.7699999999999996,26.668,27.78,25.71,2.0700000000000003,2.0700000000000003,26.082,27.09,25.2,1.8900000000000006,1.8900000000000006,26.362,27.39,25.38,2.0100000000000016,2.0100000000000016,5474,7703,3103,4600,-889
2018-02-18,27.259999999999998,27.49,26.75,0.7399999999999984,0.019999999999999574,27.42,27.68,26.98,0.6999999999999993,-0.2699999999999996,26.8375,27.12,26.59,0.5300000000000011,-0.3200000000000003,27.225,27.61,26.8,0.8099999999999987,-0.7199999999999989,4726,8909,2530,6379,-6268
2018-02-25,26.734,27.7,25.7,2.0,-2.0,27.124,28.65,26.11,2.539999999999999,-2.539999999999999,26.388,27.7,25.37,2.3299999999999983,-2.3299999999999983,26.834,28.5,25.95,2.5500000000000007,-2.5,23938,92448,3158,89290,-3698
2018-03-04,26.034,26.7,25.56,1.1400000000000006,1.0399999999999991,26.214000000000002,26.71,25.85,0.8599999999999994,0.8000000000000007,25.676,26.2,25.2,1.0,0.75,26.086000000000002,26.59,25.6,0.9899999999999984,0.6799999999999997,5491,9825,1896,7929,3693
2018-03-11,27.504,27.99,26.8,1.1899999999999977,0.6999999999999993,27.614,28.39,26.8,1.5899999999999999,1.1000000000000014,26.948,27.8,26.04,1.7600000000000016,1.1999999999999993,27.506,28.39,26.75,1.6400000000000006,1.4400000000000013,6181,17887,1649,16238,3243
2018-03-18,27.002,27.91,25.92,1.9899999999999984,-1.9899999999999984,27.448,27.91,26.83,1.0800000000000018,-1.0800000000000018,26.682000000000002,27.44,25.92,1.5199999999999996,-1.259999999999998,26.942,27.46,26.0,1.4600000000000009,-1.1799999999999997,4217,6426,2097,4329,220
