Date,ProShares Ultra YenEtf_Open_average,ProShares Ultra YenEtf_Open_max,ProShares Ultra YenEtf_Open_min,ProShares Ultra YenEtf_Open_volatility,ProShares Ultra YenEtf_Open_change,ProShares Ultra YenEtf_High_average,ProShares Ultra YenEtf_High_max,ProShares Ultra YenEtf_High_min,ProShares Ultra YenEtf_High_volatility,ProShares Ultra YenEtf_High_change,ProShares Ultra YenEtf_Low_average,ProShares Ultra YenEtf_Low_max,ProShares Ultra YenEtf_Low_min,ProShares Ultra YenEtf_Low_volatility,ProShares Ultra YenEtf_Low_change,ProShares Ultra YenEtf_Close_average,ProShares Ultra YenEtf_Close_max,ProShares Ultra YenEtf_Close_min,ProShares Ultra YenEtf_Close_volatility,ProShares Ultra YenEtf_Close_change
2018-11-18,54.67,54.67,54.67,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2018-11-25,53.98,53.98,53.98,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2018-12-02,54.85,54.85,54.85,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2018-12-09,53.92,53.92,53.92,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2018-12-16,56.2,56.2,56.2,0.0,0.0,56.3,56.3,56.3,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2018-12-23,56.72,56.72,56.72,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2018-12-30,58.63,58.63,58.63,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2019-01-06,58.58,58.58,58.58,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2019-01-13,57.44,57.44,57.44,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.18,57.18,57.18,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2019-01-20,57.34,57.34,57.34,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.43,57.43,57.43,0.0,0.0
2019-01-27,57.39,57.39,57.39,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.39,57.39,57.39,0.0,0.0
2019-02-03,57.1,57.1,57.1,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2019-02-10,56.37,56.37,56.37,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2019-02-17,56.04,56.04,56.04,0.0,0.0,56.12,56.12,56.12,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2019-02-24,54.65,54.65,54.65,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2019-03-03,55.54,55.54,55.54,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.51,55.51,55.51,0.0,0.0
2019-03-10,55.08,55.08,55.08,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-03-17,56.3,56.3,56.3,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2019-03-24,55.63,55.63,55.63,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2019-03-31,54.74,54.74,54.74,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2019-04-07,54.4,54.4,54.4,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2019-04-14,54.43,54.43,54.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2019-04-21,54.6,54.6,54.6,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2019-04-28,55.09,55.09,55.09,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2019-05-05,56.5,56.5,56.5,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2019-05-12,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2019-05-19,56.48,56.48,56.48,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2019-05-26,57.37,57.37,57.37,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2019-06-02,57.96,57.96,57.96,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2019-06-09,57.56,57.56,57.56,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0
2019-06-16,58.52,58.52,58.52,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2019-06-23,58.18,58.18,58.18,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.03,58.03,58.03,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2019-06-30,57.23,57.23,57.23,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-07-07,57.93,57.93,57.93,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.93,57.93,57.93,0.0,0.0
2019-07-14,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-07-21,56.93,56.93,56.93,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2019-07-28,58.91,58.91,58.91,0.0,0.0,59.21,59.21,59.21,0.0,0.0,58.91,58.91,58.91,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2019-08-04,60.0,60.0,60.0,0.0,0.0,60.56,60.56,60.56,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2019-08-11,59.24,59.24,59.24,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2019-08-18,58.95,58.95,58.95,0.0,0.0,60.4,60.4,60.4,0.0,0.0,58.95,58.95,58.95,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2019-08-25,59.27,59.27,59.27,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2019-09-01,58.69,58.69,58.69,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2019-09-08,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2019-09-15,57.37,57.37,57.37,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.74,57.74,57.74,0.0,0.0
2019-09-22,57.11,57.11,57.11,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.26,57.26,57.26,0.0,0.0
2019-09-29,58.32,58.32,58.32,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2019-10-06,56.69,56.69,56.69,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-10-13,56.52,56.52,56.52,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2019-10-20,56.33,56.33,56.33,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2019-10-27,56.96,56.96,56.96,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2019-11-03,55.68,55.68,55.68,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2019-11-10,56.05,56.05,56.05,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.01,56.01,56.01,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2019-11-17,56.17,56.17,56.17,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2019-11-24,55.09,55.09,55.09,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2019-12-01,56.11,56.11,56.11,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.11,56.11,56.11,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2019-12-08,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-12-15,55.13,55.13,55.13,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2019-12-22,54.99,54.99,54.99,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.97,54.97,54.97,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-12-29,56.43,56.43,56.43,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2020-01-05,54.83,54.83,54.83,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2020-01-12,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2020-01-19,55.0,55.0,55.0,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.91,54.91,54.91,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2020-01-26,55.63,55.63,55.63,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2020-02-02,54.5,54.5,54.5,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2020-02-09,54.49,54.49,54.49,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2020-02-16,52.6,52.6,52.6,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2020-02-23,55.66,55.66,55.66,0.0,0.0,56.48,56.48,56.48,0.0,0.0,55.66,55.66,55.66,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2020-03-01,59.13,59.13,59.13,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.81,58.81,58.81,0.0,0.0
2020-03-08,56.92,56.92,56.92,0.0,0.0,57.17,57.17,57.17,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2020-03-15,52.6,52.6,52.6,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2020-03-22,55.02,55.02,55.02,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2020-03-29,55.44,55.44,55.44,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2020-04-05,55.22,55.22,55.22,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2020-04-12,56.08,56.08,56.08,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2020-04-19,56.14,56.14,56.14,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.14,56.14,56.14,0.0,0.0,56.14,56.14,56.14,0.0,0.0
2020-04-26,56.69,56.69,56.69,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2020-05-03,56.81,56.81,56.81,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2020-05-10,56.22,56.22,56.22,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2020-05-17,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2020-05-24,55.93,55.93,55.93,0.0,0.0,55.93,55.93,55.93,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2020-05-31,53.73,53.73,53.73,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2020-06-07,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2020-06-14,56.5,56.5,56.5,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2020-06-21,56.13,56.13,56.13,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2020-06-28,55.74,55.74,55.74,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2020-07-05,55.72,55.72,55.72,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.72,55.72,55.72,0.0,0.0
