Date,Vanguard Russell 1000 GrowthEtf_Open_average,Vanguard Russell 1000 GrowthEtf_Open_max,Vanguard Russell 1000 GrowthEtf_Open_min,Vanguard Russell 1000 GrowthEtf_Open_volatility,Vanguard Russell 1000 GrowthEtf_Open_change,Vanguard Russell 1000 GrowthEtf_High_average,Vanguard Russell 1000 GrowthEtf_High_max,Vanguard Russell 1000 GrowthEtf_High_min,Vanguard Russell 1000 GrowthEtf_High_volatility,Vanguard Russell 1000 GrowthEtf_High_change,Vanguard Russell 1000 GrowthEtf_Low_average,Vanguard Russell 1000 GrowthEtf_Low_max,Vanguard Russell 1000 GrowthEtf_Low_min,Vanguard Russell 1000 GrowthEtf_Low_volatility,Vanguard Russell 1000 GrowthEtf_Low_change,Vanguard Russell 1000 GrowthEtf_Close_average,Vanguard Russell 1000 GrowthEtf_Close_max,Vanguard Russell 1000 GrowthEtf_Close_min,Vanguard Russell 1000 GrowthEtf_Close_volatility,Vanguard Russell 1000 GrowthEtf_Close_change
2018-01-14,146.12,146.12,146.12,0.0,0.0,146.52,146.52,146.52,0.0,0.0,145.82,145.82,145.82,0.0,0.0,146.52,146.52,146.52,0.0,0.0
2018-01-21,148.71,148.71,148.71,0.0,0.0,149.76,149.76,149.76,0.0,0.0,148.34,148.34,148.34,0.0,0.0,149.67,149.67,149.67,0.0,0.0
2018-01-28,146.44,146.44,146.44,0.0,0.0,146.5,146.5,146.5,0.0,0.0,144.18,144.18,144.18,0.0,0.0,144.22,144.22,144.22,0.0,0.0
2018-02-04,136.62,136.62,136.62,0.0,0.0,138.15,138.15,138.15,0.0,0.0,132.5,132.5,132.5,0.0,0.0,137.15,137.15,137.15,0.0,0.0
2018-02-11,143.94,143.94,143.94,0.0,0.0,144.96,144.96,144.96,0.0,0.0,143.51,143.51,143.51,0.0,0.0,143.81,143.81,143.81,0.0,0.0
2018-02-18,143.94,143.94,143.94,0.0,0.0,145.33,145.33,145.33,0.0,0.0,143.52,143.52,143.52,0.0,0.0,145.33,145.33,145.33,0.0,0.0
2018-02-25,140.4,140.4,140.4,0.0,0.0,142.85,142.85,142.85,0.0,0.0,140.0,140.0,140.0,0.0,0.0,142.7,142.7,142.7,0.0,0.0
2018-03-04,146.72,146.72,146.72,0.0,0.0,148.26,148.26,148.26,0.0,0.0,146.52,146.52,146.52,0.0,0.0,148.25,148.25,148.25,0.0,0.0
2018-03-11,146.89,146.89,146.89,0.0,0.0,147.28,147.28,147.28,0.0,0.0,146.7,146.7,146.7,0.0,0.0,146.7,146.7,146.7,0.0,0.0
2018-03-18,140.57,140.57,140.57,0.0,0.0,140.96,140.96,140.96,0.0,0.0,137.34,137.34,137.34,0.0,0.0,137.48,137.48,137.48,0.0,0.0
2018-03-25,138.05,138.05,138.05,0.0,0.0,140.62,140.62,140.62,0.0,0.0,137.45,137.45,137.45,0.0,0.0,139.69,139.69,139.69,0.0,0.0
2018-04-01,139.32,139.32,139.32,0.0,0.0,140.2,140.2,140.2,0.0,0.0,136.53,136.53,136.53,0.0,0.0,137.34,137.34,137.34,0.0,0.0
2018-04-08,141.38,141.38,141.38,0.0,0.0,141.39,141.39,141.39,0.0,0.0,139.77,139.77,139.77,0.0,0.0,140.25,140.25,140.25,0.0,0.0
2018-04-15,142.65,142.65,142.65,0.0,0.0,142.78,142.78,142.78,0.0,0.0,140.74,140.74,140.74,0.0,0.0,141.18,141.18,141.18,0.0,0.0
2018-04-22,141.74,141.74,141.74,0.0,0.0,141.74,141.74,141.74,0.0,0.0,140.24,140.24,140.24,0.0,0.0,140.87,140.87,140.87,0.0,0.0
2018-04-29,139.8,139.8,139.8,0.0,0.0,142.48,142.48,142.48,0.0,0.0,139.53,139.53,139.53,0.0,0.0,142.23,142.23,142.23,0.0,0.0
2018-05-06,145.56,145.56,145.56,0.0,0.0,146.08,146.08,146.08,0.0,0.0,145.29,145.29,145.29,0.0,0.0,145.85,145.85,145.85,0.0,0.0
2018-05-13,144.94,144.94,144.94,0.0,0.0,145.52,145.52,145.52,0.0,0.0,144.94,144.94,144.94,0.0,0.0,145.3,145.3,145.3,0.0,0.0
2018-05-20,146.33,146.33,146.33,0.0,0.0,146.81,146.81,146.81,0.0,0.0,146.17,146.17,146.17,0.0,0.0,146.38,146.38,146.38,0.0,0.0
2018-05-27,146.92,146.92,146.92,0.0,0.0,148.0,148.0,148.0,0.0,0.0,146.92,146.92,146.92,0.0,0.0,147.89,147.89,147.89,0.0,0.0
2018-06-03,149.52,149.52,149.52,0.0,0.0,150.64,150.64,150.64,0.0,0.0,149.51,149.51,149.51,0.0,0.0,150.6,150.6,150.6,0.0,0.0
2018-06-10,151.09,151.09,151.09,0.0,0.0,151.74,151.74,151.74,0.0,0.0,150.91,150.91,150.91,0.0,0.0,151.68,151.68,151.68,0.0,0.0
2018-06-17,150.81,150.81,150.81,0.0,0.0,150.81,150.81,150.81,0.0,0.0,149.89,149.89,149.89,0.0,0.0,149.98,149.98,149.98,0.0,0.0
2018-06-24,147.6,147.6,147.6,0.0,0.0,148.2,148.2,148.2,0.0,0.0,147.02,147.02,147.02,0.0,0.0,147.02,147.02,147.02,0.0,0.0
2018-07-01,148.44,148.44,148.44,0.0,0.0,149.98,149.98,149.98,0.0,0.0,148.41,148.41,148.41,0.0,0.0,149.83,149.83,149.83,0.0,0.0
2018-07-08,152.82,152.82,152.82,0.0,0.0,153.26,153.26,153.26,0.0,0.0,152.57,152.57,152.57,0.0,0.0,153.16,153.16,153.16,0.0,0.0
2018-07-15,153.55,153.55,153.55,0.0,0.0,153.84,153.84,153.84,0.0,0.0,153.17,153.17,153.17,0.0,0.0,153.26,153.26,153.26,0.0,0.0
2018-07-22,154.98,154.98,154.98,0.0,0.0,154.98,154.98,154.98,0.0,0.0,151.75,151.75,151.75,0.0,0.0,152.48,152.48,152.48,0.0,0.0
2018-07-29,153.75,153.75,153.75,0.0,0.0,153.76,153.76,153.76,0.0,0.0,153.08,153.08,153.08,0.0,0.0,153.69,153.69,153.69,0.0,0.0
2018-08-05,154.92,154.92,154.92,0.0,0.0,154.92,154.92,154.92,0.0,0.0,153.88,153.88,153.88,0.0,0.0,154.35,154.35,154.35,0.0,0.0
