Date,iShares S&P Small-Cap 600 ValueEtf_Open_average,iShares S&P Small-Cap 600 ValueEtf_Open_max,iShares S&P Small-Cap 600 ValueEtf_Open_min,iShares S&P Small-Cap 600 ValueEtf_Open_volatility,iShares S&P Small-Cap 600 ValueEtf_Open_change,iShares S&P Small-Cap 600 ValueEtf_High_average,iShares S&P Small-Cap 600 ValueEtf_High_max,iShares S&P Small-Cap 600 ValueEtf_High_min,iShares S&P Small-Cap 600 ValueEtf_High_volatility,iShares S&P Small-Cap 600 ValueEtf_High_change,iShares S&P Small-Cap 600 ValueEtf_Low_average,iShares S&P Small-Cap 600 ValueEtf_Low_max,iShares S&P Small-Cap 600 ValueEtf_Low_min,iShares S&P Small-Cap 600 ValueEtf_Low_volatility,iShares S&P Small-Cap 600 ValueEtf_Low_change,iShares S&P Small-Cap 600 ValueEtf_Close_average,iShares S&P Small-Cap 600 ValueEtf_Close_max,iShares S&P Small-Cap 600 ValueEtf_Close_min,iShares S&P Small-Cap 600 ValueEtf_Close_volatility,iShares S&P Small-Cap 600 ValueEtf_Close_change
2018-04-22,155.14,155.14,155.14,0.0,0.0,155.44,155.44,155.44,0.0,0.0,154.1,154.1,154.1,0.0,0.0,154.92,154.92,154.92,0.0,0.0
2018-04-29,152.55,152.55,152.55,0.0,0.0,155.82,155.82,155.82,0.0,0.0,152.47,152.47,152.47,0.0,0.0,155.02,155.02,155.02,0.0,0.0
2018-05-06,159.24,159.24,159.24,0.0,0.0,159.89,159.89,159.89,0.0,0.0,158.91,158.91,158.91,0.0,0.0,159.3,159.3,159.3,0.0,0.0
2018-05-13,162.61,162.61,162.61,0.0,0.0,162.61,162.61,162.61,0.0,0.0,161.98,161.98,161.98,0.0,0.0,162.24,162.24,162.24,0.0,0.0
2018-05-20,161.92,161.92,161.92,0.0,0.0,162.51,162.51,162.51,0.0,0.0,161.29,161.29,161.29,0.0,0.0,162.17,162.17,162.17,0.0,0.0
2018-05-27,163.43,163.43,163.43,0.0,0.0,164.11,164.11,164.11,0.0,0.0,163.28,163.28,163.28,0.0,0.0,163.49,163.49,163.49,0.0,0.0
2018-06-03,167.36,167.36,167.36,0.0,0.0,167.72,167.72,167.72,0.0,0.0,166.94,166.94,166.94,0.0,0.0,167.45,167.45,167.45,0.0,0.0
2018-06-10,166.07,166.07,166.07,0.0,0.0,166.79,166.79,166.79,0.0,0.0,165.25,165.25,165.25,0.0,0.0,166.73,166.73,166.73,0.0,0.0
2018-06-17,168.5,168.5,168.5,0.0,0.0,168.94,168.94,168.94,0.0,0.0,167.4,167.4,167.4,0.0,0.0,168.12,168.12,168.12,0.0,0.0
2018-06-24,164.48,164.48,164.48,0.0,0.0,165.03,165.03,165.03,0.0,0.0,163.27,163.27,163.27,0.0,0.0,163.27,163.27,163.27,0.0,0.0
2018-07-01,167.13,167.13,167.13,0.0,0.0,168.69,168.69,168.69,0.0,0.0,166.97,166.97,166.97,0.0,0.0,168.39,168.39,168.39,0.0,0.0
2018-07-08,167.17,167.17,167.17,0.0,0.0,168.22,168.22,168.22,0.0,0.0,167.03,167.03,167.03,0.0,0.0,167.03,167.03,167.03,0.0,0.0
2018-07-15,168.49,168.49,168.49,0.0,0.0,169.21,169.21,169.21,0.0,0.0,167.98,167.98,167.98,0.0,0.0,168.13,168.13,168.13,0.0,0.0
2018-07-22,168.81,168.81,168.81,0.0,0.0,168.99,168.99,168.99,0.0,0.0,165.75,165.75,165.75,0.0,0.0,165.99,165.99,165.99,0.0,0.0
2018-07-29,168.09,168.09,168.09,0.0,0.0,168.74,168.74,168.74,0.0,0.0,166.35,166.35,166.35,0.0,0.0,167.21,167.21,167.21,0.0,0.0
2018-08-05,167.88,167.88,167.88,0.0,0.0,169.2,169.2,169.2,0.0,0.0,167.59,167.59,167.59,0.0,0.0,168.35,168.35,168.35,0.0,0.0
2018-08-12,168.89,168.89,168.89,0.0,0.0,170.34,170.34,170.34,0.0,0.0,168.7,168.7,168.7,0.0,0.0,170.21,170.21,170.21,0.0,0.0
2018-08-19,172.84,172.84,172.84,0.0,0.0,173.02,173.02,173.02,0.0,0.0,172.3,172.3,172.3,0.0,0.0,172.77,172.77,172.77,0.0,0.0
2018-08-26,171.62,171.62,171.62,0.0,0.0,172.92,172.92,172.92,0.0,0.0,171.4,171.4,171.4,0.0,0.0,172.8,172.8,172.8,0.0,0.0
2018-09-02,170.25,170.25,170.25,0.0,0.0,170.88,170.88,170.88,0.0,0.0,169.52,169.52,169.52,0.0,0.0,170.19,170.19,170.19,0.0,0.0
2018-09-09,169.62,169.62,169.62,0.0,0.0,170.81,170.81,170.81,0.0,0.0,169.17,169.17,169.17,0.0,0.0,170.38,170.38,170.38,0.0,0.0
2018-09-16,170.67,170.67,170.67,0.0,0.0,171.25,171.25,171.25,0.0,0.0,169.58,169.58,169.58,0.0,0.0,169.65,169.65,169.65,0.0,0.0
2018-09-23,165.88,165.88,165.88,0.0,0.0,167.45,167.45,167.45,0.0,0.0,165.88,165.88,165.88,0.0,0.0,166.93,166.93,166.93,0.0,0.0
2018-09-30,163.1,163.1,163.1,0.0,0.0,163.33,163.33,163.33,0.0,0.0,160.26,160.26,160.26,0.0,0.0,161.57,161.57,161.57,0.0,0.0
2018-10-07,155.68,155.68,155.68,0.0,0.0,156.09,156.09,156.09,0.0,0.0,151.77,151.77,151.77,0.0,0.0,153.5,153.5,153.5,0.0,0.0
2018-10-14,154.49,154.49,154.49,0.0,0.0,155.38,155.38,155.38,0.0,0.0,152.44,152.44,152.44,0.0,0.0,153.11,153.11,153.11,0.0,0.0
2018-10-21,148.05,148.05,148.05,0.0,0.0,150.07,150.07,150.07,0.0,0.0,145.53,145.53,145.53,0.0,0.0,148.3,148.3,148.3,0.0,0.0
2018-10-28,153.41,153.41,153.41,0.0,0.0,154.3,154.3,154.3,0.0,0.0,152.38,152.38,152.38,0.0,0.0,153.58,153.58,153.58,0.0,0.0
2018-11-04,155.67,155.67,155.67,0.0,0.0,155.76,155.76,155.76,0.0,0.0,153.01,153.01,153.01,0.0,0.0,153.94,153.94,153.94,0.0,0.0
2018-11-11,150.62,150.62,150.62,0.0,0.0,152.2,152.2,152.2,0.0,0.0,150.15,150.15,150.15,0.0,0.0,151.87,151.87,151.87,0.0,0.0
2018-11-18,147.34,147.34,147.34,0.0,0.0,149.33,149.33,149.33,0.0,0.0,147.34,147.34,147.34,0.0,0.0,148.08,148.08,148.08,0.0,0.0
2018-11-25,149.9,149.9,149.9,0.0,0.0,151.43,151.43,151.43,0.0,0.0,149.51,149.51,149.51,0.0,0.0,151.2,151.2,151.2,0.0,0.0
2018-12-02,144.75,144.75,144.75,0.0,0.0,146.18,146.18,146.18,0.0,0.0,141.34,141.34,141.34,0.0,0.0,142.09,142.09,142.09,0.0,0.0
2018-12-09,138.86,138.86,138.86,0.0,0.0,140.18,140.18,140.18,0.0,0.0,137.21,137.21,137.21,0.0,0.0,137.72,137.72,137.72,0.0,0.0
2018-12-16,129.93,129.93,129.93,0.0,0.0,130.81,130.81,130.81,0.0,0.0,126.32,126.32,126.32,0.0,0.0,126.56,126.56,126.56,0.0,0.0
2018-12-23,130.6,130.6,130.6,0.0,0.0,133.14,133.14,133.14,0.0,0.0,129.91,129.91,129.91,0.0,0.0,131.17,131.17,131.17,0.0,0.0
2018-12-30,132.87,132.87,132.87,0.0,0.0,136.24,136.24,136.24,0.0,0.0,132.69,132.69,132.69,0.0,0.0,135.99,135.99,135.99,0.0,0.0
2019-01-06,140.97,140.97,140.97,0.0,0.0,142.37,142.37,142.37,0.0,0.0,140.7,140.7,140.7,0.0,0.0,142.07,142.07,142.07,0.0,0.0
2019-01-13,145.0,145.0,145.0,0.0,0.0,146.66,146.66,146.66,0.0,0.0,144.75,144.75,144.75,0.0,0.0,145.99,145.99,145.99,0.0,0.0
2019-01-20,145.13,145.13,145.13,0.0,0.0,146.41,146.41,146.41,0.0,0.0,144.76,144.76,144.76,0.0,0.0,145.97,145.97,145.97,0.0,0.0
2019-01-27,148.29,148.29,148.29,0.0,0.0,148.66,148.66,148.66,0.0,0.0,147.52,147.52,147.52,0.0,0.0,148.2,148.2,148.2,0.0,0.0
2019-02-03,147.68,147.68,147.68,0.0,0.0,148.38,148.38,148.38,0.0,0.0,146.82,146.82,146.82,0.0,0.0,147.91,147.91,147.91,0.0,0.0
2019-02-10,153.13,153.13,153.13,0.0,0.0,154.8,154.8,154.8,0.0,0.0,152.91,152.91,152.91,0.0,0.0,154.6,154.6,154.6,0.0,0.0
2019-02-17,156.47,156.47,156.47,0.0,0.0,157.06,157.06,157.06,0.0,0.0,156.15,156.15,156.15,0.0,0.0,156.9,156.9,156.9,0.0,0.0
2019-02-24,155.25,155.25,155.25,0.0,0.0,155.58,155.58,155.58,0.0,0.0,153.76,153.76,153.76,0.0,0.0,155.01,155.01,155.01,0.0,0.0
2019-03-03,147.29,147.29,147.29,0.0,0.0,147.98,147.98,147.98,0.0,0.0,147.14,147.14,147.14,0.0,0.0,147.8,147.8,147.8,0.0,0.0
2019-03-10,149.78,149.78,149.78,0.0,0.0,150.91,150.91,150.91,0.0,0.0,149.36,149.36,149.36,0.0,0.0,149.73,149.73,149.73,0.0,0.0
2019-03-17,148.39,148.39,148.39,0.0,0.0,148.43,148.43,148.43,0.0,0.0,143.87,143.87,143.87,0.0,0.0,143.9,143.9,143.9,0.0,0.0
2019-03-24,148.77,148.77,148.77,0.0,0.0,149.02,149.02,149.02,0.0,0.0,146.83,146.83,146.83,0.0,0.0,147.54,147.54,147.54,0.0,0.0
2019-03-31,151.58,151.58,151.58,0.0,0.0,152.53,152.53,152.53,0.0,0.0,151.49,151.49,151.49,0.0,0.0,152.45,152.45,152.45,0.0,0.0
2019-04-07,153.44,153.44,153.44,0.0,0.0,153.86,153.86,153.86,0.0,0.0,152.57,152.57,152.57,0.0,0.0,153.24,153.24,153.24,0.0,0.0
2019-04-14,153.8,153.8,153.8,0.0,0.0,153.9,153.9,153.9,0.0,0.0,152.67,152.67,152.67,0.0,0.0,153.17,153.17,153.17,0.0,0.0
2019-04-21,152.33,152.33,152.33,0.0,0.0,153.77,153.77,153.77,0.0,0.0,151.76,151.76,151.76,0.0,0.0,153.64,153.64,153.64,0.0,0.0
2019-04-28,153.31,153.31,153.31,0.0,0.0,156.19,156.19,156.19,0.0,0.0,153.26,153.26,153.26,0.0,0.0,156.08,156.08,156.08,0.0,0.0
2019-05-05,151.62,151.62,151.62,0.0,0.0,152.39,152.39,152.39,0.0,0.0,149.5,149.5,149.5,0.0,0.0,152.24,152.24,152.24,0.0,0.0
2019-05-12,148.34,148.34,148.34,0.0,0.0,149.49,149.49,149.49,0.0,0.0,146.92,146.92,146.92,0.0,0.0,147.05,147.05,147.05,0.0,0.0
2019-05-19,143.56,143.56,143.56,0.0,0.0,144.06,144.06,144.06,0.0,0.0,142.97,142.97,142.97,0.0,0.0,143.76,143.76,143.76,0.0,0.0
2019-05-26,139.15,139.15,139.15,0.0,0.0,139.2,139.2,139.2,0.0,0.0,138.18,138.18,138.18,0.0,0.0,138.55,138.55,138.55,0.0,0.0
2019-06-02,143.01,143.01,143.01,0.0,0.0,144.06,144.06,144.06,0.0,0.0,142.48,142.48,142.48,0.0,0.0,143.52,143.52,143.52,0.0,0.0
2019-06-09,145.7,145.7,145.7,0.0,0.0,145.7,145.7,145.7,0.0,0.0,144.38,144.38,144.38,0.0,0.0,144.38,144.38,144.38,0.0,0.0
2019-06-16,146.41,146.41,146.41,0.0,0.0,146.41,146.41,146.41,0.0,0.0,145.22,145.22,145.22,0.0,0.0,145.34,145.34,145.34,0.0,0.0
2019-06-23,147.08,147.08,147.08,0.0,0.0,149.09,149.09,149.09,0.0,0.0,147.08,147.08,147.08,0.0,0.0,148.62,148.62,148.62,0.0,0.0
2019-06-30,148.08,148.08,148.08,0.0,0.0,149.54,149.54,149.54,0.0,0.0,147.51,147.51,147.51,0.0,0.0,149.48,149.48,149.48,0.0,0.0
2019-07-07,147.0,147.0,147.0,0.0,0.0,149.01,149.01,149.01,0.0,0.0,146.91,146.91,146.91,0.0,0.0,148.41,148.41,148.41,0.0,0.0
2019-07-14,146.38,146.38,146.38,0.0,0.0,147.42,147.42,147.42,0.0,0.0,146.06,146.06,146.06,0.0,0.0,146.07,146.07,146.07,0.0,0.0
2019-07-21,149.11,149.11,149.11,0.0,0.0,150.48,150.48,150.48,0.0,0.0,149.05,149.05,149.05,0.0,0.0,150.28,150.28,150.28,0.0,0.0
2019-07-28,146.84,146.84,146.84,0.0,0.0,146.84,146.84,146.84,0.0,0.0,144.66,144.66,144.66,0.0,0.0,145.77,145.77,145.77,0.0,0.0
2019-08-04,146.12,146.12,146.12,0.0,0.0,146.12,146.12,146.12,0.0,0.0,144.23,144.23,144.23,0.0,0.0,144.56,144.56,144.56,0.0,0.0
2019-08-11,140.0,140.0,140.0,0.0,0.0,142.63,142.63,142.63,0.0,0.0,140.0,140.0,140.0,0.0,0.0,142.4,142.4,142.4,0.0,0.0
2019-08-18,142.64,142.64,142.64,0.0,0.0,143.32,143.32,143.32,0.0,0.0,138.46,138.46,138.46,0.0,0.0,138.93,138.93,138.93,0.0,0.0
2019-08-25,143.54,143.54,143.54,0.0,0.0,143.74,143.74,143.74,0.0,0.0,142.11,142.11,142.11,0.0,0.0,142.81,142.81,142.81,0.0,0.0
2019-09-01,145.87,145.87,145.87,0.0,0.0,146.17,146.17,146.17,0.0,0.0,145.03,145.03,145.03,0.0,0.0,145.08,145.08,145.08,0.0,0.0
2019-09-08,154.77,154.77,154.77,0.0,0.0,156.16,156.16,156.16,0.0,0.0,154.24,154.24,154.24,0.0,0.0,154.61,154.61,154.61,0.0,0.0
2019-09-15,152.49,152.49,152.49,0.0,0.0,153.3,153.3,153.3,0.0,0.0,151.11,151.11,151.11,0.0,0.0,151.81,151.81,151.81,0.0,0.0
2019-09-22,151.45,151.45,151.45,0.0,0.0,152.08,152.08,152.08,0.0,0.0,149.59,149.59,149.59,0.0,0.0,150.16,150.16,150.16,0.0,0.0
2019-09-29,145.95,145.95,145.95,0.0,0.0,147.09,147.09,147.09,0.0,0.0,145.11,145.11,145.11,0.0,0.0,146.95,146.95,146.95,0.0,0.0
2019-10-06,146.82,146.82,146.82,0.0,0.0,149.48,149.48,149.48,0.0,0.0,146.75,146.75,146.75,0.0,0.0,147.62,147.62,147.62,0.0,0.0
2019-10-13,150.19,150.19,150.19,0.0,0.0,150.84,150.84,150.84,0.0,0.0,148.87,148.87,148.87,0.0,0.0,149.99,149.99,149.99,0.0,0.0
2019-10-20,152.48,152.48,152.48,0.0,0.0,154.07,154.07,154.07,0.0,0.0,152.12,152.12,152.12,0.0,0.0,153.76,153.76,153.76,0.0,0.0
2019-10-27,154.07,154.07,154.07,0.0,0.0,155.93,155.93,155.93,0.0,0.0,153.49,153.49,153.49,0.0,0.0,155.84,155.84,155.84,0.0,0.0
2019-11-03,157.83,157.83,157.83,0.0,0.0,158.39,158.39,158.39,0.0,0.0,157.25,157.25,157.25,0.0,0.0,157.96,157.96,157.96,0.0,0.0
2019-11-10,157.33,157.33,157.33,0.0,0.0,157.35,157.35,157.35,0.0,0.0,156.12,156.12,156.12,0.0,0.0,156.71,156.71,156.71,0.0,0.0
2019-11-17,154.75,154.75,154.75,0.0,0.0,154.98,154.98,154.98,0.0,0.0,153.9,153.9,153.9,0.0,0.0,154.46,154.46,154.46,0.0,0.0
2019-11-24,158.05,158.05,158.05,0.0,0.0,158.2,158.2,158.2,0.0,0.0,157.16,157.16,157.16,0.0,0.0,157.35,157.35,157.35,0.0,0.0
2019-12-01,158.18,158.18,158.18,0.0,0.0,159.69,159.69,159.69,0.0,0.0,158.16,158.16,158.16,0.0,0.0,158.94,158.94,158.94,0.0,0.0
2019-12-08,160.53,160.53,160.53,0.0,0.0,161.1,161.1,161.1,0.0,0.0,158.85,158.85,158.85,0.0,0.0,159.39,159.39,159.39,0.0,0.0
2019-12-15,161.71,161.71,161.71,0.0,0.0,161.71,161.71,161.71,0.0,0.0,160.61,160.61,160.61,0.0,0.0,160.92,160.92,160.92,0.0,0.0
2019-12-22,161.57,161.57,161.57,0.0,0.0,161.57,161.57,161.57,0.0,0.0,159.94,159.94,159.94,0.0,0.0,160.22,160.22,160.22,0.0,0.0
2019-12-29,159.26,159.26,159.26,0.0,0.0,160.64,160.64,160.64,0.0,0.0,159.18,159.18,159.18,0.0,0.0,160.42,160.42,160.42,0.0,0.0
2020-01-05,158.94,158.94,158.94,0.0,0.0,158.94,158.94,158.94,0.0,0.0,157.22,157.22,157.22,0.0,0.0,157.97,157.97,157.97,0.0,0.0
2020-01-12,162.6,162.6,162.6,0.0,0.0,162.71,162.71,162.71,0.0,0.0,161.33,161.33,161.33,0.0,0.0,161.58,161.58,161.58,0.0,0.0
2020-01-19,159.79,159.79,159.79,0.0,0.0,159.79,159.79,159.79,0.0,0.0,155.63,155.63,155.63,0.0,0.0,156.58,156.58,156.58,0.0,0.0
2020-01-26,153.46,153.46,153.46,0.0,0.0,153.48,153.48,153.48,0.0,0.0,150.15,150.15,150.15,0.0,0.0,150.66,150.66,150.66,0.0,0.0
2020-02-02,155.37,155.37,155.37,0.0,0.0,155.38,155.38,155.38,0.0,0.0,153.23,153.23,153.23,0.0,0.0,153.67,153.67,153.67,0.0,0.0
2020-02-09,156.66,156.66,156.66,0.0,0.0,156.66,156.66,156.66,0.0,0.0,155.19,155.19,155.19,0.0,0.0,155.75,155.75,155.75,0.0,0.0
2020-02-16,155.59,155.59,155.59,0.0,0.0,155.59,155.59,155.59,0.0,0.0,153.85,153.85,153.85,0.0,0.0,154.41,154.41,154.41,0.0,0.0
2020-02-23,133.39,133.39,133.39,0.0,0.0,136.49,136.49,136.49,0.0,0.0,132.73,132.73,132.73,0.0,0.0,135.37,135.37,135.37,0.0,0.0
2020-03-01,129.78,129.78,129.78,0.0,0.0,132.75,132.75,132.75,0.0,0.0,128.08,128.08,128.08,0.0,0.0,130.95,130.95,130.95,0.0,0.0
2020-03-08,108.25,108.25,108.25,0.0,0.0,108.25,108.25,108.25,0.0,0.0,108.25,108.25,108.25,0.0,0.0,108.25,108.25,108.25,0.0,0.0
2020-03-15,90.57,90.57,90.57,0.0,0.0,90.57,90.57,90.57,0.0,0.0,90.57,90.57,90.57,0.0,0.0,90.57,90.57,90.57,0.0,0.0
2020-03-22,97.95,97.95,97.95,0.0,0.0,97.95,97.95,97.95,0.0,0.0,97.95,97.95,97.95,0.0,0.0,97.95,97.95,97.95,0.0,0.0
2020-03-29,93.61,93.61,93.61,0.0,0.0,94.5,94.5,94.5,0.0,0.0,88.68,88.68,88.68,0.0,0.0,90.57,90.57,90.57,0.0,0.0
2020-04-05,106.2,106.2,106.2,0.0,0.0,110.09,110.09,110.09,0.0,0.0,106.2,106.2,106.2,0.0,0.0,109.4,109.4,109.4,0.0,0.0
2020-04-12,104.05,104.05,104.05,0.0,0.0,106.04,106.04,106.04,0.0,0.0,103.16,103.16,103.16,0.0,0.0,105.19,105.19,105.19,0.0,0.0
2020-04-19,104.01,104.01,104.01,0.0,0.0,105.03,105.03,105.03,0.0,0.0,102.46,102.46,102.46,0.0,0.0,104.17,104.17,104.17,0.0,0.0
2020-04-26,108.76,108.76,108.76,0.0,0.0,108.76,108.76,108.76,0.0,0.0,108.76,108.76,108.76,0.0,0.0,108.76,108.76,108.76,0.0,0.0
2020-05-03,112.28,112.28,112.28,0.0,0.0,112.28,112.28,112.28,0.0,0.0,112.28,112.28,112.28,0.0,0.0,112.28,112.28,112.28,0.0,0.0
2020-05-10,100.57,100.57,100.57,0.0,0.0,103.39,103.39,103.39,0.0,0.0,100.57,100.57,100.57,0.0,0.0,102.83,102.83,102.83,0.0,0.0
2020-05-17,112.36,112.36,112.36,0.0,0.0,112.36,112.36,112.36,0.0,0.0,110.38,110.38,110.38,0.0,0.0,112.07,112.07,112.07,0.0,0.0
2020-05-24,117.46,117.46,117.46,0.0,0.0,117.65,117.65,117.65,0.0,0.0,115.02,115.02,115.02,0.0,0.0,116.72,116.72,116.72,0.0,0.0
2020-05-31,133.95,133.95,133.95,0.0,0.0,133.95,133.95,133.95,0.0,0.0,133.95,133.95,133.95,0.0,0.0,133.95,133.95,133.95,0.0,0.0
2020-06-07,121.87,121.87,121.87,0.0,0.0,122.74,122.74,122.74,0.0,0.0,116.4,116.4,116.4,0.0,0.0,119.87,119.87,119.87,0.0,0.0
2020-06-14,122.9,122.9,122.9,0.0,0.0,122.9,122.9,122.9,0.0,0.0,117.87,117.87,117.87,0.0,0.0,118.85,118.85,118.85,0.0,0.0
2020-06-21,116.0,116.0,116.0,0.0,0.0,116.06,116.06,116.06,0.0,0.0,113.04,113.04,113.04,0.0,0.0,113.69,113.69,113.69,0.0,0.0
2020-06-28,118.58,118.58,118.58,0.0,0.0,118.58,118.58,118.58,0.0,0.0,118.58,118.58,118.58,0.0,0.0,118.58,118.58,118.58,0.0,0.0
2020-07-05,118.23,118.23,118.23,0.0,0.0,119.06,119.06,119.06,0.0,0.0,117.09,117.09,117.09,0.0,0.0,117.33,117.33,117.33,0.0,0.0
