Date,ProShares UltraPro S&P500Etf_Open_average,ProShares UltraPro S&P500Etf_Open_max,ProShares UltraPro S&P500Etf_Open_min,ProShares UltraPro S&P500Etf_Open_volatility,ProShares UltraPro S&P500Etf_Open_change,ProShares UltraPro S&P500Etf_High_average,ProShares UltraPro S&P500Etf_High_max,ProShares UltraPro S&P500Etf_High_min,ProShares UltraPro S&P500Etf_High_volatility,ProShares UltraPro S&P500Etf_High_change,ProShares UltraPro S&P500Etf_Low_average,ProShares UltraPro S&P500Etf_Low_max,ProShares UltraPro S&P500Etf_Low_min,ProShares UltraPro S&P500Etf_Low_volatility,ProShares UltraPro S&P500Etf_Low_change,ProShares UltraPro S&P500Etf_Close_average,ProShares UltraPro S&P500Etf_Close_max,ProShares UltraPro S&P500Etf_Close_min,ProShares UltraPro S&P500Etf_Close_volatility,ProShares UltraPro S&P500Etf_Close_change
2019-01-27,43.21,43.21,43.21,0.0,0.0,43.71,43.71,43.71,0.0,0.0,42.75,42.75,42.75,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2019-02-03,42.42,42.42,42.42,0.0,0.0,43.3,43.3,43.3,0.0,0.0,42.02,42.02,42.02,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2019-02-10,46.1,46.1,46.1,0.0,0.0,46.59,46.59,46.59,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2019-02-17,46.92,46.92,46.92,0.0,0.0,47.52,47.52,47.52,0.0,0.0,46.75,46.75,46.75,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-02-24,48.01,48.01,48.01,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.19,47.19,47.19,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2019-03-03,44.17,44.17,44.17,0.0,0.0,45.0,45.0,45.0,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-03-10,48.49,48.49,48.49,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2019-03-17,49.73,49.73,49.73,0.0,0.0,50.03,50.03,50.03,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2019-03-24,49.18,49.18,49.18,0.0,0.0,49.38,49.38,49.38,0.0,0.0,48.51,48.51,48.51,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-03-31,52.02,52.02,52.02,0.0,0.0,52.37,52.37,52.37,0.0,0.0,51.84,51.84,51.84,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-04-07,53.07,53.07,53.07,0.0,0.0,53.32,53.32,53.32,0.0,0.0,52.65,52.65,52.65,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-04-14,53.06,53.06,53.06,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.25,52.25,52.25,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-04-21,54.06,54.06,54.06,0.0,0.0,54.83,54.83,54.83,0.0,0.0,53.59,53.59,53.59,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-04-28,54.38,54.38,54.38,0.0,0.0,55.21,55.21,55.21,0.0,0.0,54.24,54.24,54.24,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-05-05,50.34,50.34,50.34,0.0,0.0,52.09,52.09,52.09,0.0,0.0,48.56,48.56,48.56,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-05-12,49.87,49.87,49.87,0.0,0.0,51.71,51.71,51.71,0.0,0.0,49.87,49.87,49.87,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-05-19,49.04,49.04,49.04,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-05-26,45.12,45.12,45.12,0.0,0.0,45.6,45.6,45.6,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2019-06-02,49.94,49.94,49.94,0.0,0.0,51.44,51.44,51.44,0.0,0.0,49.83,49.83,49.83,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-06-09,51.6,51.6,51.6,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-06-16,54.97,54.97,54.97,0.0,0.0,55.75,55.75,55.75,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2019-06-23,53.93,53.93,53.93,0.0,0.0,54.45,54.45,54.45,0.0,0.0,53.63,53.63,53.63,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-06-30,56.55,56.55,56.55,0.0,0.0,57.25,57.25,57.25,0.0,0.0,55.75,55.75,55.75,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2019-07-07,57.89,57.89,57.89,0.0,0.0,58.38,58.38,58.38,0.0,0.0,57.68,57.68,57.68,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2019-07-14,57.89,57.89,57.89,0.0,0.0,57.94,57.94,57.94,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2019-07-21,58.23,58.23,58.23,0.0,0.0,59.05,59.05,59.05,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2019-07-28,54.2,54.2,54.2,0.0,0.0,54.32,54.32,54.32,0.0,0.0,52.54,52.54,52.54,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-08-04,53.17,53.17,53.17,0.0,0.0,53.53,53.53,53.53,0.0,0.0,51.54,51.54,51.54,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2019-08-11,49.66,49.66,49.66,0.0,0.0,51.1,51.1,51.1,0.0,0.0,49.63,49.63,49.63,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-08-18,51.88,51.88,51.88,0.0,0.0,52.85,52.85,52.85,0.0,0.0,47.84,47.84,47.84,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-08-25,53.41,53.41,53.41,0.0,0.0,53.43,53.43,53.43,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2019-09-01,55.52,55.52,55.52,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2019-09-08,57.47,57.47,57.47,0.0,0.0,57.69,57.69,57.69,0.0,0.0,56.83,56.83,56.83,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-09-15,57.4,57.4,57.4,0.0,0.0,57.55,57.55,57.55,0.0,0.0,55.74,55.74,55.74,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2019-09-22,55.87,55.87,55.87,0.0,0.0,55.91,55.91,55.91,0.0,0.0,53.54,53.54,53.54,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-09-29,52.05,52.05,52.05,0.0,0.0,53.87,53.87,53.87,0.0,0.0,51.99,51.99,51.99,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-10-06,54.65,54.65,54.65,0.0,0.0,55.96,55.96,55.96,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-10-13,55.92,55.92,55.92,0.0,0.0,56.31,56.31,56.31,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2019-10-20,56.44,56.44,56.44,0.0,0.0,57.82,57.82,57.82,0.0,0.0,56.44,56.44,56.44,0.0,0.0,57.54,57.54,57.54,0.0,0.0
2019-10-27,59.32,59.32,59.32,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.23,59.23,59.23,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2019-11-03,60.93,60.93,60.93,0.0,0.0,61.63,61.63,61.63,0.0,0.0,60.5,60.5,60.5,0.0,0.0,61.61,61.61,61.61,0.0,0.0
2019-11-10,62.8,62.8,62.8,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.38,62.38,62.38,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2019-11-17,62.79,62.79,62.79,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2019-11-24,65.02,65.02,65.02,0.0,0.0,65.18,65.18,65.18,0.0,0.0,64.52,64.52,64.52,0.0,0.0,64.69,64.69,64.69,0.0,0.0
2019-12-01,64.47,64.47,64.47,0.0,0.0,65.18,65.18,65.18,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2019-12-08,66.08,66.08,66.08,0.0,0.0,67.21,67.21,67.21,0.0,0.0,65.55,65.55,65.55,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2019-12-15,69.3,69.3,69.3,0.0,0.0,69.92,69.92,69.92,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2019-12-22,71.27,71.27,71.27,0.0,0.0,71.28,71.28,71.28,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.67,70.67,70.67,0.0,0.0
2019-12-29,69.45,69.45,69.45,0.0,0.0,71.08,71.08,71.08,0.0,0.0,69.4,69.4,69.4,0.0,0.0,70.34,70.34,70.34,0.0,0.0
2020-01-05,73.44,73.44,73.44,0.0,0.0,73.53,73.53,73.53,0.0,0.0,72.03,72.03,72.03,0.0,0.0,72.38,72.38,72.38,0.0,0.0
2020-01-12,76.33,76.33,76.33,0.0,0.0,76.65,76.65,76.65,0.0,0.0,75.89,75.89,75.89,0.0,0.0,76.51,76.51,76.51,0.0,0.0
2020-01-19,76.8,76.8,76.8,0.0,0.0,76.82,76.82,76.82,0.0,0.0,73.27,73.27,73.27,0.0,0.0,74.23,74.23,74.23,0.0,0.0
2020-01-26,72.88,72.88,72.88,0.0,0.0,73.0,73.0,73.0,0.0,0.0,68.69,68.69,68.69,0.0,0.0,69.37,69.37,69.37,0.0,0.0
2020-02-02,76.62,76.62,76.62,0.0,0.0,77.16,77.16,77.16,0.0,0.0,75.78,75.78,75.78,0.0,0.0,76.23,76.23,76.23,0.0,0.0
2020-02-09,79.77,79.77,79.77,0.0,0.0,79.93,79.93,79.93,0.0,0.0,78.88,78.88,78.88,0.0,0.0,79.86,79.86,79.86,0.0,0.0
2020-02-16,78.29,78.29,78.29,0.0,0.0,78.5,78.5,78.5,0.0,0.0,76.24,76.24,76.24,0.0,0.0,76.87,76.87,76.87,0.0,0.0
2020-02-23,48.99,48.99,48.99,0.0,0.0,53.39,53.39,53.39,0.0,0.0,47.25,47.25,47.25,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2020-03-01,50.34,50.34,50.34,0.0,0.0,53.4,53.4,53.4,0.0,0.0,48.72,48.72,48.72,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2020-03-08,36.17,36.17,36.17,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2020-03-15,20.3,20.3,20.3,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2020-03-22,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2020-03-29,25.29,25.29,25.29,0.0,0.0,26.03,26.03,26.03,0.0,0.0,23.59,23.59,23.59,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2020-04-05,33.69,33.69,33.69,0.0,0.0,34.96,34.96,34.96,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2020-04-12,36.35,36.35,36.35,0.0,0.0,37.06,37.06,37.06,0.0,0.0,35.26,35.26,35.26,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2020-04-19,34.38,34.38,34.38,0.0,0.0,35.43,35.43,35.43,0.0,0.0,33.56,33.56,33.56,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2020-04-26,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2020-05-03,37.98,37.98,37.98,0.0,0.0,38.67,38.67,38.67,0.0,0.0,37.54,37.54,37.54,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2020-05-10,34.58,34.58,34.58,0.0,0.0,36.02,36.02,36.02,0.0,0.0,34.17,34.17,34.17,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2020-05-17,39.08,39.08,39.08,0.0,0.0,39.48,39.48,39.48,0.0,0.0,38.54,38.54,38.54,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2020-05-24,42.25,42.25,42.25,0.0,0.0,43.27,43.27,43.27,0.0,0.0,40.9,40.9,40.9,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2020-05-31,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2020-06-07,43.94,43.94,43.94,0.0,0.0,44.23,44.23,44.23,0.0,0.0,39.96,39.96,39.96,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2020-06-14,47.06,47.06,47.06,0.0,0.0,47.15,47.15,47.15,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2020-06-21,43.45,43.45,43.45,0.0,0.0,43.54,43.54,43.54,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2020-06-28,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2020-07-05,47.29,47.29,47.29,0.0,0.0,48.25,48.25,48.25,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.52,46.52,46.52,0.0,0.0
