Date,VanEck Vectors-Investment Grade Floating RateEtf_Open_average,VanEck Vectors-Investment Grade Floating RateEtf_Open_max,VanEck Vectors-Investment Grade Floating RateEtf_Open_min,VanEck Vectors-Investment Grade Floating RateEtf_Open_volatility,VanEck Vectors-Investment Grade Floating RateEtf_Open_change,VanEck Vectors-Investment Grade Floating RateEtf_High_average,VanEck Vectors-Investment Grade Floating RateEtf_High_max,VanEck Vectors-Investment Grade Floating RateEtf_High_min,VanEck Vectors-Investment Grade Floating RateEtf_High_volatility,VanEck Vectors-Investment Grade Floating RateEtf_High_change,VanEck Vectors-Investment Grade Floating RateEtf_Low_average,VanEck Vectors-Investment Grade Floating RateEtf_Low_max,VanEck Vectors-Investment Grade Floating RateEtf_Low_min,VanEck Vectors-Investment Grade Floating RateEtf_Low_volatility,VanEck Vectors-Investment Grade Floating RateEtf_Low_change,VanEck Vectors-Investment Grade Floating RateEtf_Close_average,VanEck Vectors-Investment Grade Floating RateEtf_Close_max,VanEck Vectors-Investment Grade Floating RateEtf_Close_min,VanEck Vectors-Investment Grade Floating RateEtf_Close_volatility,VanEck Vectors-Investment Grade Floating RateEtf_Close_change
2018-04-22,25.34,25.34,25.34,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2018-04-29,25.31,25.31,25.31,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-05-06,25.33,25.33,25.33,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-05-13,25.34,25.34,25.34,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-05-20,25.32,25.32,25.32,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-05-27,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-06-03,25.27,25.27,25.27,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-06-10,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-06-17,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-06-24,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-07-01,25.23,25.23,25.23,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-07-08,25.27,25.27,25.27,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-07-15,25.26,25.26,25.26,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-07-22,25.31,25.31,25.31,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-07-29,25.29,25.29,25.29,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-08-05,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-08-12,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-08-19,25.33,25.33,25.33,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-08-26,25.34,25.34,25.34,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2018-09-02,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-09-09,25.28,25.28,25.28,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-09-16,25.32,25.32,25.32,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-09-23,25.32,25.32,25.32,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-09-30,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-10-07,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-10-14,25.27,25.27,25.27,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-10-21,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-10-28,25.2,25.2,25.2,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-11-04,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2018-11-11,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-11-18,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-11-25,25.04,25.04,25.04,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-12-02,24.72,24.72,24.72,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2018-12-09,24.77,24.77,24.77,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-12-16,24.71,24.71,24.71,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2018-12-23,24.67,24.67,24.67,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2018-12-30,24.65,24.65,24.65,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2019-01-06,24.74,24.74,24.74,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-01-13,24.86,24.86,24.86,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-01-20,24.95,24.95,24.95,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-01-27,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-02-03,24.99,24.99,24.99,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2019-02-10,25.02,25.02,25.02,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-02-17,25.04,25.04,25.04,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-02-24,25.05,25.05,25.05,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-03-03,25.05,25.05,25.05,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-03-10,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-03-17,25.13,25.13,25.13,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-03-24,25.16,25.16,25.16,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-03-31,25.12,25.12,25.12,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-04-07,25.17,25.17,25.17,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-04-14,25.19,25.19,25.19,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-04-21,25.21,25.21,25.21,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-04-28,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-05-05,25.18,25.18,25.18,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-05-12,25.18,25.18,25.18,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-05-19,25.19,25.19,25.19,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-05-26,25.2,25.2,25.2,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-06-02,25.13,25.13,25.13,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-06-09,25.15,25.15,25.15,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-06-16,25.17,25.17,25.17,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-06-23,25.19,25.19,25.19,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-06-30,25.16,25.16,25.16,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-07-07,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-07-14,25.22,25.22,25.22,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2019-07-21,25.24,25.24,25.24,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-07-28,25.19,25.19,25.19,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-08-04,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-08-11,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-08-18,25.19,25.19,25.19,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-08-25,25.21,25.21,25.21,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-09-01,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-09-08,25.22,25.22,25.22,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-09-15,25.23,25.23,25.23,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-09-22,25.25,25.25,25.25,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2019-09-29,25.2,25.2,25.2,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-10-06,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-10-13,25.25,25.25,25.25,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-10-20,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-10-27,25.25,25.25,25.25,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-11-03,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2019-11-10,25.28,25.28,25.28,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-11-17,25.33,25.33,25.33,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-11-24,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-12-01,25.28,25.28,25.28,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2019-12-08,25.29,25.29,25.29,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-12-15,25.32,25.32,25.32,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-12-22,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-12-29,25.29,25.29,25.29,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2020-01-05,25.33,25.33,25.33,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2020-01-12,25.36,25.36,25.36,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2020-01-19,25.37,25.37,25.37,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2020-01-26,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2020-02-02,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2020-02-09,25.42,25.42,25.42,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2020-02-16,25.43,25.43,25.43,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2020-02-23,25.32,25.32,25.32,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2020-03-01,25.24,25.24,25.24,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2020-03-08,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2020-03-15,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2020-03-22,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2020-03-29,23.82,23.82,23.82,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2020-04-05,24.18,24.18,24.18,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2020-04-12,24.51,24.51,24.51,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2020-04-19,24.55,24.55,24.55,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2020-04-26,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2020-05-03,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2020-05-10,24.66,24.66,24.66,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2020-05-17,24.69,24.69,24.69,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2020-05-24,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2020-05-31,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2020-06-07,24.88,24.88,24.88,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2020-06-14,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2020-06-21,25.0,25.0,25.0,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2020-06-28,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2020-07-05,25.03,25.03,25.03,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.05,25.05,25.05,0.0,0.0
