Date,Cambria Shareholder YieldEtf_Open_average,Cambria Shareholder YieldEtf_Open_max,Cambria Shareholder YieldEtf_Open_min,Cambria Shareholder YieldEtf_Open_volatility,Cambria Shareholder YieldEtf_Open_change,Cambria Shareholder YieldEtf_High_average,Cambria Shareholder YieldEtf_High_max,Cambria Shareholder YieldEtf_High_min,Cambria Shareholder YieldEtf_High_volatility,Cambria Shareholder YieldEtf_High_change,Cambria Shareholder YieldEtf_Low_average,Cambria Shareholder YieldEtf_Low_max,Cambria Shareholder YieldEtf_Low_min,Cambria Shareholder YieldEtf_Low_volatility,Cambria Shareholder YieldEtf_Low_change,Cambria Shareholder YieldEtf_Close_average,Cambria Shareholder YieldEtf_Close_max,Cambria Shareholder YieldEtf_Close_min,Cambria Shareholder YieldEtf_Close_volatility,Cambria Shareholder YieldEtf_Close_change
2018-03-25,37.25,37.25,37.25,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2018-04-01,37.99,37.99,37.99,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2018-04-08,38.27,38.27,38.27,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-04-15,38.33,38.33,38.33,0.0,0.0,38.33,38.33,38.33,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-04-22,38.32,38.32,38.32,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2018-04-29,37.15,37.15,37.15,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2018-05-06,38.45,38.45,38.45,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2018-05-13,39.07,39.07,39.07,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2018-05-20,38.85,38.85,38.85,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2018-05-27,38.51,38.51,38.51,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2018-06-03,39.68,39.68,39.68,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2018-06-10,39.31,39.31,39.31,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2018-06-17,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2018-06-24,38.0,38.0,38.0,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2018-07-01,38.11,38.11,38.11,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2018-07-08,38.15,38.15,38.15,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2018-07-15,38.82,38.82,38.82,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2018-07-22,39.45,39.45,39.45,0.0,0.0,39.55,39.55,39.55,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2018-07-29,39.16,39.16,39.16,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2018-08-05,39.51,39.51,39.51,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-08-12,39.57,39.57,39.57,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2018-08-19,40.3,40.3,40.3,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-08-26,40.23,40.23,40.23,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-09-02,40.11,40.11,40.11,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-09-09,40.09,40.09,40.09,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.99,39.99,39.99,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2018-09-16,40.64,40.64,40.64,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2018-09-23,39.4,39.4,39.4,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2018-09-30,39.12,39.12,39.12,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2018-10-07,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2018-10-14,36.82,36.82,36.82,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2018-10-21,35.41,35.41,35.41,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-10-28,37.2,37.2,37.2,0.0,0.0,37.25,37.25,37.25,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2018-11-04,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2018-11-11,36.35,36.35,36.35,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2018-11-18,35.37,35.37,35.37,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2018-11-25,36.32,36.32,36.32,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2018-12-02,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2018-12-09,33.48,33.48,33.48,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-12-16,31.85,31.85,31.85,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2018-12-23,32.34,32.34,32.34,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2018-12-30,32.67,32.67,32.67,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.67,32.67,32.67,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-01-06,33.92,33.92,33.92,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.86,33.86,33.86,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-01-13,34.84,34.84,34.84,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2019-01-20,35.2,35.2,35.2,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-01-27,35.57,35.57,35.57,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-02-03,35.74,35.74,35.74,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-02-10,36.7,36.7,36.7,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-02-17,36.98,36.98,36.98,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-02-24,37.29,37.29,37.29,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-03-03,35.81,35.81,35.81,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2019-03-10,36.55,36.55,36.55,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2019-03-17,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2019-03-24,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2019-03-31,36.87,36.87,36.87,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.87,36.87,36.87,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2019-04-07,37.12,37.12,37.12,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-04-14,37.45,37.45,37.45,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2019-04-21,37.06,37.06,37.06,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-04-28,37.45,37.45,37.45,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-05-05,35.88,35.88,35.88,0.0,0.0,36.67,36.67,36.67,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2019-05-12,35.65,35.65,35.65,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2019-05-19,34.98,34.98,34.98,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2019-05-26,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-06-02,34.89,34.89,34.89,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2019-06-09,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-06-16,35.88,35.88,35.88,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2019-06-23,35.92,35.92,35.92,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2019-06-30,36.03,36.03,36.03,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2019-07-07,36.2,36.2,36.2,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2019-07-14,36.12,36.12,36.12,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-07-21,36.98,36.98,36.98,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2019-07-28,35.37,35.37,35.37,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-08-04,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-08-11,33.2,33.2,33.2,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-08-18,33.98,33.98,33.98,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-08-25,34.6,34.6,34.6,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2019-09-01,35.11,35.11,35.11,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-09-08,37.29,37.29,37.29,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-09-15,36.58,36.58,36.58,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2019-09-22,36.11,36.11,36.11,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2019-09-29,35.02,35.02,35.02,0.0,0.0,35.37,35.37,35.37,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2019-10-06,35.59,35.59,35.59,0.0,0.0,36.39,36.39,36.39,0.0,0.0,35.59,35.59,35.59,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2019-10-13,36.72,36.72,36.72,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-10-20,37.5,37.5,37.5,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-10-27,37.53,37.53,37.53,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.53,37.53,37.53,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2019-11-03,39.27,39.27,39.27,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2019-11-10,39.15,39.15,39.15,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-11-17,38.59,38.59,38.59,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2019-11-24,39.41,39.41,39.41,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-12-01,39.17,39.17,39.17,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-12-08,40.17,40.17,40.17,0.0,0.0,40.46,40.46,40.46,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-12-15,40.58,40.58,40.58,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-12-22,40.27,40.27,40.27,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-12-29,39.78,39.78,39.78,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2020-01-05,39.74,39.74,39.74,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2020-01-12,40.45,40.45,40.45,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2020-01-19,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2020-01-26,38.53,38.53,38.53,0.0,0.0,38.53,38.53,38.53,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2020-02-02,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2020-02-09,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.57,39.57,39.57,0.0,0.0
2020-02-16,39.61,39.61,39.61,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2020-02-23,32.96,32.96,32.96,0.0,0.0,34.19,34.19,34.19,0.0,0.0,32.96,32.96,32.96,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2020-03-01,32.0,32.0,32.0,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2020-03-08,27.79,27.79,27.79,0.0,0.0,28.17,28.17,28.17,0.0,0.0,26.01,26.01,26.01,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2020-03-15,24.5,24.5,24.5,0.0,0.0,24.78,24.78,24.78,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2020-03-22,25.69,25.69,25.69,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2020-03-29,23.42,23.42,23.42,0.0,0.0,23.77,23.77,23.77,0.0,0.0,22.72,22.72,22.72,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2020-04-05,27.7,27.7,27.7,0.0,0.0,29.01,29.01,29.01,0.0,0.0,27.7,27.7,27.7,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2020-04-12,27.41,27.41,27.41,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2020-04-19,27.15,27.15,27.15,0.0,0.0,27.39,27.39,27.39,0.0,0.0,26.62,26.62,26.62,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2020-04-26,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2020-05-03,29.47,29.47,29.47,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.47,29.47,29.47,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2020-05-10,27.68,27.68,27.68,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2020-05-17,29.88,29.88,29.88,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.81,29.81,29.81,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2020-05-24,31.48,31.48,31.48,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2020-05-31,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2020-06-07,32.77,32.77,32.77,0.0,0.0,32.9,32.9,32.9,0.0,0.0,31.82,31.82,31.82,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2020-06-14,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2020-06-21,31.26,31.26,31.26,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2020-06-28,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2020-07-05,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0
