Date,CNSLStock_Open_average,CNSLStock_Open_max,CNSLStock_Open_min,CNSLStock_Open_volatility,CNSLStock_Open_change,CNSLStock_High_average,CNSLStock_High_max,CNSLStock_High_min,CNSLStock_High_volatility,CNSLStock_High_change,CNSLStock_Low_average,CNSLStock_Low_max,CNSLStock_Low_min,CNSLStock_Low_volatility,CNSLStock_Low_change,CNSLStock_Close_average,CNSLStock_Close_max,CNSLStock_Close_min,CNSLStock_Close_volatility,CNSLStock_Close_change,CNSLStock_Volume_average,CNSLStock_Volume_max,CNSLStock_Volume_min,CNSLStock_Volume_volatility,CNSLStock_Volume_change
2018-01-14,12.48,12.69,12.31,0.379999999999999,-0.379999999999999,12.692499999999999,12.94,12.5,0.4399999999999995,-0.4399999999999995,12.305,12.54,12.03,0.5099999999999998,-0.5099999999999998,12.4225,12.54,12.32,0.21999999999999886,-0.21999999999999886,790120,896942,658294,238648,-106730
2018-01-21,12.652000000000001,12.81,12.4,0.41000000000000014,0.25,12.902,13.03,12.75,0.27999999999999936,-0.16999999999999993,12.504,12.65,12.39,0.2599999999999998,0.16999999999999993,12.744,12.94,12.59,0.34999999999999964,-0.08999999999999986,755696,975110,464413,510697,-238878
2018-01-28,12.564,12.75,12.34,0.41000000000000014,-0.41000000000000014,12.666,12.99,12.34,0.6500000000000004,-0.6500000000000004,12.28,12.65,11.74,0.9100000000000001,-0.9100000000000001,12.394,12.76,11.84,0.9199999999999999,-0.9199999999999999,815721,1365393,622828,742565,641383
2018-02-04,11.379999999999999,11.8,11.03,0.7700000000000014,-0.6900000000000013,11.686,11.93,11.22,0.7099999999999991,-0.7099999999999991,11.114,11.43,10.83,0.5999999999999996,-0.40000000000000036,11.358,11.71,11.07,0.6400000000000006,-0.17999999999999972,1265229,1566404,783743,782661,-171600
2018-02-11,11.416,11.69,11.1,0.5899999999999999,0.5899999999999999,11.788,12.41,11.52,0.8900000000000006,0.8399999999999999,11.288,11.68,10.93,0.75,0.75,11.598,11.92,11.41,0.5099999999999998,0.5099999999999998,771429,1001107,508341,492766,54272
2018-02-18,11.692499999999999,11.82,11.43,0.39000000000000057,-0.39000000000000057,11.9825,12.17,11.79,0.3800000000000008,-0.15000000000000036,11.5225,11.74,11.34,0.40000000000000036,-0.3800000000000008,11.675,11.89,11.34,0.5500000000000007,0.08000000000000007,822277,1028623,679991,348632,-321547
2018-02-25,11.89,12.15,11.39,0.7599999999999998,-0.08000000000000007,12.392,12.8,12.17,0.6300000000000008,0.05000000000000071,11.682,11.97,11.38,0.5899999999999999,-0.22000000000000064,11.948,12.21,11.56,0.6500000000000004,-0.3800000000000008,1419184,2287089,618368,1668721,1012928
2018-03-04,12.106,12.46,11.81,0.6500000000000004,0.20999999999999908,12.38,12.52,12.2,0.3200000000000003,0.040000000000000924,11.924,12.13,11.81,0.3200000000000003,0.08999999999999986,12.18,12.45,11.96,0.48999999999999844,0.23999999999999844,1134979,1471154,861542,609612,-199594
2018-03-11,12.014,12.23,11.81,0.41999999999999993,-0.379999999999999,12.13,12.33,11.92,0.41000000000000014,-0.2900000000000009,11.644,11.79,11.36,0.4299999999999997,-0.4299999999999997,11.94,12.16,11.83,0.33000000000000007,-0.14000000000000057,1563688,3222252,800565,2421687,2246706
2018-03-18,11.536,11.76,11.25,0.5099999999999998,-0.5099999999999998,11.677999999999999,11.92,11.32,0.5999999999999996,-0.5299999999999994,11.290000000000001,11.5,10.97,0.5299999999999994,-0.41999999999999993,11.394,11.64,10.98,0.6600000000000001,-0.6600000000000001,961813,1207383,656537,550846,33397
