Date,CBANStock_Open_average,CBANStock_Open_max,CBANStock_Open_min,CBANStock_Open_volatility,CBANStock_Open_change,CBANStock_High_average,CBANStock_High_max,CBANStock_High_min,CBANStock_High_volatility,CBANStock_High_change,CBANStock_Low_average,CBANStock_Low_max,CBANStock_Low_min,CBANStock_Low_volatility,CBANStock_Low_change,CBANStock_Close_average,CBANStock_Close_max,CBANStock_Close_min,CBANStock_Close_volatility,CBANStock_Close_change,CBANStock_Volume_average,CBANStock_Volume_max,CBANStock_Volume_min,CBANStock_Volume_volatility,CBANStock_Volume_change
2018-01-14,14.475,14.6,14.4,0.1999999999999993,0.0,14.5,14.6,14.4,0.1999999999999993,-0.09999999999999964,14.35,14.6,14.05,0.5499999999999989,0.29999999999999893,14.4875,14.6,14.4,0.1999999999999993,-0.09999999999999964,1387,3861,202,3659,-3010
2018-01-21,14.53,14.6,14.35,0.25,0.0,14.61,14.65,14.6,0.05000000000000071,0.05000000000000071,14.48,14.6,14.35,0.25,0.0,14.55,14.6,14.4,0.1999999999999993,-0.049999999999998934,4406,12803,212,12591,5928
2018-01-28,14.3625,14.4,14.35,0.05000000000000071,-0.05000000000000071,14.425,14.6,14.35,0.25,-0.05000000000000071,14.35,14.35,14.35,0.0,0.0,14.35,14.35,14.35,0.0,0.0,1780,3863,676,3187,-520
2018-02-04,14.09,14.45,13.8,0.6499999999999986,-0.5,14.09,14.45,13.8,0.6499999999999986,-0.5,13.852,14.35,13.51,0.8399999999999999,-0.40000000000000036,13.92,14.4,13.65,0.75,-0.45000000000000107,21738,100026,202,99824,-362
2018-02-11,13.886,14.0,13.73,0.2699999999999996,-0.15000000000000036,14.1,14.2,13.95,0.25,0.0,13.72,13.9,13.55,0.34999999999999964,0.29999999999999893,13.91,14.1,13.7,0.40000000000000036,0.29999999999999893,24296,105869,1180,104689,-104689
2018-02-18,14.1625,14.3,14.05,0.25,0.25,14.2,14.3,14.1,0.20000000000000107,0.20000000000000107,14.0625,14.3,13.75,0.5500000000000007,0.5500000000000007,14.137500000000001,14.3,14.05,0.25,0.25,811,1977,0,1977,-793
2018-02-25,14.28,14.45,14.05,0.3999999999999986,0.049999999999998934,14.45,14.65,14.35,0.3000000000000007,0.25,14.254,14.45,14.05,0.3999999999999986,-0.08000000000000007,14.406,14.65,14.13,0.5199999999999996,0.25,28974,142936,0,142936,142317
2018-03-04,14.628,14.95,14.3,0.6499999999999986,0.5499999999999989,15.02,15.1,14.85,0.25,0.20000000000000107,14.578,14.85,14.3,0.5499999999999989,0.5499999999999989,14.91,15.05,14.8,0.25,0.20000000000000107,1530,3638,331,3307,-321
2018-03-11,15.368,15.7,15.0,0.6999999999999993,0.6999999999999993,15.72,16.95,15.25,1.6999999999999993,1.6999999999999993,15.28,15.7,14.65,1.049999999999999,1.049999999999999,15.668,16.7,15.25,1.4499999999999993,1.4499999999999993,3016,5700,410,5290,1103
2018-03-18,16.27,17.4,15.3,2.099999999999998,1.0,16.69,17.4,16.1,1.2999999999999972,0.14999999999999858,15.584,16.65,15.0,1.6499999999999986,1.0999999999999979,16.52,16.9,15.8,1.0999999999999979,0.1999999999999993,2819,3618,1068,2550,-1373
