Date,CGNXStock_Open_average,CGNXStock_Open_max,CGNXStock_Open_min,CGNXStock_Open_volatility,CGNXStock_Open_change,CGNXStock_High_average,CGNXStock_High_max,CGNXStock_High_min,CGNXStock_High_volatility,CGNXStock_High_change,CGNXStock_Low_average,CGNXStock_Low_max,CGNXStock_Low_min,CGNXStock_Low_volatility,CGNXStock_Low_change,CGNXStock_Close_average,CGNXStock_Close_max,CGNXStock_Close_min,CGNXStock_Close_volatility,CGNXStock_Close_change,CGNXStock_Volume_average,CGNXStock_Volume_max,CGNXStock_Volume_min,CGNXStock_Volume_volatility,CGNXStock_Volume_change
2018-01-14,68.21000000000001,68.5,67.64,0.8599999999999994,0.18999999999999773,69.305,69.96,68.68,1.279999999999987,0.14000000000000057,67.77,68.39,67.37,1.019999999999996,1.019999999999996,68.285,69.06,67.42,1.6400000000000006,1.6400000000000006,1402602,1529599,1333956,195643,195643
2018-01-21,68.75,69.58,67.86,1.7199999999999989,-1.2600000000000051,69.05,70.0,67.86,2.1400000000000006,-1.6400000000000006,67.324,69.07,65.59,3.4799999999999898,-2.6599999999999966,68.04,69.62,66.8,2.8200000000000074,-2.200000000000003,1351657,2111445,1068496,1042949,1023897
2018-01-28,63.762,66.46,61.84,4.61999999999999,-4.1399999999999935,64.392,66.68,62.97,3.710000000000008,-3.710000000000008,62.269999999999996,64.72,61.11,3.6099999999999994,-3.6000000000000014,63.089999999999996,65.32,61.17,4.1499999999999915,-4.1499999999999915,1804644,2392829,1305749,1087080,-560253
2018-02-04,56.558,59.52,54.24,5.280000000000001,-5.280000000000001,57.776,60.07,55.52,4.549999999999997,-4.549999999999997,54.443999999999996,56.55,52.55,4.0,-3.780000000000001,56.038,57.94,53.65,4.289999999999999,-1.5799999999999983,2504034,3426276,1510019,1916257,-844585
2018-02-11,55.644,59.87,52.75,7.119999999999997,-3.039999999999999,57.432,60.47,56.0,4.469999999999999,0.3999999999999986,54.538,57.13,52.0,5.130000000000003,-1.9699999999999989,56.536,58.8,54.89,3.9099999999999966,0.8800000000000026,3617384,8244549,2017121,6227428,6227428
2018-02-18,55.7025,56.9,54.22,2.6799999999999997,-0.7800000000000011,56.84,58.03,55.19,2.8400000000000034,-1.990000000000002,54.7225,56.6,53.63,2.969999999999999,-1.3699999999999974,55.5325,56.97,54.2,2.769999999999996,-2.239999999999995,3523036,4508767,1992054,2516713,-1762462
2018-02-25,53.528,54.28,52.34,1.9399999999999977,-1.9399999999999977,54.146,54.65,53.18,1.4699999999999989,-1.1899999999999977,52.76,53.44,51.46,1.9799999999999969,-1.6599999999999966,53.432,53.88,53.0,0.8800000000000026,-0.8599999999999994,2069023,3016626,1661883,1354743,-1354743
2018-03-04,53.558,55.05,52.44,2.6099999999999994,2.6099999999999994,54.65,56.4,52.92,3.479999999999997,3.479999999999997,53.118,54.59,51.81,2.780000000000001,2.780000000000001,54.254,56.09,52.52,3.5700000000000003,3.5700000000000003,1701512,2089773,1469036,620737,32637
2018-03-11,55.536,56.82,54.65,2.1700000000000017,-1.759999999999998,56.184,57.45,55.36,2.0900000000000034,-2.010000000000005,54.76,56.3,54.17,2.1299999999999955,-2.1299999999999955,55.158,56.31,54.43,1.8800000000000026,-1.0100000000000051,1807217,2604868,1395579,1209289,1028659
2018-03-18,54.834,56.0,54.04,1.9600000000000009,-0.6000000000000014,55.53,56.52,54.34,2.1799999999999997,-0.45999999999999375,54.0,55.54,52.72,2.8200000000000003,-0.5700000000000003,54.636,56.15,52.75,3.3999999999999986,-1.6799999999999997,2362023,2920220,1935376,984844,681461
2018-03-25,53.042500000000004,54.45,51.1,3.3500000000000014,-2.4200000000000017,53.8475,55.01,52.88,2.1299999999999955,-1.279999999999994,51.7625,53.01,50.64,2.3699999999999974,-2.0600000000000023,52.535,54.05,50.77,3.279999999999994,-2.059999999999995,2599415,3258888,1794504,1464384,1464384
2018-04-01,50.292,51.74,49.47,2.270000000000003,-1.9299999999999997,51.006,51.97,50.27,1.6999999999999957,-1.3900000000000006,49.032000000000004,50.23,48.46,1.769999999999996,0.4299999999999997,49.736,50.34,48.82,1.5200000000000031,0.46999999999999886,2509188,3272399,1737505,1534894,-1059944
2018-04-08,50.07,50.95,49.25,1.7000000000000028,1.2900000000000063,50.806,51.22,50.46,0.759999999999998,0.759999999999998,49.452,50.24,48.04,2.200000000000003,0.9200000000000017,50.316,50.72,49.7,1.019999999999996,0.7399999999999949,2021024,4090244,1191921,2898323,-291114
2018-04-15,50.682,51.66,49.59,2.069999999999993,-1.1099999999999994,51.286,51.97,50.77,1.1999999999999957,-0.10999999999999943,49.952,50.67,49.35,1.3200000000000003,-0.6000000000000014,50.786,51.59,49.7,1.8900000000000006,0.04999999999999716,1837514,2340440,1520240,820200,275950
2018-04-22,48.653999999999996,50.8,46.95,3.8499999999999943,-3.8499999999999943,48.874,51.1,47.06,4.039999999999999,-4.039999999999999,47.38,49.43,45.81,3.6199999999999974,-3.6199999999999974,47.768,49.67,46.21,3.460000000000001,-3.460000000000001,2163102,2978032,1218335,1759697,99467
2018-04-29,44.578,46.18,40.0,6.18,0.07000000000000028,46.676,48.11,45.79,2.3200000000000003,1.2199999999999989,43.946,45.33,39.9,5.43,0.22999999999999687,46.142,47.17,45.06,2.1099999999999994,0.9200000000000017,4794623,12230766,2220365,10010401,-1422125
2018-05-06,47.086,48.46,45.51,2.950000000000003,2.950000000000003,47.952,48.94,46.73,2.210000000000001,1.9299999999999997,46.874,48.1,45.28,2.8200000000000003,2.780000000000001,47.686,48.47,46.34,2.1299999999999955,2.029999999999994,1955025,2992311,1271841,1720470,-1720470
2018-05-13,47.858,48.85,46.65,2.200000000000003,-1.8500000000000014,48.44,49.65,46.73,2.9200000000000017,-2.9200000000000017,46.914,48.5,45.32,3.1799999999999997,-3.1799999999999997,47.416000000000004,49.21,45.45,3.759999999999998,-3.759999999999998,2031793,2720448,1639568,1080880,859796
2018-05-20,46.138,46.6,45.75,0.8500000000000014,0.6000000000000014,46.762,46.86,46.61,0.25,-0.00999999999999801,45.792,46.23,45.38,0.8499999999999943,0.8499999999999943,46.39,46.71,45.73,0.980000000000004,0.980000000000004,1100875,1459347,837910,621437,-621437
2018-05-27,46.5675,47.18,46.14,1.0399999999999991,-0.5399999999999991,47.2275,48.17,46.63,1.5399999999999991,-1.5399999999999991,45.995,46.54,45.15,1.3900000000000006,-0.6199999999999974,46.385,47.07,45.71,1.3599999999999994,-0.7199999999999989,1300237,1612255,973823,638432,-638432
2018-06-03,46.764,47.0,46.35,0.6499999999999986,0.29999999999999716,47.222,47.64,46.84,0.7999999999999972,0.769999999999996,46.309999999999995,46.76,46.08,0.6799999999999997,0.21999999999999886,46.952,47.52,46.75,0.7700000000000031,0.720000000000006,1003606,1341809,713387,628422,527464
2018-06-10,46.403999999999996,47.26,45.4,1.8599999999999994,-1.8599999999999994,46.734,47.33,46.0,1.3299999999999983,-1.3299999999999983,45.826,46.39,44.97,1.4200000000000017,-1.4200000000000017,46.13,46.48,45.68,0.7999999999999972,-0.740000000000002,1196716,2019738,684556,1335182,1335182
2018-06-17,45.458,45.73,45.34,0.38999999999999346,0.38999999999999346,45.826,46.19,45.61,0.5799999999999983,-0.18999999999999773,44.910000000000004,45.14,44.46,0.6799999999999997,-0.14999999999999858,45.42,45.83,45.11,0.7199999999999989,-0.7199999999999989,1155445,1934958,592519,1342439,665114
2018-06-24,44.138,44.91,43.67,1.2399999999999949,-0.8099999999999952,44.798,45.42,44.35,1.0700000000000003,0.46000000000000085,43.5,44.07,42.95,1.1199999999999974,0.8100000000000023,44.024,44.61,43.74,0.8699999999999974,0.8699999999999974,976688,1076918,842568,234350,8090
2018-07-01,44.8375,45.63,44.39,1.240000000000002,1.240000000000002,45.4875,46.49,44.83,1.6600000000000037,1.6600000000000037,44.3425,45.52,43.73,1.7900000000000063,1.7900000000000063,45.2275,46.29,44.5,1.7899999999999991,1.7899999999999991,892888,1219956,537508,682448,12944
2018-07-08,46.564,47.76,45.57,2.1899999999999977,-0.9500000000000028,47.03,48.39,45.8,2.5900000000000034,-1.1799999999999997,45.774,47.12,45.01,2.1099999999999994,-0.8999999999999986,46.35,48.3,45.28,3.019999999999996,-1.2700000000000031,1207747,1811394,710509,1100885,36604
2018-07-15,45.373999999999995,45.73,44.94,0.7899999999999991,-0.7899999999999991,45.653999999999996,45.9,45.41,0.490000000000002,-0.4200000000000017,44.926,45.21,44.52,0.6899999999999977,-0.480000000000004,45.274,45.58,44.87,0.7100000000000009,-0.4799999999999969,925770,1161626,790285,371341,-43541
2018-07-22,45.324,46.83,44.53,2.299999999999997,1.8599999999999994,45.93,47.03,45.07,1.9600000000000009,1.9600000000000009,44.552,45.22,43.81,1.4099999999999966,1.4099999999999966,45.316,46.36,44.5,1.8599999999999994,0.8499999999999943,987217,1090171,792889,297282,69758
2018-07-29,49.734,51.75,45.75,6.0,6.0,51.668,54.43,46.02,8.409999999999997,6.919999999999995,48.94,51.18,44.18,7.0,7.0,50.592,52.88,44.25,8.630000000000003,8.630000000000003,2351320,4953212,1308201,3645011,61364
2018-08-05,52.96,53.44,52.41,1.0300000000000011,-0.3300000000000054,53.376,53.67,53.03,0.6400000000000006,-0.1700000000000017,52.506,52.79,52.01,0.7800000000000011,-0.4100000000000037,53.028,53.26,52.67,0.5899999999999963,-0.28000000000000114,1063904,1327768,763661,564107,-321209
2018-08-12,52.33,52.61,52.0,0.6099999999999994,-0.14999999999999858,52.666,52.8,52.42,0.37999999999999545,-0.12999999999999545,51.852,52.19,51.4,0.7899999999999991,-0.12999999999999545,52.364,52.61,51.98,0.6300000000000026,0.45000000000000284,1032650,1308562,530797,777765,-660817
2018-08-19,52.61,53.2,52.0,1.2000000000000028,-0.36999999999999744,53.094,53.63,52.35,1.2800000000000011,-0.44999999999999574,52.166,52.72,51.22,1.5,-0.8999999999999986,52.687999999999995,53.23,51.68,1.5499999999999972,-0.75,755670,1005718,567812,437906,308151
2018-08-26,52.806,53.32,51.75,1.5700000000000003,1.5700000000000003,53.550000000000004,53.89,53.14,0.75,0.75,52.606,53.22,51.75,1.4699999999999989,1.4699999999999989,53.174,53.8,52.47,1.3299999999999983,1.3299999999999983,915531,1001086,771581,229505,-200779
2018-09-02,53.01,53.72,52.48,1.240000000000002,-1.240000000000002,53.435,53.83,53.02,0.8099999999999952,-0.22999999999999687,52.4975,52.95,52.23,0.720000000000006,-0.6200000000000045,52.9025,53.37,52.57,0.7999999999999972,-0.3399999999999963,781667,897573,696372,201201,115033
2018-09-09,54.458,55.39,53.11,2.280000000000001,2.280000000000001,55.288,56.12,54.6,1.519999999999996,1.3999999999999986,54.141999999999996,55.11,53.11,2.0,1.9399999999999977,55.012,55.71,54.32,1.3900000000000006,1.3900000000000006,1109929,1277284,819931,457353,44733
2018-09-16,56.084,56.88,55.51,1.3700000000000045,1.1300000000000026,56.754,58.22,55.97,2.25,2.0,55.812,56.76,55.11,1.6499999999999986,1.6499999999999986,56.484,58.13,55.37,2.760000000000005,2.760000000000005,1141567,1987932,645048,1342884,899844
2018-09-23,57.66,59.11,56.14,2.969999999999999,-1.759999999999998,58.038,59.18,56.4,2.780000000000001,-2.6200000000000045,56.717999999999996,57.8,54.79,3.009999999999998,-3.009999999999998,57.25,58.96,55.82,3.1400000000000006,-3.1400000000000006,1412828,1896061,852416,1043645,92168
2018-09-30,56.282,56.79,55.66,1.1300000000000026,-0.4000000000000057,56.68,57.15,55.8,1.3500000000000014,-0.9100000000000037,54.78,55.99,50.55,5.440000000000005,-5.440000000000005,55.252,56.84,50.58,6.260000000000005,-6.100000000000001,1138189,2201696,698119,1503577,1400940
2018-10-07,47.616,50.2,44.63,5.57,-5.57,48.176,50.53,45.19,5.340000000000003,-5.340000000000003,46.108000000000004,49.35,43.34,6.009999999999998,-5.560000000000002,46.54,49.99,43.66,6.330000000000005,-5.270000000000003,1721003,2192337,1033624,1158713,727046
2018-10-14,45.65,47.16,44.46,2.6999999999999957,-0.17999999999999972,45.876,47.65,44.62,3.030000000000001,-0.060000000000002274,44.332,45.63,43.23,2.4000000000000057,-0.13000000000000256,44.79,46.44,43.3,3.1400000000000006,-0.7800000000000011,1608577,2398801,950903,1447898,-1198427
2018-10-21,42.306,43.41,41.0,2.4099999999999966,-2.4099999999999966,43.568,45.05,42.14,2.9099999999999966,-2.9099999999999966,41.326,42.51,39.83,2.6799999999999997,-2.6799999999999997,42.156,43.2,41.24,1.9600000000000009,-1.9600000000000009,1356736,1702509,1051694,650815,508218
2018-10-28,42.314,46.67,37.0,9.670000000000002,4.780000000000001,44.718,47.69,42.03,5.659999999999997,4.909999999999997,41.266,45.66,36.16,9.5,6.659999999999997,43.472,46.57,39.61,6.960000000000001,6.960000000000001,2737104,4817477,2145662,2671815,-116126
2018-11-04,46.376,47.31,44.85,2.460000000000001,-0.23000000000000398,47.032000000000004,47.65,46.38,1.269999999999996,-0.36999999999999744,45.403999999999996,46.57,44.64,1.9299999999999997,0.060000000000002274,46.19,47.42,45.0,2.4200000000000017,0.060000000000002274,1199920,1485627,809582,676045,-456508
