Date,PEPStock_Open_average,PEPStock_Open_max,PEPStock_Open_min,PEPStock_Open_volatility,PEPStock_Open_change,PEPStock_High_average,PEPStock_High_max,PEPStock_High_min,PEPStock_High_volatility,PEPStock_High_change,PEPStock_Low_average,PEPStock_Low_max,PEPStock_Low_min,PEPStock_Low_volatility,PEPStock_Low_change,PEPStock_Close_average,PEPStock_Close_max,PEPStock_Close_min,PEPStock_Close_volatility,PEPStock_Close_change,PEPStock_Volume_average,PEPStock_Volume_max,PEPStock_Volume_min,PEPStock_Volume_volatility,PEPStock_Volume_change
2018-01-14,118.515,119.48,117.2,2.280000000000001,2.280000000000001,119.705,120.68,118.35,2.3300000000000125,2.3300000000000125,118.1325,118.65,117.03,1.6200000000000045,1.6099999999999994,119.065,120.17,117.86,2.3100000000000023,2.3100000000000023,5428858,6221784,4554561,1667223,1066173
2018-01-21,120.726,121.24,120.1,1.1400000000000006,0.5100000000000051,121.82600000000001,122.51,121.45,1.0600000000000023,-0.009999999999990905,120.52799999999999,120.85,120.0,0.8499999999999943,0.6099999999999994,121.322,121.76,120.9,0.8599999999999994,0.25,3599504,4308565,2713029,1595536,-314713
2018-01-28,120.146,121.38,119.68,1.6999999999999886,-1.4699999999999989,121.08,122.16,120.28,1.8799999999999955,-1.8799999999999955,119.268,119.65,118.4,1.25,-1.25,119.766,120.3,118.67,1.6299999999999955,-1.0,3930500,4945184,3348919,1596265,-505805
2018-02-04,113.898,118.57,110.81,7.759999999999991,-7.759999999999991,115.018,119.66,111.99,7.670000000000002,-7.670000000000002,111.256,114.41,108.88,5.530000000000001,-5.530000000000001,112.57000000000001,114.46,110.15,4.309999999999988,-3.279999999999987,5426340,6643066,4907893,1735173,-45955
2018-02-11,111.232,112.0,109.53,2.469999999999999,-0.8400000000000034,112.012,112.75,111.04,1.7099999999999937,-1.0499999999999972,109.796,111.06,108.72,2.3400000000000034,-1.2999999999999972,111.042,112.14,109.11,3.030000000000001,-0.8700000000000045,5688088,7702711,4759243,2943468,819266
2018-02-18,109.5,110.96,108.33,2.6299999999999955,-1.5999999999999943,110.21000000000001,110.98,109.84,1.1400000000000006,-0.9300000000000068,108.4675,109.34,107.94,1.4000000000000057,-0.7700000000000102,109.105,109.68,108.0,1.6800000000000068,0.20000000000000284,4623158,5394741,3835520,1559221,924905
2018-02-25,109.886,111.19,107.91,3.280000000000001,-2.210000000000008,110.82,112.08,109.32,2.760000000000005,-1.8500000000000085,109.112,110.71,107.24,3.469999999999999,-2.1299999999999955,109.744,110.94,108.12,2.819999999999993,-1.8999999999999915,5636005,6896334,4638876,2257458,-451793
2018-03-04,109.80199999999999,112.27,108.46,3.8100000000000023,3.8100000000000023,110.79599999999999,112.57,109.6,2.969999999999999,2.969999999999999,109.258,111.64,108.02,3.6200000000000045,3.6200000000000045,110.694,112.54,109.43,3.1099999999999994,3.1099999999999994,4178676,5437692,3380798,2056894,-101154
2018-03-11,112.814,113.57,112.33,1.2399999999999949,-0.1700000000000017,113.44200000000001,113.9,113.09,0.8100000000000023,0.10999999999999943,112.054,112.72,111.58,1.1400000000000006,-0.5,112.518,113.6,111.64,1.9599999999999937,-1.1099999999999994,4958582,7730790,3906797,3823993,3221156
2018-03-18,109.766,111.65,108.09,3.5600000000000023,-3.5600000000000023,110.356,111.99,108.74,3.25,-3.25,108.42999999999999,110.05,105.94,4.109999999999999,-4.109999999999999,108.618,110.36,106.15,4.209999999999994,-4.209999999999994,4120429,4873324,3319048,1554276,656640
2018-03-25,108.0425,110.12,106.68,3.4399999999999977,3.4399999999999977,109.195,110.66,107.47,3.1899999999999977,3.1899999999999977,107.3925,108.97,106.09,2.8799999999999955,2.8799999999999955,108.19500000000001,109.18,106.81,2.3700000000000045,2.3400000000000034,4849555,6412990,3829547,2583443,-289872
2018-04-01,108.85600000000001,110.43,107.39,3.0400000000000063,1.4399999999999977,110.128,111.18,108.53,2.6500000000000057,1.7600000000000051,107.758,109.75,106.44,3.3100000000000023,2.3299999999999983,109.05799999999999,110.57,107.05,3.519999999999996,2.25,4114703,4698983,3275716,1423267,-746330
2018-04-08,109.13199999999999,109.74,108.57,1.1700000000000017,-0.6900000000000119,109.818,110.45,109.46,0.9900000000000091,-0.9900000000000091,108.582,108.92,108.27,0.6500000000000057,-0.2600000000000051,109.006,109.4,108.31,1.0900000000000034,-0.11999999999999034,2993481,4000221,2619974,1380247,208278
2018-04-15,107.914,109.75,105.45,4.299999999999997,-4.299999999999997,108.324,110.64,105.6,5.040000000000006,-5.040000000000006,106.262,109.52,102.27,7.25,-7.25,106.764,109.92,102.48,7.439999999999998,-7.439999999999998,5857482,8649951,2769769,5880182,5880182
