Date,Vanguard Emerging Markets Government BondEtf_Open_average,Vanguard Emerging Markets Government BondEtf_Open_max,Vanguard Emerging Markets Government BondEtf_Open_min,Vanguard Emerging Markets Government BondEtf_Open_volatility,Vanguard Emerging Markets Government BondEtf_Open_change,Vanguard Emerging Markets Government BondEtf_High_average,Vanguard Emerging Markets Government BondEtf_High_max,Vanguard Emerging Markets Government BondEtf_High_min,Vanguard Emerging Markets Government BondEtf_High_volatility,Vanguard Emerging Markets Government BondEtf_High_change,Vanguard Emerging Markets Government BondEtf_Low_average,Vanguard Emerging Markets Government BondEtf_Low_max,Vanguard Emerging Markets Government BondEtf_Low_min,Vanguard Emerging Markets Government BondEtf_Low_volatility,Vanguard Emerging Markets Government BondEtf_Low_change,Vanguard Emerging Markets Government BondEtf_Close_average,Vanguard Emerging Markets Government BondEtf_Close_max,Vanguard Emerging Markets Government BondEtf_Close_min,Vanguard Emerging Markets Government BondEtf_Close_volatility,Vanguard Emerging Markets Government BondEtf_Close_change
2018-01-14,79.8,79.8,79.8,0.0,0.0,79.96,79.96,79.96,0.0,0.0,79.79,79.79,79.79,0.0,0.0,79.83,79.83,79.83,0.0,0.0
2018-01-21,80.18,80.18,80.18,0.0,0.0,80.26,80.26,80.26,0.0,0.0,80.05,80.05,80.05,0.0,0.0,80.26,80.26,80.26,0.0,0.0
2018-01-28,79.47,79.47,79.47,0.0,0.0,79.47,79.47,79.47,0.0,0.0,79.06,79.06,79.06,0.0,0.0,79.13,79.13,79.13,0.0,0.0
2018-02-04,78.16,78.16,78.16,0.0,0.0,78.18,78.18,78.18,0.0,0.0,77.55,77.55,77.55,0.0,0.0,77.94,77.94,77.94,0.0,0.0
2018-02-11,78.37,78.37,78.37,0.0,0.0,78.56,78.56,78.56,0.0,0.0,78.26,78.26,78.26,0.0,0.0,78.41,78.41,78.41,0.0,0.0
2018-02-18,78.15,78.15,78.15,0.0,0.0,78.39,78.39,78.39,0.0,0.0,78.01,78.01,78.01,0.0,0.0,78.37,78.37,78.37,0.0,0.0
2018-02-25,78.0,78.0,78.0,0.0,0.0,78.16,78.16,78.16,0.0,0.0,77.84,77.84,77.84,0.0,0.0,78.09,78.09,78.09,0.0,0.0
2018-03-04,78.07,78.07,78.07,0.0,0.0,78.22,78.22,78.22,0.0,0.0,78.0,78.0,78.0,0.0,0.0,78.1,78.1,78.1,0.0,0.0
2018-03-11,78.05,78.05,78.05,0.0,0.0,78.16,78.16,78.16,0.0,0.0,77.99,77.99,77.99,0.0,0.0,78.11,78.11,78.11,0.0,0.0
2018-03-18,77.7,77.7,77.7,0.0,0.0,77.77,77.77,77.77,0.0,0.0,77.55,77.55,77.55,0.0,0.0,77.55,77.55,77.55,0.0,0.0
2018-03-25,78.25,78.25,78.25,0.0,0.0,78.45,78.45,78.45,0.0,0.0,78.16,78.16,78.16,0.0,0.0,78.45,78.45,78.45,0.0,0.0
2018-04-01,78.2,78.2,78.2,0.0,0.0,78.25,78.25,78.25,0.0,0.0,78.02,78.02,78.02,0.0,0.0,78.15,78.15,78.15,0.0,0.0
2018-04-08,78.02,78.02,78.02,0.0,0.0,78.11,78.11,78.11,0.0,0.0,77.97,77.97,77.97,0.0,0.0,78.05,78.05,78.05,0.0,0.0
2018-04-15,77.59,77.59,77.59,0.0,0.0,77.6,77.6,77.6,0.0,0.0,77.36,77.36,77.36,0.0,0.0,77.41,77.41,77.41,0.0,0.0
2018-04-22,77.07,77.07,77.07,0.0,0.0,77.21,77.21,77.21,0.0,0.0,77.06,77.06,77.06,0.0,0.0,77.21,77.21,77.21,0.0,0.0
2018-04-29,75.89,75.89,75.89,0.0,0.0,76.23,76.23,76.23,0.0,0.0,75.89,75.89,75.89,0.0,0.0,76.22,76.22,76.22,0.0,0.0
2018-05-06,76.38,76.38,76.38,0.0,0.0,76.59,76.59,76.59,0.0,0.0,76.32,76.32,76.32,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2018-05-13,75.5,75.5,75.5,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2018-05-20,76.58,76.58,76.58,0.0,0.0,76.82,76.82,76.82,0.0,0.0,76.51,76.51,76.51,0.0,0.0,76.79,76.79,76.79,0.0,0.0
2018-05-27,75.72,75.72,75.72,0.0,0.0,75.95,75.95,75.95,0.0,0.0,75.62,75.62,75.62,0.0,0.0,75.7,75.7,75.7,0.0,0.0
2018-06-03,75.45,75.45,75.45,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2018-06-10,74.87,74.87,74.87,0.0,0.0,75.24,75.24,75.24,0.0,0.0,74.87,74.87,74.87,0.0,0.0,75.12,75.12,75.12,0.0,0.0
2018-06-17,75.54,75.54,75.54,0.0,0.0,75.65,75.65,75.65,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2018-06-24,75.59,75.59,75.59,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.3,75.3,75.3,0.0,0.0,75.3,75.3,75.3,0.0,0.0
2018-07-01,75.85,75.85,75.85,0.0,0.0,76.09,76.09,76.09,0.0,0.0,75.52,75.52,75.52,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2018-07-08,76.29,76.29,76.29,0.0,0.0,76.55,76.55,76.55,0.0,0.0,76.28,76.28,76.28,0.0,0.0,76.51,76.51,76.51,0.0,0.0
2018-07-15,76.42,76.42,76.42,0.0,0.0,76.47,76.47,76.47,0.0,0.0,76.18,76.18,76.18,0.0,0.0,76.34,76.34,76.34,0.0,0.0
2018-07-22,76.62,76.62,76.62,0.0,0.0,76.74,76.74,76.74,0.0,0.0,76.6,76.6,76.6,0.0,0.0,76.6,76.6,76.6,0.0,0.0
2018-07-29,75.89,75.89,75.89,0.0,0.0,76.01,76.01,76.01,0.0,0.0,75.85,75.85,75.85,0.0,0.0,75.97,75.97,75.97,0.0,0.0
2018-08-05,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0,74.95,74.95,74.95,0.0,0.0,75.0,75.0,75.0,0.0,0.0
2018-08-12,75.13,75.13,75.13,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.13,75.13,75.13,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2018-08-19,75.51,75.51,75.51,0.0,0.0,75.66,75.66,75.66,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.6,75.6,75.6,0.0,0.0
2018-08-26,74.8,74.8,74.8,0.0,0.0,75.1,75.1,75.1,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2018-09-02,74.62,74.62,74.62,0.0,0.0,74.7,74.7,74.7,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.62,74.62,74.62,0.0,0.0
2018-09-09,75.1,75.1,75.1,0.0,0.0,75.23,75.23,75.23,0.0,0.0,74.91,74.91,74.91,0.0,0.0,75.13,75.13,75.13,0.0,0.0
2018-09-16,75.28,75.28,75.28,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.27,75.27,75.27,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2018-09-23,75.88,75.88,75.88,0.0,0.0,75.94,75.94,75.94,0.0,0.0,75.8,75.8,75.8,0.0,0.0,75.83,75.83,75.83,0.0,0.0
2018-09-30,74.8,74.8,74.8,0.0,0.0,74.9,74.9,74.9,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.67,74.67,74.67,0.0,0.0
2018-10-07,74.87,74.87,74.87,0.0,0.0,74.98,74.98,74.98,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.89,74.89,74.89,0.0,0.0
2018-10-14,74.76,74.76,74.76,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.6,74.6,74.6,0.0,0.0,74.66,74.66,74.66,0.0,0.0
2018-10-21,74.64,74.64,74.64,0.0,0.0,74.73,74.73,74.73,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2018-10-28,74.49,74.49,74.49,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.25,74.25,74.25,0.0,0.0,74.38,74.38,74.38,0.0,0.0
2018-11-04,74.21,74.21,74.21,0.0,0.0,74.29,74.29,74.29,0.0,0.0,74.07,74.07,74.07,0.0,0.0,74.2,74.2,74.2,0.0,0.0
