Date,MPWRStock_Open_average,MPWRStock_Open_max,MPWRStock_Open_min,MPWRStock_Open_volatility,MPWRStock_Open_change,MPWRStock_High_average,MPWRStock_High_max,MPWRStock_High_min,MPWRStock_High_volatility,MPWRStock_High_change,MPWRStock_Low_average,MPWRStock_Low_max,MPWRStock_Low_min,MPWRStock_Low_volatility,MPWRStock_Low_change,MPWRStock_Close_average,MPWRStock_Close_max,MPWRStock_Close_min,MPWRStock_Close_volatility,MPWRStock_Close_change,MPWRStock_Volume_average,MPWRStock_Volume_max,MPWRStock_Volume_min,MPWRStock_Volume_volatility,MPWRStock_Volume_change
2018-01-14,121.37,123.75,120.0,3.75,-3.75,122.1725,124.44,120.63,3.8100000000000023,-3.8100000000000023,119.365,119.77,118.6,1.1700000000000017,-1.1700000000000017,120.02000000000001,120.51,119.68,0.8299999999999983,0.0899999999999892,361363,542921,283270,259651,20704
2018-01-21,119.948,121.53,118.84,2.6899999999999977,-0.8999999999999915,121.81,122.45,121.19,1.2600000000000051,1.2600000000000051,118.486,119.22,117.25,1.9699999999999989,-1.4099999999999966,120.26,122.42,117.58,4.840000000000003,2.230000000000004,337784,384755,223880,160875,-160875
2018-01-28,120.01,121.55,118.09,3.4599999999999937,-2.6799999999999926,121.68599999999999,123.44,118.99,4.450000000000003,-4.450000000000003,118.168,120.67,114.92,5.75,-5.75,119.33800000000001,122.76,115.04,7.719999999999999,-7.719999999999999,269196,337342,172454,164888,30168
2018-02-04,109.766,113.58,105.0,8.579999999999998,-8.549999999999997,113.508,116.03,110.7,5.329999999999998,-3.7900000000000063,106.274,109.96,103.14,6.819999999999993,-4.5,109.496,114.04,103.82,10.220000000000013,0.539999999999992,650003,1038128,384170,653958,530760
2018-02-11,111.718,115.87,108.71,7.160000000000011,5.070000000000007,113.684,117.99,110.04,7.949999999999989,7.179999999999993,110.19,115.87,107.02,8.850000000000009,8.070000000000007,113.208,117.0,109.91,7.090000000000003,7.090000000000003,441408,667249,329346,337903,-255543
2018-02-18,118.07249999999999,120.33,116.44,3.8900000000000006,1.3900000000000006,119.4575,120.62,118.22,2.4000000000000057,-1.4899999999999949,116.42,117.08,116.0,1.0799999999999983,0.4000000000000057,118.02,119.68,117.16,2.5200000000000102,-1.6300000000000097,295675,417103,223403,193700,-193700
2018-02-25,117.82600000000001,119.83,114.34,5.489999999999995,-4.319999999999993,119.43599999999999,121.11,117.73,3.3799999999999955,-1.3999999999999915,116.388,118.37,113.64,4.730000000000004,-4.6299999999999955,117.876,119.82,115.77,4.049999999999997,-1.6699999999999875,243842,455599,156431,299168,38179
2018-03-04,119.118,121.0,117.14,3.8599999999999994,3.8599999999999994,120.92,125.0,119.2,5.799999999999997,5.799999999999997,118.358,120.84,116.42,4.420000000000002,4.420000000000002,120.312,124.87,118.42,6.450000000000003,6.450000000000003,265680,381150,223244,157906,45132
2018-03-11,124.648,126.25,123.73,2.519999999999996,-1.2600000000000051,125.756,127.61,124.52,3.0900000000000034,-1.4300000000000068,123.03399999999999,124.27,122.27,2.0,-1.2999999999999972,124.10600000000001,125.51,123.2,2.3100000000000023,-0.7900000000000063,272479,488608,165039,323569,274020
2018-03-18,123.1,124.88,120.08,4.799999999999997,-3.75,124.32000000000001,127.4,120.28,7.1200000000000045,-4.010000000000005,120.062,124.01,114.82,9.190000000000012,-4.980000000000004,121.696,125.39,114.89,10.5,-8.170000000000002,315207,352911,238509,114402,14651
