Date,WBAStock_Open_average,WBAStock_Open_max,WBAStock_Open_min,WBAStock_Open_volatility,WBAStock_Open_change,WBAStock_High_average,WBAStock_High_max,WBAStock_High_min,WBAStock_High_volatility,WBAStock_High_change,WBAStock_Low_average,WBAStock_Low_max,WBAStock_Low_min,WBAStock_Low_volatility,WBAStock_Low_change,WBAStock_Close_average,WBAStock_Close_max,WBAStock_Close_min,WBAStock_Close_volatility,WBAStock_Close_change,WBAStock_Volume_average,WBAStock_Volume_max,WBAStock_Volume_min,WBAStock_Volume_volatility,WBAStock_Volume_change
2018-01-14,76.125,76.63,75.59,1.039999999999992,-0.6200000000000045,76.5325,76.65,76.35,0.30000000000001137,-0.10999999999999943,75.705,75.92,75.53,0.39000000000000057,-0.14000000000000057,76.07,76.47,75.78,0.6899999999999977,0.4399999999999977,5446327,6849303,4587098,2262205,2098005
2018-01-21,77.446,78.5,76.64,1.8599999999999994,1.8599999999999994,78.024,79.2,77.21,1.990000000000009,1.7600000000000051,77.0,78.03,76.2,1.8299999999999983,1.6099999999999994,77.834,79.15,77.02,2.1300000000000097,1.75,3881088,4118309,3619597,498712,264961
2018-01-28,76.844,79.15,74.53,4.6200000000000045,-3.2700000000000102,77.874,80.68,76.24,4.440000000000012,-4.440000000000012,75.288,79.09,73.34,5.75,-5.75,76.256,80.27,73.56,6.709999999999994,-6.709999999999994,7285942,11214271,5198419,6015852,775078
2018-02-04,70.886,73.54,68.88,4.660000000000011,-4.660000000000011,72.152,74.22,69.3,4.920000000000002,-4.920000000000002,68.864,71.16,66.34,4.819999999999993,-3.9799999999999898,70.086,71.79,68.22,3.5700000000000074,-1.970000000000013,6498278,7292534,4328790,2963744,206667
2018-02-11,68.614,69.99,67.6,2.3900000000000006,1.3699999999999903,70.082,71.37,69.3,2.0700000000000074,1.9300000000000068,68.238,69.94,67.48,2.4599999999999937,2.069999999999993,69.188,70.92,68.29,2.6299999999999955,2.460000000000008,5105712,6791569,3997992,2793577,625651
2018-02-18,70.44749999999999,70.93,69.72,1.210000000000008,-0.5,70.9175,71.72,70.17,1.5499999999999972,-1.2199999999999989,69.5325,70.19,69.09,1.0999999999999943,-1.0999999999999943,70.1425,70.91,69.63,1.2800000000000011,-0.5499999999999972,4538819,5581148,3116357,2464791,-2464791
2018-02-25,69.848,70.79,69.06,1.730000000000004,-0.9000000000000057,70.714,71.12,70.01,1.1099999999999994,0.060000000000002274,69.016,69.5,68.51,0.9899999999999949,-0.06999999999999318,69.882,70.6,68.89,1.7099999999999937,-0.01999999999999602,5936178,8173142,3223398,4949744,1458747
2018-03-04,69.776,70.55,69.22,1.3299999999999983,-0.8200000000000074,70.464,70.69,70.16,0.5300000000000011,0.01999999999999602,68.854,69.39,68.5,0.8900000000000006,-0.8100000000000023,69.882,70.6,68.97,1.6299999999999955,0.04999999999999716,4958609,7464715,4003704,3461011,-3461011
2018-03-11,69.514,70.65,67.69,2.960000000000008,-2.960000000000008,69.894,71.18,68.11,3.0700000000000074,-3.0700000000000074,68.34,69.95,67.08,2.8700000000000045,-2.780000000000001,68.702,70.15,67.38,2.7700000000000102,-2.5800000000000125,6029693,10308161,4515512,5792649,5543701
2018-03-18,66.398,67.47,65.79,1.6799999999999926,-1.4099999999999966,67.144,67.69,66.75,0.9399999999999977,-0.9399999999999977,65.658,66.22,65.36,0.8599999999999994,-0.8599999999999994,66.04,66.62,65.43,1.1899999999999977,-1.1899999999999977,4808345,6273512,4230053,2043459,1772974
