Date,PowerShares DWA Basic Materials Momentum PortfolioEtf_Open_average,PowerShares DWA Basic Materials Momentum PortfolioEtf_Open_max,PowerShares DWA Basic Materials Momentum PortfolioEtf_Open_min,PowerShares DWA Basic Materials Momentum PortfolioEtf_Open_volatility,PowerShares DWA Basic Materials Momentum PortfolioEtf_Open_change,PowerShares DWA Basic Materials Momentum PortfolioEtf_High_average,PowerShares DWA Basic Materials Momentum PortfolioEtf_High_max,PowerShares DWA Basic Materials Momentum PortfolioEtf_High_min,PowerShares DWA Basic Materials Momentum PortfolioEtf_High_volatility,PowerShares DWA Basic Materials Momentum PortfolioEtf_High_change,PowerShares DWA Basic Materials Momentum PortfolioEtf_Low_average,PowerShares DWA Basic Materials Momentum PortfolioEtf_Low_max,PowerShares DWA Basic Materials Momentum PortfolioEtf_Low_min,PowerShares DWA Basic Materials Momentum PortfolioEtf_Low_volatility,PowerShares DWA Basic Materials Momentum PortfolioEtf_Low_change,PowerShares DWA Basic Materials Momentum PortfolioEtf_Close_average,PowerShares DWA Basic Materials Momentum PortfolioEtf_Close_max,PowerShares DWA Basic Materials Momentum PortfolioEtf_Close_min,PowerShares DWA Basic Materials Momentum PortfolioEtf_Close_volatility,PowerShares DWA Basic Materials Momentum PortfolioEtf_Close_change
2019-02-17,61.99,61.99,61.99,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2019-02-24,61.1,61.1,61.1,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.98,60.98,60.98,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2019-03-03,58.53,58.53,58.53,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2019-03-10,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-03-17,58.64,58.64,58.64,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.03,58.03,58.03,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2019-03-24,58.77,58.77,58.77,0.0,0.0,59.26,59.26,59.26,0.0,0.0,58.77,58.77,58.77,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2019-03-31,61.42,61.42,61.42,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2019-04-07,61.19,61.19,61.19,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2019-04-14,61.18,61.18,61.18,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2019-04-21,60.46,60.46,60.46,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2019-04-28,59.14,59.14,59.14,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2019-05-05,57.63,57.63,57.63,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.08,57.08,57.08,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2019-05-12,56.44,56.44,56.44,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2019-05-19,54.53,54.53,54.53,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2019-05-26,53.09,53.09,53.09,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2019-06-02,57.13,57.13,57.13,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2019-06-09,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2019-06-16,59.32,59.32,59.32,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2019-06-23,60.18,60.18,60.18,0.0,0.0,60.18,60.18,60.18,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-06-30,60.35,60.35,60.35,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-07-07,58.73,58.73,58.73,0.0,0.0,59.62,59.62,59.62,0.0,0.0,58.73,58.73,58.73,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2019-07-14,59.07,59.07,59.07,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.07,59.07,59.07,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2019-07-21,59.94,59.94,59.94,0.0,0.0,60.27,60.27,60.27,0.0,0.0,59.94,59.94,59.94,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2019-07-28,58.27,58.27,58.27,0.0,0.0,58.36,58.36,58.36,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2019-08-04,57.31,57.31,57.31,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.26,57.26,57.26,0.0,0.0
2019-08-11,55.37,55.37,55.37,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2019-08-18,55.09,55.09,55.09,0.0,0.0,55.4,55.4,55.4,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.22,54.22,54.22,0.0,0.0
2019-08-25,55.87,55.87,55.87,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-09-01,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2019-09-08,60.0,60.0,60.0,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.91,59.91,59.91,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2019-09-15,59.44,59.44,59.44,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2019-09-22,58.01,58.01,58.01,0.0,0.0,58.49,58.49,58.49,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2019-09-29,56.23,56.23,56.23,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2019-10-06,57.23,57.23,57.23,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2019-10-13,57.08,57.08,57.08,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2019-10-20,58.45,58.45,58.45,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2019-10-27,58.4,58.4,58.4,0.0,0.0,59.55,59.55,59.55,0.0,0.0,58.4,58.4,58.4,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2019-11-03,61.87,61.87,61.87,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2019-11-10,61.09,61.09,61.09,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2019-11-17,59.86,59.86,59.86,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2019-11-24,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-12-01,60.55,60.55,60.55,0.0,0.0,61.37,61.37,61.37,0.0,0.0,60.55,60.55,60.55,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2019-12-08,62.0,62.0,62.0,0.0,0.0,62.11,62.11,62.11,0.0,0.0,61.93,61.93,61.93,0.0,0.0,61.94,61.94,61.94,0.0,0.0
2019-12-15,62.47,62.47,62.47,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2019-12-22,63.12,63.12,63.12,0.0,0.0,63.12,63.12,63.12,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2019-12-29,61.65,61.65,61.65,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2020-01-05,60.71,60.71,60.71,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.31,60.31,60.31,0.0,0.0
2020-01-12,61.82,61.82,61.82,0.0,0.0,61.82,61.82,61.82,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2020-01-19,59.77,59.77,59.77,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2020-01-26,58.33,58.33,58.33,0.0,0.0,58.33,58.33,58.33,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2020-02-02,59.35,59.35,59.35,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2020-02-09,60.17,60.17,60.17,0.0,0.0,60.18,60.18,60.18,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2020-02-16,59.8,59.8,59.8,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2020-02-23,51.09,51.09,51.09,0.0,0.0,52.0,52.0,52.0,0.0,0.0,50.78,50.78,50.78,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2020-03-01,51.27,51.27,51.27,0.0,0.0,51.39,51.39,51.39,0.0,0.0,50.76,50.76,50.76,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2020-03-08,42.09,42.09,42.09,0.0,0.0,42.15,42.15,42.15,0.0,0.0,39.45,39.45,39.45,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2020-03-15,37.67,37.67,37.67,0.0,0.0,37.79,37.79,37.79,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2020-03-22,39.76,39.76,39.76,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2020-03-29,39.02,39.02,39.02,0.0,0.0,39.73,39.73,39.73,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2020-04-05,45.27,45.27,45.27,0.0,0.0,46.75,46.75,46.75,0.0,0.0,45.27,45.27,45.27,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2020-04-12,44.78,44.78,44.78,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2020-04-19,44.69,44.69,44.69,0.0,0.0,45.41,45.41,45.41,0.0,0.0,44.69,44.69,44.69,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2020-04-26,49.09,49.09,49.09,0.0,0.0,49.09,49.09,49.09,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2020-05-03,47.0,47.0,47.0,0.0,0.0,48.46,48.46,48.46,0.0,0.0,47.0,47.0,47.0,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2020-05-10,45.24,45.24,45.24,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2020-05-17,48.34,48.34,48.34,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2020-05-24,50.25,50.25,50.25,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2020-05-31,55.65,55.65,55.65,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2020-06-07,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2020-06-14,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0,50.66,50.66,50.66,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2020-06-21,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2020-06-28,52.04,52.04,52.04,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2020-07-05,52.02,52.02,52.02,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.02,52.02,52.02,0.0,0.0
