Date,iShares Core 10Y US BdEtf_Open_average,iShares Core 10Y US BdEtf_Open_max,iShares Core 10Y US BdEtf_Open_min,iShares Core 10Y US BdEtf_Open_volatility,iShares Core 10Y US BdEtf_Open_change,iShares Core 10Y US BdEtf_High_average,iShares Core 10Y US BdEtf_High_max,iShares Core 10Y US BdEtf_High_min,iShares Core 10Y US BdEtf_High_volatility,iShares Core 10Y US BdEtf_High_change,iShares Core 10Y US BdEtf_Low_average,iShares Core 10Y US BdEtf_Low_max,iShares Core 10Y US BdEtf_Low_min,iShares Core 10Y US BdEtf_Low_volatility,iShares Core 10Y US BdEtf_Low_change,iShares Core 10Y US BdEtf_Close_average,iShares Core 10Y US BdEtf_Close_max,iShares Core 10Y US BdEtf_Close_min,iShares Core 10Y US BdEtf_Close_volatility,iShares Core 10Y US BdEtf_Close_change
2018-01-14,63.5,63.5,63.5,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2018-01-21,63.88,63.88,63.88,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2018-01-28,62.42,62.42,62.42,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.01,62.01,62.01,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2018-02-04,60.99,60.99,60.99,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2018-02-11,61.46,61.46,61.46,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2018-02-18,60.99,60.99,60.99,0.0,0.0,61.14,61.14,61.14,0.0,0.0,60.9,60.9,60.9,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2018-02-25,60.9,60.9,60.9,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2018-03-04,60.67,60.67,60.67,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.69,60.69,60.69,0.0,0.0
2018-03-11,61.06,61.06,61.06,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.17,61.17,61.17,0.0,0.0
2018-03-18,60.71,60.71,60.71,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2018-03-25,61.59,61.59,61.59,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2018-04-01,61.4,61.4,61.4,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.61,61.61,61.61,0.0,0.0
2018-04-08,61.4,61.4,61.4,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-04-15,60.64,60.64,60.64,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2018-04-22,60.15,60.15,60.15,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2018-04-29,59.78,59.78,59.78,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2018-05-06,60.2,60.2,60.2,0.0,0.0,60.21,60.21,60.21,0.0,0.0,59.97,59.97,59.97,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2018-05-13,59.13,59.13,59.13,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.14,59.14,59.14,0.0,0.0
2018-05-20,60.14,60.14,60.14,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2018-05-27,60.14,60.14,60.14,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2018-06-03,59.74,59.74,59.74,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2018-06-10,60.04,60.04,60.04,0.0,0.0,60.21,60.21,60.21,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2018-06-17,59.66,59.66,59.66,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.61,59.61,59.61,0.0,0.0
2018-06-24,60.04,60.04,60.04,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2018-07-01,60.5,60.5,60.5,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2018-07-08,60.81,60.81,60.81,0.0,0.0,61.03,61.03,61.03,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.98,60.98,60.98,0.0,0.0
2018-07-15,60.69,60.69,60.69,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2018-07-22,60.3,60.3,60.3,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2018-07-29,59.8,59.8,59.8,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.8,59.8,59.8,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2018-08-05,60.12,60.12,60.12,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2018-08-12,60.63,60.63,60.63,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.56,60.56,60.56,0.0,0.0
