Date,MAGStock_Open_average,MAGStock_Open_max,MAGStock_Open_min,MAGStock_Open_volatility,MAGStock_Open_change,MAGStock_High_average,MAGStock_High_max,MAGStock_High_min,MAGStock_High_volatility,MAGStock_High_change,MAGStock_Low_average,MAGStock_Low_max,MAGStock_Low_min,MAGStock_Low_volatility,MAGStock_Low_change,MAGStock_Close_average,MAGStock_Close_max,MAGStock_Close_min,MAGStock_Close_volatility,MAGStock_Close_change,MAGStock_Volume_average,MAGStock_Volume_max,MAGStock_Volume_min,MAGStock_Volume_volatility,MAGStock_Volume_change
2018-01-14,12.094999999999999,12.37,11.61,0.7599999999999998,-0.7599999999999998,12.1875,12.37,11.8,0.5699999999999985,-0.5699999999999985,11.8075,12.11,11.51,0.5999999999999996,-0.5700000000000003,11.912500000000001,12.32,11.55,0.7699999999999996,-0.6899999999999995,50044,60798,37575,23223,-2984
2018-01-21,11.794,12.31,11.4,0.9100000000000001,-0.05000000000000071,11.922,12.31,11.63,0.6799999999999997,0.049999999999998934,11.486,11.74,11.3,0.4399999999999995,-0.0600000000000005,11.656,12.17,11.42,0.75,-0.02999999999999936,56029,99608,24170,75438,-8790
2018-01-28,10.799999999999999,11.29,10.49,0.7999999999999989,-0.7999999999999989,10.932,11.45,10.51,0.9399999999999995,-0.9399999999999995,10.534,10.85,10.18,0.6699999999999999,-0.6699999999999999,10.61,10.85,10.18,0.6699999999999999,-0.6699999999999999,75642,116326,37703,78623,-35226
2018-02-04,10.134,10.51,9.81,0.6999999999999993,-0.33999999999999986,10.33,10.67,9.9,0.7699999999999996,-0.7699999999999996,9.902,10.21,9.29,0.9200000000000017,-0.8600000000000012,10.038,10.57,9.49,1.08,-1.08,69890,89108,53620,35488,-15145
2018-02-11,10.256,10.84,9.43,1.4100000000000001,1.4100000000000001,10.638,10.91,10.19,0.7200000000000006,0.7100000000000009,10.136,10.6,9.43,1.17,1.120000000000001,10.504,10.91,9.99,0.9199999999999999,0.7200000000000006,36151,79842,9448,70394,-39796
2018-02-18,10.4325,10.68,10.25,0.4299999999999997,-0.1999999999999993,10.635000000000002,10.88,10.47,0.41000000000000014,-0.23000000000000043,10.285,10.35,10.23,0.11999999999999922,-0.09999999999999964,10.3975,10.59,10.3,0.28999999999999915,-0.23000000000000043,48832,69447,33729,35718,-15480
2018-02-25,10.39,10.5,10.27,0.23000000000000043,-0.08000000000000007,10.508,10.7,10.35,0.34999999999999964,0.0,10.192,10.33,10.09,0.2400000000000002,-0.17999999999999972,10.336,10.47,10.11,0.3600000000000012,-0.27000000000000135,43942,66949,21819,45130,18788
2018-03-04,10.148,10.3,9.9,0.40000000000000036,-0.3200000000000003,10.254,10.48,10.08,0.40000000000000036,-0.14000000000000057,10.008,10.22,9.86,0.3600000000000012,-0.08999999999999986,10.094,10.4,9.94,0.46000000000000085,-0.08999999999999986,33355,55151,23715,31436,-26695
2018-03-11,10.568,10.89,9.94,0.9500000000000011,0.6300000000000008,10.768,10.92,10.57,0.34999999999999964,-0.129999999999999,10.424,10.72,9.94,0.7800000000000011,0.3600000000000012,10.658,10.84,10.4,0.4399999999999995,-0.1999999999999993,90227,301467,24840,276627,255816
2018-03-18,10.472,10.82,10.25,0.5700000000000003,0.5099999999999998,10.63,10.85,10.42,0.4299999999999997,0.28999999999999915,10.336,10.63,10.09,0.5400000000000009,0.34000000000000163,10.51,10.79,10.16,0.629999999999999,0.3299999999999983,40805,64912,19547,45365,-20828
2018-03-25,10.405000000000001,10.92,9.96,0.9599999999999991,-0.9599999999999991,10.445,10.92,10.01,0.9100000000000001,-0.9100000000000001,10.1525,10.61,9.74,0.8699999999999992,-0.8699999999999992,10.2075,10.67,9.75,0.9199999999999999,-0.9199999999999999,62693,93401,29220,64181,33709
2018-04-01,10.266,10.62,9.79,0.8300000000000001,0.8300000000000001,10.48,10.62,10.34,0.27999999999999936,0.16999999999999993,10.16,10.45,9.79,0.6600000000000001,0.6600000000000001,10.394,10.59,10.28,0.3100000000000005,0.27999999999999936,41213,56170,27355,28815,-25310
2018-04-08,10.812,11.07,10.54,0.5300000000000011,0.3000000000000007,10.974,11.26,10.82,0.4399999999999995,0.16000000000000014,10.688,10.87,10.46,0.40999999999999837,0.28999999999999915,10.874,10.98,10.7,0.28000000000000114,0.21000000000000085,35877,73975,17543,56432,-7561
2018-04-15,11.23,11.55,10.93,0.620000000000001,0.4300000000000015,11.486,11.92,11.1,0.8200000000000003,0.8200000000000003,11.164,11.42,10.87,0.5500000000000007,0.5500000000000007,11.388,11.62,11.04,0.5800000000000001,0.5800000000000001,47205,77935,32745,45190,9847
2018-04-22,11.328,11.56,11.09,0.47000000000000064,-0.28000000000000114,11.39,11.56,11.28,0.28000000000000114,-0.28000000000000114,11.166,11.26,11.08,0.17999999999999972,-0.10999999999999943,11.23,11.37,11.11,0.2599999999999998,-0.049999999999998934,26153,39258,11671,27587,-17833
2018-04-29,11.104,11.37,10.94,0.4299999999999997,-0.02999999999999936,11.254,11.37,11.12,0.25,-0.20000000000000107,10.94,11.04,10.79,0.25,0.1800000000000015,11.094,11.14,11.04,0.10000000000000142,-0.09000000000000163,27814,36900,19669,17231,-6503
2018-05-06,11.096,11.14,11.04,0.10000000000000142,0.10000000000000142,11.16,11.26,11.09,0.16999999999999993,0.08000000000000007,10.972,11.08,10.85,0.23000000000000043,0.09999999999999964,11.052,11.12,11.0,0.11999999999999922,0.05999999999999872,33130,63408,15173,48235,-36209
2018-05-13,11.2,11.43,10.87,0.5600000000000005,0.3000000000000007,11.394,11.58,11.21,0.3699999999999992,0.2699999999999996,11.106,11.3,10.87,0.4300000000000015,0.3000000000000007,11.276,11.52,10.99,0.5299999999999994,0.41000000000000014,35926,49835,22834,27001,-9652
2018-05-20,11.684,11.87,11.44,0.4299999999999997,0.33999999999999986,11.886000000000001,12.0,11.73,0.2699999999999996,0.2699999999999996,11.636,11.84,11.44,0.40000000000000036,0.33999999999999986,11.802,11.93,11.61,0.3200000000000003,0.25,34155,41393,29481,11912,8930
