Date,SPDR Barclays Long Term Corporate BondEtf_Open_average,SPDR Barclays Long Term Corporate BondEtf_Open_max,SPDR Barclays Long Term Corporate BondEtf_Open_min,SPDR Barclays Long Term Corporate BondEtf_Open_volatility,SPDR Barclays Long Term Corporate BondEtf_Open_change,SPDR Barclays Long Term Corporate BondEtf_High_average,SPDR Barclays Long Term Corporate BondEtf_High_max,SPDR Barclays Long Term Corporate BondEtf_High_min,SPDR Barclays Long Term Corporate BondEtf_High_volatility,SPDR Barclays Long Term Corporate BondEtf_High_change,SPDR Barclays Long Term Corporate BondEtf_Low_average,SPDR Barclays Long Term Corporate BondEtf_Low_max,SPDR Barclays Long Term Corporate BondEtf_Low_min,SPDR Barclays Long Term Corporate BondEtf_Low_volatility,SPDR Barclays Long Term Corporate BondEtf_Low_change,SPDR Barclays Long Term Corporate BondEtf_Close_average,SPDR Barclays Long Term Corporate BondEtf_Close_max,SPDR Barclays Long Term Corporate BondEtf_Close_min,SPDR Barclays Long Term Corporate BondEtf_Close_volatility,SPDR Barclays Long Term Corporate BondEtf_Close_change
2018-03-25,27.15,27.15,27.15,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2018-04-01,27.08,27.08,27.08,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-04-08,27.07,27.07,27.07,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2018-04-15,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2018-04-22,26.51,26.51,26.51,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-04-29,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-05-06,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2018-05-13,25.95,25.95,25.95,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-05-20,26.43,26.43,26.43,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2018-05-27,26.28,26.28,26.28,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-06-03,26.14,26.14,26.14,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2018-06-10,26.4,26.4,26.4,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2018-06-17,25.91,25.91,25.91,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2018-06-24,26.18,26.18,26.18,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2018-07-01,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2018-07-08,26.61,26.61,26.61,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-07-15,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-07-22,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2018-07-29,26.36,26.36,26.36,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-08-05,26.25,26.25,26.25,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-08-12,26.53,26.53,26.53,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2018-08-19,26.53,26.53,26.53,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-08-26,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-09-02,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2018-09-09,26.25,26.25,26.25,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-09-16,26.12,26.12,26.12,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2018-09-23,26.25,26.25,26.25,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2018-09-30,25.59,25.59,25.59,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2018-10-07,25.69,25.69,25.69,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2018-10-14,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2018-10-21,25.47,25.47,25.47,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-10-28,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-11-04,25.19,25.19,25.19,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-11-11,24.92,24.92,24.92,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-11-18,25.1,25.1,25.1,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-11-25,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-12-02,25.14,25.14,25.14,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2018-12-09,25.45,25.45,25.45,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-12-16,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-12-23,25.18,25.18,25.18,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-12-30,25.45,25.45,25.45,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-01-06,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-01-13,25.55,25.55,25.55,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-01-20,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-01-27,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-02-03,26.19,26.19,26.19,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-02-10,26.17,26.17,26.17,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-02-17,26.18,26.18,26.18,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-02-24,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-03-03,26.13,26.13,26.13,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-03-10,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-03-17,26.74,26.74,26.74,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-03-24,27.0,27.0,27.0,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-03-31,26.84,26.84,26.84,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2019-04-07,27.07,27.07,27.07,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2019-04-14,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-04-21,27.28,27.28,27.28,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-04-28,27.0,27.0,27.0,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-05-05,27.0,27.0,27.0,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2019-05-12,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-05-19,27.28,27.28,27.28,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-05-26,27.6,27.6,27.6,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-06-02,27.79,27.79,27.79,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-06-09,27.83,27.83,27.83,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-06-16,28.57,28.57,28.57,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-06-23,28.67,28.67,28.67,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-06-30,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-07-07,28.29,28.29,28.29,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-07-14,28.6,28.6,28.6,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-07-21,28.81,28.81,28.81,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2019-07-28,29.16,29.16,29.16,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-08-04,29.69,29.69,29.69,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-08-11,30.22,30.22,30.22,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-08-18,30.13,30.13,30.13,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2019-08-25,30.58,30.58,30.58,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-09-01,30.25,30.25,30.25,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-09-08,29.29,29.29,29.29,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-09-15,29.77,29.77,29.77,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-09-22,29.94,29.94,29.94,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-09-29,30.25,30.25,30.25,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-10-06,29.71,29.71,29.71,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-10-13,29.82,29.82,29.82,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-10-20,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-10-27,29.96,29.96,29.96,0.0,0.0,30.09,30.09,30.09,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-11-03,29.39,29.39,29.39,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-11-10,29.65,29.65,29.65,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-11-17,29.98,29.98,29.98,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-11-24,30.26,30.26,30.26,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2019-12-01,30.0,30.0,30.0,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-12-08,30.23,30.23,30.23,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2019-12-15,30.1,30.1,30.1,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2019-12-22,30.28,30.28,30.28,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-12-29,30.3,30.3,30.3,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2020-01-05,30.32,30.32,30.32,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2020-01-12,30.48,30.48,30.48,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2020-01-19,30.98,30.98,30.98,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2020-01-26,31.19,31.19,31.19,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2020-02-02,31.18,31.18,31.18,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2020-02-09,31.34,31.34,31.34,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2020-02-16,31.63,31.63,31.63,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2020-02-23,31.3,31.3,31.3,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2020-03-01,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2020-03-08,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2020-03-15,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2020-03-22,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2020-03-29,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2020-04-05,30.33,30.33,30.33,0.0,0.0,31.28,31.28,31.28,0.0,0.0,30.01,30.01,30.01,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2020-04-12,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2020-04-19,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2020-04-26,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2020-05-03,29.26,29.26,29.26,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2020-05-10,29.85,29.85,29.85,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2020-05-17,30.51,30.51,30.51,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2020-05-24,30.66,30.66,30.66,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2020-05-31,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2020-06-07,31.13,31.13,31.13,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.8,30.8,30.8,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2020-06-14,31.48,31.48,31.48,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2020-06-21,31.42,31.42,31.42,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2020-06-28,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2020-07-05,32.05,32.05,32.05,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.16,32.16,32.16,0.0,0.0
