Date,ProShares DJ Brookfield Global InfrEtf_Open_average,ProShares DJ Brookfield Global InfrEtf_Open_max,ProShares DJ Brookfield Global InfrEtf_Open_min,ProShares DJ Brookfield Global InfrEtf_Open_volatility,ProShares DJ Brookfield Global InfrEtf_Open_change,ProShares DJ Brookfield Global InfrEtf_High_average,ProShares DJ Brookfield Global InfrEtf_High_max,ProShares DJ Brookfield Global InfrEtf_High_min,ProShares DJ Brookfield Global InfrEtf_High_volatility,ProShares DJ Brookfield Global InfrEtf_High_change,ProShares DJ Brookfield Global InfrEtf_Low_average,ProShares DJ Brookfield Global InfrEtf_Low_max,ProShares DJ Brookfield Global InfrEtf_Low_min,ProShares DJ Brookfield Global InfrEtf_Low_volatility,ProShares DJ Brookfield Global InfrEtf_Low_change,ProShares DJ Brookfield Global InfrEtf_Close_average,ProShares DJ Brookfield Global InfrEtf_Close_max,ProShares DJ Brookfield Global InfrEtf_Close_min,ProShares DJ Brookfield Global InfrEtf_Close_volatility,ProShares DJ Brookfield Global InfrEtf_Close_change
2018-09-23,41.23,41.23,41.23,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2018-09-30,41.38,41.38,41.38,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-10-07,40.89,40.89,40.89,0.0,0.0,41.49,41.49,41.49,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2018-10-14,41.12,41.12,41.12,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2018-10-21,39.67,39.67,39.67,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2018-10-28,40.65,40.65,40.65,0.0,0.0,40.65,40.65,40.65,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2018-11-04,40.81,40.81,40.81,0.0,0.0,41.03,41.03,41.03,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2018-11-11,40.13,40.13,40.13,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2018-11-18,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-11-25,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2018-12-02,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2018-12-09,40.56,40.56,40.56,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2018-12-16,38.88,38.88,38.88,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2018-12-23,38.1,38.1,38.1,0.0,0.0,38.29,38.29,38.29,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2018-12-30,38.8,38.8,38.8,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.8,38.8,38.8,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-01-06,40.18,40.18,40.18,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-01-13,40.81,40.81,40.81,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-01-20,41.12,41.12,41.12,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-01-27,41.85,41.85,41.85,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2019-02-03,41.65,41.65,41.65,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2019-02-10,42.32,42.32,42.32,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2019-02-17,42.91,42.91,42.91,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2019-02-24,42.94,42.94,42.94,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.78,42.78,42.78,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2019-03-03,42.69,42.69,42.69,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-03-10,43.82,43.82,43.82,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2019-03-17,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2019-03-24,43.99,43.99,43.99,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-03-31,44.08,44.08,44.08,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2019-04-07,44.27,44.27,44.27,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-04-14,43.7,43.7,43.7,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2019-04-21,44.1,44.1,44.1,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2019-04-28,43.95,43.95,43.95,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.83,43.83,43.83,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2019-05-05,43.69,43.69,43.69,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.45,43.45,43.45,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-05-12,44.29,44.29,44.29,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2019-05-19,44.37,44.37,44.37,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2019-05-26,43.57,43.57,43.57,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.57,43.57,43.57,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-06-02,45.27,45.27,45.27,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-06-09,44.94,44.94,44.94,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2019-06-16,45.98,45.98,45.98,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2019-06-23,44.99,44.99,44.99,0.0,0.0,45.07,45.07,45.07,0.0,0.0,44.91,44.91,44.91,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2019-06-30,45.72,45.72,45.72,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2019-07-07,46.02,46.02,46.02,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2019-07-14,45.57,45.57,45.57,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-07-21,44.95,44.95,44.95,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2019-07-28,44.91,44.91,44.91,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-08-04,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2019-08-11,44.61,44.61,44.61,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2019-08-18,45.03,45.03,45.03,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2019-08-25,45.43,45.43,45.43,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2019-09-01,45.81,45.81,45.81,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-09-08,45.64,45.64,45.64,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-09-15,46.06,46.06,46.06,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2019-09-22,45.56,45.56,45.56,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2019-09-29,45.12,45.12,45.12,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2019-10-06,45.49,45.49,45.49,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2019-10-13,45.44,45.44,45.44,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2019-10-20,45.83,45.83,45.83,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2019-10-27,45.84,45.84,45.84,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2019-11-03,44.73,44.73,44.73,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-11-10,44.94,44.94,44.94,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2019-11-17,44.98,44.98,44.98,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-11-24,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2019-12-01,44.77,44.77,44.77,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2019-12-08,45.57,45.57,45.57,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-12-15,46.92,46.92,46.92,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2019-12-22,47.18,47.18,47.18,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2019-12-29,46.43,46.43,46.43,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2020-01-05,46.8,46.8,46.8,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2020-01-12,48.15,48.15,48.15,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2020-01-19,48.15,48.15,48.15,0.0,0.0,48.23,48.23,48.23,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2020-01-26,47.55,47.55,47.55,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2020-02-02,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2020-02-09,48.78,48.78,48.78,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2020-02-16,48.8,48.8,48.8,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2020-02-23,43.42,43.42,43.42,0.0,0.0,43.49,43.49,43.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2020-03-01,44.48,44.48,44.48,0.0,0.0,44.51,44.51,44.51,0.0,0.0,43.72,43.72,43.72,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2020-03-08,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2020-03-15,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2020-03-22,34.81,34.81,34.81,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2020-03-29,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2020-04-05,37.69,37.69,37.69,0.0,0.0,38.53,38.53,38.53,0.0,0.0,37.69,37.69,37.69,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2020-04-12,38.26,38.26,38.26,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2020-04-19,38.18,38.18,38.18,0.0,0.0,38.33,38.33,38.33,0.0,0.0,37.77,37.77,37.77,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2020-04-26,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2020-05-03,38.55,38.55,38.55,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2020-05-10,37.22,37.22,37.22,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2020-05-17,38.15,38.15,38.15,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2020-05-24,40.39,40.39,40.39,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2020-05-31,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2020-06-07,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,39.7,39.7,39.7,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2020-06-14,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2020-06-21,39.28,39.28,39.28,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2020-06-28,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2020-07-05,39.92,39.92,39.92,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0
