Date,SPDR S&P Oil & Gas Exploration & ProductionEtf_Open_average,SPDR S&P Oil & Gas Exploration & ProductionEtf_Open_max,SPDR S&P Oil & Gas Exploration & ProductionEtf_Open_min,SPDR S&P Oil & Gas Exploration & ProductionEtf_Open_volatility,SPDR S&P Oil & Gas Exploration & ProductionEtf_Open_change,SPDR S&P Oil & Gas Exploration & ProductionEtf_High_average,SPDR S&P Oil & Gas Exploration & ProductionEtf_High_max,SPDR S&P Oil & Gas Exploration & ProductionEtf_High_min,SPDR S&P Oil & Gas Exploration & ProductionEtf_High_volatility,SPDR S&P Oil & Gas Exploration & ProductionEtf_High_change,SPDR S&P Oil & Gas Exploration & ProductionEtf_Low_average,SPDR S&P Oil & Gas Exploration & ProductionEtf_Low_max,SPDR S&P Oil & Gas Exploration & ProductionEtf_Low_min,SPDR S&P Oil & Gas Exploration & ProductionEtf_Low_volatility,SPDR S&P Oil & Gas Exploration & ProductionEtf_Low_change,SPDR S&P Oil & Gas Exploration & ProductionEtf_Close_average,SPDR S&P Oil & Gas Exploration & ProductionEtf_Close_max,SPDR S&P Oil & Gas Exploration & ProductionEtf_Close_min,SPDR S&P Oil & Gas Exploration & ProductionEtf_Close_volatility,SPDR S&P Oil & Gas Exploration & ProductionEtf_Close_change
2018-01-14,154.48,154.48,154.48,0.0,0.0,155.08,155.08,155.08,0.0,0.0,153.52,153.52,153.52,0.0,0.0,154.88,154.88,154.88,0.0,0.0
2018-01-21,156.12,156.12,156.12,0.0,0.0,156.8,156.8,156.8,0.0,0.0,155.12,155.12,155.12,0.0,0.0,156.24,156.24,156.24,0.0,0.0
2018-01-28,146.2,146.2,146.2,0.0,0.0,146.44,146.44,146.44,0.0,0.0,141.48,141.48,141.48,0.0,0.0,142.04,142.04,142.04,0.0,0.0
2018-02-04,130.36,130.36,130.36,0.0,0.0,130.8,130.8,130.8,0.0,0.0,123.92,123.92,123.92,0.0,0.0,129.56,129.56,129.56,0.0,0.0
2018-02-11,135.4,135.4,135.4,0.0,0.0,137.96,137.96,137.96,0.0,0.0,135.2,135.2,135.2,0.0,0.0,135.68,135.68,135.68,0.0,0.0
2018-02-18,135.92,135.92,135.92,0.0,0.0,138.6,138.6,138.6,0.0,0.0,135.44,135.44,135.44,0.0,0.0,138.56,138.56,138.56,0.0,0.0
2018-02-25,132.56,132.56,132.56,0.0,0.0,136.8,136.8,136.8,0.0,0.0,131.24,131.24,131.24,0.0,0.0,136.56,136.56,136.56,0.0,0.0
2018-03-04,137.6,137.6,137.6,0.0,0.0,139.32,139.32,139.32,0.0,0.0,137.28,137.28,137.28,0.0,0.0,139.08,139.08,139.08,0.0,0.0
2018-03-11,136.24,136.24,136.24,0.0,0.0,138.56,138.56,138.56,0.0,0.0,135.32,135.32,135.32,0.0,0.0,137.68,137.68,137.68,0.0,0.0
2018-03-18,140.32,140.32,140.32,0.0,0.0,142.96,142.96,142.96,0.0,0.0,138.4,138.4,138.4,0.0,0.0,138.8,138.8,138.8,0.0,0.0
2018-03-25,137.52,137.52,137.52,0.0,0.0,141.48,141.48,141.48,0.0,0.0,137.52,137.52,137.52,0.0,0.0,140.88,140.88,140.88,0.0,0.0
2018-04-01,141.56,141.56,141.56,0.0,0.0,142.46,142.46,142.46,0.0,0.0,136.02,136.02,136.02,0.0,0.0,138.64,138.64,138.64,0.0,0.0
2018-04-08,147.64,147.64,147.64,0.0,0.0,150.64,150.64,150.64,0.0,0.0,147.64,147.64,147.64,0.0,0.0,149.52,149.52,149.52,0.0,0.0
2018-04-15,154.84,154.84,154.84,0.0,0.0,156.22,156.22,156.22,0.0,0.0,153.4,153.4,153.4,0.0,0.0,155.44,155.44,155.44,0.0,0.0
2018-04-22,158.0,158.0,158.0,0.0,0.0,158.16,158.16,158.16,0.0,0.0,155.44,155.44,155.44,0.0,0.0,155.72,155.72,155.72,0.0,0.0
2018-04-29,155.48,155.48,155.48,0.0,0.0,158.88,158.88,158.88,0.0,0.0,155.24,155.24,155.24,0.0,0.0,158.44,158.44,158.44,0.0,0.0
2018-05-06,166.36,166.36,166.36,0.0,0.0,167.08,167.08,167.08,0.0,0.0,164.52,164.52,164.52,0.0,0.0,165.08,165.08,165.08,0.0,0.0
2018-05-13,173.92,173.92,173.92,0.0,0.0,174.46,174.46,174.46,0.0,0.0,171.96,171.96,171.96,0.0,0.0,172.64,172.64,172.64,0.0,0.0
2018-05-20,164.24,164.24,164.24,0.0,0.0,164.6,164.6,164.6,0.0,0.0,160.2,160.2,160.2,0.0,0.0,163.52,163.52,163.52,0.0,0.0
2018-05-27,168.84,168.84,168.84,0.0,0.0,171.0,171.0,171.0,0.0,0.0,166.86,166.86,166.86,0.0,0.0,168.6,168.6,168.6,0.0,0.0
2018-06-03,168.6,168.6,168.6,0.0,0.0,169.36,169.36,169.36,0.0,0.0,166.04,166.04,166.04,0.0,0.0,168.16,168.16,168.16,0.0,0.0
2018-06-10,165.08,165.08,165.08,0.0,0.0,165.48,165.48,165.48,0.0,0.0,161.24,161.24,161.24,0.0,0.0,161.68,161.68,161.68,0.0,0.0
2018-06-17,171.4,171.4,171.4,0.0,0.0,172.4,172.4,172.4,0.0,0.0,169.7,169.7,169.7,0.0,0.0,170.36,170.36,170.36,0.0,0.0
2018-06-24,172.56,172.56,172.56,0.0,0.0,175.36,175.36,175.36,0.0,0.0,171.88,171.88,171.88,0.0,0.0,172.24,172.24,172.24,0.0,0.0
2018-07-01,169.44,169.44,169.44,0.0,0.0,174.12,174.12,174.12,0.0,0.0,169.0,169.0,169.0,0.0,0.0,173.64,173.64,173.64,0.0,0.0
2018-07-08,172.52,172.52,172.52,0.0,0.0,175.02,175.02,175.02,0.0,0.0,172.08,172.08,172.08,0.0,0.0,172.76,172.76,172.76,0.0,0.0
2018-07-15,171.16,171.16,171.16,0.0,0.0,171.4,171.4,171.4,0.0,0.0,168.55,168.55,168.55,0.0,0.0,170.0,170.0,170.0,0.0,0.0
2018-07-22,171.64,171.64,171.64,0.0,0.0,172.88,172.88,172.88,0.0,0.0,168.48,168.48,168.48,0.0,0.0,169.0,169.0,169.0,0.0,0.0
2018-07-29,169.64,169.64,169.64,0.0,0.0,170.12,170.12,170.12,0.0,0.0,166.52,166.52,166.52,0.0,0.0,168.0,168.0,168.0,0.0,0.0
2018-08-05,165.44,165.44,165.44,0.0,0.0,167.1,167.1,167.1,0.0,0.0,164.44,164.44,164.44,0.0,0.0,166.84,166.84,166.84,0.0,0.0
2018-08-12,158.8,158.8,158.8,0.0,0.0,159.88,159.88,159.88,0.0,0.0,158.02,158.02,158.02,0.0,0.0,158.8,158.8,158.8,0.0,0.0
2018-08-19,168.0,168.0,168.0,0.0,0.0,169.6,169.6,169.6,0.0,0.0,167.48,167.48,167.48,0.0,0.0,168.2,168.2,168.2,0.0,0.0
2018-08-26,169.8,169.8,169.8,0.0,0.0,169.8,169.8,169.8,0.0,0.0,168.0,168.0,168.0,0.0,0.0,169.36,169.36,169.36,0.0,0.0
2018-09-02,159.64,159.64,159.64,0.0,0.0,160.52,160.52,160.52,0.0,0.0,157.64,157.64,157.64,0.0,0.0,159.8,159.8,159.8,0.0,0.0
2018-09-09,164.72,164.72,164.72,0.0,0.0,166.68,166.68,166.68,0.0,0.0,164.32,164.32,164.32,0.0,0.0,165.32,165.32,165.32,0.0,0.0
2018-09-16,169.36,169.36,169.36,0.0,0.0,170.56,170.56,170.56,0.0,0.0,168.2,168.2,168.2,0.0,0.0,169.96,169.96,169.96,0.0,0.0
2018-09-23,172.0,172.0,172.0,0.0,0.0,175.12,175.12,175.12,0.0,0.0,171.8,171.8,171.8,0.0,0.0,173.16,173.16,173.16,0.0,0.0
2018-09-30,175.28,175.28,175.28,0.0,0.0,176.32,176.32,176.32,0.0,0.0,172.52,172.52,172.52,0.0,0.0,174.6,174.6,174.6,0.0,0.0
2018-10-07,165.8,165.8,165.8,0.0,0.0,166.16,166.16,166.16,0.0,0.0,161.04,161.04,161.04,0.0,0.0,164.68,164.68,164.68,0.0,0.0
2018-10-14,161.92,161.92,161.92,0.0,0.0,163.16,163.16,163.16,0.0,0.0,159.32,159.32,159.32,0.0,0.0,160.0,160.0,160.0,0.0,0.0
2018-10-21,143.32,143.32,143.32,0.0,0.0,145.96,145.96,145.96,0.0,0.0,140.28,140.28,140.28,0.0,0.0,143.68,143.68,143.68,0.0,0.0
2018-10-28,147.84,147.84,147.84,0.0,0.0,148.76,148.76,148.76,0.0,0.0,143.28,143.28,143.28,0.0,0.0,144.72,144.72,144.72,0.0,0.0
2018-11-04,142.68,142.68,142.68,0.0,0.0,146.68,146.68,146.68,0.0,0.0,141.52,141.52,141.52,0.0,0.0,145.56,145.56,145.56,0.0,0.0
2018-11-11,140.2,140.2,140.2,0.0,0.0,141.2,141.2,141.2,0.0,0.0,137.06,137.06,137.06,0.0,0.0,139.0,139.0,139.0,0.0,0.0
2018-11-18,129.96,129.96,129.96,0.0,0.0,131.6,131.6,131.6,0.0,0.0,129.24,129.24,129.24,0.0,0.0,130.0,130.0,130.0,0.0,0.0
2018-11-25,131.6,131.6,131.6,0.0,0.0,132.24,132.24,132.24,0.0,0.0,129.44,129.44,129.44,0.0,0.0,131.24,131.24,131.24,0.0,0.0
2018-12-02,130.8,130.8,130.8,0.0,0.0,132.18,132.18,132.18,0.0,0.0,125.84,125.84,125.84,0.0,0.0,126.16,126.16,126.16,0.0,0.0
2018-12-09,120.64,120.64,120.64,0.0,0.0,120.84,120.84,120.84,0.0,0.0,115.88,115.88,115.88,0.0,0.0,116.36,116.36,116.36,0.0,0.0
2018-12-16,104.2,104.2,104.2,0.0,0.0,105.06,105.06,105.06,0.0,0.0,100.72,100.72,100.72,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2018-12-23,108.08,108.08,108.08,0.0,0.0,108.72,108.72,108.72,0.0,0.0,104.92,104.92,104.92,0.0,0.0,105.48,105.48,105.48,0.0,0.0
2018-12-30,111.24,111.24,111.24,0.0,0.0,114.64,114.64,114.64,0.0,0.0,110.24,110.24,110.24,0.0,0.0,114.52,114.52,114.52,0.0,0.0
2019-01-06,121.68,121.68,121.68,0.0,0.0,122.88,122.88,122.88,0.0,0.0,120.24,120.24,120.24,0.0,0.0,121.6,121.6,121.6,0.0,0.0
2019-01-13,125.2,125.2,125.2,0.0,0.0,126.48,126.48,126.48,0.0,0.0,124.28,124.28,124.28,0.0,0.0,126.44,126.44,126.44,0.0,0.0
2019-01-20,120.6,120.6,120.6,0.0,0.0,123.32,123.32,123.32,0.0,0.0,120.6,120.6,120.6,0.0,0.0,122.12,122.12,122.12,0.0,0.0
2019-01-27,122.88,122.88,122.88,0.0,0.0,124.02,124.02,124.02,0.0,0.0,121.68,121.68,121.68,0.0,0.0,122.8,122.8,122.8,0.0,0.0
2019-02-03,115.2,115.2,115.2,0.0,0.0,115.4,115.4,115.4,0.0,0.0,111.18,111.18,111.18,0.0,0.0,113.44,113.44,113.44,0.0,0.0
2019-02-10,122.2,122.2,122.2,0.0,0.0,124.04,124.04,124.04,0.0,0.0,122.0,122.0,122.0,0.0,0.0,124.0,124.0,124.0,0.0,0.0
2019-02-17,122.8,122.8,122.8,0.0,0.0,124.02,124.02,124.02,0.0,0.0,121.66,121.66,121.66,0.0,0.0,122.52,122.52,122.52,0.0,0.0
2019-02-24,120.08,120.08,120.08,0.0,0.0,122.04,122.04,122.04,0.0,0.0,120.06,120.06,120.06,0.0,0.0,121.64,121.64,121.64,0.0,0.0
2019-03-03,114.2,114.2,114.2,0.0,0.0,114.2,114.2,114.2,0.0,0.0,111.32,111.32,111.32,0.0,0.0,112.24,112.24,112.24,0.0,0.0
2019-03-10,119.16,119.16,119.16,0.0,0.0,120.16,120.16,120.16,0.0,0.0,119.0,119.0,119.0,0.0,0.0,119.08,119.08,119.08,0.0,0.0
2019-03-17,124.68,124.68,124.68,0.0,0.0,124.76,124.76,124.76,0.0,0.0,119.16,119.16,119.16,0.0,0.0,120.24,120.24,120.24,0.0,0.0
2019-03-24,125.12,125.12,125.12,0.0,0.0,125.76,125.76,125.76,0.0,0.0,122.68,122.68,122.68,0.0,0.0,122.96,122.96,122.96,0.0,0.0
2019-03-31,123.56,123.56,123.56,0.0,0.0,127.36,127.36,127.36,0.0,0.0,123.44,123.44,123.44,0.0,0.0,127.24,127.24,127.24,0.0,0.0
2019-04-07,130.52,130.52,130.52,0.0,0.0,131.64,131.64,131.64,0.0,0.0,128.82,128.82,128.82,0.0,0.0,129.84,129.84,129.84,0.0,0.0
2019-04-14,128.96,128.96,128.96,0.0,0.0,129.2,129.2,129.2,0.0,0.0,127.04,127.04,127.04,0.0,0.0,127.24,127.24,127.24,0.0,0.0
2019-04-21,126.0,126.0,126.0,0.0,0.0,126.48,126.48,126.48,0.0,0.0,123.64,123.64,123.64,0.0,0.0,125.12,125.12,125.12,0.0,0.0
2019-04-28,117.44,117.44,117.44,0.0,0.0,119.28,119.28,119.28,0.0,0.0,116.56,116.56,116.56,0.0,0.0,118.48,118.48,118.48,0.0,0.0
2019-05-05,118.4,118.4,118.4,0.0,0.0,119.5,119.5,119.5,0.0,0.0,116.3,116.3,116.3,0.0,0.0,119.16,119.16,119.16,0.0,0.0
2019-05-12,119.6,119.6,119.6,0.0,0.0,120.14,120.14,120.14,0.0,0.0,117.72,117.72,117.72,0.0,0.0,117.96,117.96,117.96,0.0,0.0
2019-05-19,110.3,110.3,110.3,0.0,0.0,110.48,110.48,110.48,0.0,0.0,106.9,106.9,106.9,0.0,0.0,108.48,108.48,108.48,0.0,0.0
2019-05-26,102.08,102.08,102.08,0.0,0.0,104.16,104.16,104.16,0.0,0.0,101.72,101.72,101.72,0.0,0.0,102.44,102.44,102.44,0.0,0.0
2019-06-02,103.36,103.36,103.36,0.0,0.0,104.44,104.44,104.44,0.0,0.0,101.96,101.96,101.96,0.0,0.0,103.36,103.36,103.36,0.0,0.0
2019-06-09,102.04,102.04,102.04,0.0,0.0,102.36,102.36,102.36,0.0,0.0,99.48,99.48,99.48,0.0,0.0,99.84,99.84,99.84,0.0,0.0
2019-06-16,107.4,107.4,107.4,0.0,0.0,108.36,108.36,108.36,0.0,0.0,106.16,106.16,106.16,0.0,0.0,106.84,106.84,106.84,0.0,0.0
2019-06-23,107.6,107.6,107.6,0.0,0.0,109.04,109.04,109.04,0.0,0.0,107.26,107.26,107.26,0.0,0.0,109.0,109.0,109.0,0.0,0.0
2019-06-30,104.52,104.52,104.52,0.0,0.0,106.16,106.16,106.16,0.0,0.0,104.4,104.4,104.4,0.0,0.0,106.04,106.04,106.04,0.0,0.0
2019-07-07,106.08,106.08,106.08,0.0,0.0,107.24,107.24,107.24,0.0,0.0,105.41,105.41,105.41,0.0,0.0,106.72,106.72,106.72,0.0,0.0
2019-07-14,98.44,98.44,98.44,0.0,0.0,99.32,99.32,99.32,0.0,0.0,97.52,97.52,97.52,0.0,0.0,99.04,99.04,99.04,0.0,0.0
2019-07-21,97.76,97.76,97.76,0.0,0.0,98.0,98.0,98.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0,96.84,96.84,96.84,0.0,0.0
2019-07-28,94.4,94.4,94.4,0.0,0.0,95.72,95.72,95.72,0.0,0.0,91.44,91.44,91.44,0.0,0.0,92.8,92.8,92.8,0.0,0.0
2019-08-04,90.88,90.88,90.88,0.0,0.0,91.0,91.0,91.0,0.0,0.0,88.68,88.68,88.68,0.0,0.0,89.16,89.16,89.16,0.0,0.0
2019-08-11,83.28,83.28,83.28,0.0,0.0,86.2,86.2,86.2,0.0,0.0,83.18,83.18,83.18,0.0,0.0,85.76,85.76,85.76,0.0,0.0
2019-08-18,86.2,86.2,86.2,0.0,0.0,86.98,86.98,86.98,0.0,0.0,83.0,83.0,83.0,0.0,0.0,83.72,83.72,83.72,0.0,0.0
2019-08-25,88.16,88.16,88.16,0.0,0.0,88.42,88.42,88.42,0.0,0.0,85.28,85.28,85.28,0.0,0.0,86.28,86.28,86.28,0.0,0.0
2019-09-01,88.4,88.4,88.4,0.0,0.0,89.1,89.1,89.1,0.0,0.0,86.88,86.88,86.88,0.0,0.0,88.84,88.84,88.84,0.0,0.0
2019-09-08,93.8,93.8,93.8,0.0,0.0,95.4,95.4,95.4,0.0,0.0,92.48,92.48,92.48,0.0,0.0,93.68,93.68,93.68,0.0,0.0
2019-09-15,95.24,95.24,95.24,0.0,0.0,95.92,95.92,95.92,0.0,0.0,94.16,94.16,94.16,0.0,0.0,95.16,95.16,95.16,0.0,0.0
2019-09-22,88.96,88.96,88.96,0.0,0.0,91.24,91.24,91.24,0.0,0.0,88.92,88.92,88.92,0.0,0.0,90.04,90.04,90.04,0.0,0.0
2019-09-29,85.4,85.4,85.4,0.0,0.0,85.92,85.92,85.92,0.0,0.0,83.32,83.32,83.32,0.0,0.0,84.96,84.96,84.96,0.0,0.0
2019-10-06,84.36,84.36,84.36,0.0,0.0,86.26,86.26,86.26,0.0,0.0,84.36,84.36,84.36,0.0,0.0,85.04,85.04,85.04,0.0,0.0
2019-10-13,84.0,84.0,84.0,0.0,0.0,84.68,84.68,84.68,0.0,0.0,81.92,81.92,81.92,0.0,0.0,82.24,82.24,82.24,0.0,0.0
2019-10-20,85.6,85.6,85.6,0.0,0.0,87.88,87.88,87.88,0.0,0.0,85.12,85.12,85.12,0.0,0.0,87.36,87.36,87.36,0.0,0.0
2019-10-27,85.56,85.56,85.56,0.0,0.0,88.28,88.28,88.28,0.0,0.0,85.16,85.16,85.16,0.0,0.0,87.4,87.4,87.4,0.0,0.0
2019-11-03,89.88,89.88,89.88,0.0,0.0,91.6,91.6,91.6,0.0,0.0,88.71,88.71,88.71,0.0,0.0,91.36,91.36,91.36,0.0,0.0
2019-11-10,87.12,87.12,87.12,0.0,0.0,88.56,88.56,88.56,0.0,0.0,87.04,87.04,87.04,0.0,0.0,87.84,87.84,87.84,0.0,0.0
2019-11-17,84.12,84.12,84.12,0.0,0.0,84.96,84.96,84.96,0.0,0.0,83.16,83.16,83.16,0.0,0.0,84.2,84.2,84.2,0.0,0.0
2019-11-24,82.36,82.36,82.36,0.0,0.0,82.88,82.88,82.88,0.0,0.0,81.28,81.28,81.28,0.0,0.0,81.44,81.44,81.44,0.0,0.0
2019-12-01,82.32,82.32,82.32,0.0,0.0,85.36,85.36,85.36,0.0,0.0,82.16,82.16,82.16,0.0,0.0,84.92,84.92,84.92,0.0,0.0
2019-12-08,89.24,89.24,89.24,0.0,0.0,90.32,90.32,90.32,0.0,0.0,86.72,86.72,86.72,0.0,0.0,87.04,87.04,87.04,0.0,0.0
2019-12-15,93.52,93.52,93.52,0.0,0.0,93.72,93.72,93.72,0.0,0.0,92.2,92.2,92.2,0.0,0.0,92.88,92.88,92.88,0.0,0.0
2019-12-22,95.68,95.68,95.68,0.0,0.0,95.72,95.72,95.72,0.0,0.0,93.16,93.16,93.16,0.0,0.0,93.56,93.56,93.56,0.0,0.0
2019-12-29,97.52,97.52,97.52,0.0,0.0,97.88,97.88,97.88,0.0,0.0,95.12,95.12,95.12,0.0,0.0,96.12,96.12,96.12,0.0,0.0
2020-01-05,93.28,93.28,93.28,0.0,0.0,93.56,93.56,93.56,0.0,0.0,92.48,92.48,92.48,0.0,0.0,92.88,92.88,92.88,0.0,0.0
2020-01-12,91.68,91.68,91.68,0.0,0.0,91.68,91.68,91.68,0.0,0.0,89.32,89.32,89.32,0.0,0.0,89.48,89.48,89.48,0.0,0.0
2020-01-19,82.84,82.84,82.84,0.0,0.0,82.84,82.84,82.84,0.0,0.0,80.26,80.26,80.26,0.0,0.0,81.76,81.76,81.76,0.0,0.0
2020-01-26,77.28,77.28,77.28,0.0,0.0,77.52,77.52,77.52,0.0,0.0,75.76,75.76,75.76,0.0,0.0,76.64,76.64,76.64,0.0,0.0
2020-02-02,77.32,77.32,77.32,0.0,0.0,77.4,77.4,77.4,0.0,0.0,76.28,76.28,76.28,0.0,0.0,76.84,76.84,76.84,0.0,0.0
2020-02-09,76.44,76.44,76.44,0.0,0.0,76.56,76.56,76.56,0.0,0.0,74.52,74.52,74.52,0.0,0.0,75.12,75.12,75.12,0.0,0.0
2020-02-16,76.0,76.0,76.0,0.0,0.0,76.0,76.0,76.0,0.0,0.0,74.4,74.4,74.4,0.0,0.0,75.2,75.2,75.2,0.0,0.0
2020-02-23,56.76,56.76,56.76,0.0,0.0,61.72,61.72,61.72,0.0,0.0,56.36,56.36,56.36,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2020-03-01,54.76,54.76,54.76,0.0,0.0,55.3,55.3,55.3,0.0,0.0,50.84,50.84,50.84,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2020-03-08,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2020-03-15,8.25,8.25,8.25,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.25,8.25,8.25,0.0,0.0
2020-03-22,8.03,8.03,8.03,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.03,8.03,8.03,0.0,0.0
2020-03-29,35.46,35.46,35.46,0.0,0.0,35.46,35.46,35.46,0.0,0.0,33.01,33.01,33.01,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2020-04-05,43.36,43.36,43.36,0.0,0.0,45.54,45.54,45.54,0.0,0.0,39.43,39.43,39.43,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2020-04-12,38.85,38.85,38.85,0.0,0.0,42.42,42.42,42.42,0.0,0.0,38.85,38.85,38.85,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2020-04-19,48.1,48.1,48.1,0.0,0.0,48.69,48.69,48.69,0.0,0.0,45.46,45.46,45.46,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2020-04-26,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2020-05-03,51.66,51.66,51.66,0.0,0.0,53.67,53.67,53.67,0.0,0.0,51.26,51.26,51.26,0.0,0.0,53.59,53.59,53.59,0.0,0.0
