Date,Fidelity MSCI Consumer DiscretionaryEtf_Open_average,Fidelity MSCI Consumer DiscretionaryEtf_Open_max,Fidelity MSCI Consumer DiscretionaryEtf_Open_min,Fidelity MSCI Consumer DiscretionaryEtf_Open_volatility,Fidelity MSCI Consumer DiscretionaryEtf_Open_change,Fidelity MSCI Consumer DiscretionaryEtf_High_average,Fidelity MSCI Consumer DiscretionaryEtf_High_max,Fidelity MSCI Consumer DiscretionaryEtf_High_min,Fidelity MSCI Consumer DiscretionaryEtf_High_volatility,Fidelity MSCI Consumer DiscretionaryEtf_High_change,Fidelity MSCI Consumer DiscretionaryEtf_Low_average,Fidelity MSCI Consumer DiscretionaryEtf_Low_max,Fidelity MSCI Consumer DiscretionaryEtf_Low_min,Fidelity MSCI Consumer DiscretionaryEtf_Low_volatility,Fidelity MSCI Consumer DiscretionaryEtf_Low_change,Fidelity MSCI Consumer DiscretionaryEtf_Close_average,Fidelity MSCI Consumer DiscretionaryEtf_Close_max,Fidelity MSCI Consumer DiscretionaryEtf_Close_min,Fidelity MSCI Consumer DiscretionaryEtf_Close_volatility,Fidelity MSCI Consumer DiscretionaryEtf_Close_change
2018-03-25,39.27,39.27,39.27,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2018-04-01,40.1,40.1,40.1,0.0,0.0,40.39,40.39,40.39,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2018-04-08,40.19,40.19,40.19,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2018-04-15,40.77,40.77,40.77,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-04-22,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2018-04-29,40.03,40.03,40.03,0.0,0.0,40.8,40.8,40.8,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-05-06,41.0,41.0,41.0,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.93,40.93,40.93,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2018-05-13,41.15,41.15,41.15,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2018-05-20,41.4,41.4,41.4,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2018-05-27,41.59,41.59,41.59,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2018-06-03,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0,42.86,42.86,42.86,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2018-06-10,43.75,43.75,43.75,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-06-17,43.98,43.98,43.98,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2018-06-24,43.08,43.08,43.08,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2018-07-01,42.87,42.87,42.87,0.0,0.0,43.28,43.28,43.28,0.0,0.0,42.8,42.8,42.8,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2018-07-08,43.91,43.91,43.91,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.88,43.88,43.88,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2018-07-15,44.06,44.06,44.06,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2018-07-22,44.09,44.09,44.09,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2018-07-29,43.49,43.49,43.49,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2018-08-05,44.1,44.1,44.1,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-08-12,43.78,43.78,43.78,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2018-08-19,44.55,44.55,44.55,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2018-08-26,45.19,45.19,45.19,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2018-09-02,44.58,44.58,44.58,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2018-09-09,45.47,45.47,45.47,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2018-09-16,45.7,45.7,45.7,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2018-09-23,45.5,45.5,45.5,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2018-09-30,44.09,44.09,44.09,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2018-10-07,42.31,42.31,42.31,0.0,0.0,42.34,42.34,42.34,0.0,0.0,41.6,41.6,41.6,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2018-10-14,42.39,42.39,42.39,0.0,0.0,42.61,42.61,42.61,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2018-10-21,40.62,40.62,40.62,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2018-10-28,42.52,42.52,42.52,0.0,0.0,42.77,42.77,42.77,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2018-11-04,43.25,43.25,43.25,0.0,0.0,43.27,43.27,43.27,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2018-11-11,41.44,41.44,41.44,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2018-11-18,39.9,39.9,39.9,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2018-11-25,42.12,42.12,42.12,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2018-12-02,41.56,41.56,41.56,0.0,0.0,41.89,41.89,41.89,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2018-12-09,40.12,40.12,40.12,0.0,0.0,40.47,40.47,40.47,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2018-12-16,37.42,37.42,37.42,0.0,0.0,37.77,37.77,37.77,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2018-12-23,38.01,38.01,38.01,0.0,0.0,38.54,38.54,38.54,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-12-30,38.4,38.4,38.4,0.0,0.0,39.37,39.37,39.37,0.0,0.0,38.31,38.31,38.31,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-01-06,40.56,40.56,40.56,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-01-13,41.45,41.45,41.45,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2019-01-20,41.5,41.5,41.5,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-01-27,41.85,41.85,41.85,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2019-02-03,41.41,41.41,41.41,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-02-10,42.58,42.58,42.58,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-02-17,42.81,42.81,42.81,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-02-24,43.14,43.14,43.14,0.0,0.0,43.28,43.28,43.28,0.0,0.0,42.84,42.84,42.84,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-03-03,41.85,41.85,41.85,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2019-03-10,42.65,42.65,42.65,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2019-03-17,43.65,43.65,43.65,0.0,0.0,43.7,43.7,43.7,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2019-03-24,43.88,43.88,43.88,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-03-31,45.08,45.08,45.08,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2019-04-07,45.49,45.49,45.49,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2019-04-14,45.99,45.99,45.99,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2019-04-21,46.23,46.23,46.23,0.0,0.0,46.45,46.45,46.45,0.0,0.0,45.98,45.98,45.98,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-04-28,46.21,46.21,46.21,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-05-05,45.03,45.03,45.03,0.0,0.0,45.4,45.4,45.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2019-05-12,44.62,44.62,44.62,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2019-05-19,43.77,43.77,43.77,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-05-26,42.61,42.61,42.61,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2019-06-02,43.87,43.87,43.87,0.0,0.0,44.49,44.49,44.49,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2019-06-09,45.35,45.35,45.35,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-06-16,45.93,45.93,45.93,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-06-23,45.69,45.69,45.69,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2019-06-30,46.36,46.36,46.36,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2019-07-07,47.13,47.13,47.13,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2019-07-14,47.35,47.35,47.35,0.0,0.0,47.37,47.37,47.37,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2019-07-21,47.2,47.2,47.2,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2019-07-28,45.38,45.38,45.38,0.0,0.0,45.38,45.38,45.38,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2019-08-04,45.54,45.54,45.54,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2019-08-11,44.04,44.04,44.04,0.0,0.0,44.36,44.36,44.36,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2019-08-18,45.28,45.28,45.28,0.0,0.0,45.43,45.43,45.43,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-08-25,45.85,45.85,45.85,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-09-01,46.67,46.67,46.67,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2019-09-08,47.26,47.26,47.26,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2019-09-15,46.44,46.44,46.44,0.0,0.0,46.53,46.53,46.53,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-09-22,45.58,45.58,45.58,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2019-09-29,44.98,44.98,44.98,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2019-10-06,45.72,45.72,45.72,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2019-10-13,46.48,46.48,46.48,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2019-10-20,45.85,45.85,45.85,0.0,0.0,46.51,46.51,46.51,0.0,0.0,45.78,45.78,45.78,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-10-27,46.46,46.46,46.46,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2019-11-03,46.45,46.45,46.45,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-11-10,46.64,46.64,46.64,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-11-17,46.06,46.06,46.06,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-11-24,47.31,47.31,47.31,0.0,0.0,47.34,47.34,47.34,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2019-12-01,46.64,46.64,46.64,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2019-12-08,47.28,47.28,47.28,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2019-12-15,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2019-12-22,48.65,48.65,48.65,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2019-12-29,48.26,48.26,48.26,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2020-01-05,49.03,49.03,49.03,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2020-01-12,49.45,49.45,49.45,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2020-01-19,49.6,49.6,49.6,0.0,0.0,49.6,49.6,49.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2020-01-26,49.68,49.68,49.68,0.0,0.0,49.75,49.75,49.75,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2020-02-02,50.22,50.22,50.22,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2020-02-09,51.77,51.77,51.77,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2020-02-16,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2020-02-23,43.8,43.8,43.8,0.0,0.0,45.23,45.23,45.23,0.0,0.0,43.8,43.8,43.8,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2020-03-01,44.07,44.07,44.07,0.0,0.0,44.93,44.93,44.93,0.0,0.0,43.73,43.73,43.73,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2020-03-08,39.26,39.26,39.26,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2020-03-15,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2020-03-22,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2020-03-29,35.82,35.82,35.82,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2020-04-05,41.0,41.0,41.0,0.0,0.0,41.6,41.6,41.6,0.0,0.0,40.54,40.54,40.54,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2020-04-12,44.13,44.13,44.13,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.42,43.42,43.42,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2020-04-19,43.69,43.69,43.69,0.0,0.0,44.23,44.23,44.23,0.0,0.0,43.4,43.4,43.4,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2020-04-26,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2020-05-03,46.38,46.38,46.38,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2020-05-10,44.7,44.7,44.7,0.0,0.0,45.75,45.75,45.75,0.0,0.0,44.7,44.7,44.7,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2020-05-17,48.0,48.0,48.0,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.68,47.68,47.68,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2020-05-24,48.73,48.73,48.73,0.0,0.0,49.2,49.2,49.2,0.0,0.0,48.49,48.49,48.49,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2020-05-31,51.94,51.94,51.94,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2020-06-07,51.17,51.17,51.17,0.0,0.0,51.26,51.26,51.26,0.0,0.0,49.14,49.14,49.14,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2020-06-14,52.31,52.31,52.31,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2020-06-21,51.35,51.35,51.35,0.0,0.0,51.58,51.58,51.58,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2020-06-28,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2020-07-05,55.0,55.0,55.0,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.28,54.28,54.28,0.0,0.0
