Date,Vanguard Intermediate-Term BondEtf_Open_average,Vanguard Intermediate-Term BondEtf_Open_max,Vanguard Intermediate-Term BondEtf_Open_min,Vanguard Intermediate-Term BondEtf_Open_volatility,Vanguard Intermediate-Term BondEtf_Open_change,Vanguard Intermediate-Term BondEtf_High_average,Vanguard Intermediate-Term BondEtf_High_max,Vanguard Intermediate-Term BondEtf_High_min,Vanguard Intermediate-Term BondEtf_High_volatility,Vanguard Intermediate-Term BondEtf_High_change,Vanguard Intermediate-Term BondEtf_Low_average,Vanguard Intermediate-Term BondEtf_Low_max,Vanguard Intermediate-Term BondEtf_Low_min,Vanguard Intermediate-Term BondEtf_Low_volatility,Vanguard Intermediate-Term BondEtf_Low_change,Vanguard Intermediate-Term BondEtf_Close_average,Vanguard Intermediate-Term BondEtf_Close_max,Vanguard Intermediate-Term BondEtf_Close_min,Vanguard Intermediate-Term BondEtf_Close_volatility,Vanguard Intermediate-Term BondEtf_Close_change
2018-04-22,80.75,80.75,80.75,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.71,80.71,80.71,0.0,0.0,80.75,80.75,80.75,0.0,0.0
2018-04-29,80.67,80.67,80.67,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.49,80.49,80.49,0.0,0.0,80.57,80.57,80.57,0.0,0.0
2018-05-06,80.58,80.58,80.58,0.0,0.0,80.59,80.59,80.59,0.0,0.0,80.48,80.48,80.48,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2018-05-13,80.02,80.02,80.02,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.02,80.02,80.02,0.0,0.0,80.15,80.15,80.15,0.0,0.0
2018-05-20,80.8,80.8,80.8,0.0,0.0,80.92,80.92,80.92,0.0,0.0,80.76,80.76,80.76,0.0,0.0,80.92,80.92,80.92,0.0,0.0
2018-05-27,80.68,80.68,80.68,0.0,0.0,80.86,80.86,80.86,0.0,0.0,80.68,80.68,80.68,0.0,0.0,80.77,80.77,80.77,0.0,0.0
2018-06-03,80.59,80.59,80.59,0.0,0.0,80.68,80.68,80.68,0.0,0.0,80.55,80.55,80.55,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2018-06-10,80.76,80.76,80.76,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.61,80.61,80.61,0.0,0.0
2018-06-17,80.58,80.58,80.58,0.0,0.0,80.71,80.71,80.71,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.66,80.66,80.66,0.0,0.0
2018-06-24,80.95,80.95,80.95,0.0,0.0,81.06,81.06,81.06,0.0,0.0,80.94,80.94,80.94,0.0,0.0,80.97,80.97,80.97,0.0,0.0
2018-07-01,81.09,81.09,81.09,0.0,0.0,81.13,81.13,81.13,0.0,0.0,81.01,81.01,81.01,0.0,0.0,81.06,81.06,81.06,0.0,0.0
2018-07-08,81.09,81.09,81.09,0.0,0.0,81.18,81.18,81.18,0.0,0.0,81.07,81.07,81.07,0.0,0.0,81.17,81.17,81.17,0.0,0.0
2018-07-15,81.05,81.05,81.05,0.0,0.0,81.06,81.06,81.06,0.0,0.0,80.94,80.94,80.94,0.0,0.0,80.97,80.97,80.97,0.0,0.0
2018-07-22,80.87,80.87,80.87,0.0,0.0,80.87,80.87,80.87,0.0,0.0,80.75,80.75,80.75,0.0,0.0,80.78,80.78,80.78,0.0,0.0
2018-07-29,80.64,80.64,80.64,0.0,0.0,80.78,80.78,80.78,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.78,80.78,80.78,0.0,0.0
2018-08-05,80.89,80.89,80.89,0.0,0.0,81.15,81.15,81.15,0.0,0.0,80.87,80.87,80.87,0.0,0.0,81.03,81.03,81.03,0.0,0.0
2018-08-12,81.24,81.24,81.24,0.0,0.0,81.31,81.31,81.31,0.0,0.0,81.15,81.15,81.15,0.0,0.0,81.19,81.19,81.19,0.0,0.0
2018-08-19,81.29,81.29,81.29,0.0,0.0,81.45,81.45,81.45,0.0,0.0,81.26,81.26,81.26,0.0,0.0,81.45,81.45,81.45,0.0,0.0
2018-08-26,81.32,81.32,81.32,0.0,0.0,81.34,81.34,81.34,0.0,0.0,81.21,81.21,81.21,0.0,0.0,81.23,81.23,81.23,0.0,0.0
2018-09-02,80.82,80.82,80.82,0.0,0.0,80.88,80.88,80.88,0.0,0.0,80.71,80.71,80.71,0.0,0.0,80.78,80.78,80.78,0.0,0.0
2018-09-09,80.6,80.6,80.6,0.0,0.0,80.66,80.66,80.66,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.59,80.59,80.59,0.0,0.0
2018-09-16,80.26,80.26,80.26,0.0,0.0,80.38,80.38,80.38,0.0,0.0,80.26,80.26,80.26,0.0,0.0,80.35,80.35,80.35,0.0,0.0
2018-09-23,80.54,80.54,80.54,0.0,0.0,80.55,80.55,80.55,0.0,0.0,80.46,80.46,80.46,0.0,0.0,80.48,80.48,80.48,0.0,0.0
2018-09-30,79.61,79.61,79.61,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.43,79.43,79.43,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2018-10-07,79.75,79.75,79.75,0.0,0.0,79.98,79.98,79.98,0.0,0.0,79.75,79.75,79.75,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2018-10-14,79.72,79.72,79.72,0.0,0.0,79.77,79.77,79.77,0.0,0.0,79.58,79.58,79.58,0.0,0.0,79.65,79.65,79.65,0.0,0.0
2018-10-21,80.12,80.12,80.12,0.0,0.0,80.32,80.32,80.32,0.0,0.0,80.12,80.12,80.12,0.0,0.0,80.2,80.2,80.2,0.0,0.0
2018-10-28,79.59,79.59,79.59,0.0,0.0,79.67,79.67,79.67,0.0,0.0,79.42,79.42,79.42,0.0,0.0,79.46,79.46,79.46,0.0,0.0
2018-11-04,79.46,79.46,79.46,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.58,79.58,79.58,0.0,0.0
2018-11-11,79.86,79.86,79.86,0.0,0.0,79.96,79.96,79.96,0.0,0.0,79.8,79.8,79.8,0.0,0.0,79.96,79.96,79.96,0.0,0.0
2018-11-18,80.04,80.04,80.04,0.0,0.0,80.1,80.1,80.1,0.0,0.0,79.97,79.97,79.97,0.0,0.0,80.0,80.0,80.0,0.0,0.0
2018-11-25,80.1,80.1,80.1,0.0,0.0,80.12,80.12,80.12,0.0,0.0,80.02,80.02,80.02,0.0,0.0,80.09,80.09,80.09,0.0,0.0
2018-12-02,80.38,80.38,80.38,0.0,0.0,80.6,80.6,80.6,0.0,0.0,80.35,80.35,80.35,0.0,0.0,80.58,80.58,80.58,0.0,0.0
2018-12-09,80.65,80.65,80.65,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.61,80.61,80.61,0.0,0.0
2018-12-16,80.91,80.91,80.91,0.0,0.0,80.94,80.94,80.94,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.92,80.92,80.92,0.0,0.0
2018-12-23,80.83,80.83,80.83,0.0,0.0,81.1,81.1,81.1,0.0,0.0,80.77,80.77,80.77,0.0,0.0,81.07,81.07,81.07,0.0,0.0
2018-12-30,81.55,81.55,81.55,0.0,0.0,81.58,81.58,81.58,0.0,0.0,81.41,81.41,81.41,0.0,0.0,81.52,81.52,81.52,0.0,0.0
2019-01-06,81.56,81.56,81.56,0.0,0.0,81.64,81.64,81.64,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.59,81.59,81.59,0.0,0.0
2019-01-13,81.39,81.39,81.39,0.0,0.0,81.5,81.5,81.5,0.0,0.0,81.32,81.32,81.32,0.0,0.0,81.42,81.42,81.42,0.0,0.0
2019-01-20,81.78,81.78,81.78,0.0,0.0,81.79,81.79,81.79,0.0,0.0,81.7,81.7,81.7,0.0,0.0,81.74,81.74,81.74,0.0,0.0
2019-01-27,82.28,82.28,82.28,0.0,0.0,82.31,82.31,82.31,0.0,0.0,82.07,82.07,82.07,0.0,0.0,82.13,82.13,82.13,0.0,0.0
2019-02-03,82.34,82.34,82.34,0.0,0.0,82.42,82.42,82.42,0.0,0.0,82.32,82.32,82.32,0.0,0.0,82.38,82.38,82.38,0.0,0.0
2019-02-10,82.3,82.3,82.3,0.0,0.0,82.34,82.34,82.34,0.0,0.0,82.25,82.25,82.25,0.0,0.0,82.32,82.32,82.32,0.0,0.0
2019-02-17,82.34,82.34,82.34,0.0,0.0,82.52,82.52,82.52,0.0,0.0,82.32,82.32,82.32,0.0,0.0,82.45,82.45,82.45,0.0,0.0
2019-02-24,82.03,82.03,82.03,0.0,0.0,82.08,82.08,82.08,0.0,0.0,81.88,81.88,81.88,0.0,0.0,81.88,81.88,81.88,0.0,0.0
2019-03-03,82.57,82.57,82.57,0.0,0.0,82.61,82.61,82.61,0.0,0.0,82.48,82.48,82.48,0.0,0.0,82.59,82.59,82.59,0.0,0.0
2019-03-10,82.83,82.83,82.83,0.0,0.0,82.95,82.95,82.95,0.0,0.0,82.81,82.81,82.81,0.0,0.0,82.9,82.9,82.9,0.0,0.0
2019-03-17,83.6,83.6,83.6,0.0,0.0,83.85,83.85,83.85,0.0,0.0,83.55,83.55,83.55,0.0,0.0,83.8,83.8,83.8,0.0,0.0
2019-03-24,83.85,83.85,83.85,0.0,0.0,83.96,83.96,83.96,0.0,0.0,83.8,83.8,83.8,0.0,0.0,83.93,83.93,83.93,0.0,0.0
2019-03-31,83.4,83.4,83.4,0.0,0.0,83.51,83.51,83.51,0.0,0.0,83.38,83.38,83.38,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2019-04-07,83.41,83.41,83.41,0.0,0.0,83.47,83.47,83.47,0.0,0.0,83.36,83.36,83.36,0.0,0.0,83.38,83.38,83.38,0.0,0.0
2019-04-14,83.36,83.36,83.36,0.0,0.0,83.4,83.4,83.4,0.0,0.0,83.31,83.31,83.31,0.0,0.0,83.35,83.35,83.35,0.0,0.0
2019-04-21,83.86,83.86,83.86,0.0,0.0,83.87,83.87,83.87,0.0,0.0,83.79,83.79,83.79,0.0,0.0,83.82,83.82,83.82,0.0,0.0
2019-04-28,83.46,83.46,83.46,0.0,0.0,83.55,83.55,83.55,0.0,0.0,83.41,83.41,83.41,0.0,0.0,83.49,83.49,83.49,0.0,0.0
2019-05-05,83.82,83.82,83.82,0.0,0.0,83.89,83.89,83.89,0.0,0.0,83.75,83.75,83.75,0.0,0.0,83.79,83.79,83.79,0.0,0.0
2019-05-12,84.27,84.27,84.27,0.0,0.0,84.27,84.27,84.27,0.0,0.0,84.07,84.07,84.07,0.0,0.0,84.17,84.17,84.17,0.0,0.0
2019-05-19,84.45,84.45,84.45,0.0,0.0,84.49,84.49,84.49,0.0,0.0,84.37,84.37,84.37,0.0,0.0,84.45,84.45,84.45,0.0,0.0
2019-05-26,85.16,85.16,85.16,0.0,0.0,85.41,85.41,85.41,0.0,0.0,85.07,85.07,85.07,0.0,0.0,85.4,85.4,85.4,0.0,0.0
2019-06-02,85.76,85.76,85.76,0.0,0.0,85.83,85.83,85.83,0.0,0.0,85.6,85.6,85.6,0.0,0.0,85.68,85.68,85.68,0.0,0.0
2019-06-09,85.68,85.68,85.68,0.0,0.0,85.79,85.79,85.79,0.0,0.0,85.66,85.66,85.66,0.0,0.0,85.77,85.77,85.77,0.0,0.0
2019-06-16,86.33,86.33,86.33,0.0,0.0,86.36,86.36,86.36,0.0,0.0,86.18,86.18,86.18,0.0,0.0,86.26,86.26,86.26,0.0,0.0
2019-06-23,86.46,86.46,86.46,0.0,0.0,86.57,86.57,86.57,0.0,0.0,86.38,86.38,86.38,0.0,0.0,86.5,86.5,86.5,0.0,0.0
2019-06-30,86.26,86.26,86.26,0.0,0.0,86.28,86.28,86.28,0.0,0.0,85.98,85.98,85.98,0.0,0.0,86.2,86.2,86.2,0.0,0.0
2019-07-07,85.86,85.86,85.86,0.0,0.0,85.97,85.97,85.97,0.0,0.0,85.81,85.81,85.81,0.0,0.0,85.93,85.93,85.93,0.0,0.0
2019-07-14,86.3,86.3,86.3,0.0,0.0,86.38,86.38,86.38,0.0,0.0,86.21,86.21,86.21,0.0,0.0,86.3,86.3,86.3,0.0,0.0
2019-07-21,86.33,86.33,86.33,0.0,0.0,86.33,86.33,86.33,0.0,0.0,86.18,86.18,86.18,0.0,0.0,86.32,86.32,86.32,0.0,0.0
2019-07-28,86.99,86.99,86.99,0.0,0.0,87.09,87.09,87.09,0.0,0.0,86.88,86.88,86.88,0.0,0.0,87.04,87.04,87.04,0.0,0.0
2019-08-04,87.8,87.8,87.8,0.0,0.0,87.84,87.84,87.84,0.0,0.0,87.55,87.55,87.55,0.0,0.0,87.61,87.61,87.61,0.0,0.0
2019-08-11,88.31,88.31,88.31,0.0,0.0,88.43,88.43,88.43,0.0,0.0,88.07,88.07,88.07,0.0,0.0,88.41,88.41,88.41,0.0,0.0
2019-08-18,88.3,88.3,88.3,0.0,0.0,88.75,88.75,88.75,0.0,0.0,88.24,88.24,88.24,0.0,0.0,88.65,88.65,88.65,0.0,0.0
2019-08-25,88.71,88.71,88.71,0.0,0.0,88.84,88.84,88.84,0.0,0.0,88.64,88.64,88.64,0.0,0.0,88.84,88.84,88.84,0.0,0.0
2019-09-01,88.4,88.4,88.4,0.0,0.0,88.52,88.52,88.52,0.0,0.0,88.37,88.37,88.37,0.0,0.0,88.44,88.44,88.44,0.0,0.0
2019-09-08,87.05,87.05,87.05,0.0,0.0,87.11,87.11,87.11,0.0,0.0,86.7,86.7,86.7,0.0,0.0,86.72,86.72,86.72,0.0,0.0
2019-09-15,87.42,87.42,87.42,0.0,0.0,87.68,87.68,87.68,0.0,0.0,87.36,87.36,87.36,0.0,0.0,87.68,87.68,87.68,0.0,0.0
2019-09-22,87.8,87.8,87.8,0.0,0.0,87.92,87.92,87.92,0.0,0.0,87.76,87.76,87.76,0.0,0.0,87.84,87.84,87.84,0.0,0.0
2019-09-29,88.58,88.58,88.58,0.0,0.0,88.75,88.75,88.75,0.0,0.0,88.54,88.54,88.54,0.0,0.0,88.73,88.73,88.73,0.0,0.0
2019-10-06,87.75,87.75,87.75,0.0,0.0,87.78,87.78,87.78,0.0,0.0,87.51,87.51,87.51,0.0,0.0,87.67,87.67,87.67,0.0,0.0
2019-10-13,87.79,87.79,87.79,0.0,0.0,87.88,87.88,87.88,0.0,0.0,87.72,87.72,87.72,0.0,0.0,87.82,87.82,87.82,0.0,0.0
2019-10-20,87.84,87.84,87.84,0.0,0.0,87.84,87.84,87.84,0.0,0.0,87.53,87.53,87.53,0.0,0.0,87.66,87.66,87.66,0.0,0.0
2019-10-27,87.88,87.88,87.88,0.0,0.0,88.02,88.02,88.02,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.86,87.86,87.86,0.0,0.0
2019-11-03,86.85,86.85,86.85,0.0,0.0,87.02,87.02,87.02,0.0,0.0,86.78,86.78,86.78,0.0,0.0,86.78,86.78,86.78,0.0,0.0
2019-11-10,87.34,87.34,87.34,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.31,87.31,87.31,0.0,0.0,87.38,87.38,87.38,0.0,0.0
2019-11-17,87.66,87.66,87.66,0.0,0.0,87.72,87.72,87.72,0.0,0.0,87.57,87.57,87.57,0.0,0.0,87.65,87.65,87.65,0.0,0.0
2019-11-24,87.7,87.7,87.7,0.0,0.0,87.73,87.73,87.73,0.0,0.0,87.6,87.6,87.6,0.0,0.0,87.7,87.7,87.7,0.0,0.0
2019-12-01,87.28,87.28,87.28,0.0,0.0,87.46,87.46,87.46,0.0,0.0,87.23,87.23,87.23,0.0,0.0,87.34,87.34,87.34,0.0,0.0
2019-12-08,87.34,87.34,87.34,0.0,0.0,87.55,87.55,87.55,0.0,0.0,87.16,87.16,87.16,0.0,0.0,87.5,87.5,87.5,0.0,0.0
2019-12-15,87.17,87.17,87.17,0.0,0.0,87.25,87.25,87.25,0.0,0.0,87.13,87.13,87.13,0.0,0.0,87.24,87.24,87.24,0.0,0.0
2019-12-22,87.36,87.36,87.36,0.0,0.0,87.36,87.36,87.36,0.0,0.0,87.26,87.26,87.26,0.0,0.0,87.32,87.32,87.32,0.0,0.0
2019-12-29,87.63,87.63,87.63,0.0,0.0,87.82,87.82,87.82,0.0,0.0,87.55,87.55,87.55,0.0,0.0,87.82,87.82,87.82,0.0,0.0
2020-01-05,87.65,87.65,87.65,0.0,0.0,87.77,87.77,87.77,0.0,0.0,87.6,87.6,87.6,0.0,0.0,87.69,87.69,87.69,0.0,0.0
2020-01-12,87.74,87.74,87.74,0.0,0.0,87.83,87.83,87.83,0.0,0.0,87.72,87.72,87.72,0.0,0.0,87.83,87.83,87.83,0.0,0.0
2020-01-19,88.35,88.35,88.35,0.0,0.0,88.55,88.55,88.55,0.0,0.0,88.28,88.28,88.28,0.0,0.0,88.48,88.48,88.48,0.0,0.0
2020-01-26,89.24,89.24,89.24,0.0,0.0,89.41,89.41,89.41,0.0,0.0,89.17,89.17,89.17,0.0,0.0,89.41,89.41,89.41,0.0,0.0
2020-02-02,88.84,88.84,88.84,0.0,0.0,88.93,88.93,88.93,0.0,0.0,88.76,88.76,88.76,0.0,0.0,88.89,88.89,88.89,0.0,0.0
2020-02-09,88.98,88.98,88.98,0.0,0.0,89.01,89.01,89.01,0.0,0.0,88.91,88.91,88.91,0.0,0.0,88.95,88.95,88.95,0.0,0.0
2020-02-16,89.42,89.42,89.42,0.0,0.0,89.64,89.64,89.64,0.0,0.0,89.35,89.35,89.35,0.0,0.0,89.52,89.52,89.52,0.0,0.0
2020-02-23,90.58,90.58,90.58,0.0,0.0,91.02,91.02,91.02,0.0,0.0,90.46,90.46,90.46,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2020-03-01,92.67,92.67,92.67,0.0,0.0,92.68,92.68,92.68,0.0,0.0,92.06,92.06,92.06,0.0,0.0,92.22,92.22,92.22,0.0,0.0
2020-03-08,88.62,88.62,88.62,0.0,0.0,88.62,88.62,88.62,0.0,0.0,88.62,88.62,88.62,0.0,0.0,88.62,88.62,88.62,0.0,0.0
2020-03-15,84.65,84.65,84.65,0.0,0.0,84.65,84.65,84.65,0.0,0.0,84.65,84.65,84.65,0.0,0.0,84.65,84.65,84.65,0.0,0.0
2020-03-22,88.67,88.67,88.67,0.0,0.0,88.67,88.67,88.67,0.0,0.0,88.67,88.67,88.67,0.0,0.0,88.67,88.67,88.67,0.0,0.0
2020-03-29,89.13,89.13,89.13,0.0,0.0,89.45,89.45,89.45,0.0,0.0,88.86,88.86,88.86,0.0,0.0,89.07,89.07,89.07,0.0,0.0
2020-04-05,90.27,90.27,90.27,0.0,0.0,90.66,90.66,90.66,0.0,0.0,89.84,89.84,89.84,0.0,0.0,90.6,90.6,90.6,0.0,0.0
2020-04-12,91.49,91.49,91.49,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.03,91.03,91.03,0.0,0.0,91.21,91.21,91.21,0.0,0.0
2020-04-19,91.17,91.17,91.17,0.0,0.0,91.24,91.24,91.24,0.0,0.0,91.02,91.02,91.02,0.0,0.0,91.18,91.18,91.18,0.0,0.0
2020-04-26,90.97,90.97,90.97,0.0,0.0,90.97,90.97,90.97,0.0,0.0,90.97,90.97,90.97,0.0,0.0,90.97,90.97,90.97,0.0,0.0
2020-05-03,90.95,90.95,90.95,0.0,0.0,90.95,90.95,90.95,0.0,0.0,90.95,90.95,90.95,0.0,0.0,90.95,90.95,90.95,0.0,0.0
2020-05-10,91.31,91.31,91.31,0.0,0.0,91.36,91.36,91.36,0.0,0.0,91.25,91.25,91.25,0.0,0.0,91.3,91.3,91.3,0.0,0.0
2020-05-17,91.92,91.92,91.92,0.0,0.0,91.93,91.93,91.93,0.0,0.0,91.77,91.77,91.77,0.0,0.0,91.86,91.86,91.86,0.0,0.0
2020-05-24,92.26,92.26,92.26,0.0,0.0,92.39,92.39,92.39,0.0,0.0,92.14,92.14,92.14,0.0,0.0,92.36,92.36,92.36,0.0,0.0
2020-05-31,91.84,91.84,91.84,0.0,0.0,91.84,91.84,91.84,0.0,0.0,91.84,91.84,91.84,0.0,0.0,91.84,91.84,91.84,0.0,0.0
2020-06-07,92.57,92.57,92.57,0.0,0.0,92.75,92.75,92.75,0.0,0.0,92.38,92.38,92.38,0.0,0.0,92.41,92.41,92.41,0.0,0.0
2020-06-14,92.93,92.93,92.93,0.0,0.0,93.0,93.0,93.0,0.0,0.0,92.89,92.89,92.89,0.0,0.0,92.95,92.95,92.95,0.0,0.0
2020-06-21,92.89,92.89,92.89,0.0,0.0,92.97,92.97,92.97,0.0,0.0,92.87,92.87,92.87,0.0,0.0,92.94,92.94,92.94,0.0,0.0
2020-06-28,93.21,93.21,93.21,0.0,0.0,93.21,93.21,93.21,0.0,0.0,93.21,93.21,93.21,0.0,0.0,93.21,93.21,93.21,0.0,0.0
2020-07-05,93.24,93.24,93.24,0.0,0.0,93.3,93.3,93.3,0.0,0.0,93.19,93.19,93.19,0.0,0.0,93.21,93.21,93.21,0.0,0.0
