Date,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Open_average,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Open_max,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Open_min,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Open_volatility,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Open_change,Victory CEMP US Discovery Enhanced Volatility WeigEtf_High_average,Victory CEMP US Discovery Enhanced Volatility WeigEtf_High_max,Victory CEMP US Discovery Enhanced Volatility WeigEtf_High_min,Victory CEMP US Discovery Enhanced Volatility WeigEtf_High_volatility,Victory CEMP US Discovery Enhanced Volatility WeigEtf_High_change,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Low_average,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Low_max,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Low_min,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Low_volatility,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Low_change,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Close_average,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Close_max,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Close_min,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Close_volatility,Victory CEMP US Discovery Enhanced Volatility WeigEtf_Close_change
2018-07-08,48.14,48.14,48.14,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-07-15,48.97,48.97,48.97,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2018-07-22,48.41,48.41,48.41,0.0,0.0,48.41,48.41,48.41,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-07-29,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2018-08-05,48.44,48.44,48.44,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.44,48.44,48.44,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-08-12,48.97,48.97,48.97,0.0,0.0,49.57,49.57,49.57,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2018-08-19,50.11,50.11,50.11,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2018-08-26,50.11,50.11,50.11,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2018-09-02,49.92,49.92,49.92,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-09-09,49.7,49.7,49.7,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-09-16,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2018-09-23,48.39,48.39,48.39,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-09-30,47.35,47.35,47.35,0.0,0.0,47.46,47.46,47.46,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2018-10-07,45.99,45.99,45.99,0.0,0.0,45.99,45.99,45.99,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2018-10-14,44.88,44.88,44.88,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2018-10-21,42.79,42.79,42.79,0.0,0.0,43.5,43.5,43.5,0.0,0.0,42.52,42.52,42.52,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2018-10-28,44.56,44.56,44.56,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2018-11-04,44.57,44.57,44.57,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.75,44.75,44.75,0.0,0.0
2018-11-11,44.28,44.28,44.28,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2018-11-18,44.47,44.47,44.47,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2018-11-25,44.45,44.45,44.45,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2018-12-02,42.34,42.34,42.34,0.0,0.0,42.69,42.69,42.69,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2018-12-09,41.46,41.46,41.46,0.0,0.0,41.46,41.46,41.46,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2018-12-16,38.7,38.7,38.7,0.0,0.0,39.23,39.23,39.23,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-12-23,39.11,39.11,39.11,0.0,0.0,39.68,39.68,39.68,0.0,0.0,38.86,38.86,38.86,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2018-12-30,39.68,39.68,39.68,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2019-01-06,40.23,40.23,40.23,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-01-13,40.47,40.47,40.47,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-01-20,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-01-27,40.57,40.57,40.57,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-02-03,40.65,40.65,40.65,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-02-10,40.9,40.9,40.9,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2019-02-17,41.17,41.17,41.17,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2019-02-24,41.17,41.17,41.17,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2019-03-03,39.44,39.44,39.44,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-03-10,40.08,40.08,40.08,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2019-03-17,39.6,39.6,39.6,0.0,0.0,39.6,39.6,39.6,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2019-03-24,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-03-31,40.14,40.14,40.14,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-04-07,40.33,40.33,40.33,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2019-04-14,40.22,40.22,40.22,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2019-04-21,40.18,40.18,40.18,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-04-28,40.68,40.68,40.68,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.68,40.68,40.68,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2019-05-05,39.6,39.6,39.6,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.6,39.6,39.6,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-05-12,39.28,39.28,39.28,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2019-05-19,38.32,38.32,38.32,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2019-05-26,37.03,37.03,37.03,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-06-02,37.42,37.42,37.42,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-06-09,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-06-16,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2019-06-23,37.75,37.75,37.75,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-06-30,37.53,37.53,37.53,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-07-07,37.56,37.56,37.56,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2019-07-14,37.33,37.33,37.33,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-07-21,37.83,37.83,37.83,0.0,0.0,38.21,38.21,38.21,0.0,0.0,37.83,37.83,37.83,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-07-28,37.2,37.2,37.2,0.0,0.0,37.29,37.29,37.29,0.0,0.0,36.77,36.77,36.77,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-08-04,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2019-08-11,35.68,35.68,35.68,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2019-08-18,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-08-25,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2019-09-01,36.0,36.0,36.0,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-09-08,36.57,36.57,36.57,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-09-15,36.26,36.26,36.26,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2019-09-22,36.28,36.28,36.28,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2019-09-29,35.83,35.83,35.83,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-10-06,36.32,36.32,36.32,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-10-13,36.69,36.69,36.69,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2019-10-20,37.21,37.21,37.21,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-10-27,37.77,37.77,37.77,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.77,37.77,37.77,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-11-03,38.65,38.65,38.65,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2019-11-10,38.55,38.55,38.55,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2019-11-17,38.27,38.27,38.27,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-11-24,38.95,38.95,38.95,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-12-01,39.09,39.09,39.09,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-12-08,39.52,39.52,39.52,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2019-12-15,39.73,39.73,39.73,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-12-22,39.71,39.71,39.71,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2019-12-29,39.09,39.09,39.09,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2020-01-05,39.18,39.18,39.18,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2020-01-12,40.01,40.01,40.01,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2020-01-19,39.38,39.38,39.38,0.0,0.0,39.38,39.38,39.38,0.0,0.0,38.8,38.8,38.8,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2020-01-26,38.2,38.2,38.2,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2020-02-02,38.51,38.51,38.51,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2020-02-09,39.13,39.13,39.13,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2020-02-16,38.67,38.67,38.67,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2020-02-23,33.13,33.13,33.13,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2020-03-01,34.1,34.1,34.1,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2020-03-08,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2020-03-15,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2020-03-22,32.3,32.3,32.3,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2020-03-29,31.73,31.73,31.73,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2020-04-05,35.21,35.21,35.21,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2020-04-12,34.34,34.34,34.34,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2020-04-19,34.11,34.11,34.11,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2020-04-26,35.81,35.81,35.81,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2020-05-03,36.39,36.39,36.39,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2020-05-10,34.54,34.54,34.54,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2020-05-17,36.67,36.67,36.67,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2020-05-24,38.09,38.09,38.09,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2020-05-31,41.52,41.52,41.52,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2020-06-07,38.75,38.75,38.75,0.0,0.0,38.75,38.75,38.75,0.0,0.0,37.6,37.6,37.6,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2020-06-14,38.97,38.97,38.97,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2020-06-21,37.56,37.56,37.56,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2020-06-28,39.07,39.07,39.07,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2020-07-05,38.6,38.6,38.6,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.31,38.31,38.31,0.0,0.0
