Date,LTBRStock_Open_average,LTBRStock_Open_max,LTBRStock_Open_min,LTBRStock_Open_volatility,LTBRStock_Open_change,LTBRStock_High_average,LTBRStock_High_max,LTBRStock_High_min,LTBRStock_High_volatility,LTBRStock_High_change,LTBRStock_Low_average,LTBRStock_Low_max,LTBRStock_Low_min,LTBRStock_Low_volatility,LTBRStock_Low_change,LTBRStock_Close_average,LTBRStock_Close_max,LTBRStock_Close_min,LTBRStock_Close_volatility,LTBRStock_Close_change,LTBRStock_Volume_average,LTBRStock_Volume_max,LTBRStock_Volume_min,LTBRStock_Volume_volatility,LTBRStock_Volume_change
2018-01-14,17.73,18.48,16.68,1.8000000000000007,-0.35999999999999943,18.8275,19.8,18.36,1.4400000000000013,-1.25,16.77,17.52,15.96,1.5599999999999987,-0.35999999999999943,17.46,17.88,16.56,1.3200000000000003,-0.120000000000001,32413,50927,17929,32998,-32998
2018-01-21,35.424,55.2,26.4,28.800000000000004,6.48,38.856,57.6,28.56,29.040000000000003,-1.2000000000000028,29.088,34.92,24.6,10.32,6.84,31.728,40.92,25.8,15.120000000000001,8.040000000000003,1993367,5699166,338160,5361006,-5239656
2018-01-28,29.400000000000002,34.92,25.2,9.720000000000002,-9.720000000000002,29.784,34.92,25.44,9.48,-9.48,25.631999999999998,30.36,21.84,8.52,-8.52,26.256,30.96,23.52,7.440000000000001,-7.440000000000001,294899,647604,186303,461301,-42732
2018-02-04,21.408,22.92,19.68,3.240000000000002,-3.240000000000002,22.102,23.4,20.04,3.3599999999999994,-3.3599999999999994,20.136,21.36,18.0,3.3599999999999994,-3.3599999999999994,20.64,22.56,18.48,4.079999999999998,-3.0,89441,103254,74257,28997,11853
2018-02-11,18.408,18.96,17.4,1.5600000000000023,-1.3200000000000003,18.983999999999998,19.56,18.0,1.5599999999999987,-1.0799999999999983,17.616,18.24,17.04,1.1999999999999993,-0.11999999999999744,18.144,18.96,17.52,1.4400000000000013,-0.8399999999999999,130079,155304,72637,82667,-70693
2018-02-18,17.73,18.12,17.4,0.7200000000000024,0.120000000000001,18.36,18.84,17.88,0.9600000000000009,-0.9600000000000009,17.43,17.52,17.4,0.120000000000001,0.0,17.79,18.0,17.4,0.6000000000000014,-0.23999999999999844,113225,151765,54992,96773,-13016
2018-02-25,17.16,18.12,16.08,2.0400000000000027,-1.3200000000000003,18.218,20.4,16.81,3.59,1.9199999999999982,16.414,17.64,15.59,2.0500000000000007,-1.1999999999999993,17.52,19.92,16.2,3.7200000000000024,2.0400000000000027,148819,379854,76765,303089,303089
2018-03-04,18.168,19.08,17.76,1.3199999999999967,-0.9599999999999973,18.358,19.2,18.0,1.1999999999999993,-0.9699999999999989,17.472,17.64,16.92,0.7199999999999989,0.0,17.904,18.24,17.64,0.5999999999999979,0.120000000000001,69730,134034,34790,99244,-89998
2018-03-11,17.112,18.6,15.6,3.0000000000000018,-3.0000000000000018,17.49,19.47,16.02,3.4499999999999993,-3.2699999999999996,16.2,17.64,15.0,2.6400000000000006,-2.4000000000000004,16.776,17.76,15.72,2.040000000000001,-1.8000000000000007,132649,230534,80503,150031,-73186
2018-03-18,15.264,15.6,15.0,0.5999999999999996,-0.5999999999999996,15.492,15.96,15.0,0.9600000000000009,-0.9600000000000009,14.594,15.0,13.92,1.08,-1.08,15.0,15.72,14.04,1.6800000000000015,-1.6800000000000015,46099,67827,26908,40919,-5546
2018-03-25,13.89,14.04,13.8,0.23999999999999844,-0.11999999999999922,14.48,15.24,14.12,1.120000000000001,1.120000000000001,13.5,13.56,13.32,0.2400000000000002,0.2400000000000002,13.8,14.04,13.56,0.47999999999999865,0.23999999999999844,52032,82658,19987,62671,16764
2018-04-01,13.968,14.28,13.56,0.7199999999999989,-0.47999999999999865,14.328,15.0,13.92,1.08,-1.08,13.704,13.92,13.56,0.35999999999999943,-0.35999999999999943,13.943999999999999,14.28,13.56,0.7199999999999989,-0.35999999999999943,23688,27865,17833,10032,-5389
2018-04-08,14.088,14.28,13.8,0.47999999999999865,0.23999999999999844,14.434,14.7,14.16,0.5399999999999991,-0.5399999999999991,13.847999999999999,14.04,13.56,0.47999999999999865,0.47999999999999865,14.088,14.28,13.8,0.47999999999999865,0.35999999999999943,21151,26383,13266,13117,-1452
2018-04-15,14.304,15.0,13.8,1.1999999999999993,-0.5999999999999996,14.448,15.0,13.8,1.1999999999999993,-1.1999999999999993,13.632,14.16,12.48,1.6799999999999997,-1.5599999999999987,13.92,14.64,12.84,1.8000000000000007,-1.8000000000000007,56695,104009,23565,80444,-47630
2018-04-22,13.008,13.2,12.6,0.5999999999999996,0.0,13.134,13.51,12.84,0.6699999999999999,0.0,12.552,12.84,12.36,0.4800000000000004,0.2400000000000002,12.84,13.2,12.6,0.5999999999999996,0.47999999999999865,17424,21772,10842,10930,-9385
2018-04-29,13.272,13.32,13.2,0.120000000000001,-0.120000000000001,13.44,13.68,13.2,0.4800000000000004,-0.3600000000000012,12.984,13.2,12.84,0.35999999999999943,-0.120000000000001,13.164,13.32,13.08,0.2400000000000002,0.11999999999999922,15189,21776,9748,12028,-5247
2018-05-06,13.032,13.32,12.48,0.8399999999999999,-0.7199999999999989,13.56,13.8,13.44,0.3600000000000012,-0.3600000000000012,12.815999999999999,13.2,12.36,0.8399999999999999,-0.8399999999999999,13.152,13.44,12.6,0.8399999999999999,-0.120000000000001,34196,50463,9714,40749,-2694
2018-05-13,12.96,13.44,12.72,0.7199999999999989,-0.35999999999999943,13.024,13.44,12.84,0.5999999999999996,-0.35999999999999943,12.506,12.72,12.37,0.3500000000000014,-0.11000000000000121,12.816,12.96,12.6,0.3600000000000012,-0.120000000000001,15040,25240,7288,17952,-3504
2018-05-20,12.744,12.84,12.6,0.2400000000000002,0.0,13.008000000000001,13.8,12.72,1.08,0.9600000000000009,12.648,12.84,12.48,0.35999999999999943,0.2400000000000002,12.84,13.44,12.6,0.8399999999999999,0.8399999999999999,24846,62656,11776,50880,45536
2018-05-27,13.89,14.28,13.44,0.8399999999999999,0.2400000000000002,14.43,15.48,13.8,1.6799999999999997,-0.35999999999999943,13.5,13.92,13.32,0.5999999999999996,0.11999999999999922,13.83,14.16,13.56,0.5999999999999996,-0.5999999999999996,39255,69128,15005,54123,-35405
2018-06-03,13.632,13.8,13.44,0.3600000000000012,0.120000000000001,13.896,14.16,13.8,0.35999999999999943,0.11999999999999922,13.44,13.56,13.32,0.2400000000000002,-0.11999999999999922,13.620000000000001,13.8,13.44,0.3600000000000012,0.120000000000001,24688,45424,15323,30101,8642
2018-06-10,12.96,13.44,12.48,0.9599999999999991,-0.9599999999999991,13.068,13.44,12.6,0.8399999999999999,-0.8399999999999999,12.552,12.84,12.12,0.7200000000000006,-0.7200000000000006,12.72,13.08,12.36,0.7200000000000006,-0.4800000000000004,27564,38323,17865,20458,-5474
2018-06-17,13.776,18.12,12.48,5.640000000000001,0.4800000000000004,13.942,18.24,12.71,5.529999999999998,0.25,12.36,12.6,12.24,0.35999999999999943,0.0,12.576,12.96,12.36,0.6000000000000014,0.0,271990,1096211,16412,1079799,46466
2018-06-24,12.408,12.96,12.12,0.8400000000000016,0.0,12.576,12.96,12.24,0.7200000000000006,0.0,11.886,12.0,11.76,0.2400000000000002,0.120000000000001,12.148,12.48,11.96,0.5199999999999996,0.03999999999999915,67861,121906,29367,92539,-14916
2018-07-01,11.8325,12.0,11.57,0.4299999999999997,-0.2400000000000002,12.0075,12.12,11.88,0.23999999999999844,-0.08999999999999986,11.1675,11.4,10.94,0.46000000000000085,0.46000000000000085,11.5975,12.0,11.18,0.8200000000000003,0.4900000000000002,28602,54937,17427,37510,-37464
2018-07-08,11.712,11.88,11.6,0.28000000000000114,-0.20000000000000107,11.832,12.0,11.76,0.2400000000000002,-0.2400000000000002,11.516,11.53,11.48,0.049999999999998934,0.0,11.604,11.74,11.52,0.22000000000000064,0.14000000000000057,9377,12184,6613,5571,-1505
2018-07-15,12.02,12.72,11.52,1.200000000000001,0.5,12.48,13.32,11.76,1.5600000000000005,1.4399999999999995,11.648,11.92,11.52,0.40000000000000036,0.40000000000000036,12.024,12.72,11.52,1.200000000000001,0.5999999999999996,64431,209648,8917,200731,200731
