Date,SPDR Morgan Stanley TechnologyEtf_Open_average,SPDR Morgan Stanley TechnologyEtf_Open_max,SPDR Morgan Stanley TechnologyEtf_Open_min,SPDR Morgan Stanley TechnologyEtf_Open_volatility,SPDR Morgan Stanley TechnologyEtf_Open_change,SPDR Morgan Stanley TechnologyEtf_High_average,SPDR Morgan Stanley TechnologyEtf_High_max,SPDR Morgan Stanley TechnologyEtf_High_min,SPDR Morgan Stanley TechnologyEtf_High_volatility,SPDR Morgan Stanley TechnologyEtf_High_change,SPDR Morgan Stanley TechnologyEtf_Low_average,SPDR Morgan Stanley TechnologyEtf_Low_max,SPDR Morgan Stanley TechnologyEtf_Low_min,SPDR Morgan Stanley TechnologyEtf_Low_volatility,SPDR Morgan Stanley TechnologyEtf_Low_change,SPDR Morgan Stanley TechnologyEtf_Close_average,SPDR Morgan Stanley TechnologyEtf_Close_max,SPDR Morgan Stanley TechnologyEtf_Close_min,SPDR Morgan Stanley TechnologyEtf_Close_volatility,SPDR Morgan Stanley TechnologyEtf_Close_change
2018-07-29,93.68,93.68,93.68,0.0,0.0,94.05,94.05,94.05,0.0,0.0,93.44,93.44,93.44,0.0,0.0,93.95,93.95,93.95,0.0,0.0
2018-08-05,93.64,93.64,93.64,0.0,0.0,93.91,93.91,93.91,0.0,0.0,93.47,93.47,93.47,0.0,0.0,93.67,93.67,93.67,0.0,0.0
2018-08-12,91.8,91.8,91.8,0.0,0.0,91.8,91.8,91.8,0.0,0.0,90.63,90.63,90.63,0.0,0.0,91.31,91.31,91.31,0.0,0.0
2018-08-19,93.29,93.29,93.29,0.0,0.0,93.95,93.95,93.95,0.0,0.0,93.13,93.13,93.13,0.0,0.0,93.85,93.85,93.85,0.0,0.0
2018-08-26,94.41,94.41,94.41,0.0,0.0,95.17,95.17,95.17,0.0,0.0,94.41,94.41,94.41,0.0,0.0,95.07,95.07,95.07,0.0,0.0
2018-09-02,91.21,91.21,91.21,0.0,0.0,92.76,92.76,92.76,0.0,0.0,91.21,91.21,91.21,0.0,0.0,92.12,92.12,92.12,0.0,0.0
2018-09-09,94.0,94.0,94.0,0.0,0.0,94.37,94.37,94.37,0.0,0.0,93.57,93.57,93.57,0.0,0.0,94.0,94.0,94.0,0.0,0.0
2018-09-16,94.38,94.38,94.38,0.0,0.0,94.74,94.74,94.74,0.0,0.0,93.94,93.94,93.94,0.0,0.0,93.98,93.98,93.98,0.0,0.0
2018-09-23,94.38,94.38,94.38,0.0,0.0,94.83,94.83,94.83,0.0,0.0,94.08,94.08,94.08,0.0,0.0,94.44,94.44,94.44,0.0,0.0
2018-09-30,92.2,92.2,92.2,0.0,0.0,92.57,92.57,92.57,0.0,0.0,90.47,90.47,90.47,0.0,0.0,91.22,91.22,91.22,0.0,0.0
2018-10-07,87.39,87.39,87.39,0.0,0.0,87.59,87.59,87.59,0.0,0.0,85.86,85.86,85.86,0.0,0.0,87.59,87.59,87.59,0.0,0.0
2018-10-14,86.82,86.82,86.82,0.0,0.0,87.37,87.37,87.37,0.0,0.0,85.37,85.37,85.37,0.0,0.0,85.37,85.37,85.37,0.0,0.0
2018-10-21,82.28,82.28,82.28,0.0,0.0,84.12,84.12,84.12,0.0,0.0,81.3,81.3,81.3,0.0,0.0,82.55,82.55,82.55,0.0,0.0
2018-10-28,86.27,86.27,86.27,0.0,0.0,86.29,86.29,86.29,0.0,0.0,84.32,84.32,84.32,0.0,0.0,85.16,85.16,85.16,0.0,0.0
2018-11-04,85.82,85.82,85.82,0.0,0.0,85.82,85.82,85.82,0.0,0.0,84.18,84.18,84.18,0.0,0.0,84.88,84.88,84.88,0.0,0.0
2018-11-11,83.23,83.23,83.23,0.0,0.0,83.74,83.74,83.74,0.0,0.0,82.75,82.75,82.75,0.0,0.0,83.33,83.33,83.33,0.0,0.0
2018-11-18,79.35,79.35,79.35,0.0,0.0,79.8,79.8,79.8,0.0,0.0,79.2,79.2,79.2,0.0,0.0,79.4,79.4,79.4,0.0,0.0
2018-11-25,83.44,83.44,83.44,0.0,0.0,84.5,84.5,84.5,0.0,0.0,83.34,83.34,83.34,0.0,0.0,84.49,84.49,84.49,0.0,0.0
2018-12-02,82.67,82.67,82.67,0.0,0.0,83.05,83.05,83.05,0.0,0.0,80.34,80.34,80.34,0.0,0.0,80.56,80.56,80.56,0.0,0.0
2018-12-09,81.32,81.32,81.32,0.0,0.0,82.17,82.17,82.17,0.0,0.0,80.72,80.72,80.72,0.0,0.0,80.92,80.92,80.92,0.0,0.0
2018-12-16,76.91,76.91,76.91,0.0,0.0,77.0,77.0,77.0,0.0,0.0,73.87,73.87,73.87,0.0,0.0,74.29,74.29,74.29,0.0,0.0
2018-12-23,59.52,59.52,59.52,0.0,0.0,60.26,60.26,60.26,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2018-12-30,58.26,58.26,58.26,0.0,0.0,60.47,60.47,60.47,0.0,0.0,58.26,58.26,58.26,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-01-06,62.57,62.57,62.57,0.0,0.0,63.15,63.15,63.15,0.0,0.0,62.43,62.43,62.43,0.0,0.0,63.07,63.07,63.07,0.0,0.0
2019-01-13,63.75,63.75,63.75,0.0,0.0,64.74,64.74,64.74,0.0,0.0,63.71,63.71,63.71,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2019-01-20,64.71,64.71,64.71,0.0,0.0,65.44,65.44,65.44,0.0,0.0,64.47,64.47,64.47,0.0,0.0,65.35,65.35,65.35,0.0,0.0
2019-01-27,66.13,66.13,66.13,0.0,0.0,66.54,66.54,66.54,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.19,66.19,66.19,0.0,0.0
2019-02-03,65.87,65.87,65.87,0.0,0.0,66.53,66.53,66.53,0.0,0.0,65.78,65.78,65.78,0.0,0.0,66.51,66.51,66.51,0.0,0.0
2019-02-10,68.77,68.77,68.77,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.22,68.22,68.22,0.0,0.0
2019-02-17,68.55,68.55,68.55,0.0,0.0,69.04,69.04,69.04,0.0,0.0,68.54,68.54,68.54,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2019-02-24,69.91,69.91,69.91,0.0,0.0,69.91,69.91,69.91,0.0,0.0,68.99,68.99,68.99,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2019-03-03,66.79,66.79,66.79,0.0,0.0,67.69,67.69,67.69,0.0,0.0,66.65,66.65,66.65,0.0,0.0,67.69,67.69,67.69,0.0,0.0
2019-03-10,70.0,70.0,70.0,0.0,0.0,70.6,70.6,70.6,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.42,70.42,70.42,0.0,0.0
2019-03-17,72.14,72.14,72.14,0.0,0.0,72.25,72.25,72.25,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2019-03-24,70.93,70.93,70.93,0.0,0.0,71.3,71.3,71.3,0.0,0.0,70.92,70.92,70.92,0.0,0.0,71.23,71.23,71.23,0.0,0.0
2019-03-31,73.0,73.0,73.0,0.0,0.0,73.25,73.25,73.25,0.0,0.0,72.85,72.85,72.85,0.0,0.0,73.21,73.21,73.21,0.0,0.0
2019-04-07,73.87,73.87,73.87,0.0,0.0,73.87,73.87,73.87,0.0,0.0,73.47,73.47,73.47,0.0,0.0,73.71,73.71,73.71,0.0,0.0
2019-04-14,74.25,74.25,74.25,0.0,0.0,74.27,74.27,74.27,0.0,0.0,73.71,73.71,73.71,0.0,0.0,74.26,74.26,74.26,0.0,0.0
2019-04-21,75.17,75.17,75.17,0.0,0.0,75.47,75.47,75.47,0.0,0.0,74.5,74.5,74.5,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2019-04-28,75.67,75.67,75.67,0.0,0.0,76.14,76.14,76.14,0.0,0.0,75.67,75.67,75.67,0.0,0.0,76.14,76.14,76.14,0.0,0.0
2019-05-05,72.77,72.77,72.77,0.0,0.0,73.44,73.44,73.44,0.0,0.0,71.62,71.62,71.62,0.0,0.0,73.2,73.2,73.2,0.0,0.0
2019-05-12,72.3,72.3,72.3,0.0,0.0,73.05,73.05,73.05,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.92,71.92,71.92,0.0,0.0
2019-05-19,69.54,69.54,69.54,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.05,69.05,69.05,0.0,0.0
2019-05-26,67.46,67.46,67.46,0.0,0.0,67.94,67.94,67.94,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.29,67.29,67.29,0.0,0.0
2019-06-02,69.15,69.15,69.15,0.0,0.0,70.4,70.4,70.4,0.0,0.0,69.15,69.15,69.15,0.0,0.0,70.17,70.17,70.17,0.0,0.0
2019-06-09,70.03,70.03,70.03,0.0,0.0,70.03,70.03,70.03,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.84,69.84,69.84,0.0,0.0
2019-06-16,72.87,72.87,72.87,0.0,0.0,73.15,73.15,73.15,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.65,72.65,72.65,0.0,0.0
2019-06-23,73.0,73.0,73.0,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.44,72.44,72.44,0.0,0.0,72.65,72.65,72.65,0.0,0.0
2019-06-30,74.02,74.02,74.02,0.0,0.0,74.4,74.4,74.4,0.0,0.0,73.48,73.48,73.48,0.0,0.0,74.16,74.16,74.16,0.0,0.0
2019-07-07,75.32,75.32,75.32,0.0,0.0,75.95,75.95,75.95,0.0,0.0,75.32,75.32,75.32,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2019-07-14,76.3,76.3,76.3,0.0,0.0,76.3,76.3,76.3,0.0,0.0,75.26,75.26,75.26,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2019-07-21,76.83,76.83,76.83,0.0,0.0,77.22,77.22,77.22,0.0,0.0,76.83,76.83,76.83,0.0,0.0,77.11,77.11,77.11,0.0,0.0
2019-07-28,73.74,73.74,73.74,0.0,0.0,73.74,73.74,73.74,0.0,0.0,72.6,72.6,72.6,0.0,0.0,72.91,72.91,72.91,0.0,0.0
2019-08-04,72.27,72.27,72.27,0.0,0.0,72.27,72.27,72.27,0.0,0.0,71.27,71.27,71.27,0.0,0.0,71.67,71.67,71.67,0.0,0.0
2019-08-11,70.98,70.98,70.98,0.0,0.0,71.88,71.88,71.88,0.0,0.0,70.98,70.98,70.98,0.0,0.0,71.83,71.83,71.83,0.0,0.0
2019-08-18,72.48,72.48,72.48,0.0,0.0,73.22,73.22,73.22,0.0,0.0,70.54,70.54,70.54,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2019-08-25,73.41,73.41,73.41,0.0,0.0,73.59,73.59,73.59,0.0,0.0,72.62,72.62,72.62,0.0,0.0,73.01,73.01,73.01,0.0,0.0
2019-09-01,75.19,75.19,75.19,0.0,0.0,75.19,75.19,75.19,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.68,74.68,74.68,0.0,0.0
2019-09-08,74.9,74.9,74.9,0.0,0.0,75.05,75.05,75.05,0.0,0.0,74.65,74.65,74.65,0.0,0.0,74.67,74.67,74.67,0.0,0.0
2019-09-15,74.93,74.93,74.93,0.0,0.0,74.93,74.93,74.93,0.0,0.0,73.89,73.89,73.89,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2019-09-22,73.65,73.65,73.65,0.0,0.0,73.65,73.65,73.65,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.97,71.97,71.97,0.0,0.0
2019-09-29,72.62,72.62,72.62,0.0,0.0,73.22,73.22,73.22,0.0,0.0,72.56,72.56,72.56,0.0,0.0,73.21,73.21,73.21,0.0,0.0
2019-10-06,73.83,73.83,73.83,0.0,0.0,74.66,74.66,74.66,0.0,0.0,73.83,73.83,73.83,0.0,0.0,74.03,74.03,74.03,0.0,0.0
2019-10-13,73.99,73.99,73.99,0.0,0.0,73.99,73.99,73.99,0.0,0.0,72.5,72.5,72.5,0.0,0.0,73.01,73.01,73.01,0.0,0.0
2019-10-20,73.4,73.4,73.4,0.0,0.0,74.3,74.3,74.3,0.0,0.0,73.4,73.4,73.4,0.0,0.0,74.29,74.29,74.29,0.0,0.0
2019-10-27,75.0,75.0,75.0,0.0,0.0,75.4,75.4,75.4,0.0,0.0,74.97,74.97,74.97,0.0,0.0,75.38,75.38,75.38,0.0,0.0
2019-11-03,76.48,76.48,76.48,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.27,76.27,76.27,0.0,0.0,76.69,76.69,76.69,0.0,0.0
2019-11-10,77.37,77.37,77.37,0.0,0.0,77.57,77.57,77.57,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.49,77.49,77.49,0.0,0.0
2019-11-17,77.22,77.22,77.22,0.0,0.0,77.22,77.22,77.22,0.0,0.0,76.73,76.73,76.73,0.0,0.0,77.0,77.0,77.0,0.0,0.0
2019-11-24,78.51,78.51,78.51,0.0,0.0,78.51,78.51,78.51,0.0,0.0,78.19,78.19,78.19,0.0,0.0,78.23,78.23,78.23,0.0,0.0
2019-12-01,77.58,77.58,77.58,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.48,77.48,77.48,0.0,0.0,77.64,77.64,77.64,0.0,0.0
2019-12-08,79.16,79.16,79.16,0.0,0.0,79.85,79.85,79.85,0.0,0.0,79.16,79.16,79.16,0.0,0.0,79.33,79.33,79.33,0.0,0.0
2019-12-15,81.59,81.59,81.59,0.0,0.0,81.91,81.91,81.91,0.0,0.0,81.59,81.59,81.59,0.0,0.0,81.84,81.84,81.84,0.0,0.0
2019-12-22,82.91,82.91,82.91,0.0,0.0,82.91,82.91,82.91,0.0,0.0,82.34,82.34,82.34,0.0,0.0,82.39,82.39,82.39,0.0,0.0
2019-12-29,82.62,82.62,82.62,0.0,0.0,83.35,83.35,83.35,0.0,0.0,82.44,82.44,82.44,0.0,0.0,82.94,82.94,82.94,0.0,0.0
2020-01-05,85.51,85.51,85.51,0.0,0.0,85.52,85.52,85.52,0.0,0.0,84.65,84.65,84.65,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2020-01-12,86.63,86.63,86.63,0.0,0.0,86.8,86.8,86.8,0.0,0.0,86.41,86.41,86.41,0.0,0.0,86.77,86.77,86.77,0.0,0.0
2020-01-19,87.95,87.95,87.95,0.0,0.0,88.39,88.39,88.39,0.0,0.0,86.35,86.35,86.35,0.0,0.0,86.84,86.84,86.84,0.0,0.0
2020-01-26,86.31,86.31,86.31,0.0,0.0,86.31,86.31,86.31,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.79,84.79,84.79,0.0,0.0
2020-02-02,89.54,89.54,89.54,0.0,0.0,89.96,89.96,89.96,0.0,0.0,89.25,89.25,89.25,0.0,0.0,89.33,89.33,89.33,0.0,0.0
2020-02-09,93.09,93.09,93.09,0.0,0.0,93.19,93.19,93.19,0.0,0.0,92.51,92.51,92.51,0.0,0.0,92.8,92.8,92.8,0.0,0.0
2020-02-16,93.02,93.02,93.02,0.0,0.0,93.02,93.02,93.02,0.0,0.0,90.88,90.88,90.88,0.0,0.0,91.23,91.23,91.23,0.0,0.0
2020-02-23,77.76,77.76,77.76,0.0,0.0,81.89,81.89,81.89,0.0,0.0,77.58,77.58,77.58,0.0,0.0,81.56,81.56,81.56,0.0,0.0
2020-03-01,80.74,80.74,80.74,0.0,0.0,82.06,82.06,82.06,0.0,0.0,79.44,79.44,79.44,0.0,0.0,81.38,81.38,81.38,0.0,0.0
2020-03-08,73.91,73.91,73.91,0.0,0.0,73.91,73.91,73.91,0.0,0.0,73.91,73.91,73.91,0.0,0.0,73.91,73.91,73.91,0.0,0.0
2020-03-15,64.87,64.87,64.87,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2020-03-22,71.96,71.96,71.96,0.0,0.0,71.96,71.96,71.96,0.0,0.0,71.96,71.96,71.96,0.0,0.0,71.96,71.96,71.96,0.0,0.0
2020-03-29,70.67,70.67,70.67,0.0,0.0,71.11,71.11,71.11,0.0,0.0,68.79,68.79,68.79,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2020-04-05,77.67,77.67,77.67,0.0,0.0,78.31,78.31,78.31,0.0,0.0,76.41,76.41,76.41,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2020-04-12,84.28,84.28,84.28,0.0,0.0,84.28,84.28,84.28,0.0,0.0,82.82,82.82,82.82,0.0,0.0,83.79,83.79,83.79,0.0,0.0
2020-04-19,81.79,81.79,81.79,0.0,0.0,83.36,83.36,83.36,0.0,0.0,81.32,81.32,81.32,0.0,0.0,83.22,83.22,83.22,0.0,0.0
2020-04-26,81.54,81.54,81.54,0.0,0.0,81.54,81.54,81.54,0.0,0.0,81.54,81.54,81.54,0.0,0.0,81.54,81.54,81.54,0.0,0.0
2020-05-03,87.33,87.33,87.33,0.0,0.0,88.23,88.23,88.23,0.0,0.0,86.92,86.92,86.92,0.0,0.0,88.19,88.19,88.19,0.0,0.0
2020-05-10,86.55,86.55,86.55,0.0,0.0,87.34,87.34,87.34,0.0,0.0,86.55,86.55,86.55,0.0,0.0,87.34,87.34,87.34,0.0,0.0
2020-05-17,90.23,90.23,90.23,0.0,0.0,90.39,90.39,90.39,0.0,0.0,89.32,89.32,89.32,0.0,0.0,90.27,90.27,90.27,0.0,0.0
2020-05-24,89.96,89.96,89.96,0.0,0.0,91.68,91.68,91.68,0.0,0.0,89.68,89.68,89.68,0.0,0.0,91.68,91.68,91.68,0.0,0.0
2020-05-31,95.0,95.0,95.0,0.0,0.0,95.0,95.0,95.0,0.0,0.0,95.0,95.0,95.0,0.0,0.0,95.0,95.0,95.0,0.0,0.0
2020-06-07,94.66,94.66,94.66,0.0,0.0,95.11,95.11,95.11,0.0,0.0,91.63,91.63,91.63,0.0,0.0,93.27,93.27,93.27,0.0,0.0
2020-06-14,99.26,99.26,99.26,0.0,0.0,99.26,99.26,99.26,0.0,0.0,97.56,97.56,97.56,0.0,0.0,97.99,97.99,97.99,0.0,0.0
2020-06-21,98.13,98.13,98.13,0.0,0.0,98.13,98.13,98.13,0.0,0.0,96.06,96.06,96.06,0.0,0.0,96.28,96.28,96.28,0.0,0.0
2020-06-28,101.94,101.94,101.94,0.0,0.0,101.94,101.94,101.94,0.0,0.0,101.94,101.94,101.94,0.0,0.0,101.94,101.94,101.94,0.0,0.0
2020-07-05,104.76,104.76,104.76,0.0,0.0,105.62,105.62,105.62,0.0,0.0,104.2,104.2,104.2,0.0,0.0,104.2,104.2,104.2,0.0,0.0
