Date,HEESStock_Open_average,HEESStock_Open_max,HEESStock_Open_min,HEESStock_Open_volatility,HEESStock_Open_change,HEESStock_High_average,HEESStock_High_max,HEESStock_High_min,HEESStock_High_volatility,HEESStock_High_change,HEESStock_Low_average,HEESStock_Low_max,HEESStock_Low_min,HEESStock_Low_volatility,HEESStock_Low_change,HEESStock_Close_average,HEESStock_Close_max,HEESStock_Close_min,HEESStock_Close_volatility,HEESStock_Close_change,HEESStock_Volume_average,HEESStock_Volume_max,HEESStock_Volume_min,HEESStock_Volume_volatility,HEESStock_Volume_change
2018-01-14,40.0725,41.16,39.46,1.6999999999999957,-1.6999999999999957,40.5925,41.44,39.99,1.4499999999999957,-0.7199999999999989,39.3375,39.79,38.77,1.019999999999996,-0.3299999999999983,39.9375,40.62,39.36,1.259999999999998,0.6099999999999994,237624,314923,152748,162175,-82468
2018-01-21,40.952,41.28,40.57,0.7100000000000009,0.35999999999999943,41.32,41.5,41.0,0.5,-0.14999999999999858,40.318,40.6,40.13,0.46999999999999886,0.25,41.014,41.5,40.66,0.8400000000000034,-0.29999999999999716,207273,244253,119148,125105,-125105
2018-01-28,39.922,41.22,39.08,2.1400000000000006,-2.1400000000000006,40.564,41.72,39.38,2.3399999999999963,-2.3399999999999963,38.943999999999996,40.18,36.9,3.280000000000001,-3.280000000000001,39.32,40.27,37.29,2.980000000000004,-2.9200000000000017,197418,401545,121642,279903,249046
2018-02-04,36.397999999999996,37.43,34.9,2.530000000000001,-0.29999999999999716,37.564,38.18,36.6,1.5799999999999983,-1.3299999999999983,35.296,36.43,34.11,2.3200000000000003,-1.5300000000000011,36.193999999999996,37.42,35.22,2.200000000000003,-0.509999999999998,278792,343039,171997,171042,9999
2018-02-11,35.896,36.53,35.37,1.1600000000000037,0.990000000000002,36.660000000000004,37.92,36.0,1.9200000000000017,1.9200000000000017,35.46,36.52,34.66,1.8600000000000065,1.8600000000000065,36.168,37.0,35.63,1.3699999999999974,1.3699999999999974,197113,232376,139675,92701,-12393
2018-02-18,37.375,38.2,36.68,1.5200000000000031,1.5100000000000051,38.515,39.69,37.6,2.0899999999999963,2.0899999999999963,36.9625,38.2,36.35,1.8500000000000014,1.8500000000000014,37.6475,38.98,36.85,2.1299999999999955,2.1299999999999955,233715,324697,159432,165265,165265
2018-02-25,38.708,40.01,37.6,2.4099999999999966,-0.3500000000000014,39.9,41.04,38.81,2.229999999999997,2.019999999999996,37.64,38.39,36.87,1.5200000000000031,0.6600000000000037,38.936,40.18,37.69,2.490000000000002,1.9200000000000017,444608,760696,226717,533979,533979
2018-03-04,42.28,43.66,40.02,3.6399999999999935,2.75,43.44,44.24,42.06,2.1799999999999997,1.2999999999999972,41.466,42.54,39.33,3.210000000000001,3.210000000000001,42.89,44.07,41.93,2.1400000000000006,1.0900000000000034,511277,747565,294938,452627,-346854
2018-03-11,41.676,43.28,40.16,3.1200000000000045,-3.1200000000000045,42.034,43.33,40.99,2.3399999999999963,-2.1400000000000006,40.778,41.75,39.92,1.8299999999999983,-1.4199999999999946,41.11,41.9,40.26,1.6400000000000006,-0.8299999999999983,349704,482460,244433,238027,73466
2018-03-18,40.784,41.41,40.0,1.4099999999999966,-0.759999999999998,41.346,42.37,40.17,2.1999999999999957,-0.9099999999999966,39.924,40.76,38.58,2.1799999999999997,-1.3700000000000045,40.384,41.81,38.59,3.219999999999999,-2.259999999999998,228688,265094,205536,59558,6015
2018-03-25,38.730000000000004,39.63,37.85,1.7800000000000011,-1.4699999999999989,39.175,39.85,38.46,1.3900000000000006,-0.7099999999999937,37.9625,38.65,37.55,1.1000000000000014,-0.8599999999999994,38.4725,39.37,37.81,1.5599999999999952,-0.8799999999999955,270289,403315,213209,190106,-175666
2018-04-01,37.949999999999996,38.73,37.06,1.6699999999999946,0.3299999999999983,38.724,39.9,37.74,2.1599999999999966,1.3900000000000006,36.784,37.76,35.82,1.9399999999999977,-0.9099999999999966,37.652,39.11,36.24,2.8699999999999974,-0.8699999999999974,329119,467095,229254,237841,157209
2018-04-08,38.06,39.59,36.49,3.1000000000000014,3.1000000000000014,39.058,39.8,37.67,2.1299999999999955,2.1299999999999955,37.6,38.75,36.07,2.6799999999999997,2.6799999999999997,38.382,39.19,36.9,2.289999999999999,2.030000000000001,274029,362670,194774,167896,-121386
2018-04-15,39.65,40.32,38.79,1.5300000000000011,-0.3200000000000003,40.374,40.82,39.43,1.3900000000000006,-0.9500000000000028,38.99,39.88,37.69,2.190000000000005,-1.2899999999999991,39.406,40.28,37.78,2.5,-2.1999999999999957,244585,267814,196205,71609,-14325
2018-04-22,36.934000000000005,39.09,32.81,6.280000000000001,-5.140000000000001,37.714,39.25,34.99,4.259999999999998,-3.780000000000001,35.364,37.68,32.5,5.18,-4.869999999999997,36.162,38.7,32.59,6.109999999999999,-4.340000000000003,564758,1323899,253206,1070693,363249
2018-04-29,32.943999999999996,34.3,32.22,2.0799999999999983,-1.5399999999999991,33.698,34.92,32.66,2.260000000000005,0.6200000000000045,32.13,32.61,31.31,1.3000000000000007,0.0,33.042,34.54,32.35,2.1899999999999977,2.1899999999999977,440636,679411,295701,383710,-116873
2018-05-06,36.616,38.68,34.6,4.079999999999998,4.079999999999998,37.608,38.86,36.21,2.6499999999999986,2.6499999999999986,36.308,37.69,34.54,3.1499999999999986,3.1499999999999986,37.192,38.48,35.79,2.6899999999999977,2.270000000000003,350845,398933,319105,79828,-5386
2018-05-13,38.044,38.89,36.86,2.030000000000001,0.7800000000000011,38.836,39.43,37.78,1.6499999999999986,0.9899999999999949,37.732,38.74,36.59,2.1499999999999986,1.7700000000000031,38.3,39.3,37.02,2.279999999999994,2.279999999999994,223488,323023,159144,163879,-138028
2018-05-20,38.455999999999996,40.0,37.5,2.5,-2.0799999999999983,38.912,40.39,37.83,2.5600000000000023,-2.5600000000000023,37.42,39.36,35.77,3.5899999999999963,-3.5899999999999963,37.848,39.79,36.02,3.769999999999996,-3.769999999999996,266864,328508,204394,124114,5285
2018-05-27,35.305,35.51,35.01,0.5,-0.46999999999999886,36.0475,36.59,35.39,1.2000000000000028,0.3400000000000034,34.605,35.23,34.19,1.0399999999999991,-0.4000000000000057,35.1275,35.37,34.57,0.7999999999999972,0.11999999999999744,286753,396077,227215,168862,-150105
2018-06-03,36.778,37.8,35.54,2.259999999999998,2.1899999999999977,37.446,38.33,35.87,2.460000000000001,2.280000000000001,36.43,37.43,34.92,2.509999999999998,2.280000000000001,37.214,38.0,35.65,2.3500000000000014,2.3500000000000014,219329,353099,162901,190198,-40775
2018-06-10,38.512,39.2,37.9,1.3000000000000043,0.240000000000002,39.038,39.82,38.22,1.6000000000000014,-0.20000000000000284,38.102,38.8,37.5,1.2999999999999972,-0.3999999999999986,38.506,39.1,37.86,1.240000000000002,-0.4299999999999997,183219,249275,109260,140015,70642
2018-06-17,38.446,39.39,37.75,1.6400000000000006,0.21000000000000085,38.992,39.5,38.35,1.1499999999999986,-0.5599999999999952,37.58,38.5,37.11,1.3900000000000006,0.0799999999999983,38.436,39.34,37.43,1.9100000000000037,-0.9400000000000048,251228,506993,132519,374474,374474
2018-06-24,37.422,37.75,36.43,1.3200000000000003,-0.00999999999999801,38.032000000000004,39.31,36.84,2.469999999999999,1.0700000000000003,36.624,37.58,35.62,1.9600000000000009,1.9600000000000009,37.078,37.62,36.34,1.279999999999994,1.1599999999999966,310691,530833,207429,323404,-30029
2018-07-01,37.845,38.38,37.27,1.1099999999999994,1.1099999999999994,38.457499999999996,39.05,37.68,1.3699999999999974,1.3699999999999974,37.2475,38.18,36.69,1.490000000000002,1.490000000000002,37.99,38.5,37.61,0.8900000000000006,0.5899999999999963,155453,176850,117374,59476,-15283
2018-07-08,38.496,39.44,37.78,1.6599999999999966,-0.509999999999998,39.03,39.44,38.29,1.1499999999999986,-0.030000000000001137,38.004,38.66,37.43,1.2299999999999969,-0.509999999999998,38.614,39.22,37.66,1.5600000000000023,-0.030000000000001137,181570,237711,151125,86586,-86586
2018-07-15,39.146,39.54,38.89,0.6499999999999986,0.3999999999999986,39.57,39.98,39.37,0.6099999999999994,0.6099999999999994,38.778,38.99,38.65,0.3400000000000034,0.21000000000000085,39.14,39.64,38.88,0.759999999999998,0.0,184173,230987,109600,121387,-57207
2018-07-22,39.066,39.54,38.52,1.019999999999996,0.46999999999999886,39.461999999999996,40.2,38.97,1.230000000000004,0.6000000000000014,38.07,38.35,37.84,0.509999999999998,-0.21000000000000085,38.666,39.24,38.25,0.990000000000002,-0.5799999999999983,392977,721980,264408,457572,157985
2018-07-29,36.6,38.16,35.78,2.3799999999999955,-2.069999999999993,37.11,38.53,36.1,2.4299999999999997,-1.9500000000000028,35.53,35.87,35.25,0.6199999999999974,-0.44999999999999574,36.048,36.79,35.78,1.009999999999998,-0.14000000000000057,253716,327969,178566,149403,-106858
2018-08-05,35.908,36.19,35.63,0.5599999999999952,-0.10999999999999943,36.318,36.65,35.79,0.8599999999999994,-0.35999999999999943,35.444,36.06,34.26,1.8000000000000043,-1.230000000000004,35.694,36.23,34.43,1.7999999999999972,-1.6000000000000014,179376,326200,123852,202348,202348
2018-08-12,34.122,34.38,33.57,0.8100000000000023,-0.22000000000000597,34.67,35.27,34.29,0.980000000000004,-0.7600000000000051,33.548,34.22,32.77,1.4499999999999957,-0.38000000000000256,33.956,34.57,33.34,1.2299999999999969,-0.46999999999999886,182177,233405,128098,105307,33546
2018-08-19,34.174,34.71,33.5,1.2100000000000009,1.1400000000000006,34.544,34.83,33.99,0.8399999999999963,0.8399999999999963,33.744,34.34,32.72,1.6200000000000045,1.6200000000000045,34.326,34.7,33.76,0.9400000000000048,0.6000000000000014,255041,324100,143649,180451,-180451
2018-08-26,34.742,35.07,34.49,0.5799999999999983,0.19999999999999574,35.178,35.43,34.93,0.5,-0.20000000000000284,34.43,34.72,34.29,0.4299999999999997,-0.20000000000000284,34.828,35.07,34.55,0.5200000000000031,0.030000000000001137,171922,203610,129448,74162,55860
2018-09-02,34.17,34.84,33.07,1.7700000000000031,-1.7700000000000031,34.4275,35.0,33.53,1.4699999999999989,-1.4699999999999989,33.3975,34.06,32.45,1.6099999999999994,-1.6099999999999994,33.6625,34.47,32.74,1.7299999999999969,-1.7299999999999969,216079,271002,145380,125622,51524
2018-09-09,34.104,35.12,33.07,2.049999999999997,2.029999999999994,34.718,35.49,33.6,1.8900000000000006,1.8900000000000006,33.876,34.86,33.02,1.8399999999999963,1.8399999999999963,34.476,35.08,33.17,1.9099999999999966,1.9099999999999966,196867,255398,130032,125366,-62054
2018-09-16,35.734,36.8,34.95,1.8499999999999943,1.7099999999999937,36.276,37.13,35.21,1.9200000000000017,1.9200000000000017,35.32,36.4,34.28,2.1199999999999974,2.1199999999999974,35.988,37.0,34.66,2.3400000000000034,2.3400000000000034,232532,341556,141310,200246,200246
2018-09-23,37.12,37.54,36.87,0.6700000000000017,0.5399999999999991,37.51,37.97,37.0,0.9699999999999989,0.9699999999999989,36.79,37.43,36.48,0.9500000000000028,0.9500000000000028,37.202,37.78,36.71,1.0700000000000003,1.0700000000000003,197900,279891,155917,123974,42138
2018-09-30,38.102,39.12,36.69,2.4299999999999997,0.730000000000004,38.708,39.33,37.76,1.5700000000000003,0.4399999999999977,37.414,38.42,36.26,2.1600000000000037,1.6500000000000057,38.166,39.16,36.7,2.4599999999999937,1.9199999999999946,305249,383490,169618,213872,-41361
