Date,SXCStock_Open_average,SXCStock_Open_max,SXCStock_Open_min,SXCStock_Open_volatility,SXCStock_Open_change,SXCStock_High_average,SXCStock_High_max,SXCStock_High_min,SXCStock_High_volatility,SXCStock_High_change,SXCStock_Low_average,SXCStock_Low_max,SXCStock_Low_min,SXCStock_Low_volatility,SXCStock_Low_change,SXCStock_Close_average,SXCStock_Close_max,SXCStock_Close_min,SXCStock_Close_volatility,SXCStock_Close_change,SXCStock_Volume_average,SXCStock_Volume_max,SXCStock_Volume_min,SXCStock_Volume_volatility,SXCStock_Volume_change
2018-01-14,12.6425,13.05,12.41,0.6400000000000006,-0.6400000000000006,12.75,13.13,12.56,0.5700000000000003,-0.5700000000000003,12.397499999999999,12.45,12.35,0.09999999999999964,-0.09999999999999964,12.46,12.51,12.36,0.15000000000000036,-0.15000000000000036,757960,1033293,511137,522156,522156
2018-01-21,12.586,12.72,12.36,0.3600000000000012,0.17999999999999972,12.741999999999999,12.85,12.62,0.23000000000000043,0.19000000000000128,12.38,12.48,12.2,0.28000000000000114,0.22000000000000064,12.582,12.68,12.47,0.20999999999999908,0.010000000000001563,426780,559468,357066,202402,-202402
2018-01-28,11.578,12.57,10.24,2.33,-2.33,11.636,12.61,10.28,2.33,-2.33,10.95,12.21,9.53,2.6800000000000015,-2.6800000000000015,11.072,12.22,9.75,2.4700000000000006,-2.4700000000000006,1393738,2060358,751248,1309110,690491
2018-02-04,9.738,10.0,9.51,0.4900000000000002,-0.14000000000000057,10.022,10.09,9.89,0.1999999999999993,-0.08000000000000007,9.504,9.8,9.38,0.41999999999999993,-0.06999999999999851,9.778,10.02,9.43,0.5899999999999999,0.2400000000000002,1046562,1274304,858754,415550,-250630
2018-02-11,10.172,10.55,9.86,0.6900000000000013,0.5899999999999999,10.506,10.89,10.16,0.7300000000000004,0.7300000000000004,10.072,10.46,9.69,0.7700000000000014,0.6000000000000014,10.408,10.8,10.06,0.7400000000000002,0.7400000000000002,578187,748292,497680,250612,162351
2018-02-18,10.725,10.79,10.68,0.10999999999999943,0.040000000000000924,10.9125,10.96,10.83,0.13000000000000078,-0.11999999999999922,10.6175,10.67,10.46,0.20999999999999908,-0.20999999999999908,10.6525,10.7,10.55,0.14999999999999858,-0.129999999999999,480730,724153,360205,363948,-363948
2018-02-25,10.754,10.89,10.64,0.25,-0.02999999999999936,10.998000000000001,11.05,10.96,0.08999999999999986,-0.05000000000000071,10.66,10.81,10.49,0.3200000000000003,-0.16000000000000014,10.844,10.97,10.68,0.2900000000000009,-0.030000000000001137,611815,824944,306655,518289,252663
2018-03-04,11.546,12.04,10.83,1.209999999999999,1.209999999999999,11.822,12.16,10.99,1.17,1.0899999999999999,11.388,11.84,10.73,1.1099999999999994,1.1099999999999994,11.724,12.02,10.95,1.0700000000000003,1.0300000000000011,696664,888355,431834,456521,-326536
2018-03-11,11.774000000000001,11.98,11.58,0.40000000000000036,-0.40000000000000036,11.92,12.1,11.72,0.379999999999999,-0.27000000000000135,11.562,11.76,11.39,0.3699999999999992,-0.22999999999999865,11.662,11.79,11.59,0.1999999999999993,-0.08000000000000007,695458,1851613,304204,1547409,1236877
2018-03-18,11.29,11.55,11.0,0.5500000000000007,-0.5500000000000007,11.398,11.57,11.1,0.47000000000000064,-0.47000000000000064,11.032,11.2,10.71,0.48999999999999844,-0.379999999999999,11.138,11.43,10.71,0.7199999999999989,-0.629999999999999,426230,537092,309563,227529,-85165
2018-03-25,10.7875,11.01,10.6,0.41000000000000014,-0.3000000000000007,10.897499999999999,11.04,10.69,0.34999999999999964,-0.120000000000001,10.6175,10.81,10.48,0.33000000000000007,-0.21000000000000085,10.715,10.94,10.55,0.3899999999999988,-0.17999999999999972,670284,952694,507943,444751,344048
2018-04-01,10.838000000000001,10.96,10.71,0.25,0.1399999999999988,10.994,11.16,10.85,0.3100000000000005,0.15000000000000036,10.674,10.96,10.47,0.4900000000000002,-0.129999999999999,10.806,11.03,10.53,0.5,-0.1800000000000015,390549,580139,291211,288928,-147495
2018-04-08,10.712,10.78,10.61,0.16999999999999993,0.16999999999999993,10.864,10.95,10.8,0.14999999999999858,-0.049999999999998934,10.572,10.66,10.45,0.21000000000000085,0.08000000000000007,10.654,10.79,10.47,0.3199999999999985,0.1399999999999988,452261,755148,256332,498816,-424363
2018-04-15,10.842,11.03,10.6,0.4299999999999997,0.1800000000000015,11.0,11.22,10.76,0.46000000000000085,0.22000000000000064,10.726,10.98,10.54,0.4400000000000013,0.1700000000000017,10.82,11.03,10.57,0.4599999999999991,0.1899999999999995,390187,460583,346410,114173,-41199
2018-04-22,11.128,11.81,10.61,1.200000000000001,1.1300000000000008,11.332,12.08,10.83,1.25,1.25,10.788,11.33,10.51,0.8200000000000003,0.7699999999999996,11.106,11.92,10.67,1.25,0.8200000000000003,502738,972427,252897,719530,317150
2018-04-29,11.486,11.65,11.37,0.28000000000000114,0.16999999999999993,11.722,11.97,11.49,0.4800000000000004,0.3500000000000014,11.368,11.64,11.01,0.6300000000000008,0.2400000000000002,11.59,11.89,11.34,0.5500000000000007,0.40000000000000036,411955,590883,313391,277492,-277492
2018-05-06,12.154,12.42,11.96,0.4599999999999991,0.4399999999999995,12.354,12.67,12.06,0.6099999999999994,0.4800000000000004,12.098,12.4,11.82,0.5800000000000001,0.5199999999999996,12.244,12.5,12.03,0.47000000000000064,0.41999999999999993,309206,345307,273108,72199,-72199
2018-05-13,12.796,13.21,12.41,0.8000000000000007,0.7100000000000009,13.038,13.35,12.62,0.7300000000000004,0.6400000000000006,12.724,13.04,12.34,0.6999999999999993,0.629999999999999,12.926,13.21,12.48,0.7300000000000004,0.6999999999999993,376654,478671,296177,182494,46391
2018-05-20,13.194,13.24,13.1,0.14000000000000057,0.030000000000001137,13.326,13.48,13.22,0.2599999999999998,-0.02999999999999936,13.048,13.2,12.98,0.21999999999999886,0.009999999999999787,13.206,13.29,13.08,0.20999999999999908,-0.09999999999999964,345914,425889,270399,155490,-32447
2018-05-27,13.4275,13.69,12.94,0.75,0.75,13.747499999999999,13.95,13.37,0.5800000000000001,0.5800000000000001,13.305,13.65,12.77,0.8800000000000008,0.8800000000000008,13.5175,13.66,13.32,0.33999999999999986,0.33999999999999986,390098,446005,290011,155994,24683
2018-06-03,13.802,14.0,13.71,0.28999999999999915,-0.09999999999999964,13.908,14.0,13.8,0.1999999999999993,-0.129999999999999,13.62,13.73,13.5,0.23000000000000043,-0.11999999999999922,13.724,13.89,13.51,0.3800000000000008,-0.2400000000000002,363948,434617,259122,175495,-175495
2018-06-10,13.842,14.0,13.48,0.5199999999999996,0.5199999999999996,14.05,14.2,13.72,0.47999999999999865,0.28999999999999915,13.708,13.86,13.48,0.379999999999999,0.20999999999999908,13.892,14.14,13.59,0.5500000000000007,0.2599999999999998,652122,1069232,409722,659510,659510
2018-06-17,13.66,13.84,13.44,0.40000000000000036,-0.3100000000000005,13.816,14.32,13.57,0.75,-0.75,13.464,13.75,13.24,0.5099999999999998,-0.34999999999999964,13.614,14.09,13.27,0.8200000000000003,-0.5700000000000003,336670,529603,215135,314468,101268
2018-06-24,13.358,13.45,13.24,0.20999999999999908,-0.08999999999999986,13.475999999999999,13.62,13.3,0.3199999999999985,0.09999999999999964,13.168000000000001,13.33,13.02,0.3100000000000005,0.2699999999999996,13.326,13.4,13.23,0.16999999999999993,0.040000000000000924,349657,420251,253905,166346,-45320
