Date,iShares MSCI Emerging Markets AsiaEtf_Open_average,iShares MSCI Emerging Markets AsiaEtf_Open_max,iShares MSCI Emerging Markets AsiaEtf_Open_min,iShares MSCI Emerging Markets AsiaEtf_Open_volatility,iShares MSCI Emerging Markets AsiaEtf_Open_change,iShares MSCI Emerging Markets AsiaEtf_High_average,iShares MSCI Emerging Markets AsiaEtf_High_max,iShares MSCI Emerging Markets AsiaEtf_High_min,iShares MSCI Emerging Markets AsiaEtf_High_volatility,iShares MSCI Emerging Markets AsiaEtf_High_change,iShares MSCI Emerging Markets AsiaEtf_Low_average,iShares MSCI Emerging Markets AsiaEtf_Low_max,iShares MSCI Emerging Markets AsiaEtf_Low_min,iShares MSCI Emerging Markets AsiaEtf_Low_volatility,iShares MSCI Emerging Markets AsiaEtf_Low_change,iShares MSCI Emerging Markets AsiaEtf_Close_average,iShares MSCI Emerging Markets AsiaEtf_Close_max,iShares MSCI Emerging Markets AsiaEtf_Close_min,iShares MSCI Emerging Markets AsiaEtf_Close_volatility,iShares MSCI Emerging Markets AsiaEtf_Close_change
2018-03-25,74.32,74.32,74.32,0.0,0.0,75.34,75.34,75.34,0.0,0.0,74.32,74.32,74.32,0.0,0.0,74.94,74.94,74.94,0.0,0.0
2018-04-01,73.94,73.94,73.94,0.0,0.0,74.26,74.26,74.26,0.0,0.0,72.8,72.8,72.8,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2018-04-08,75.25,75.25,75.25,0.0,0.0,75.25,75.25,75.25,0.0,0.0,74.21,74.21,74.21,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2018-04-15,74.0,74.0,74.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.34,73.34,73.34,0.0,0.0
2018-04-22,73.58,73.58,73.58,0.0,0.0,73.68,73.68,73.68,0.0,0.0,73.35,73.35,73.35,0.0,0.0,73.68,73.68,73.68,0.0,0.0
2018-04-29,72.26,72.26,72.26,0.0,0.0,73.27,73.27,73.27,0.0,0.0,71.88,71.88,71.88,0.0,0.0,73.18,73.18,73.18,0.0,0.0
2018-05-06,74.44,74.44,74.44,0.0,0.0,74.75,74.75,74.75,0.0,0.0,74.31,74.31,74.31,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2018-05-13,73.25,73.25,73.25,0.0,0.0,73.35,73.35,73.35,0.0,0.0,72.74,72.74,72.74,0.0,0.0,73.18,73.18,73.18,0.0,0.0
2018-05-20,73.52,73.52,73.52,0.0,0.0,73.95,73.95,73.95,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.92,73.92,73.92,0.0,0.0
2018-05-27,73.77,73.77,73.77,0.0,0.0,74.14,74.14,74.14,0.0,0.0,73.77,73.77,73.77,0.0,0.0,74.14,74.14,74.14,0.0,0.0
2018-06-03,74.63,74.63,74.63,0.0,0.0,74.91,74.91,74.91,0.0,0.0,74.49,74.49,74.49,0.0,0.0,74.79,74.79,74.79,0.0,0.0
2018-06-10,72.83,72.83,72.83,0.0,0.0,73.15,73.15,73.15,0.0,0.0,72.12,72.12,72.12,0.0,0.0,73.05,73.05,73.05,0.0,0.0
2018-06-17,70.93,70.93,70.93,0.0,0.0,70.93,70.93,70.93,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.43,70.43,70.43,0.0,0.0
2018-06-24,68.72,68.72,68.72,0.0,0.0,69.27,69.27,69.27,0.0,0.0,68.72,68.72,68.72,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2018-07-01,67.8,67.8,67.8,0.0,0.0,68.72,68.72,68.72,0.0,0.0,67.8,67.8,67.8,0.0,0.0,68.49,68.49,68.49,0.0,0.0
2018-07-08,69.3,69.3,69.3,0.0,0.0,69.46,69.46,69.46,0.0,0.0,69.09,69.09,69.09,0.0,0.0,69.37,69.37,69.37,0.0,0.0
2018-07-15,68.81,68.81,68.81,0.0,0.0,69.35,69.35,69.35,0.0,0.0,68.81,68.81,68.81,0.0,0.0,69.29,69.29,69.29,0.0,0.0
2018-07-22,70.52,70.52,70.52,0.0,0.0,70.64,70.64,70.64,0.0,0.0,69.92,69.92,69.92,0.0,0.0,70.35,70.35,70.35,0.0,0.0
2018-07-29,68.94,68.94,68.94,0.0,0.0,69.23,69.23,69.23,0.0,0.0,68.94,68.94,68.94,0.0,0.0,69.08,69.08,69.08,0.0,0.0
2018-08-05,68.86,68.86,68.86,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2018-08-12,66.29,66.29,66.29,0.0,0.0,67.3,67.3,67.3,0.0,0.0,66.18,66.18,66.18,0.0,0.0,67.23,67.23,67.23,0.0,0.0
2018-08-19,68.53,68.53,68.53,0.0,0.0,69.03,69.03,69.03,0.0,0.0,68.53,68.53,68.53,0.0,0.0,69.03,69.03,69.03,0.0,0.0
2018-08-26,68.66,68.66,68.66,0.0,0.0,69.28,69.28,69.28,0.0,0.0,68.66,68.66,68.66,0.0,0.0,69.28,69.28,69.28,0.0,0.0
2018-09-02,66.66,66.66,66.66,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.26,66.26,66.26,0.0,0.0,66.43,66.43,66.43,0.0,0.0
2018-09-09,67.33,67.33,67.33,0.0,0.0,67.49,67.49,67.49,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2018-09-16,68.6,68.6,68.6,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.54,68.54,68.54,0.0,0.0
2018-09-23,68.14,68.14,68.14,0.0,0.0,68.21,68.21,68.21,0.0,0.0,67.84,67.84,67.84,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2018-09-30,64.15,64.15,64.15,0.0,0.0,64.31,64.31,64.31,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.94,63.94,63.94,0.0,0.0
2018-10-07,62.2,62.2,62.2,0.0,0.0,62.55,62.55,62.55,0.0,0.0,61.83,61.83,61.83,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2018-10-14,61.67,61.67,61.67,0.0,0.0,62.13,62.13,62.13,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-10-21,59.38,59.38,59.38,0.0,0.0,60.0,60.0,60.0,0.0,0.0,58.88,58.88,58.88,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2018-10-28,63.73,63.73,63.73,0.0,0.0,63.98,63.98,63.98,0.0,0.0,62.83,62.83,62.83,0.0,0.0,63.41,63.41,63.41,0.0,0.0
2018-11-04,62.31,62.31,62.31,0.0,0.0,62.31,62.31,62.31,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.83,61.83,61.83,0.0,0.0
2018-11-11,62.9,62.9,62.9,0.0,0.0,63.92,63.92,63.92,0.0,0.0,62.9,62.9,62.9,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2018-11-18,61.81,61.81,61.81,0.0,0.0,62.24,62.24,62.24,0.0,0.0,61.81,61.81,61.81,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2018-11-25,63.61,63.61,63.61,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.59,63.59,63.59,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2018-12-02,63.31,63.31,63.31,0.0,0.0,63.42,63.42,63.42,0.0,0.0,61.8,61.8,61.8,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2018-12-09,62.38,62.38,62.38,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2018-12-16,60.89,60.89,60.89,0.0,0.0,60.91,60.91,60.91,0.0,0.0,59.83,59.83,59.83,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2018-12-23,61.1,61.1,61.1,0.0,0.0,61.64,61.64,61.64,0.0,0.0,60.89,60.89,60.89,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2018-12-30,59.89,59.89,59.89,0.0,0.0,61.34,61.34,61.34,0.0,0.0,59.89,59.89,59.89,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-01-06,62.68,62.68,62.68,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2019-01-13,63.53,63.53,63.53,0.0,0.0,63.91,63.91,63.91,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2019-01-20,64.39,64.39,64.39,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2019-01-27,65.92,65.92,65.92,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2019-02-03,64.96,64.96,64.96,0.0,0.0,65.38,65.38,65.38,0.0,0.0,64.71,64.71,64.71,0.0,0.0,65.22,65.22,65.22,0.0,0.0
2019-02-10,65.14,65.14,65.14,0.0,0.0,65.34,65.34,65.34,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.1,65.1,65.1,0.0,0.0
2019-02-17,66.86,66.86,66.86,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2019-02-24,66.76,66.76,66.76,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.37,66.37,66.37,0.0,0.0
2019-03-03,64.44,64.44,64.44,0.0,0.0,65.06,65.06,65.06,0.0,0.0,64.44,64.44,64.44,0.0,0.0,65.05,65.05,65.05,0.0,0.0
2019-03-10,66.85,66.85,66.85,0.0,0.0,67.47,67.47,67.47,0.0,0.0,66.85,66.85,66.85,0.0,0.0,67.42,67.42,67.42,0.0,0.0
2019-03-17,67.48,67.48,67.48,0.0,0.0,67.55,67.55,67.55,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2019-03-24,67.53,67.53,67.53,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.33,67.33,67.33,0.0,0.0,67.65,67.65,67.65,0.0,0.0
2019-03-31,69.35,69.35,69.35,0.0,0.0,70.05,70.05,70.05,0.0,0.0,69.35,69.35,69.35,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2019-04-07,70.1,70.1,70.1,0.0,0.0,70.1,70.1,70.1,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.78,69.78,69.78,0.0,0.0
2019-04-14,69.95,69.95,69.95,0.0,0.0,70.29,70.29,70.29,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.95,69.95,69.95,0.0,0.0
2019-04-21,68.76,68.76,68.76,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.83,68.83,68.83,0.0,0.0
2019-04-28,69.37,69.37,69.37,0.0,0.0,69.54,69.54,69.54,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.46,69.46,69.46,0.0,0.0
2019-05-05,65.65,65.65,65.65,0.0,0.0,65.76,65.76,65.76,0.0,0.0,64.67,64.67,64.67,0.0,0.0,65.52,65.52,65.52,0.0,0.0
2019-05-12,63.47,63.47,63.47,0.0,0.0,63.47,63.47,63.47,0.0,0.0,63.04,63.04,63.04,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2019-05-19,62.34,62.34,62.34,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2019-05-26,62.62,62.62,62.62,0.0,0.0,62.81,62.81,62.81,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.57,62.57,62.57,0.0,0.0
2019-06-02,63.56,63.56,63.56,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2019-06-09,63.37,63.37,63.37,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.14,63.14,63.14,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2019-06-16,65.92,65.92,65.92,0.0,0.0,66.08,66.08,66.08,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2019-06-23,66.27,66.27,66.27,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.16,66.16,66.16,0.0,0.0
2019-06-30,66.04,66.04,66.04,0.0,0.0,66.52,66.52,66.52,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2019-07-07,65.51,65.51,65.51,0.0,0.0,65.72,65.72,65.72,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.7,65.7,65.7,0.0,0.0
2019-07-14,66.4,66.4,66.4,0.0,0.0,66.4,66.4,66.4,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.9,65.9,65.9,0.0,0.0
2019-07-21,65.89,65.89,65.89,0.0,0.0,66.05,66.05,66.05,0.0,0.0,65.86,65.86,65.86,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2019-07-28,62.68,62.68,62.68,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2019-08-04,61.58,61.58,61.58,0.0,0.0,61.58,61.58,61.58,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2019-08-11,61.08,61.08,61.08,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2019-08-18,61.64,61.64,61.64,0.0,0.0,62.07,62.07,62.07,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2019-08-25,62.58,62.58,62.58,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2019-09-01,64.4,64.4,64.4,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.07,64.07,64.07,0.0,0.0
2019-09-08,65.65,65.65,65.65,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.77,65.77,65.77,0.0,0.0
2019-09-15,65.27,65.27,65.27,0.0,0.0,65.41,65.41,65.41,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.99,64.99,64.99,0.0,0.0
2019-09-22,64.1,64.1,64.1,0.0,0.0,64.31,64.31,64.31,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2019-09-29,63.52,63.52,63.52,0.0,0.0,63.87,63.87,63.87,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.87,63.87,63.87,0.0,0.0
2019-10-06,64.95,64.95,64.95,0.0,0.0,65.53,65.53,65.53,0.0,0.0,64.95,64.95,64.95,0.0,0.0,65.22,65.22,65.22,0.0,0.0
2019-10-13,65.73,65.73,65.73,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.35,65.35,65.35,0.0,0.0
2019-10-20,65.99,65.99,65.99,0.0,0.0,66.35,66.35,66.35,0.0,0.0,65.88,65.88,65.88,0.0,0.0,66.35,66.35,66.35,0.0,0.0
2019-10-27,67.05,67.05,67.05,0.0,0.0,67.47,67.47,67.47,0.0,0.0,67.05,67.05,67.05,0.0,0.0,67.27,67.27,67.27,0.0,0.0
2019-11-03,68.84,68.84,68.84,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.51,68.51,68.51,0.0,0.0
2019-11-10,67.36,67.36,67.36,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.13,67.13,67.13,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2019-11-17,67.02,67.02,67.02,0.0,0.0,67.04,67.04,67.04,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2019-11-24,67.09,67.09,67.09,0.0,0.0,67.09,67.09,67.09,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.79,66.79,66.79,0.0,0.0
2019-12-01,67.37,67.37,67.37,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.49,67.49,67.49,0.0,0.0
2019-12-08,70.01,70.01,70.01,0.0,0.0,70.46,70.46,70.46,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.61,69.61,69.61,0.0,0.0
2019-12-15,70.27,70.27,70.27,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.23,70.23,70.23,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2019-12-22,71.28,71.28,71.28,0.0,0.0,71.28,71.28,71.28,0.0,0.0,70.87,70.87,70.87,0.0,0.0,71.03,71.03,71.03,0.0,0.0
2019-12-29,71.37,71.37,71.37,0.0,0.0,71.52,71.52,71.52,0.0,0.0,71.07,71.07,71.07,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2020-01-05,72.23,72.23,72.23,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.05,72.05,72.05,0.0,0.0,72.49,72.49,72.49,0.0,0.0
2020-01-12,73.46,73.46,73.46,0.0,0.0,73.53,73.53,73.53,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.44,73.44,73.44,0.0,0.0
2020-01-19,71.57,71.57,71.57,0.0,0.0,71.57,71.57,71.57,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2020-01-26,66.89,66.89,66.89,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.1,66.1,66.1,0.0,0.0,66.37,66.37,66.37,0.0,0.0
2020-02-02,68.97,68.97,68.97,0.0,0.0,69.29,69.29,69.29,0.0,0.0,68.76,68.76,68.76,0.0,0.0,68.98,68.98,68.98,0.0,0.0
2020-02-09,70.74,70.74,70.74,0.0,0.0,70.74,70.74,70.74,0.0,0.0,70.38,70.38,70.38,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2020-02-16,69.19,69.19,69.19,0.0,0.0,69.25,69.25,69.25,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.94,68.94,68.94,0.0,0.0
2020-02-23,63.9,63.9,63.9,0.0,0.0,65.36,65.36,65.36,0.0,0.0,63.25,63.25,63.25,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2020-03-01,65.51,65.51,65.51,0.0,0.0,65.56,65.56,65.56,0.0,0.0,64.62,64.62,64.62,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2020-03-08,60.96,60.96,60.96,0.0,0.0,60.96,60.96,60.96,0.0,0.0,57.41,57.41,57.41,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2020-03-15,53.39,53.39,53.39,0.0,0.0,54.45,54.45,54.45,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2020-03-22,55.68,55.68,55.68,0.0,0.0,56.24,56.24,56.24,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2020-03-29,56.51,56.51,56.51,0.0,0.0,56.94,56.94,56.94,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2020-04-05,59.51,59.51,59.51,0.0,0.0,59.75,59.75,59.75,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2020-04-12,60.85,60.85,60.85,0.0,0.0,61.47,61.47,61.47,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2020-04-19,59.89,59.89,59.89,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.53,59.53,59.53,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2020-04-26,59.88,59.88,59.88,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2020-05-03,61.44,61.44,61.44,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2020-05-10,60.59,60.59,60.59,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.66,60.66,60.66,0.0,0.0
2020-05-17,60.98,60.98,60.98,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2020-05-24,61.71,61.71,61.71,0.0,0.0,62.66,62.66,62.66,0.0,0.0,61.65,61.65,61.65,0.0,0.0,62.66,62.66,62.66,0.0,0.0
2020-05-31,67.19,67.19,67.19,0.0,0.0,67.83,67.83,67.83,0.0,0.0,67.19,67.19,67.19,0.0,0.0,67.44,67.44,67.44,0.0,0.0
2020-06-07,66.39,66.39,66.39,0.0,0.0,66.39,66.39,66.39,0.0,0.0,65.12,65.12,65.12,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2020-06-14,67.46,67.46,67.46,0.0,0.0,67.46,67.46,67.46,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.31,66.31,66.31,0.0,0.0
2020-06-21,67.11,67.11,67.11,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.55,66.55,66.55,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2020-06-28,68.89,68.89,68.89,0.0,0.0,69.66,69.66,69.66,0.0,0.0,68.89,68.89,68.89,0.0,0.0,69.31,69.31,69.31,0.0,0.0
2020-07-05,71.82,71.82,71.82,0.0,0.0,72.11,72.11,72.11,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.4,71.4,71.4,0.0,0.0
