Date,John Hancock Multifactor Small CapEtf_Open_average,John Hancock Multifactor Small CapEtf_Open_max,John Hancock Multifactor Small CapEtf_Open_min,John Hancock Multifactor Small CapEtf_Open_volatility,John Hancock Multifactor Small CapEtf_Open_change,John Hancock Multifactor Small CapEtf_High_average,John Hancock Multifactor Small CapEtf_High_max,John Hancock Multifactor Small CapEtf_High_min,John Hancock Multifactor Small CapEtf_High_volatility,John Hancock Multifactor Small CapEtf_High_change,John Hancock Multifactor Small CapEtf_Low_average,John Hancock Multifactor Small CapEtf_Low_max,John Hancock Multifactor Small CapEtf_Low_min,John Hancock Multifactor Small CapEtf_Low_volatility,John Hancock Multifactor Small CapEtf_Low_change,John Hancock Multifactor Small CapEtf_Close_average,John Hancock Multifactor Small CapEtf_Close_max,John Hancock Multifactor Small CapEtf_Close_min,John Hancock Multifactor Small CapEtf_Close_volatility,John Hancock Multifactor Small CapEtf_Close_change
2018-04-08,25.92,25.92,25.92,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-04-15,26.04,26.04,26.04,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2018-04-22,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2018-04-29,25.77,25.77,25.77,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.71,25.71,25.71,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2018-05-06,26.63,26.63,26.63,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-05-13,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-05-20,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2018-05-27,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-06-03,27.49,27.49,27.49,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2018-06-10,27.62,27.62,27.62,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2018-06-17,27.71,27.71,27.71,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-06-24,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2018-07-01,27.42,27.42,27.42,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-07-08,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-07-15,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2018-07-22,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2018-07-29,27.62,27.62,27.62,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-08-05,27.78,27.78,27.78,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-08-12,27.85,27.85,27.85,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-08-19,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-08-26,28.39,28.39,28.39,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-09-02,28.14,28.14,28.14,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-09-09,28.23,28.23,28.23,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-09-16,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2018-09-23,27.96,27.96,27.96,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-09-30,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-10-07,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2018-10-14,26.37,26.37,26.37,0.0,0.0,27.08,27.08,27.08,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2018-10-21,24.55,24.55,24.55,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-10-28,26.0,26.0,26.0,0.0,0.0,26.45,26.45,26.45,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2018-11-04,26.2,26.2,26.2,0.0,0.0,26.45,26.45,26.45,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2018-11-11,25.49,25.49,25.49,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-11-18,24.95,24.95,24.95,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-11-25,25.74,25.74,25.74,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-12-02,25.07,25.07,25.07,0.0,0.0,25.17,25.17,25.17,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-12-09,24.14,24.14,24.14,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-12-16,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2018-12-23,22.64,22.64,22.64,0.0,0.0,23.71,23.71,23.71,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-12-30,22.7,22.7,22.7,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.7,22.7,22.7,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2019-01-06,23.9,23.9,23.9,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.9,23.9,23.9,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2019-01-13,24.69,24.69,24.69,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-01-20,24.9,24.9,24.9,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-01-27,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-02-03,25.24,25.24,25.24,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2019-02-10,26.1,26.1,26.1,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2019-02-17,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-02-24,26.54,26.54,26.54,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-03-03,25.47,25.47,25.47,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-03-10,26.0,26.0,26.0,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-03-17,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-03-24,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2019-03-31,26.57,26.57,26.57,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-04-07,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-04-14,26.51,26.51,26.51,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-04-21,26.75,26.75,26.75,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-04-28,26.95,26.95,26.95,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-05-05,26.33,26.33,26.33,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-05-12,26.08,26.08,26.08,0.0,0.0,26.2,26.2,26.2,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-05-19,25.47,25.47,25.47,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-05-26,24.79,24.79,24.79,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-06-02,25.82,25.82,25.82,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-06-09,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-06-16,26.24,26.24,26.24,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-06-23,26.26,26.26,26.26,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-06-30,26.48,26.48,26.48,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-07-07,26.47,26.47,26.47,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-07-14,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-07-21,26.75,26.75,26.75,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-07-28,25.86,25.86,25.86,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-08-04,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-08-11,24.81,24.81,24.81,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.81,24.81,24.81,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-08-18,25.35,25.35,25.35,0.0,0.0,25.52,25.52,25.52,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2019-08-25,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-09-01,25.79,25.79,25.79,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2019-09-08,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-09-15,26.44,26.44,26.44,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-09-22,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-09-29,25.55,25.55,25.55,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-10-06,25.95,25.95,25.95,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-10-13,26.35,26.35,26.35,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-10-20,26.53,26.53,26.53,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-10-27,26.86,26.86,26.86,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.86,26.86,26.86,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-11-03,27.08,27.08,27.08,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-11-10,27.18,27.18,27.18,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-11-17,27.03,27.03,27.03,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.92,26.92,26.92,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2019-11-24,27.65,27.65,27.65,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-12-01,27.67,27.67,27.67,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-12-08,27.67,27.67,27.67,0.0,0.0,28.36,28.36,28.36,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-12-15,28.18,28.18,28.18,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-12-22,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-12-29,27.56,27.56,27.56,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2020-01-05,27.86,27.86,27.86,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2020-01-12,28.48,28.48,28.48,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2020-01-19,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2020-01-26,27.36,27.36,27.36,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2020-02-02,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2020-02-09,28.39,28.39,28.39,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2020-02-16,28.24,28.24,28.24,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2020-02-23,24.65,24.65,24.65,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2020-03-01,24.0,24.0,24.0,0.0,0.0,24.55,24.55,24.55,0.0,0.0,23.88,23.88,23.88,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2020-03-08,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2020-03-15,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2020-03-22,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2020-03-29,18.09,18.09,18.09,0.0,0.0,18.23,18.23,18.23,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2020-04-05,20.61,20.61,20.61,0.0,0.0,21.32,21.32,21.32,0.0,0.0,20.61,20.61,20.61,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2020-04-12,20.38,20.38,20.38,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2020-04-19,20.05,20.05,20.05,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2020-04-26,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2020-05-03,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2020-05-10,20.35,20.35,20.35,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2020-05-17,22.28,22.28,22.28,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2020-05-24,23.08,23.08,23.08,0.0,0.0,23.27,23.27,23.27,0.0,0.0,22.9,22.9,22.9,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2020-05-31,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2020-06-07,23.57,23.57,23.57,0.0,0.0,23.7,23.7,23.7,0.0,0.0,22.6,22.6,22.6,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2020-06-14,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2020-06-21,23.04,23.04,23.04,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2020-06-28,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2020-07-05,23.42,23.42,23.42,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.2,23.2,23.2,0.0,0.0
