Date,iShares MSCI Pacific ex JapanEtf_Open_average,iShares MSCI Pacific ex JapanEtf_Open_max,iShares MSCI Pacific ex JapanEtf_Open_min,iShares MSCI Pacific ex JapanEtf_Open_volatility,iShares MSCI Pacific ex JapanEtf_Open_change,iShares MSCI Pacific ex JapanEtf_High_average,iShares MSCI Pacific ex JapanEtf_High_max,iShares MSCI Pacific ex JapanEtf_High_min,iShares MSCI Pacific ex JapanEtf_High_volatility,iShares MSCI Pacific ex JapanEtf_High_change,iShares MSCI Pacific ex JapanEtf_Low_average,iShares MSCI Pacific ex JapanEtf_Low_max,iShares MSCI Pacific ex JapanEtf_Low_min,iShares MSCI Pacific ex JapanEtf_Low_volatility,iShares MSCI Pacific ex JapanEtf_Low_change,iShares MSCI Pacific ex JapanEtf_Close_average,iShares MSCI Pacific ex JapanEtf_Close_max,iShares MSCI Pacific ex JapanEtf_Close_min,iShares MSCI Pacific ex JapanEtf_Close_volatility,iShares MSCI Pacific ex JapanEtf_Close_change
2018-03-25,46.11,46.11,46.11,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2018-04-01,46.37,46.37,46.37,0.0,0.0,46.51,46.51,46.51,0.0,0.0,45.8,45.8,45.8,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2018-04-08,47.46,47.46,47.46,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2018-04-15,47.01,47.01,47.01,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2018-04-22,47.07,47.07,47.07,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-04-29,47.09,47.09,47.09,0.0,0.0,47.7,47.7,47.7,0.0,0.0,46.99,46.99,46.99,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-05-06,48.27,48.27,48.27,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2018-05-13,47.74,47.74,47.74,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-05-20,47.7,47.7,47.7,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-05-27,47.51,47.51,47.51,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2018-06-03,47.95,47.95,47.95,0.0,0.0,48.12,48.12,48.12,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2018-06-10,47.01,47.01,47.01,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.87,46.87,46.87,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2018-06-17,46.48,46.48,46.48,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2018-06-24,45.97,45.97,45.97,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2018-07-01,46.07,46.07,46.07,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2018-07-08,46.21,46.21,46.21,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2018-07-15,46.29,46.29,46.29,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2018-07-22,46.67,46.67,46.67,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2018-07-29,45.87,45.87,45.87,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.85,45.85,45.85,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2018-08-05,45.93,45.93,45.93,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2018-08-12,45.94,45.94,45.94,0.0,0.0,46.5,46.5,46.5,0.0,0.0,45.89,45.89,45.89,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2018-08-19,45.77,45.77,45.77,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2018-08-26,46.02,46.02,46.02,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2018-09-02,44.0,44.0,44.0,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2018-09-09,44.86,44.86,44.86,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2018-09-16,45.75,45.75,45.75,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.73,45.73,45.73,0.0,0.0
2018-09-23,45.49,45.49,45.49,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2018-09-30,44.11,44.11,44.11,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2018-10-07,42.47,42.47,42.47,0.0,0.0,42.47,42.47,42.47,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2018-10-14,42.6,42.6,42.6,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-10-21,40.65,40.65,40.65,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2018-10-28,42.99,42.99,42.99,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2018-11-04,42.89,42.89,42.89,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2018-11-11,42.8,42.8,42.8,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.76,42.76,42.76,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2018-11-18,42.35,42.35,42.35,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2018-11-25,42.96,42.96,42.96,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.84,42.84,42.84,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2018-12-02,42.86,42.86,42.86,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2018-12-09,42.2,42.2,42.2,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2018-12-16,40.01,40.01,40.01,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2018-12-23,40.92,40.92,40.92,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2018-12-30,40.81,40.81,40.81,0.0,0.0,41.44,41.44,41.44,0.0,0.0,40.76,40.76,40.76,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-01-06,42.41,42.41,42.41,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2019-01-13,43.34,43.34,43.34,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2019-01-20,43.39,43.39,43.39,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2019-01-27,43.69,43.69,43.69,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2019-02-03,44.09,44.09,44.09,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.93,43.93,43.93,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-02-10,44.59,44.59,44.59,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2019-02-17,45.5,45.5,45.5,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-02-24,45.68,45.68,45.68,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-03-03,44.91,44.91,44.91,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2019-03-10,45.42,45.42,45.42,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2019-03-17,45.5,45.5,45.5,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2019-03-24,45.92,45.92,45.92,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2019-03-31,46.59,46.59,46.59,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2019-04-07,47.01,47.01,47.01,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2019-04-14,46.95,46.95,46.95,0.0,0.0,47.01,47.01,47.01,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2019-04-21,46.88,46.88,46.88,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2019-04-28,46.96,46.96,46.96,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2019-05-05,45.85,45.85,45.85,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.47,45.47,45.47,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2019-05-12,45.13,45.13,45.13,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-05-19,45.88,45.88,45.88,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2019-05-26,45.04,45.04,45.04,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2019-06-02,46.05,46.05,46.05,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2019-06-09,46.05,46.05,46.05,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2019-06-16,46.76,46.76,46.76,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2019-06-23,47.26,47.26,47.26,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2019-06-30,47.66,47.66,47.66,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2019-07-07,47.46,47.46,47.46,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2019-07-14,48.03,48.03,48.03,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2019-07-21,47.45,47.45,47.45,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2019-07-28,45.78,45.78,45.78,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2019-08-04,44.36,44.36,44.36,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2019-08-11,43.57,43.57,43.57,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-08-18,43.8,43.8,43.8,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2019-08-25,44.11,44.11,44.11,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-09-01,45.33,45.33,45.33,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-09-08,46.1,46.1,46.1,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2019-09-15,45.42,45.42,45.42,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2019-09-22,44.91,44.91,44.91,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2019-09-29,43.87,43.87,43.87,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.78,43.78,43.78,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2019-10-06,44.71,44.71,44.71,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2019-10-13,45.13,45.13,45.13,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-10-20,45.73,45.73,45.73,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2019-10-27,46.33,46.33,46.33,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2019-11-03,46.72,46.72,46.72,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2019-11-10,45.98,45.98,45.98,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2019-11-17,45.83,45.83,45.83,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2019-11-24,46.17,46.17,46.17,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-12-01,46.02,46.02,46.02,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2019-12-08,46.81,46.81,46.81,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-12-15,46.16,46.16,46.16,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2019-12-22,46.46,46.46,46.46,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-12-29,46.23,46.23,46.23,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2020-01-05,47.08,47.08,47.08,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2020-01-12,48.07,48.07,48.07,0.0,0.0,48.13,48.13,48.13,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2020-01-19,47.34,47.34,47.34,0.0,0.0,47.34,47.34,47.34,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2020-01-26,45.25,45.25,45.25,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2020-02-02,45.72,45.72,45.72,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2020-02-09,46.64,46.64,46.64,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2020-02-16,45.87,45.87,45.87,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2020-02-23,41.68,41.68,41.68,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.21,41.21,41.21,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2020-03-01,41.15,41.15,41.15,0.0,0.0,41.48,41.48,41.48,0.0,0.0,40.93,40.93,40.93,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2020-03-08,37.03,37.03,37.03,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2020-03-15,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2020-03-22,32.39,32.39,32.39,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2020-03-29,33.18,33.18,33.18,0.0,0.0,33.39,33.39,33.39,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2020-04-05,35.83,35.83,35.83,0.0,0.0,36.39,36.39,36.39,0.0,0.0,35.78,35.78,35.78,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2020-04-12,36.47,36.47,36.47,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2020-04-19,35.48,35.48,35.48,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2020-04-26,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2020-05-03,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2020-05-10,35.66,35.66,35.66,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2020-05-17,36.07,36.07,36.07,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2020-05-24,37.03,37.03,37.03,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.69,36.69,36.69,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2020-05-31,41.63,41.63,41.63,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2020-06-07,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2020-06-14,40.04,40.04,40.04,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2020-06-21,39.51,39.51,39.51,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2020-06-28,40.83,40.83,40.83,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2020-07-05,40.9,40.9,40.9,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.79,40.79,40.79,0.0,0.0
