Date,Peritus High YieldEtf_Open_average,Peritus High YieldEtf_Open_max,Peritus High YieldEtf_Open_min,Peritus High YieldEtf_Open_volatility,Peritus High YieldEtf_Open_change,Peritus High YieldEtf_High_average,Peritus High YieldEtf_High_max,Peritus High YieldEtf_High_min,Peritus High YieldEtf_High_volatility,Peritus High YieldEtf_High_change,Peritus High YieldEtf_Low_average,Peritus High YieldEtf_Low_max,Peritus High YieldEtf_Low_min,Peritus High YieldEtf_Low_volatility,Peritus High YieldEtf_Low_change,Peritus High YieldEtf_Close_average,Peritus High YieldEtf_Close_max,Peritus High YieldEtf_Close_min,Peritus High YieldEtf_Close_volatility,Peritus High YieldEtf_Close_change
2018-01-14,36.63,36.63,36.63,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2018-01-21,36.85,36.85,36.85,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-01-28,36.57,36.57,36.57,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2018-02-04,36.21,36.21,36.21,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-02-11,36.3,36.3,36.3,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2018-02-18,36.47,36.47,36.47,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-02-25,36.49,36.49,36.49,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-03-04,36.65,36.65,36.65,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-03-11,36.67,36.67,36.67,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-03-18,36.79,36.79,36.79,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2018-03-25,36.6,36.6,36.6,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-04-01,36.62,36.62,36.62,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2018-04-08,36.88,36.88,36.88,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.76,36.76,36.76,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2018-04-15,37.03,37.03,37.03,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-04-22,36.84,36.84,36.84,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2018-04-29,36.81,36.81,36.81,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2018-05-06,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.93,36.93,36.93,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2018-05-13,37.06,37.06,37.06,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2018-05-20,36.8,36.8,36.8,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-05-27,36.8,36.8,36.8,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2018-06-03,36.89,36.89,36.89,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2018-06-10,36.94,36.94,36.94,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2018-06-17,37.05,37.05,37.05,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-06-24,36.73,36.73,36.73,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-07-01,36.52,36.52,36.52,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2018-07-08,36.71,36.71,36.71,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2018-07-15,36.78,36.78,36.78,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-07-22,36.8,36.8,36.8,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-07-29,36.56,36.56,36.56,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-08-05,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2018-08-12,36.67,36.67,36.67,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2018-08-19,36.78,36.78,36.78,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-08-26,36.66,36.66,36.66,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-09-02,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2018-09-09,36.62,36.62,36.62,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2018-09-16,36.7,36.7,36.7,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-09-23,36.57,36.57,36.57,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.65,36.65,36.65,0.0,0.0
