Date,AUStock_Open_average,AUStock_Open_max,AUStock_Open_min,AUStock_Open_volatility,AUStock_Open_change,AUStock_High_average,AUStock_High_max,AUStock_High_min,AUStock_High_volatility,AUStock_High_change,AUStock_Low_average,AUStock_Low_max,AUStock_Low_min,AUStock_Low_volatility,AUStock_Low_change,AUStock_Close_average,AUStock_Close_max,AUStock_Close_min,AUStock_Close_volatility,AUStock_Close_change,AUStock_Volume_average,AUStock_Volume_max,AUStock_Volume_min,AUStock_Volume_volatility,AUStock_Volume_change
2018-01-14,11.0275,11.16,10.92,0.2400000000000002,-0.2400000000000002,11.1325,11.25,10.97,0.27999999999999936,-0.22999999999999865,10.875,10.99,10.76,0.23000000000000043,-0.030000000000001137,10.98,11.12,10.85,0.2699999999999996,-0.20999999999999908,3016657,4023130,1637437,2385693,-1394729
2018-01-21,11.308,11.7,10.89,0.8099999999999987,0.6699999999999999,11.584,12.0,11.02,0.9800000000000004,0.7300000000000004,11.209999999999999,11.57,10.79,0.7800000000000011,0.6100000000000012,11.48,11.73,11.0,0.7300000000000004,0.6999999999999993,3368303,5260903,1535341,3725562,764519
2018-01-28,11.142,11.6,10.9,0.6999999999999993,-0.6999999999999993,11.288,11.63,10.91,0.7200000000000006,-0.7200000000000006,10.952,11.22,10.64,0.5800000000000001,-0.5800000000000001,11.11,11.28,10.67,0.6099999999999994,-0.5700000000000003,3192856,3785438,2906117,879321,848459
2018-02-04,10.346,10.76,9.89,0.8699999999999992,-0.8699999999999992,10.43,10.81,9.95,0.8600000000000012,-0.8600000000000012,10.054,10.34,9.44,0.9000000000000004,-0.8900000000000006,10.142,10.49,9.66,0.8300000000000001,-0.8300000000000001,3917351,4762299,2745553,2016746,42444
2018-02-11,10.254,10.55,9.74,0.8100000000000005,0.8100000000000005,10.594,10.83,10.28,0.5500000000000007,0.4599999999999991,10.172,10.48,9.74,0.7400000000000002,0.5800000000000001,10.466,10.74,10.2,0.5400000000000009,0.22999999999999865,3674100,6172233,1568353,4603880,-1085414
2018-02-18,9.905000000000001,9.97,9.82,0.15000000000000036,-0.129999999999999,10.085,10.23,9.94,0.2900000000000009,-0.17999999999999972,9.8475,9.89,9.76,0.13000000000000078,-0.13000000000000078,9.91,9.95,9.88,0.06999999999999851,-0.019999999999999574,2615249,3750612,1705951,2044661,-2044661
2018-02-25,9.46,9.81,9.16,0.6500000000000004,-0.39000000000000057,9.598,9.9,9.45,0.45000000000000107,-0.4399999999999995,9.278,9.72,9.02,0.7000000000000011,-0.4800000000000004,9.452,9.82,9.34,0.4800000000000004,-0.46000000000000085,3313609,4442596,2423588,2019008,433770
2018-03-04,9.632,9.77,9.32,0.4499999999999993,0.379999999999999,9.772,9.94,9.46,0.47999999999999865,0.3999999999999986,9.556000000000001,9.71,9.32,0.39000000000000057,0.34999999999999964,9.64,9.76,9.42,0.33999999999999986,0.2699999999999996,2119021,2788737,1423272,1365465,-653652
2018-03-11,9.408,9.6,9.22,0.379999999999999,-0.33000000000000007,9.442,9.64,9.27,0.370000000000001,-0.370000000000001,9.226,9.5,8.97,0.5299999999999994,-0.5299999999999994,9.284,9.63,8.97,0.6600000000000001,-0.6600000000000001,3827296,6582404,2482130,4100274,3038292
2018-03-18,9.124,9.55,8.97,0.5800000000000001,0.5500000000000007,9.302,9.82,9.03,0.7900000000000009,0.7100000000000009,9.044,9.49,8.88,0.6099999999999994,0.6099999999999994,9.192,9.65,8.93,0.7200000000000006,0.6100000000000012,3157411,5378990,1978995,3399995,2885865
2018-03-25,9.5275,9.6,9.41,0.1899999999999995,-0.1899999999999995,9.75,9.9,9.6,0.3000000000000007,-0.3000000000000007,9.455,9.56,9.38,0.17999999999999972,-0.16999999999999993,9.6175,9.85,9.42,0.4299999999999997,-0.35999999999999943,3047895,3695208,2204743,1490465,-1407160
2018-04-01,9.446,9.65,9.15,0.5,-0.3100000000000005,9.538,9.86,9.28,0.5800000000000001,-0.46999999999999886,9.34,9.56,9.13,0.4299999999999997,-0.3100000000000005,9.424,9.75,9.26,0.4900000000000002,-0.46000000000000085,2326325,3083534,1925244,1158290,-275710
2018-04-08,9.384,9.57,9.31,0.2599999999999998,-0.019999999999999574,9.464,9.76,9.34,0.41999999999999993,0.08000000000000007,9.258000000000001,9.38,9.18,0.20000000000000107,0.08999999999999986,9.298,9.47,9.19,0.28000000000000114,0.10999999999999943,2911663,5242464,1707353,3535111,740197
2018-04-15,9.21,9.39,8.97,0.41999999999999993,-0.120000000000001,9.326,9.45,9.15,0.29999999999999893,-0.14999999999999858,9.048,9.13,8.89,0.2400000000000002,0.0,9.15,9.22,9.04,0.1800000000000015,-0.009999999999999787,3246441,4180203,2639782,1540421,-160158
2018-04-22,9.074,9.16,8.95,0.21000000000000085,0.049999999999998934,9.14,9.18,9.06,0.11999999999999922,0.040000000000000924,8.998,9.09,8.91,0.17999999999999972,0.16000000000000014,9.078,9.13,9.01,0.120000000000001,0.08000000000000007,1964439,2360530,1517000,843530,-574728
2018-04-29,9.040000000000001,9.27,8.82,0.4499999999999993,-0.16000000000000014,9.15,9.38,8.93,0.45000000000000107,-0.16000000000000014,8.91,9.1,8.74,0.35999999999999943,-0.1999999999999993,8.994,9.16,8.9,0.2599999999999998,-0.08000000000000007,4080994,5828002,2432445,3395557,1390256
2018-05-06,8.908,9.06,8.75,0.3100000000000005,0.20000000000000107,9.004,9.17,8.86,0.3100000000000005,0.28999999999999915,8.78,9.01,8.5,0.5099999999999998,0.5099999999999998,8.852,9.02,8.56,0.4599999999999991,0.4599999999999991,3102377,4174827,2227779,1947048,-1780127
