Date,iShares MSCI Taiwan CappedEtf_Open_average,iShares MSCI Taiwan CappedEtf_Open_max,iShares MSCI Taiwan CappedEtf_Open_min,iShares MSCI Taiwan CappedEtf_Open_volatility,iShares MSCI Taiwan CappedEtf_Open_change,iShares MSCI Taiwan CappedEtf_High_average,iShares MSCI Taiwan CappedEtf_High_max,iShares MSCI Taiwan CappedEtf_High_min,iShares MSCI Taiwan CappedEtf_High_volatility,iShares MSCI Taiwan CappedEtf_High_change,iShares MSCI Taiwan CappedEtf_Low_average,iShares MSCI Taiwan CappedEtf_Low_max,iShares MSCI Taiwan CappedEtf_Low_min,iShares MSCI Taiwan CappedEtf_Low_volatility,iShares MSCI Taiwan CappedEtf_Low_change,iShares MSCI Taiwan CappedEtf_Close_average,iShares MSCI Taiwan CappedEtf_Close_max,iShares MSCI Taiwan CappedEtf_Close_min,iShares MSCI Taiwan CappedEtf_Close_volatility,iShares MSCI Taiwan CappedEtf_Close_change
2018-05-27,37.1,37.1,37.1,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2018-06-03,37.56,37.56,37.56,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2018-06-10,36.81,36.81,36.81,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-06-17,36.17,36.17,36.17,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2018-06-24,35.93,35.93,35.93,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2018-07-01,35.4,35.4,35.4,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-07-08,36.32,36.32,36.32,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2018-07-15,37.08,37.08,37.08,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2018-07-22,37.77,37.77,37.77,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2018-07-29,37.73,37.73,37.73,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2018-08-05,37.32,37.32,37.32,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2018-08-12,36.29,36.29,36.29,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-08-19,37.06,37.06,37.06,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2018-08-26,37.64,37.64,37.64,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2018-09-02,36.96,36.96,36.96,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2018-09-09,37.07,37.07,37.07,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2018-09-16,37.55,37.55,37.55,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2018-09-23,37.7,37.7,37.7,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2018-09-30,35.45,35.45,35.45,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2018-10-07,33.93,33.93,33.93,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2018-10-14,33.78,33.78,33.78,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2018-10-21,31.83,31.83,31.83,0.0,0.0,32.3,32.3,32.3,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2018-10-28,34.16,34.16,34.16,0.0,0.0,34.27,34.27,34.27,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2018-11-04,33.17,33.17,33.17,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2018-11-11,33.06,33.06,33.06,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2018-11-18,32.31,32.31,32.31,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2018-11-25,33.2,33.2,33.2,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-12-02,32.74,32.74,32.74,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2018-12-09,32.55,32.55,32.55,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-12-16,31.52,31.52,31.52,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-12-23,31.72,31.72,31.72,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2018-12-30,30.38,30.38,30.38,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2019-01-06,31.71,31.71,31.71,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-01-13,32.07,32.07,32.07,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2019-01-20,32.75,32.75,32.75,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2019-01-27,33.08,33.08,33.08,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-02-03,32.77,32.77,32.77,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-02-10,32.74,32.74,32.74,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-02-17,33.62,33.62,33.62,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-02-24,33.5,33.5,33.5,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-03-03,32.8,32.8,32.8,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-03-10,33.76,33.76,33.76,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-03-17,34.45,34.45,34.45,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-03-24,34.59,34.59,34.59,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-03-31,35.33,35.33,35.33,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-04-07,35.46,35.46,35.46,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2019-04-14,36.04,36.04,36.04,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2019-04-21,35.75,35.75,35.75,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2019-04-28,36.41,36.41,36.41,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-05-05,34.88,34.88,34.88,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.62,34.62,34.62,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2019-05-12,33.08,33.08,33.08,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-05-19,32.78,32.78,32.78,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-05-26,32.9,32.9,32.9,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2019-06-02,33.34,33.34,33.34,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-06-09,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2019-06-16,35.07,35.07,35.07,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2019-06-23,35.03,35.03,35.03,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-06-30,34.96,34.96,34.96,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2019-07-07,35.47,35.47,35.47,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2019-07-14,35.83,35.83,35.83,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2019-07-21,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-07-28,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-08-04,34.21,34.21,34.21,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-08-11,34.08,34.08,34.08,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-08-18,34.23,34.23,34.23,0.0,0.0,34.51,34.51,34.51,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2019-08-25,34.98,34.98,34.98,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-09-01,35.76,35.76,35.76,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2019-09-08,36.59,36.59,36.59,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-09-15,36.62,36.62,36.62,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2019-09-22,36.39,36.39,36.39,0.0,0.0,36.4,36.4,36.4,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2019-09-29,36.56,36.56,36.56,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2019-10-06,37.56,37.56,37.56,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-10-13,38.07,38.07,38.07,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-10-20,38.47,38.47,38.47,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-10-27,39.14,39.14,39.14,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-11-03,40.07,40.07,40.07,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-11-10,39.7,39.7,39.7,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-11-17,39.81,39.81,39.81,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-11-24,39.5,39.5,39.5,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-12-01,40.12,40.12,40.12,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2019-12-08,41.59,41.59,41.59,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2019-12-15,40.85,40.85,40.85,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2019-12-22,41.32,41.32,41.32,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2019-12-29,41.13,41.13,41.13,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2020-01-05,41.1,41.1,41.1,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2020-01-12,41.53,41.53,41.53,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2020-01-19,40.85,40.85,40.85,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2020-01-26,38.39,38.39,38.39,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2020-02-02,39.4,39.4,39.4,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2020-02-09,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2020-02-16,39.32,39.32,39.32,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2020-02-23,36.6,36.6,36.6,0.0,0.0,37.54,37.54,37.54,0.0,0.0,36.31,36.31,36.31,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2020-03-01,38.18,38.18,38.18,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2020-03-08,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2020-03-15,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2020-03-22,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2020-03-29,33.08,33.08,33.08,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2020-04-05,34.66,34.66,34.66,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2020-04-12,36.21,36.21,36.21,0.0,0.0,36.21,36.21,36.21,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2020-04-19,35.3,35.3,35.3,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2020-04-26,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2020-05-03,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2020-05-10,36.53,36.53,36.53,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2020-05-17,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2020-05-24,37.0,37.0,37.0,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2020-05-31,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2020-06-07,39.47,39.47,39.47,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2020-06-14,39.98,39.98,39.98,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2020-06-21,40.22,40.22,40.22,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2020-06-28,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2020-07-05,42.09,42.09,42.09,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.07,42.07,42.07,0.0,0.0
