Date,Cambria Sovereign BondEtf_Open_average,Cambria Sovereign BondEtf_Open_max,Cambria Sovereign BondEtf_Open_min,Cambria Sovereign BondEtf_Open_volatility,Cambria Sovereign BondEtf_Open_change,Cambria Sovereign BondEtf_High_average,Cambria Sovereign BondEtf_High_max,Cambria Sovereign BondEtf_High_min,Cambria Sovereign BondEtf_High_volatility,Cambria Sovereign BondEtf_High_change,Cambria Sovereign BondEtf_Low_average,Cambria Sovereign BondEtf_Low_max,Cambria Sovereign BondEtf_Low_min,Cambria Sovereign BondEtf_Low_volatility,Cambria Sovereign BondEtf_Low_change,Cambria Sovereign BondEtf_Close_average,Cambria Sovereign BondEtf_Close_max,Cambria Sovereign BondEtf_Close_min,Cambria Sovereign BondEtf_Close_volatility,Cambria Sovereign BondEtf_Close_change
2018-01-14,28.41,28.41,28.41,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2018-01-21,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-01-28,28.88,28.88,28.88,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2018-02-04,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2018-02-11,28.89,28.89,28.89,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2018-02-18,28.66,28.66,28.66,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2018-02-25,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2018-03-04,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2018-03-11,28.6,28.6,28.6,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-03-18,28.59,28.59,28.59,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-03-25,28.49,28.49,28.49,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2018-04-01,28.15,28.15,28.15,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2018-04-08,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2018-04-15,28.22,28.22,28.22,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2018-04-22,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-04-29,27.16,27.16,27.16,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-05-06,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-05-13,26.32,26.32,26.32,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-05-20,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2018-05-27,26.14,26.14,26.14,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-06-03,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-06-10,25.67,25.67,25.67,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-06-17,25.68,25.68,25.68,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2018-06-24,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-07-01,25.58,25.58,25.58,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.75,25.75,25.75,0.0,0.0
