Date,iShares International Preferred StockEtf_Open_average,iShares International Preferred StockEtf_Open_max,iShares International Preferred StockEtf_Open_min,iShares International Preferred StockEtf_Open_volatility,iShares International Preferred StockEtf_Open_change,iShares International Preferred StockEtf_High_average,iShares International Preferred StockEtf_High_max,iShares International Preferred StockEtf_High_min,iShares International Preferred StockEtf_High_volatility,iShares International Preferred StockEtf_High_change,iShares International Preferred StockEtf_Low_average,iShares International Preferred StockEtf_Low_max,iShares International Preferred StockEtf_Low_min,iShares International Preferred StockEtf_Low_volatility,iShares International Preferred StockEtf_Low_change,iShares International Preferred StockEtf_Close_average,iShares International Preferred StockEtf_Close_max,iShares International Preferred StockEtf_Close_min,iShares International Preferred StockEtf_Close_volatility,iShares International Preferred StockEtf_Close_change
2019-05-19,15.25,15.25,15.25,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.29,15.29,15.29,0.0,0.0
2019-05-26,14.93,14.93,14.93,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2019-06-02,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2019-06-09,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2019-06-16,15.03,15.03,15.03,0.0,0.0,15.03,15.03,15.03,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2019-06-23,15.25,15.25,15.25,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2019-06-30,15.15,15.15,15.15,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2019-07-07,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2019-07-14,15.5,15.5,15.5,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2019-07-21,15.59,15.59,15.59,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.34,15.34,15.34,0.0,0.0
2019-07-28,15.21,15.21,15.21,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2019-08-04,15.06,15.06,15.06,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2019-08-11,14.39,14.39,14.39,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2019-08-18,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-08-25,14.21,14.21,14.21,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2019-09-01,14.71,14.71,14.71,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2019-09-08,14.92,14.92,14.92,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-09-15,14.89,14.89,14.89,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2019-09-22,14.99,14.99,14.99,0.0,0.0,15.05,15.05,15.05,0.0,0.0,14.96,14.96,14.96,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2019-09-29,14.48,14.48,14.48,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.6,14.6,14.6,0.0,0.0
2019-10-06,14.78,14.78,14.78,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2019-10-13,14.99,14.99,14.99,0.0,0.0,15.09,15.09,15.09,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.06,15.06,15.06,0.0,0.0
2019-10-20,15.05,15.05,15.05,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2019-10-27,14.87,14.87,14.87,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2019-11-03,14.89,14.89,14.89,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-11-10,15.21,15.21,15.21,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2019-11-17,15.07,15.07,15.07,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2019-11-24,14.84,14.84,14.84,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2019-12-01,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2019-12-08,14.93,14.93,14.93,0.0,0.0,15.03,15.03,15.03,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2019-12-15,14.99,14.99,14.99,0.0,0.0,15.2,15.2,15.2,0.0,0.0,14.96,14.96,14.96,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2019-12-22,15.0,15.0,15.0,0.0,0.0,15.15,15.15,15.15,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2019-12-29,15.59,15.59,15.59,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2020-01-05,15.45,15.45,15.45,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2020-01-12,15.56,15.56,15.56,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2020-01-19,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.48,15.48,15.48,0.0,0.0
2020-01-26,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.25,15.25,15.25,0.0,0.0
2020-02-02,15.13,15.13,15.13,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2020-02-09,15.17,15.17,15.17,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2020-02-16,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2020-02-23,14.09,14.09,14.09,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2020-03-01,14.01,14.01,14.01,0.0,0.0,14.01,14.01,14.01,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.74,13.74,13.74,0.0,0.0
2020-03-08,10.9,10.9,10.9,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2020-03-15,9.21,9.21,9.21,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.13,9.13,9.13,0.0,0.0,9.13,9.13,9.13,0.0,0.0
2020-03-22,9.99,9.99,9.99,0.0,0.0,10.14,10.14,10.14,0.0,0.0,9.68,9.68,9.68,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2020-03-29,10.32,10.32,10.32,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2020-04-05,11.22,11.22,11.22,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2020-04-12,11.21,11.21,11.21,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2020-04-19,11.42,11.42,11.42,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2020-04-26,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2020-05-03,12.02,12.02,12.02,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.02,12.02,12.02,0.0,0.0
2020-05-10,11.52,11.52,11.52,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.54,11.54,11.54,0.0,0.0
2020-05-17,11.89,11.89,11.89,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2020-05-24,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2020-05-31,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2020-06-07,12.53,12.53,12.53,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.58,12.58,12.58,0.0,0.0
2020-06-14,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2020-06-21,12.67,12.67,12.67,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2020-06-28,12.63,12.63,12.63,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2020-07-05,12.56,12.56,12.56,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.65,12.65,12.65,0.0,0.0
