Date,HKTVYStock_Open_average,HKTVYStock_Open_max,HKTVYStock_Open_min,HKTVYStock_Open_volatility,HKTVYStock_Open_change,HKTVYStock_High_average,HKTVYStock_High_max,HKTVYStock_High_min,HKTVYStock_High_volatility,HKTVYStock_High_change,HKTVYStock_Low_average,HKTVYStock_Low_max,HKTVYStock_Low_min,HKTVYStock_Low_volatility,HKTVYStock_Low_change,HKTVYStock_Close_average,HKTVYStock_Close_max,HKTVYStock_Close_min,HKTVYStock_Close_volatility,HKTVYStock_Close_change,HKTVYStock_Volume_average,HKTVYStock_Volume_max,HKTVYStock_Volume_min,HKTVYStock_Volume_volatility,HKTVYStock_Volume_change
2018-01-14,9.4495,9.578,9.26,0.3179999999999996,0.14000000000000057,9.562000000000001,9.71,9.4,0.3100000000000005,-0.3100000000000005,9.39975,9.568999999999999,9.26,0.3089999999999993,0.10999999999999943,9.49725,9.65,9.37,0.28000000000000114,-0.28000000000000114,765,1858,200,1658,-1353
2018-01-21,9.25,9.66,9.01,0.6500000000000004,0.6300000000000008,9.2746,9.66,9.03,0.6300000000000008,0.6300000000000008,9.25,9.66,9.01,0.6500000000000004,0.6300000000000008,9.2706,9.66,9.03,0.6300000000000008,0.6300000000000008,1788,4270,328,3942,1171
2018-01-28,9.297600000000001,9.38,9.212,0.16800000000000104,-0.0860000000000003,9.297600000000001,9.38,9.212,0.16800000000000104,-0.0860000000000003,9.2804,9.38,9.212,0.16800000000000104,-0.02999999999999936,9.2804,9.38,9.212,0.16800000000000104,-0.02999999999999936,989,2000,226,1774,1498
2018-02-04,8.2795,9.172,7.94,1.2320000000000002,-1.2320000000000002,8.32,9.172,7.96,1.2120000000000006,-1.0700000000000003,8.2415,9.11,7.9,1.209999999999999,-1.209999999999999,8.2515,9.15,7.9,1.25,-1.25,1394,3350,201,3149,2240
2018-02-11,8.24875,8.415,8.06,0.35499999999999865,0.2599999999999998,8.29625,8.415,8.1,0.3149999999999995,0.2400000000000002,8.24875,8.415,8.06,0.35499999999999865,0.2599999999999998,8.29625,8.415,8.1,0.3149999999999995,0.2400000000000002,859,1855,100,1755,-1130
2018-02-18,8.293333333333333,8.37,8.23,0.1399999999999988,-0.049999999999998934,8.329333333333333,8.427999999999999,8.28,0.1479999999999997,0.0,8.285,8.36,8.23,0.129999999999999,-0.03500000000000014,8.306666666666667,8.36,8.28,0.08000000000000007,0.0,1152,2441,416,2025,-185
2018-02-25,8.36,8.54,8.26,0.27999999999999936,-0.2599999999999998,8.36,8.54,8.26,0.27999999999999936,-0.2599999999999998,8.36,8.54,8.26,0.27999999999999936,-0.2599999999999998,8.36,8.54,8.26,0.27999999999999936,-0.2599999999999998,235,354,120,234,-113
2018-03-04,7.994999999999999,8.12,7.87,0.2499999999999991,0.2499999999999991,8.07,8.12,8.02,0.09999999999999964,0.09999999999999964,7.92,8.02,7.82,0.1999999999999993,0.1999999999999993,7.9399999999999995,8.02,7.86,0.15999999999999925,0.15999999999999925,6885,13260,510,12750,-12750
2018-03-11,9.1275,9.28,8.77,0.5099999999999998,0.4299999999999997,9.1275,9.28,8.77,0.5099999999999998,0.4299999999999997,9.085,9.26,8.75,0.5099999999999998,0.4499999999999993,9.1175,9.26,8.75,0.5099999999999998,0.4499999999999993,2823,8892,145,8747,-305
2018-03-18,9.035,9.3,8.77,0.5300000000000011,-0.5300000000000011,9.061,9.342,8.78,0.5620000000000012,-0.5620000000000012,9.035,9.3,8.77,0.5300000000000011,-0.5300000000000011,9.061,9.342,8.78,0.5620000000000012,-0.5620000000000012,8846,16742,950,15792,15792
