Date,MTRXStock_Open_average,MTRXStock_Open_max,MTRXStock_Open_min,MTRXStock_Open_volatility,MTRXStock_Open_change,MTRXStock_High_average,MTRXStock_High_max,MTRXStock_High_min,MTRXStock_High_volatility,MTRXStock_High_change,MTRXStock_Low_average,MTRXStock_Low_max,MTRXStock_Low_min,MTRXStock_Low_volatility,MTRXStock_Low_change,MTRXStock_Close_average,MTRXStock_Close_max,MTRXStock_Close_min,MTRXStock_Close_volatility,MTRXStock_Close_change,MTRXStock_Volume_average,MTRXStock_Volume_max,MTRXStock_Volume_min,MTRXStock_Volume_volatility,MTRXStock_Volume_change
2018-01-14,19.674999999999997,20.0,19.4,0.6000000000000014,-0.6000000000000014,19.8375,20.25,19.5,0.75,-0.75,19.28,19.5,19.1,0.3999999999999986,-0.2799999999999976,19.55,19.75,19.35,0.3999999999999986,-0.25,202185,267557,114782,152775,-134751
2018-01-21,18.98,19.35,18.6,0.75,-0.75,19.05,19.4,18.75,0.6499999999999986,-0.6499999999999986,18.52,18.93,18.2,0.7300000000000004,-0.7300000000000004,18.75,19.2,18.4,0.8000000000000007,-0.8000000000000007,137821,181441,98417,83024,-79461
2018-01-28,17.88,18.25,17.7,0.5500000000000007,-0.3000000000000007,18.156,18.4,17.85,0.5499999999999972,-0.1999999999999993,17.51,17.7,17.3,0.3999999999999986,-0.1999999999999993,17.86,18.15,17.65,0.5,0.10000000000000142,179952,236931,139216,97715,31474
2018-02-04,16.25,17.6,14.5,3.1000000000000014,-3.1000000000000014,16.61,17.6,15.1,2.5000000000000018,-2.5000000000000018,15.69,16.7,14.05,2.6499999999999986,-2.299999999999999,16.024,16.95,14.45,2.5,-1.8299999999999983,274525,523032,164934,358098,124806
2018-02-11,15.14,15.75,14.65,1.0999999999999996,0.3000000000000007,15.54,15.85,15.0,0.8499999999999996,0.40000000000000036,14.89,15.3,14.4,0.9000000000000004,0.5500000000000007,15.26,15.7,14.75,0.9499999999999993,0.6500000000000004,242547,339195,167270,171925,-171925
2018-02-18,15.4375,15.6,15.3,0.29999999999999893,-0.049999999999998934,15.7125,15.85,15.6,0.25,0.0,15.27,15.43,15.15,0.27999999999999936,-0.10000000000000142,15.3625,15.55,15.15,0.40000000000000036,-0.14999999999999858,173384,214862,153614,61248,4227
2018-02-25,14.879999999999999,15.35,14.35,1.0,-0.9000000000000004,15.172,15.55,14.91,0.6400000000000006,-0.40000000000000036,14.51,14.95,14.2,0.75,-0.75,14.746,15.25,14.3,0.9499999999999993,-0.5,175710,289413,113034,176379,59872
2018-03-04,15.14,15.45,14.6,0.8499999999999996,0.8499999999999996,15.51,15.75,15.35,0.40000000000000036,0.40000000000000036,14.870000000000001,15.3,14.6,0.7000000000000011,0.7000000000000011,15.3,15.55,15.0,0.5500000000000007,0.3000000000000007,201557,332540,121142,211398,-74806
2018-03-11,15.469999999999999,15.7,15.2,0.5,-0.09999999999999964,15.764,15.85,15.6,0.25,0.25,15.17,15.3,15.05,0.25,-0.09999999999999964,15.42,15.55,15.2,0.3500000000000014,0.25,196373,399317,121587,277730,277730
2018-03-18,15.23,15.45,14.95,0.5,-0.5,15.49,15.75,15.25,0.5,-0.1999999999999993,14.73,14.95,14.35,0.5999999999999996,-0.20000000000000107,15.06,15.7,14.4,1.299999999999999,-0.75,151021,175084,127499,47585,24160
2018-03-25,13.9625,14.65,13.3,1.3499999999999996,-1.3499999999999996,14.35,14.95,13.9,1.049999999999999,-0.7999999999999989,13.425,13.75,13.0,0.75,-0.4499999999999993,13.712499999999999,14.2,13.25,0.9499999999999993,-0.5,270349,391822,147477,244345,226280
2018-04-01,14.11,14.5,13.6,0.9000000000000004,0.9000000000000004,14.42,14.85,13.95,0.9000000000000004,0.6500000000000004,13.736,14.05,13.15,0.9000000000000004,0.9000000000000004,14.31,14.65,13.9,0.75,0.5999999999999996,137806,206347,111155,95192,-66196
2018-04-08,15.02,15.45,14.6,0.8499999999999996,0.8499999999999996,15.35,15.65,14.85,0.8000000000000007,0.8000000000000007,14.780000000000001,15.05,14.3,0.75,0.75,15.129999999999999,15.45,14.5,0.9499999999999993,0.9499999999999993,125229,153338,104644,48694,-24247
2018-04-15,15.87,16.2,15.5,0.6999999999999993,0.6499999999999986,16.16,16.6,15.55,1.0500000000000007,0.5999999999999979,15.71,16.05,15.25,0.8000000000000007,0.5,15.95,16.25,15.45,0.8000000000000007,0.40000000000000036,113172,149139,87406,61733,-61733
2018-04-22,16.07,16.25,15.9,0.34999999999999964,0.24999999999999822,16.266,16.4,16.15,0.25,0.15000000000000213,15.84,16.0,15.7,0.3000000000000007,0.20000000000000107,16.07,16.15,16.0,0.14999999999999858,-0.14999999999999858,111367,150928,88921,62007,25022
2018-04-29,15.75,16.0,15.4,0.5999999999999996,-0.25,16.04,16.2,15.7,0.5,0.0,15.432,15.65,15.2,0.45000000000000107,0.2400000000000002,15.78,16.05,15.4,0.6500000000000004,0.5499999999999989,119716,136221,91959,44262,-5422
2018-05-06,16.47,16.95,16.05,0.8999999999999986,0.8999999999999986,17.14,18.0,16.7,1.3000000000000007,1.3000000000000007,15.9,16.95,13.75,3.1999999999999993,0.8999999999999986,16.95,18.0,16.3,1.6999999999999993,1.6999999999999993,164269,341846,107047,234799,6473
2018-05-13,17.81,18.55,17.15,1.4000000000000021,0.5500000000000007,18.284,18.82,17.65,1.1700000000000017,0.7699999999999996,17.53,18.25,16.95,1.3000000000000007,1.0500000000000007,17.944,18.57,17.2,1.370000000000001,1.370000000000001,176248,207696,143344,64352,2879
2018-05-20,18.39,18.7,18.05,0.6499999999999986,-0.3000000000000007,18.7,18.85,18.5,0.3500000000000014,-0.3000000000000007,18.05,18.3,17.75,0.5500000000000007,-0.5500000000000007,18.41,18.65,18.15,0.5,-0.14999999999999858,161993,202365,119640,82725,70179
