Date,IQ Real ReturnEtf_Open_average,IQ Real ReturnEtf_Open_max,IQ Real ReturnEtf_Open_min,IQ Real ReturnEtf_Open_volatility,IQ Real ReturnEtf_Open_change,IQ Real ReturnEtf_High_average,IQ Real ReturnEtf_High_max,IQ Real ReturnEtf_High_min,IQ Real ReturnEtf_High_volatility,IQ Real ReturnEtf_High_change,IQ Real ReturnEtf_Low_average,IQ Real ReturnEtf_Low_max,IQ Real ReturnEtf_Low_min,IQ Real ReturnEtf_Low_volatility,IQ Real ReturnEtf_Low_change,IQ Real ReturnEtf_Close_average,IQ Real ReturnEtf_Close_max,IQ Real ReturnEtf_Close_min,IQ Real ReturnEtf_Close_volatility,IQ Real ReturnEtf_Close_change
2018-01-14,27.7,27.7,27.7,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-01-21,27.82,27.82,27.82,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2018-01-28,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2018-02-04,27.24,27.24,27.24,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-02-11,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-02-18,27.55,27.55,27.55,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-02-25,27.49,27.49,27.49,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-03-04,27.6,27.6,27.6,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-03-11,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-03-18,27.55,27.55,27.55,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-03-25,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-04-01,27.44,27.44,27.44,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2018-04-08,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-04-15,27.54,27.54,27.54,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-04-22,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2018-04-29,27.47,27.47,27.47,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-05-06,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-05-13,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2018-05-20,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-05-27,27.71,27.71,27.71,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-06-03,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-06-10,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2018-06-17,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-06-24,27.74,27.74,27.74,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-07-01,27.82,27.82,27.82,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-07-08,27.86,27.86,27.86,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2018-07-15,27.87,27.87,27.87,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-07-22,27.87,27.87,27.87,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-07-29,27.78,27.78,27.78,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2018-08-05,27.96,27.96,27.96,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-08-12,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-08-19,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-08-26,28.0,28.0,28.0,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2018-09-02,27.92,27.92,27.92,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-09-09,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-09-16,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2018-09-23,28.07,28.07,28.07,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-09-30,27.89,27.89,27.89,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-10-07,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-10-14,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-10-21,27.38,27.38,27.38,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.48,27.48,27.48,0.0,0.0
