Date,NTRSStock_Open_average,NTRSStock_Open_max,NTRSStock_Open_min,NTRSStock_Open_volatility,NTRSStock_Open_change,NTRSStock_High_average,NTRSStock_High_max,NTRSStock_High_min,NTRSStock_High_volatility,NTRSStock_High_change,NTRSStock_Low_average,NTRSStock_Low_max,NTRSStock_Low_min,NTRSStock_Low_volatility,NTRSStock_Low_change,NTRSStock_Close_average,NTRSStock_Close_max,NTRSStock_Close_min,NTRSStock_Close_volatility,NTRSStock_Close_change,NTRSStock_Volume_average,NTRSStock_Volume_max,NTRSStock_Volume_min,NTRSStock_Volume_volatility,NTRSStock_Volume_change
2018-01-14,106.9775,107.68,105.76,1.9200000000000017,-1.9200000000000017,107.375,108.04,106.67,1.3700000000000045,-1.3700000000000045,105.6275,106.15,105.05,1.1000000000000085,-0.8299999999999983,106.3425,106.89,105.38,1.5100000000000051,-0.12000000000000455,1067167,1291040,789456,501584,335939
2018-01-21,106.666,108.0,104.98,3.019999999999996,-1.4200000000000017,107.502,108.91,106.32,2.5900000000000034,-1.1500000000000057,105.29,106.14,104.62,1.519999999999996,-0.8199999999999932,106.336,107.43,105.01,2.4200000000000017,-1.25,1583017,2271842,1012272,1259570,572121
2018-01-28,106.06599999999999,106.85,104.82,2.030000000000001,0.39000000000000057,107.36,107.73,106.83,0.9000000000000057,-0.10000000000000853,105.178,106.29,104.43,1.8599999999999994,-1.8599999999999994,105.886,106.94,104.63,2.3100000000000023,-2.3100000000000023,1132060,1453484,833982,619502,184359
2018-02-04,99.962,103.58,97.32,6.260000000000005,-6.090000000000003,101.746,105.24,98.14,7.099999999999994,-7.099999999999994,97.354,100.65,94.39,6.260000000000005,-5.319999999999993,99.082,101.36,96.2,5.159999999999997,-2.3599999999999994,1919682,2736442,1515519,1220923,-419992
2018-02-11,100.556,103.72,98.11,5.609999999999999,5.530000000000001,102.616,105.6,99.6,6.0,5.449999999999989,100.122,103.64,97.61,6.030000000000001,6.030000000000001,102.026,104.86,99.35,5.510000000000005,5.5,1264113,1512837,1015870,496967,125849
2018-02-18,105.055,105.75,104.47,1.2800000000000011,0.3299999999999983,106.535,106.91,105.82,1.0900000000000034,0.7600000000000051,104.3575,104.7,103.87,0.8299999999999983,-0.0799999999999983,105.195,106.56,104.12,2.4399999999999977,1.8400000000000034,1055997,1252343,870253,382090,-338831
2018-02-25,106.566,108.53,102.95,5.579999999999998,-4.200000000000003,107.798,109.89,105.0,4.890000000000001,-3.8700000000000045,104.874,107.58,101.18,6.3999999999999915,-5.269999999999996,106.136,108.84,103.67,5.170000000000002,-4.13000000000001,1243977,1414079,987259,426820,340700
2018-03-04,106.42999999999999,108.56,103.57,4.990000000000009,4.990000000000009,108.112,110.79,106.81,3.980000000000004,3.980000000000004,105.712,108.13,103.32,4.810000000000002,4.810000000000002,107.834,110.7,106.36,4.340000000000003,4.340000000000003,1156965,1287478,877703,409775,89410
2018-03-11,108.624,110.64,106.28,4.359999999999999,-4.359999999999999,109.026,110.81,106.81,4.0,-2.6899999999999977,107.028,109.15,105.53,3.6200000000000045,-2.8700000000000045,107.572,109.51,106.1,3.410000000000011,-2.3000000000000114,1056002,1498707,672068,826639,-189442
2018-03-18,105.828,107.31,102.41,4.900000000000006,-4.900000000000006,106.552,107.88,103.18,4.699999999999989,-4.429999999999993,103.748,106.25,99.39,6.859999999999999,-5.689999999999998,104.396,106.95,99.45,7.5,-7.269999999999996,1139351,1832420,564339,1268081,1018039
2018-03-25,102.2025,104.45,101.3,3.1500000000000057,0.18999999999999773,103.655,104.99,102.01,2.9799999999999898,-0.4000000000000057,100.6125,101.24,99.72,1.519999999999996,0.539999999999992,102.41,103.8,101.13,2.6700000000000017,-0.6700000000000017,1066675,1175427,925413,250014,-188029
2018-04-01,103.374,105.28,101.79,3.489999999999995,-0.8100000000000023,104.75,105.8,104.06,1.7399999999999949,-0.6099999999999994,101.41000000000001,104.12,99.9,4.219999999999999,0.18999999999999773,103.14999999999999,104.8,101.17,3.6299999999999955,-0.23999999999999488,1133201,1449142,827067,622075,-248071
2018-04-08,103.448,106.02,101.89,4.1299999999999955,3.700000000000003,104.648,106.02,103.32,2.700000000000003,1.9500000000000028,102.496,103.36,101.25,2.1099999999999994,1.5600000000000023,103.308,105.04,102.03,3.010000000000005,1.8799999999999955,1255947,1468577,816288,652289,-474966
2018-04-15,107.122,108.55,104.88,3.6700000000000017,3.6700000000000017,108.188,109.15,105.22,3.930000000000007,3.3299999999999983,105.488,106.62,103.64,2.980000000000004,2.760000000000005,106.69,108.15,104.89,3.260000000000005,2.760000000000005,1350955,2015057,972242,1042815,315799
2018-04-22,107.318,108.29,106.67,1.6200000000000045,-0.7600000000000051,108.474,109.12,107.43,1.6899999999999977,-0.8399999999999892,106.55,107.18,106.02,1.1600000000000108,-0.44000000000001194,107.242,107.52,106.83,0.6899999999999977,0.12999999999999545,1085928,1494620,885602,609018,-138333
2018-04-29,105.392,108.0,103.11,4.890000000000001,-4.890000000000001,106.44200000000001,108.64,104.68,3.9599999999999937,-2.5600000000000023,103.884,106.6,101.88,4.719999999999999,-4.689999999999998,105.208,106.75,103.98,2.769999999999996,-1.9099999999999966,984498,1385845,708831,677014,482357
2018-05-06,105.972,107.5,105.1,2.4000000000000057,2.4000000000000057,107.304,109.16,105.75,3.4099999999999966,3.4099999999999966,105.704,107.5,104.86,2.6400000000000006,2.5600000000000023,106.772,108.92,105.36,3.5600000000000023,3.5600000000000023,1136920,1541876,910333,631543,-4051
2018-05-13,108.41199999999999,109.3,107.92,1.3799999999999955,-0.8799999999999955,109.216,109.69,108.83,0.8599999999999994,-0.6899999999999977,107.39,108.19,106.76,1.4299999999999926,-1.009999999999991,108.244,108.66,107.82,0.8400000000000034,-0.8200000000000074,749088,927839,576018,351821,117286
2018-05-20,107.876,109.02,107.06,1.9599999999999937,-0.9899999999999949,108.382,109.55,107.5,2.049999999999997,-1.5100000000000051,106.976,108.27,105.87,2.3999999999999915,-1.5100000000000051,107.774,108.45,106.61,1.8400000000000034,-1.8400000000000034,754066,1016829,561368,455461,-426654
2018-05-27,103.9375,105.37,103.19,2.180000000000007,-1.480000000000004,104.795,105.8,103.53,2.269999999999996,0.0799999999999983,102.64,103.89,101.72,2.1700000000000017,2.1700000000000017,103.575,105.76,102.3,3.460000000000008,3.460000000000008,1271591,1364729,1120819,243910,21712
2018-06-03,105.98,106.87,104.98,1.8900000000000006,0.8800000000000097,106.70400000000001,107.83,105.39,2.4399999999999977,0.9399999999999977,105.382,106.55,104.22,2.3299999999999983,1.2199999999999989,106.224,107.1,105.04,2.059999999999988,1.6099999999999994,673472,796961,547763,249198,-249198
