Date,First Trust Emerging Markets AlphaDEXEtf_Open_average,First Trust Emerging Markets AlphaDEXEtf_Open_max,First Trust Emerging Markets AlphaDEXEtf_Open_min,First Trust Emerging Markets AlphaDEXEtf_Open_volatility,First Trust Emerging Markets AlphaDEXEtf_Open_change,First Trust Emerging Markets AlphaDEXEtf_High_average,First Trust Emerging Markets AlphaDEXEtf_High_max,First Trust Emerging Markets AlphaDEXEtf_High_min,First Trust Emerging Markets AlphaDEXEtf_High_volatility,First Trust Emerging Markets AlphaDEXEtf_High_change,First Trust Emerging Markets AlphaDEXEtf_Low_average,First Trust Emerging Markets AlphaDEXEtf_Low_max,First Trust Emerging Markets AlphaDEXEtf_Low_min,First Trust Emerging Markets AlphaDEXEtf_Low_volatility,First Trust Emerging Markets AlphaDEXEtf_Low_change,First Trust Emerging Markets AlphaDEXEtf_Close_average,First Trust Emerging Markets AlphaDEXEtf_Close_max,First Trust Emerging Markets AlphaDEXEtf_Close_min,First Trust Emerging Markets AlphaDEXEtf_Close_volatility,First Trust Emerging Markets AlphaDEXEtf_Close_change
2018-01-14,30.11,30.11,30.11,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-01-21,31.17,31.17,31.17,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-01-28,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2018-02-04,27.9,27.9,27.9,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-02-11,29.89,29.89,29.89,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2018-02-18,29.98,29.98,29.98,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.85,29.85,29.85,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2018-02-25,28.9,28.9,28.9,0.0,0.0,29.35,29.35,29.35,0.0,0.0,28.76,28.76,28.76,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2018-03-04,29.63,29.63,29.63,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2018-03-11,29.61,29.61,29.61,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2018-03-18,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2018-03-25,28.92,28.92,28.92,0.0,0.0,29.34,29.34,29.34,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.29,29.29,29.29,0.0,0.0
