Date,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_average,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_max,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_min,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_volatility,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_change,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_average,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_max,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_min,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_volatility,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_change,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_average,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_max,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_min,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_volatility,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_change,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_average,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_max,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_min,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_volatility,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_change
2018-01-14,37.22,37.22,37.22,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2018-01-21,38.0,38.0,38.0,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-01-28,37.07,37.07,37.07,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-02-04,34.48,34.48,34.48,0.0,0.0,34.89,34.89,34.89,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-02-11,36.0,36.0,36.0,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2018-02-18,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-02-25,36.15,36.15,36.15,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-03-04,36.94,36.94,36.94,0.0,0.0,37.29,37.29,37.29,0.0,0.0,36.89,36.89,36.89,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2018-03-11,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2018-03-18,35.91,35.91,35.91,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0
