Date,Global X China EnergyEtf_Open_average,Global X China EnergyEtf_Open_max,Global X China EnergyEtf_Open_min,Global X China EnergyEtf_Open_volatility,Global X China EnergyEtf_Open_change,Global X China EnergyEtf_High_average,Global X China EnergyEtf_High_max,Global X China EnergyEtf_High_min,Global X China EnergyEtf_High_volatility,Global X China EnergyEtf_High_change,Global X China EnergyEtf_Low_average,Global X China EnergyEtf_Low_max,Global X China EnergyEtf_Low_min,Global X China EnergyEtf_Low_volatility,Global X China EnergyEtf_Low_change,Global X China EnergyEtf_Close_average,Global X China EnergyEtf_Close_max,Global X China EnergyEtf_Close_min,Global X China EnergyEtf_Close_volatility,Global X China EnergyEtf_Close_change
2018-01-14,11.87,11.87,11.87,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.94,11.94,11.94,0.0,0.0
2018-01-21,12.45,12.45,12.45,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2018-01-28,12.24,12.24,12.24,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.24,12.24,12.24,0.0,0.0
2018-02-04,11.09,11.09,11.09,0.0,0.0,11.11,11.11,11.11,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2018-02-11,11.58,11.58,11.58,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0
2018-02-18,11.58,11.58,11.58,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2018-02-25,11.51,11.51,11.51,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2018-03-04,11.66,11.66,11.66,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.66,11.66,11.66,0.0,0.0
2018-03-11,11.55,11.55,11.55,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2018-03-18,11.54,11.54,11.54,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.54,11.54,11.54,0.0,0.0
2018-03-25,11.86,11.86,11.86,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2018-04-01,11.96,11.96,11.96,0.0,0.0,11.97,11.97,11.97,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2018-04-08,12.01,12.01,12.01,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.01,12.01,12.01,0.0,0.0
2018-04-15,11.89,11.89,11.89,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2018-04-22,12.27,12.27,12.27,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2018-04-29,12.45,12.45,12.45,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.52,12.52,12.52,0.0,0.0
2018-05-06,13.13,13.13,13.13,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2018-05-13,13.03,13.03,13.03,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.03,13.03,13.03,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2018-05-20,12.83,12.83,12.83,0.0,0.0,13.12,13.12,13.12,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2018-05-27,13.41,13.41,13.41,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.06,13.06,13.06,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2018-06-03,12.99,12.99,12.99,0.0,0.0,13.43,13.43,13.43,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2018-06-10,12.44,12.44,12.44,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2018-06-17,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2018-06-24,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2018-07-01,12.49,12.49,12.49,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2018-07-08,12.76,12.76,12.76,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.75,12.75,12.75,0.0,0.0
2018-07-15,12.66,12.66,12.66,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2018-07-22,13.1,13.1,13.1,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2018-07-29,12.41,12.41,12.41,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2018-08-05,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2018-08-12,12.0,12.0,12.0,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.0,12.0,12.0,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2018-08-19,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0
2018-08-26,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0
2018-09-02,12.43,12.43,12.43,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.45,12.45,12.45,0.0,0.0
2018-09-09,12.55,12.55,12.55,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2018-09-16,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2018-09-23,13.15,13.15,13.15,0.0,0.0,13.15,13.15,13.15,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2018-09-30,12.6,12.6,12.6,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.58,12.58,12.58,0.0,0.0
2018-10-07,12.12,12.12,12.12,0.0,0.0,12.28,12.28,12.28,0.0,0.0,11.9,11.9,11.9,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2018-10-14,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.02,12.02,12.02,0.0,0.0
2018-10-21,11.97,11.97,11.97,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.85,11.85,11.85,0.0,0.0,12.0,12.0,12.0,0.0,0.0
2018-10-28,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0
2018-11-04,12.37,12.37,12.37,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.01,12.01,12.01,0.0,0.0
2018-11-11,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2018-11-18,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2018-11-25,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2018-12-02,11.99,11.99,11.99,0.0,0.0,12.42,12.42,12.42,0.0,0.0,11.99,11.99,11.99,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2018-12-09,12.19,12.19,12.19,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2018-12-16,11.07,11.07,11.07,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.21,11.21,11.21,0.0,0.0
2018-12-23,10.5,10.5,10.5,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2018-12-30,10.85,10.85,10.85,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2019-01-06,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2019-01-13,11.39,11.39,11.39,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2019-01-20,11.59,11.59,11.59,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2019-01-27,11.64,11.64,11.64,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2019-02-03,11.39,11.39,11.39,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.39,11.39,11.39,0.0,0.0
